Gene stable ID,42afa501-db93-4611-ae86-14d6dd9e457c
ENSG00000231914,0
ENSG00000231915,0
ENSG00000231916,2
ENSG00000231918,0
ENSG00000231920,3
ENSG00000231922,0
ENSG00000231923,0
ENSG00000231924,0
ENSG00000231925,12275
ENSG00000231926,0
ENSG00000231927,0
ENSG00000231929,0
ENSG00000231930,0
ENSG00000231931,1
ENSG00000231933,0
ENSG00000231934,0
ENSG00000231937,0
ENSG00000231940,6
ENSG00000231942,3
ENSG00000231943,1
ENSG00000231944,1
ENSG00000231947,0
ENSG00000231948,0
ENSG00000231949,0
ENSG00000231951,0
ENSG00000231952,9
ENSG00000231953,0
ENSG00000231954,0
ENSG00000231955,0
ENSG00000231956,0
ENSG00000231957,0
ENSG00000231961,0
ENSG00000231963,0
ENSG00000231964,2
ENSG00000231965,0
ENSG00000231966,9
ENSG00000231967,0
ENSG00000231969,7
ENSG00000231970,1
ENSG00000231971,1
ENSG00000231976,0
ENSG00000231977,3
ENSG00000231978,0
ENSG00000231979,0
ENSG00000231980,0
ENSG00000231981,0
ENSG00000231982,85
ENSG00000231983,3
ENSG00000231984,0
ENSG00000231985,0
ENSG00000231986,0
ENSG00000231987,0
ENSG00000231988,0
ENSG00000231989,6
ENSG00000231990,0
ENSG00000231991,538
ENSG00000231992,0
ENSG00000231993,50
ENSG00000231995,0
ENSG00000231996,0
ENSG00000231999,23
ENSG00000232000,11
ENSG00000232001,0
ENSG00000232002,0
ENSG00000232003,0
ENSG00000232004,10
ENSG00000232006,2
ENSG00000232009,0
ENSG00000232010,1
ENSG00000232015,1
ENSG00000232018,0
ENSG00000232019,0
ENSG00000232021,9
ENSG00000232022,1
ENSG00000232023,2
ENSG00000232024,179
ENSG00000232025,0
ENSG00000232027,4
ENSG00000232028,5
ENSG00000232029,0
ENSG00000232030,0
ENSG00000232031,0
ENSG00000232032,0
ENSG00000232034,4
ENSG00000232035,0
ENSG00000232036,0
ENSG00000232037,5
ENSG00000232039,0
ENSG00000232040,4
ENSG00000232041,0
ENSG00000232042,0
ENSG00000232043,10
ENSG00000232044,16
ENSG00000232046,0
ENSG00000232048,0
ENSG00000232050,0
ENSG00000232053,2
ENSG00000232054,0
ENSG00000232056,0
ENSG00000232057,0
ENSG00000232058,0
ENSG00000232059,2
ENSG00000232060,1
ENSG00000232063,2
ENSG00000232064,0
ENSG00000232065,28
ENSG00000232068,0
ENSG00000232069,0
ENSG00000232070,15
ENSG00000232072,0
ENSG00000232073,0
ENSG00000232075,6
ENSG00000232077,0
ENSG00000232079,1
ENSG00000232080,0
ENSG00000232081,0
ENSG00000232082,11
ENSG00000232083,2
ENSG00000232084,0
ENSG00000232085,0
ENSG00000232086,0
ENSG00000232087,1
ENSG00000232089,0
ENSG00000232090,0
ENSG00000232091,0
ENSG00000232093,234
ENSG00000232096,0
ENSG00000232097,0
ENSG00000232098,468
ENSG00000232100,0
ENSG00000232101,0
ENSG00000232102,0
ENSG00000232104,9
ENSG00000232105,0
ENSG00000232109,0
ENSG00000232110,8
ENSG00000232111,0
ENSG00000232112,2677
ENSG00000232113,0
ENSG00000232114,1
ENSG00000232115,0
ENSG00000232117,1
ENSG00000232118,3
ENSG00000232119,2707
ENSG00000232120,0
ENSG00000232121,0
ENSG00000232124,27
ENSG00000232125,0
ENSG00000232128,0
ENSG00000232130,0
ENSG00000232131,0
ENSG00000232132,0
ENSG00000232133,0
ENSG00000232134,49
ENSG00000232135,0
ENSG00000232136,0
ENSG00000232138,0
ENSG00000232139,2
ENSG00000232140,0
ENSG00000232142,0
ENSG00000232144,0
ENSG00000232145,0
ENSG00000232148,0
ENSG00000232149,5
ENSG00000232150,9
ENSG00000232153,0
ENSG00000232154,0
ENSG00000232155,0
ENSG00000232158,3
ENSG00000232159,0
ENSG00000232160,163
ENSG00000232161,0
ENSG00000232162,0
ENSG00000232163,0
ENSG00000232164,1
ENSG00000232165,0
ENSG00000232166,0
ENSG00000232167,0
ENSG00000232168,0
ENSG00000232170,0
ENSG00000232172,3
ENSG00000232173,0
ENSG00000232174,0
ENSG00000232175,0
ENSG00000232176,1
ENSG00000232177,2
ENSG00000232179,0
ENSG00000232183,0
ENSG00000232184,0
ENSG00000232185,0
ENSG00000232186,0
ENSG00000232187,136
ENSG00000232188,4
ENSG00000232190,0
ENSG00000232192,0
ENSG00000232193,0
ENSG00000232194,5
ENSG00000232195,0
ENSG00000232196,1
ENSG00000232197,0
ENSG00000232198,0
ENSG00000232199,0
ENSG00000232200,0
ENSG00000232202,2
ENSG00000232203,5
ENSG00000232204,0
ENSG00000232205,0
ENSG00000232208,0
ENSG00000232211,0
ENSG00000232212,0
ENSG00000232215,0
ENSG00000232216,76
ENSG00000232217,0
ENSG00000232218,8
ENSG00000232220,0
ENSG00000232223,0
ENSG00000232224,8
ENSG00000232225,0
ENSG00000232226,0
ENSG00000232227,0
ENSG00000232228,2
ENSG00000232229,77
ENSG00000232230,0
ENSG00000232233,10
ENSG00000232234,0
ENSG00000232235,0
ENSG00000232237,8
ENSG00000232238,0
ENSG00000232239,0
ENSG00000232240,0
ENSG00000232241,0
ENSG00000232242,0
ENSG00000232243,0
ENSG00000232245,0
ENSG00000232249,0
ENSG00000232252,0
ENSG00000232254,0
ENSG00000232258,0
ENSG00000232259,10
ENSG00000232260,3
ENSG00000232261,0
ENSG00000232263,0
ENSG00000232264,0
ENSG00000232265,1
ENSG00000232267,1
ENSG00000232268,0
ENSG00000232271,0
ENSG00000232273,1
ENSG00000232277,0
ENSG00000232281,0
ENSG00000232282,0
ENSG00000232283,0
ENSG00000232284,29
ENSG00000232285,0
ENSG00000232286,0
ENSG00000232287,0
ENSG00000232290,1
ENSG00000232292,0
ENSG00000232293,0
ENSG00000232294,0
ENSG00000232295,20
ENSG00000232296,0
ENSG00000232298,1
ENSG00000232299,0
ENSG00000232300,4
ENSG00000232301,2
ENSG00000232303,2
ENSG00000232305,0
ENSG00000232306,0
ENSG00000232307,0
ENSG00000232309,0
ENSG00000232310,3
ENSG00000232311,2
ENSG00000232314,0
ENSG00000232316,1
ENSG00000232320,1
ENSG00000232324,9
ENSG00000232325,0
ENSG00000232327,0
ENSG00000232328,0
ENSG00000232332,0
ENSG00000232333,2
ENSG00000232334,2
ENSG00000232335,0
ENSG00000232337,0
ENSG00000232341,10
ENSG00000232342,1
ENSG00000232344,2
ENSG00000232346,11
ENSG00000232347,3
ENSG00000232348,0
ENSG00000232349,0
ENSG00000232350,0
ENSG00000232352,2
ENSG00000232353,0
ENSG00000232354,4
ENSG00000232355,5
ENSG00000232358,0
ENSG00000232359,0
ENSG00000232360,0
ENSG00000232361,0
ENSG00000232362,0
ENSG00000232363,7
ENSG00000232366,0
ENSG00000232368,17
ENSG00000232369,4
ENSG00000232370,0
ENSG00000232372,5
ENSG00000232373,0
ENSG00000232374,0
ENSG00000232375,4
ENSG00000232377,1
ENSG00000232378,0
ENSG00000232379,0
ENSG00000232380,0
ENSG00000232381,0
ENSG00000232382,0
ENSG00000232383,3
ENSG00000232385,8
ENSG00000232386,34
ENSG00000232387,14
ENSG00000232388,1649
ENSG00000232389,7
ENSG00000232390,0
ENSG00000232391,0
ENSG00000232392,0
ENSG00000232393,6
ENSG00000232394,0
ENSG00000232395,0
ENSG00000232396,0
ENSG00000232398,0
ENSG00000232399,0
ENSG00000232400,0
ENSG00000232401,0
ENSG00000232403,0
ENSG00000232406,1
ENSG00000232407,0
ENSG00000232408,0
ENSG00000232409,0
ENSG00000232411,0
ENSG00000232412,15
ENSG00000232413,0
ENSG00000232415,1
ENSG00000232416,0
ENSG00000232418,0
ENSG00000232419,0
ENSG00000232420,0
ENSG00000232422,0
ENSG00000232423,0
ENSG00000232424,0
ENSG00000232429,0
ENSG00000232430,0
ENSG00000232431,0
ENSG00000232433,0
ENSG00000232434,75
ENSG00000232436,0
ENSG00000232437,0
ENSG00000232439,3
ENSG00000232442,370
ENSG00000232444,0
ENSG00000232445,225
ENSG00000232446,0
ENSG00000232447,0
ENSG00000232448,0
ENSG00000232450,20
ENSG00000232451,0
ENSG00000232453,26
ENSG00000232454,4
ENSG00000232455,0
ENSG00000232456,6
ENSG00000232457,2
ENSG00000232458,0
ENSG00000232459,0
ENSG00000232460,0
ENSG00000232461,4
ENSG00000232462,0
ENSG00000232463,0
ENSG00000232464,0
ENSG00000232465,0
ENSG00000232466,0
ENSG00000232467,2
ENSG00000232470,5
ENSG00000232471,0
ENSG00000232472,34
ENSG00000232474,0
ENSG00000232475,0
ENSG00000232479,3
ENSG00000232480,3
ENSG00000232482,0
ENSG00000232485,35
ENSG00000232486,1
ENSG00000232487,0
ENSG00000232489,4
ENSG00000232490,0
ENSG00000232491,0
ENSG00000232492,0
ENSG00000232493,2
ENSG00000232494,0
ENSG00000232496,0
ENSG00000232497,0
ENSG00000232498,1
ENSG00000232499,26
ENSG00000232500,2
ENSG00000232502,0
ENSG00000232503,0
ENSG00000232504,17
ENSG00000232505,0
ENSG00000232508,0
ENSG00000232511,0
ENSG00000232512,0
ENSG00000232514,0
ENSG00000232515,0
ENSG00000232517,2
ENSG00000232518,0
ENSG00000232519,7
ENSG00000232520,0
ENSG00000232522,0
ENSG00000232524,0
ENSG00000232525,1
ENSG00000232526,0
ENSG00000232527,69
ENSG00000232528,4
ENSG00000232529,0
ENSG00000232530,0
ENSG00000232531,1
ENSG00000232532,0
ENSG00000232533,236
ENSG00000232535,0
ENSG00000232536,4
ENSG00000232537,0
ENSG00000232539,2
ENSG00000232540,0
ENSG00000232542,0
ENSG00000232543,0
ENSG00000232545,2
ENSG00000232546,9
ENSG00000232548,0
ENSG00000232549,0
ENSG00000232551,0
ENSG00000232553,2
ENSG00000232554,14
ENSG00000232555,3
ENSG00000232556,0
ENSG00000232557,1
ENSG00000232558,0
ENSG00000232559,212
ENSG00000232560,5
ENSG00000232562,0
ENSG00000232563,0
ENSG00000232564,1
ENSG00000232568,0
ENSG00000232573,162
ENSG00000232576,0
ENSG00000232578,2
ENSG00000232579,0
ENSG00000232581,0
ENSG00000232582,0
ENSG00000232583,0
ENSG00000232585,0
ENSG00000232586,5
ENSG00000232587,4
ENSG00000232590,0
ENSG00000232591,1
ENSG00000232593,36
ENSG00000232594,0
ENSG00000232595,0
ENSG00000232596,0
ENSG00000232597,0
ENSG00000232598,0
ENSG00000232599,0
ENSG00000232600,15
ENSG00000232601,0
ENSG00000232603,0
ENSG00000232604,0
ENSG00000232605,0
ENSG00000232606,0
ENSG00000232608,0
ENSG00000232610,0
ENSG00000232611,80
ENSG00000232612,2
ENSG00000232613,33
ENSG00000232614,0
ENSG00000232615,0
ENSG00000232617,0
ENSG00000232618,1
ENSG00000232620,0
ENSG00000232621,0
ENSG00000232622,0
ENSG00000232623,2
ENSG00000232624,0
ENSG00000232625,4
ENSG00000232626,5
ENSG00000232627,0
ENSG00000232628,3
ENSG00000232629,282
ENSG00000232630,13
ENSG00000232631,0
ENSG00000232633,8
ENSG00000232634,0
ENSG00000232636,0
ENSG00000232638,0
ENSG00000232640,484
ENSG00000232642,3
ENSG00000232643,0
ENSG00000232644,0
ENSG00000232645,29
ENSG00000232646,2
ENSG00000232647,0
ENSG00000232648,36
ENSG00000232650,1
ENSG00000232653,16
ENSG00000232654,0
ENSG00000232655,0
ENSG00000232656,1
ENSG00000232658,0
ENSG00000232661,0
ENSG00000232662,0
ENSG00000232663,0
ENSG00000232664,0
ENSG00000232665,1
ENSG00000232667,1
ENSG00000232668,0
ENSG00000232671,92
ENSG00000232672,3
ENSG00000232675,0
ENSG00000232676,0
ENSG00000232677,1797
ENSG00000232678,1
ENSG00000232679,4
ENSG00000232680,6
ENSG00000232682,0
ENSG00000232684,7
ENSG00000232685,0
ENSG00000232687,0
ENSG00000232688,0
ENSG00000232690,0
ENSG00000232692,216
ENSG00000232693,5
ENSG00000232695,0
ENSG00000232696,0
ENSG00000232698,2
ENSG00000232699,1
ENSG00000232701,0
ENSG00000232702,9
ENSG00000232706,0
ENSG00000232707,0
ENSG00000232709,5
ENSG00000232710,0
ENSG00000232712,0
ENSG00000232713,10
ENSG00000232714,0
ENSG00000232715,0
ENSG00000232716,0
ENSG00000232717,0
ENSG00000232718,0
ENSG00000232719,1
ENSG00000232721,1
ENSG00000232722,0
ENSG00000232723,0
ENSG00000232724,4
ENSG00000232725,13
ENSG00000232727,1
ENSG00000232728,1
ENSG00000232729,3
ENSG00000232730,0
ENSG00000232732,1
ENSG00000232734,0
ENSG00000232735,0
ENSG00000232736,0
ENSG00000232738,0
ENSG00000232739,1
ENSG00000232740,0
ENSG00000232742,13
ENSG00000232743,0
ENSG00000232744,0
ENSG00000232746,0
ENSG00000232747,0
ENSG00000232748,19
ENSG00000232749,0
ENSG00000232750,0
ENSG00000232751,0
ENSG00000232752,0
ENSG00000232754,0
ENSG00000232756,2
ENSG00000232757,1
ENSG00000232759,8
ENSG00000232760,0
ENSG00000232762,0
ENSG00000232764,0
ENSG00000232765,0
ENSG00000232766,0
ENSG00000232767,0
ENSG00000232768,3
ENSG00000232771,0
ENSG00000232772,0
ENSG00000232773,0
ENSG00000232774,27
ENSG00000232775,0
ENSG00000232777,0
ENSG00000232778,0
ENSG00000232780,3
ENSG00000232783,0
ENSG00000232784,0
ENSG00000232786,0
ENSG00000232787,0
ENSG00000232788,14
ENSG00000232789,0
ENSG00000232790,0
ENSG00000232791,0
ENSG00000232792,0
ENSG00000232793,0
ENSG00000232794,4
ENSG00000232795,0
ENSG00000232797,0
ENSG00000232798,0
ENSG00000232799,0
ENSG00000232800,0
ENSG00000232801,1
ENSG00000232803,176
ENSG00000232805,0
ENSG00000232806,0
ENSG00000232807,100
ENSG00000232808,0
ENSG00000232809,0
ENSG00000232810,53
ENSG00000232811,26
ENSG00000232812,0
ENSG00000232813,0
ENSG00000232814,5
ENSG00000232815,10
ENSG00000232817,0
ENSG00000232818,10
ENSG00000232821,0
ENSG00000232823,1
ENSG00000232824,0
ENSG00000232825,0
ENSG00000232827,0
ENSG00000232828,0
ENSG00000232829,1
ENSG00000232830,0
ENSG00000232832,0
ENSG00000232834,0
ENSG00000232835,2
ENSG00000232837,0
ENSG00000232838,218
ENSG00000232841,0
ENSG00000232842,0
ENSG00000232843,0
ENSG00000232845,0
ENSG00000232846,0
ENSG00000232848,2
ENSG00000232849,0
ENSG00000232850,0
ENSG00000232851,0
ENSG00000232852,0
ENSG00000232853,0
ENSG00000232855,6
ENSG00000232857,0
ENSG00000232858,0
ENSG00000232859,155
ENSG00000232860,33
ENSG00000232862,7
ENSG00000232864,1
ENSG00000232867,0
ENSG00000232869,23
ENSG00000232871,8
ENSG00000232872,0
ENSG00000232873,0
ENSG00000232874,1
ENSG00000232875,1
ENSG00000232876,5
ENSG00000232878,0
ENSG00000232879,0
ENSG00000232880,0
ENSG00000232881,0
ENSG00000232882,12
ENSG00000232883,5
ENSG00000232884,8
ENSG00000232885,0
ENSG00000232886,0
ENSG00000232887,0
ENSG00000232888,23
ENSG00000232889,0
ENSG00000232891,0
ENSG00000232892,0
ENSG00000232893,0
ENSG00000232894,0
ENSG00000232895,0
ENSG00000232896,0
ENSG00000232897,2
ENSG00000232899,0
ENSG00000232900,0
ENSG00000232901,8
ENSG00000232903,0
ENSG00000232905,0
ENSG00000232906,0
ENSG00000232907,14
ENSG00000232908,0
ENSG00000232909,1
ENSG00000232910,0
ENSG00000232912,2
ENSG00000232913,0
ENSG00000232914,0
ENSG00000232915,0
ENSG00000232916,2
ENSG00000232917,1
ENSG00000232918,0
ENSG00000232920,0
ENSG00000232922,0
ENSG00000232924,0
ENSG00000232925,0
ENSG00000232926,6
ENSG00000232927,0
ENSG00000232928,0
ENSG00000232930,0
ENSG00000232931,66
ENSG00000232934,1
ENSG00000232935,0
ENSG00000232936,0
ENSG00000232937,0
ENSG00000232938,6
ENSG00000232939,0
ENSG00000232940,37
ENSG00000232943,0
ENSG00000232944,0
ENSG00000232946,0
ENSG00000232947,0
ENSG00000232948,0
ENSG00000232949,0
ENSG00000232950,0
ENSG00000232951,0
ENSG00000232952,6
ENSG00000232953,0
ENSG00000232954,0
ENSG00000232956,333
ENSG00000232958,0
ENSG00000232959,0
ENSG00000232963,3
ENSG00000232964,0
ENSG00000232965,0
ENSG00000232968,0
ENSG00000232969,2
ENSG00000232970,0
ENSG00000232971,1
ENSG00000232973,58
ENSG00000232975,0
ENSG00000232976,0
ENSG00000232977,2
ENSG00000232978,0
ENSG00000232979,0
ENSG00000232981,1
ENSG00000232982,0
ENSG00000232983,0
ENSG00000232985,0
ENSG00000232986,1
ENSG00000232987,1
ENSG00000232989,0
ENSG00000232990,0
ENSG00000232991,0
ENSG00000232992,1
ENSG00000232993,0
ENSG00000232994,2
ENSG00000232995,84
ENSG00000232998,0
ENSG00000232999,0
ENSG00000233002,1
ENSG00000233003,0
ENSG00000233005,0
ENSG00000233006,43
ENSG00000233007,0
ENSG00000233008,37
ENSG00000233009,152
ENSG00000233010,0
ENSG00000233011,2
ENSG00000233012,3
ENSG00000233013,5
ENSG00000233014,3
ENSG00000233015,0
ENSG00000233016,387
ENSG00000233017,0
ENSG00000233018,0
ENSG00000233020,0
ENSG00000233021,0
ENSG00000233024,0
ENSG00000233025,1
ENSG00000233026,0
ENSG00000233028,97
ENSG00000233029,2
ENSG00000233030,30
ENSG00000233031,0
ENSG00000233033,1
ENSG00000233036,0
ENSG00000233037,0
ENSG00000233038,28
ENSG00000233039,0
ENSG00000233040,1
ENSG00000233041,0
ENSG00000233044,0
ENSG00000233045,12
ENSG00000233047,0
ENSG00000233048,0
ENSG00000233050,0
ENSG00000233052,0
ENSG00000233055,0
ENSG00000233056,49
ENSG00000233057,21
ENSG00000233058,318
ENSG00000233060,2
ENSG00000233061,1
ENSG00000233063,0
ENSG00000233064,0
ENSG00000233067,2
ENSG00000233068,0
ENSG00000233069,0
ENSG00000233070,0
ENSG00000233071,0
ENSG00000233072,0
ENSG00000233073,0
ENSG00000233077,7
ENSG00000233078,0
ENSG00000233079,0
ENSG00000233080,0
ENSG00000233081,25
ENSG00000233082,0
ENSG00000233083,0
ENSG00000233084,1
ENSG00000233085,6
ENSG00000233086,0
ENSG00000233087,2
ENSG00000233090,2
ENSG00000233093,22
ENSG00000233096,0
ENSG00000233098,13
ENSG00000233099,0
ENSG00000233101,278
ENSG00000233103,0
ENSG00000233105,0
ENSG00000233106,0
ENSG00000233107,0
ENSG00000233108,0
ENSG00000233109,0
ENSG00000233110,12
ENSG00000233111,2
ENSG00000233114,0
ENSG00000233115,0
ENSG00000233117,17
ENSG00000233118,0
ENSG00000233120,0
ENSG00000233121,7
ENSG00000233122,6
ENSG00000233123,0
ENSG00000233124,0
ENSG00000233125,1
ENSG00000233126,0
ENSG00000233128,0
ENSG00000233129,0
ENSG00000233131,0
ENSG00000233132,0
ENSG00000233133,0
ENSG00000233134,0
ENSG00000233135,0
ENSG00000233136,0
ENSG00000233138,0
ENSG00000233139,0
ENSG00000233143,0
ENSG00000233144,1
ENSG00000233145,0
ENSG00000233146,0
ENSG00000233147,0
ENSG00000233148,0
ENSG00000233153,0
ENSG00000233154,6
ENSG00000233155,32
ENSG00000233156,0
ENSG00000233157,0
ENSG00000233158,1
ENSG00000233159,1
ENSG00000233162,0
ENSG00000233163,0
ENSG00000233167,4
ENSG00000233170,1
ENSG00000233173,0
ENSG00000233175,45
ENSG00000233176,0
ENSG00000233178,3
ENSG00000233179,0
ENSG00000233183,4
ENSG00000233184,217
ENSG00000233186,0
ENSG00000233189,0
ENSG00000233190,0
ENSG00000233191,0
ENSG00000233193,0
ENSG00000233196,1
ENSG00000233197,0
ENSG00000233198,0
ENSG00000233200,0
ENSG00000233203,8
ENSG00000233204,1
ENSG00000233205,6
ENSG00000233206,0
ENSG00000233208,0
ENSG00000233211,0
ENSG00000233213,0
ENSG00000233214,3
ENSG00000233215,0
ENSG00000233216,0
ENSG00000233217,2
ENSG00000233219,0
ENSG00000233220,2
ENSG00000233221,72
ENSG00000233222,0
ENSG00000233223,432
ENSG00000233225,61
ENSG00000233228,0
ENSG00000233229,0
ENSG00000233230,72
ENSG00000233231,3
ENSG00000233232,1
ENSG00000233234,0
ENSG00000233235,0
ENSG00000233236,0
ENSG00000233237,10
ENSG00000233238,0
ENSG00000233242,2
ENSG00000233243,3
ENSG00000233246,17
ENSG00000233247,11
ENSG00000233248,0
ENSG00000233250,3
ENSG00000233251,8
ENSG00000233252,0
ENSG00000233254,6
ENSG00000233255,2
ENSG00000233256,2
ENSG00000233258,0
ENSG00000233259,0
ENSG00000233260,5
ENSG00000233261,2
ENSG00000233262,0
ENSG00000233263,0
ENSG00000233264,1
ENSG00000233265,0
ENSG00000233266,14
ENSG00000233268,0
ENSG00000233270,33
ENSG00000233271,0
ENSG00000233272,0
ENSG00000233273,1
ENSG00000233275,0
ENSG00000233276,13825
ENSG00000233277,0
ENSG00000233278,1
ENSG00000233285,0
ENSG00000233286,0
ENSG00000233287,1
ENSG00000233288,34
ENSG00000233290,0
ENSG00000233291,0
ENSG00000233292,0
ENSG00000233293,0
ENSG00000233295,0
ENSG00000233296,12
ENSG00000233297,2
ENSG00000233299,1
ENSG00000233300,0
ENSG00000233301,0
ENSG00000233303,0
ENSG00000233304,0
ENSG00000233306,5
ENSG00000233307,0
ENSG00000233308,3
ENSG00000233309,0
ENSG00000233311,0
ENSG00000233313,0
ENSG00000233316,0
ENSG00000233318,0
ENSG00000233319,1
ENSG00000233321,0
ENSG00000233324,0
ENSG00000233325,39
ENSG00000233327,1
ENSG00000233328,28
ENSG00000233329,0
ENSG00000233330,22
ENSG00000233332,5
ENSG00000233333,0
ENSG00000233334,0
ENSG00000233335,0
ENSG00000233336,0
ENSG00000233337,5
ENSG00000233338,0
ENSG00000233339,0
ENSG00000233340,0
ENSG00000233342,0
ENSG00000233343,0
ENSG00000233347,3
ENSG00000233349,0
ENSG00000233351,0
ENSG00000233352,0
ENSG00000233353,0
ENSG00000233354,1
ENSG00000233355,31
ENSG00000233357,0
ENSG00000233358,0
ENSG00000233359,0
ENSG00000233360,0
ENSG00000233363,0
ENSG00000233365,50
ENSG00000233366,0
ENSG00000233367,0
ENSG00000233369,483
ENSG00000233370,2
ENSG00000233372,0
ENSG00000233373,0
ENSG00000233376,0
ENSG00000233377,0
ENSG00000233378,0
ENSG00000233379,0
ENSG00000233380,4
ENSG00000233381,11
ENSG00000233382,31
ENSG00000233383,0
ENSG00000233384,2
ENSG00000233385,0
ENSG00000233387,0
ENSG00000233388,3
ENSG00000233392,1
ENSG00000233393,1
ENSG00000233395,0
ENSG00000233396,51
ENSG00000233397,3
ENSG00000233399,1
ENSG00000233401,0
ENSG00000233402,0
ENSG00000233403,0
ENSG00000233405,0
ENSG00000233406,11
ENSG00000233407,0
ENSG00000233408,0
ENSG00000233409,0
ENSG00000233410,0
ENSG00000233411,8
ENSG00000233412,0
ENSG00000233415,0
ENSG00000233416,0
ENSG00000233417,0
ENSG00000233419,0
ENSG00000233420,0
ENSG00000233421,1
ENSG00000233423,2
ENSG00000233424,0
ENSG00000233425,0
ENSG00000233426,134
ENSG00000233427,1
ENSG00000233428,1
ENSG00000233429,438
ENSG00000233430,0
ENSG00000233431,0
ENSG00000233432,0
ENSG00000233433,1
ENSG00000233435,6
ENSG00000233436,0
ENSG00000233437,0
ENSG00000233438,2
ENSG00000233440,0
ENSG00000233441,0
ENSG00000233442,0
ENSG00000233444,0
ENSG00000233445,0
ENSG00000233446,0
ENSG00000233447,0
ENSG00000233448,0
ENSG00000233449,0
ENSG00000233451,0
ENSG00000233452,10
ENSG00000233454,0
ENSG00000233455,1
ENSG00000233456,0
ENSG00000233457,0
ENSG00000233459,0
ENSG00000233460,2
ENSG00000233461,410
ENSG00000233464,0
ENSG00000233467,9
ENSG00000233469,0
ENSG00000233470,0
ENSG00000233471,0
ENSG00000233472,0
ENSG00000233473,0
ENSG00000233476,274
ENSG00000233477,0
ENSG00000233478,6
ENSG00000233479,0
ENSG00000233480,0
ENSG00000233482,0
ENSG00000233483,31
ENSG00000233484,0
ENSG00000233485,1
ENSG00000233487,28
ENSG00000233489,0
ENSG00000233491,2
ENSG00000233492,0
ENSG00000233493,352
ENSG00000233494,0
ENSG00000233496,0
ENSG00000233497,1
ENSG00000233499,0
ENSG00000233501,0
ENSG00000233502,0
ENSG00000233503,3
ENSG00000233508,0
ENSG00000233509,11
ENSG00000233511,0
ENSG00000233514,6
ENSG00000233515,0
ENSG00000233516,0
ENSG00000233517,4
ENSG00000233518,0
ENSG00000233519,0
ENSG00000233521,9
ENSG00000233522,0
ENSG00000233523,1
ENSG00000233524,1
ENSG00000233526,1
ENSG00000233527,135
ENSG00000233528,0
ENSG00000233529,0
ENSG00000233531,0
ENSG00000233532,42
ENSG00000233533,0
ENSG00000233534,0
ENSG00000233535,45
ENSG00000233536,0
ENSG00000233537,0
ENSG00000233538,0
ENSG00000233539,7
ENSG00000233540,0
ENSG00000233541,0
ENSG00000233542,7
ENSG00000233543,4
ENSG00000233544,0
ENSG00000233545,0
ENSG00000233546,0
ENSG00000233547,3
ENSG00000233548,0
ENSG00000233549,0
ENSG00000233550,0
ENSG00000233551,0
ENSG00000233553,0
ENSG00000233554,31
ENSG00000233555,0
ENSG00000233557,0
ENSG00000233558,15
ENSG00000233559,8
ENSG00000233560,1
ENSG00000233562,1
ENSG00000233563,0
ENSG00000233565,0
ENSG00000233569,0
ENSG00000233570,0
ENSG00000233571,0
ENSG00000233574,0
ENSG00000233575,0
ENSG00000233576,0
ENSG00000233577,17
ENSG00000233578,4
ENSG00000233579,2
ENSG00000233581,0
ENSG00000233583,0
ENSG00000233585,2
ENSG00000233586,3
ENSG00000233587,0
ENSG00000233588,1
ENSG00000233589,1
ENSG00000233590,0
ENSG00000233593,87
ENSG00000233594,1
ENSG00000233595,0
ENSG00000233597,9
ENSG00000233601,0
ENSG00000233602,1
ENSG00000233603,0
ENSG00000233605,0
ENSG00000233606,0
ENSG00000233607,0
ENSG00000233608,95
ENSG00000233609,0
ENSG00000233610,0
ENSG00000233611,8
ENSG00000233613,67
ENSG00000233614,11
ENSG00000233615,2
ENSG00000233616,0
ENSG00000233619,0
ENSG00000233620,0
ENSG00000233621,320
ENSG00000233622,9
ENSG00000233623,0
ENSG00000233625,0
ENSG00000233626,13
ENSG00000233627,0
ENSG00000233632,0
ENSG00000233633,22
ENSG00000233634,0
ENSG00000233635,0
ENSG00000233639,0
ENSG00000233640,0
ENSG00000233642,0
ENSG00000233643,1
ENSG00000233644,0
ENSG00000233645,0
ENSG00000233646,0
ENSG00000233647,0
ENSG00000233648,0
ENSG00000233651,0
ENSG00000233652,0
ENSG00000233653,0
ENSG00000233654,18
ENSG00000233655,0
ENSG00000233656,0
ENSG00000233659,0
ENSG00000233661,0
ENSG00000233662,0
ENSG00000233663,0
ENSG00000233664,0
ENSG00000233665,2
ENSG00000233668,2
ENSG00000233670,2
ENSG00000233671,0
ENSG00000233672,1
ENSG00000233673,1
ENSG00000233674,0
ENSG00000233676,0
ENSG00000233677,0
ENSG00000233680,2
ENSG00000233681,0
ENSG00000233682,15
ENSG00000233683,0
ENSG00000233684,0
ENSG00000233685,0
ENSG00000233686,0
ENSG00000233688,0
ENSG00000233689,0
ENSG00000233690,1
ENSG00000233691,0
ENSG00000233693,0
ENSG00000233694,2
ENSG00000233695,62
ENSG00000233699,0
ENSG00000233701,0
ENSG00000233702,0
ENSG00000233703,0
ENSG00000233705,12
ENSG00000233706,0
ENSG00000233707,0
ENSG00000233708,0
ENSG00000233709,0
ENSG00000233710,0
ENSG00000233711,0
ENSG00000233712,0
ENSG00000233713,1
ENSG00000233714,1
ENSG00000233716,4
ENSG00000233717,0
ENSG00000233718,57
ENSG00000233719,6
ENSG00000233720,0
ENSG00000233721,0
