Gene stable ID,9d2de465-a059-4a82-a861-911e45dc27a2
ENSG00000214076,13
ENSG00000214077,89
ENSG00000214078,6818
ENSG00000214081,0
ENSG00000214087,2716
ENSG00000214089,9
ENSG00000214093,14
ENSG00000214097,1
ENSG00000214100,240
ENSG00000214102,13
ENSG00000214106,419
ENSG00000214107,0
ENSG00000214108,26
ENSG00000214110,71
ENSG00000214111,0
ENSG00000214113,1713
ENSG00000214114,2148
ENSG00000214121,27
ENSG00000214124,0
ENSG00000214125,3
ENSG00000214128,55
ENSG00000214132,1
ENSG00000214135,818
ENSG00000214140,108
ENSG00000214141,4
ENSG00000214142,1
ENSG00000214144,2
ENSG00000214145,35
ENSG00000214146,6
ENSG00000214147,0
ENSG00000214160,2084
ENSG00000214161,0
ENSG00000214174,568
ENSG00000214176,1526
ENSG00000214178,0
ENSG00000214182,347
ENSG00000214184,14
ENSG00000214185,8
ENSG00000214188,6
ENSG00000214189,388
ENSG00000214190,3
ENSG00000214192,9
ENSG00000214193,2879
ENSG00000214194,1999
ENSG00000214195,1
ENSG00000214198,43
ENSG00000214199,368
ENSG00000214200,1
ENSG00000214203,21
ENSG00000214204,2
ENSG00000214207,29
ENSG00000214210,0
ENSG00000214211,1
ENSG00000214212,114
ENSG00000214215,0
ENSG00000214216,0
ENSG00000214222,2
ENSG00000214223,94
ENSG00000214226,78
ENSG00000214237,36
ENSG00000214243,26
ENSG00000214244,0
ENSG00000214245,1
ENSG00000214248,13
ENSG00000214249,7
ENSG00000214252,14
ENSG00000214253,8252
ENSG00000214254,0
ENSG00000214255,2
ENSG00000214259,2
ENSG00000214262,0
ENSG00000214263,1
ENSG00000214264,6
ENSG00000214265,0
ENSG00000214266,0
ENSG00000214268,0
ENSG00000214269,18
ENSG00000214273,0
ENSG00000214274,661
ENSG00000214278,0
ENSG00000214279,214
ENSG00000214280,6
ENSG00000214281,0
ENSG00000214282,4
ENSG00000214283,0
ENSG00000214285,0
ENSG00000214286,0
ENSG00000214288,0
ENSG00000214289,6
ENSG00000214290,104
ENSG00000214293,694
ENSG00000214295,0
ENSG00000214297,2
ENSG00000214298,1
ENSG00000214300,667
ENSG00000214301,0
ENSG00000214305,0
ENSG00000214309,233
ENSG00000214313,347
ENSG00000214318,1
ENSG00000214319,0
ENSG00000214321,3
ENSG00000214322,1
ENSG00000214324,0
ENSG00000214326,1
ENSG00000214329,0
ENSG00000214330,0
ENSG00000214331,187
ENSG00000214335,0
ENSG00000214336,5
ENSG00000214338,1
ENSG00000214342,0
ENSG00000214344,0
ENSG00000214347,1
ENSG00000214351,0
ENSG00000214353,7
ENSG00000214354,0
ENSG00000214357,2270
ENSG00000214359,8
ENSG00000214360,1
ENSG00000214362,14
ENSG00000214366,1
ENSG00000214367,1325
ENSG00000214369,2
ENSG00000214374,2
ENSG00000214376,57
ENSG00000214380,1
ENSG00000214381,2
ENSG00000214389,457
ENSG00000214391,70
ENSG00000214401,419
ENSG00000214402,19
ENSG00000214405,0
ENSG00000214407,0
ENSG00000214413,748
ENSG00000214414,0
ENSG00000214415,1
ENSG00000214417,5
ENSG00000214424,1
ENSG00000214425,18
ENSG00000214428,0
ENSG00000214429,0
ENSG00000214432,12
ENSG00000214433,7
ENSG00000214434,1
ENSG00000214435,28
ENSG00000214439,58
ENSG00000214447,0
ENSG00000214455,135
ENSG00000214456,977
ENSG00000214457,0
ENSG00000214460,43
ENSG00000214465,13
ENSG00000214484,1
ENSG00000214485,311
ENSG00000214487,0
ENSG00000214491,32
ENSG00000214510,0
ENSG00000214511,1
ENSG00000214513,0
ENSG00000214514,6
ENSG00000214517,3487
ENSG00000214518,0
ENSG00000214525,0
ENSG00000214526,0
ENSG00000214530,5351
ENSG00000214533,2
ENSG00000214534,15
ENSG00000214535,338
ENSG00000214541,12
ENSG00000214544,54
ENSG00000214546,12
ENSG00000214548,5459
ENSG00000214549,2
ENSG00000214552,4
ENSG00000214553,13
ENSG00000214558,4
ENSG00000214559,6
ENSG00000214560,0
ENSG00000214561,1
ENSG00000214562,80
ENSG00000214563,6
ENSG00000214575,138
ENSG00000214578,76
ENSG00000214581,0
ENSG00000214584,1
ENSG00000214593,9
ENSG00000214595,143
ENSG00000214602,0
ENSG00000214604,0
ENSG00000214607,0
ENSG00000214612,31
ENSG00000214614,0
ENSG00000214617,1
ENSG00000214626,0
ENSG00000214628,0
ENSG00000214629,5
ENSG00000214641,1
ENSG00000214642,0
ENSG00000214643,0
ENSG00000214646,3
ENSG00000214650,15
ENSG00000214651,0
ENSG00000214652,14
ENSG00000214653,15
ENSG00000214654,119
ENSG00000214655,4538
ENSG00000214657,2
ENSG00000214659,14
ENSG00000214660,0
ENSG00000214668,0
ENSG00000214669,0
ENSG00000214671,0
ENSG00000214676,1
ENSG00000214681,0
ENSG00000214684,0
ENSG00000214686,0
ENSG00000214688,5
ENSG00000214691,0
ENSG00000214694,49
ENSG00000214695,1
ENSG00000214700,8
ENSG00000214702,1
ENSG00000214706,2961
ENSG00000214708,55
ENSG00000214711,14
ENSG00000214717,4468
ENSG00000214719,98
ENSG00000214720,0
ENSG00000214725,68
ENSG00000214727,2
ENSG00000214732,0
ENSG00000214733,156
ENSG00000214736,0
ENSG00000214743,0
ENSG00000214745,0
ENSG00000214748,3
ENSG00000214753,4124
ENSG00000214754,3
ENSG00000214756,316
ENSG00000214759,0
ENSG00000214760,2
ENSG00000214761,5
ENSG00000214765,982
ENSG00000214770,25
ENSG00000214772,5
ENSG00000214773,4
ENSG00000214776,56
ENSG00000214782,8
ENSG00000214783,626
ENSG00000214784,70
ENSG00000214787,54
ENSG00000214788,0
ENSG00000214794,0
ENSG00000214796,166
ENSG00000214797,2
ENSG00000214803,7
ENSG00000214807,3
ENSG00000214810,1
ENSG00000214812,2
ENSG00000214814,2
ENSG00000214815,0
ENSG00000214819,0
ENSG00000214820,26
ENSG00000214821,3
ENSG00000214822,0
ENSG00000214823,0
ENSG00000214825,0
ENSG00000214826,181
ENSG00000214827,109
ENSG00000214832,27
ENSG00000214835,1
ENSG00000214837,44
ENSG00000214842,14
ENSG00000214843,0
ENSG00000214846,7
ENSG00000214851,24
ENSG00000214853,0
ENSG00000214855,5
ENSG00000214856,1
ENSG00000214857,8
ENSG00000214860,22
ENSG00000214866,0
ENSG00000214867,20
ENSG00000214869,0
ENSG00000214870,135
ENSG00000214872,73
ENSG00000214875,1
ENSG00000214878,0
ENSG00000214880,0
ENSG00000214881,7
ENSG00000214883,0
ENSG00000214886,0
ENSG00000214888,3
ENSG00000214889,0
ENSG00000214890,0
ENSG00000214891,0
ENSG00000214892,8
ENSG00000214894,19
ENSG00000214896,3
ENSG00000214897,0
ENSG00000214900,88
ENSG00000214903,0
ENSG00000214904,0
ENSG00000214908,4
ENSG00000214914,11
ENSG00000214915,1
ENSG00000214917,8
ENSG00000214919,0
ENSG00000214922,181
ENSG00000214925,4
ENSG00000214929,0
ENSG00000214930,0
ENSG00000214940,0
ENSG00000214941,1304
ENSG00000214942,0
ENSG00000214943,1
ENSG00000214944,1085
ENSG00000214946,2
ENSG00000214954,66
ENSG00000214955,2
ENSG00000214960,126
ENSG00000214961,2
ENSG00000214967,2
ENSG00000214970,5
ENSG00000214973,14
ENSG00000214975,464
ENSG00000214976,0
ENSG00000214978,0
ENSG00000214980,0
ENSG00000214988,4
ENSG00000214992,0
ENSG00000214998,1
ENSG00000214999,7
ENSG00000215000,0
ENSG00000215002,3
ENSG00000215003,8
ENSG00000215004,0
ENSG00000215005,1
ENSG00000215006,97
ENSG00000215007,3
ENSG00000215009,20
ENSG00000215012,1815
ENSG00000215014,72
ENSG00000215016,6
ENSG00000215018,59
ENSG00000215021,12902
ENSG00000215022,62
ENSG00000215023,8
ENSG00000215029,0
ENSG00000215030,1396
ENSG00000215032,8
ENSG00000215034,2
ENSG00000215035,1
ENSG00000215037,0
ENSG00000215039,2200
ENSG00000215041,2255
ENSG00000215043,0
ENSG00000215045,120
ENSG00000215049,1
ENSG00000215054,0
ENSG00000215057,6
ENSG00000215063,3
ENSG00000215065,3
ENSG00000215067,293
ENSG00000215068,210
ENSG00000215070,0
ENSG00000215085,0
ENSG00000215086,29
ENSG00000215088,1
ENSG00000215089,36
ENSG00000215093,43
ENSG00000215094,0
ENSG00000215096,1
ENSG00000215097,15
ENSG00000215102,5
ENSG00000215105,723
ENSG00000215110,0
ENSG00000215112,0
ENSG00000215113,1
ENSG00000215114,1861
ENSG00000215115,0
ENSG00000215117,0
ENSG00000215120,2
ENSG00000215124,0
ENSG00000215126,479
ENSG00000215127,2
ENSG00000215131,2
ENSG00000215146,138
ENSG00000215148,0
ENSG00000215149,2
ENSG00000215151,0
ENSG00000215154,190
ENSG00000215156,9
ENSG00000215158,211
ENSG00000215159,0
ENSG00000215160,0
ENSG00000215162,4
ENSG00000215165,0
ENSG00000215168,0
ENSG00000215174,4
ENSG00000215177,1
ENSG00000215179,1
ENSG00000215182,1
ENSG00000215183,0
ENSG00000215184,1
ENSG00000215186,0
ENSG00000215187,121
ENSG00000215190,499
ENSG00000215193,2392
ENSG00000215196,6
ENSG00000215197,1
ENSG00000215198,1
ENSG00000215199,6
ENSG00000215203,0
ENSG00000215206,0
ENSG00000215208,1
ENSG00000215210,18
ENSG00000215217,386
ENSG00000215218,189
ENSG00000215221,14
ENSG00000215223,2
ENSG00000215227,0
ENSG00000215231,0
ENSG00000215236,5
ENSG00000215237,27
ENSG00000215241,104
ENSG00000215244,202
ENSG00000215246,37
ENSG00000215251,855
ENSG00000215252,2744
ENSG00000215256,2166
ENSG00000215262,1
ENSG00000215263,0
ENSG00000215264,2
ENSG00000215267,2
ENSG00000215268,0
ENSG00000215269,0
ENSG00000215270,13
ENSG00000215271,1189
ENSG00000215274,1
ENSG00000215277,35
ENSG00000215278,1
ENSG00000215283,28
ENSG00000215284,7
ENSG00000215286,0
ENSG00000215288,0
ENSG00000215296,1
ENSG00000215297,2
ENSG00000215301,16846
ENSG00000215302,26
ENSG00000215304,4
ENSG00000215305,2700
ENSG00000215310,0
ENSG00000215311,14
ENSG00000215313,5
ENSG00000215317,0
ENSG00000215319,0
ENSG00000215325,1
ENSG00000215326,12
ENSG00000215333,4
ENSG00000215339,0
ENSG00000215343,0
ENSG00000215347,36
ENSG00000215349,12
ENSG00000215351,0
ENSG00000215353,0
ENSG00000215354,0
ENSG00000215356,0
ENSG00000215357,0
ENSG00000215365,0
ENSG00000215367,1
ENSG00000215368,0
ENSG00000215369,0
ENSG00000215371,0
ENSG00000215372,0
ENSG00000215373,0
ENSG00000215374,50
ENSG00000215375,1566
ENSG00000215378,0
ENSG00000215380,0
ENSG00000215381,5
ENSG00000215386,288
ENSG00000215388,41
ENSG00000215397,0
ENSG00000215398,0
ENSG00000215399,16
ENSG00000215403,0
ENSG00000215409,4
ENSG00000215414,31
ENSG00000215417,40
ENSG00000215418,0
ENSG00000215421,877
ENSG00000215424,360
ENSG00000215440,1721
ENSG00000215441,1
ENSG00000215444,0
ENSG00000215447,194
ENSG00000215448,0
ENSG00000215450,7
ENSG00000215452,7
ENSG00000215454,0
ENSG00000215455,1
ENSG00000215456,0
ENSG00000215457,6
ENSG00000215458,83
ENSG00000215464,4
ENSG00000215467,3
ENSG00000215472,0
ENSG00000215474,0
ENSG00000215475,10
ENSG00000215477,0
ENSG00000215478,4
ENSG00000215480,0
ENSG00000215481,42
ENSG00000215482,9
ENSG00000215483,22
ENSG00000215486,0
ENSG00000215492,18
ENSG00000215493,26
ENSG00000215498,0
ENSG00000215506,0
ENSG00000215507,0
ENSG00000215512,0
ENSG00000215515,0
ENSG00000215520,1
ENSG00000215529,5
ENSG00000215533,9
ENSG00000215537,0
ENSG00000215540,0
ENSG00000215544,0
ENSG00000215545,0
ENSG00000215546,0
ENSG00000215547,0
ENSG00000215548,30
ENSG00000215553,2
ENSG00000215559,43
ENSG00000215560,0
ENSG00000215562,0
ENSG00000215567,0
ENSG00000215568,0
ENSG00000215571,11
ENSG00000215572,0
ENSG00000215580,0
ENSG00000215583,1
ENSG00000215586,1
ENSG00000215589,0
ENSG00000215595,12
ENSG00000215601,0
ENSG00000215603,1
ENSG00000215604,0
ENSG00000215606,1
ENSG00000215612,24
ENSG00000215630,3
ENSG00000215644,2
ENSG00000215692,2
ENSG00000215695,0
ENSG00000215704,7
ENSG00000215712,924
ENSG00000215717,3769
ENSG00000215720,2
ENSG00000215734,0
ENSG00000215760,0
ENSG00000215765,0
ENSG00000215769,530
ENSG00000215771,2
ENSG00000215784,18
ENSG00000215785,6
ENSG00000215788,1253
ENSG00000215790,219
ENSG00000215795,101
ENSG00000215796,2
ENSG00000215800,0
ENSG00000215802,0
ENSG00000215805,0
ENSG00000215807,0
ENSG00000215808,34
ENSG00000215811,12
ENSG00000215812,1
ENSG00000215817,7
ENSG00000215819,0
ENSG00000215833,0
ENSG00000215834,4
ENSG00000215835,35
ENSG00000215837,0
ENSG00000215838,5
ENSG00000215840,24
ENSG00000215841,12
ENSG00000215845,8764
ENSG00000215846,0
ENSG00000215853,0
ENSG00000215859,77
ENSG00000215861,157
ENSG00000215864,2
ENSG00000215866,12
ENSG00000215867,1
ENSG00000215869,6
ENSG00000215871,0
ENSG00000215873,0
ENSG00000215874,0
ENSG00000215875,0
ENSG00000215878,0
ENSG00000215881,0
ENSG00000215883,248
ENSG00000215887,0
ENSG00000215893,0
ENSG00000215895,23
ENSG00000215899,13
ENSG00000215900,1
ENSG00000215905,0
ENSG00000215906,0
ENSG00000215908,2288
ENSG00000215909,0
ENSG00000215910,45
ENSG00000215912,144
ENSG00000215914,0
ENSG00000215915,2181
ENSG00000215922,0
ENSG00000215923,0
ENSG00000215925,0
ENSG00000215930,0
ENSG00000215934,0
ENSG00000215938,1
ENSG00000215939,0
ENSG00000215943,0
ENSG00000215945,0
ENSG00000215946,0
ENSG00000215948,0
ENSG00000215952,0
ENSG00000215953,0
ENSG00000215954,0
ENSG00000215957,0
ENSG00000215960,0
ENSG00000215961,0
ENSG00000215966,0
ENSG00000215968,0
ENSG00000215972,2
ENSG00000215973,2
ENSG00000215976,4
ENSG00000215983,0
ENSG00000215984,0
ENSG00000215991,0
ENSG00000215993,0
ENSG00000215996,0
ENSG00000215998,0
ENSG00000215999,0
ENSG00000216001,0
ENSG00000216005,0
ENSG00000216009,0
ENSG00000216011,0
ENSG00000216014,0
ENSG00000216015,0
ENSG00000216017,0
ENSG00000216020,0
ENSG00000216022,0
ENSG00000216027,0
ENSG00000216031,0
ENSG00000216035,0
ENSG00000216037,0
ENSG00000216042,0
ENSG00000216045,0
ENSG00000216047,0
ENSG00000216054,0
ENSG00000216055,0
ENSG00000216056,0
ENSG00000216058,0
ENSG00000216060,0
ENSG00000216064,0
ENSG00000216067,0
ENSG00000216069,0
ENSG00000216070,3
ENSG00000216072,0
ENSG00000216073,0
ENSG00000216075,0
ENSG00000216077,1
ENSG00000216081,0
ENSG00000216083,0
ENSG00000216084,0
ENSG00000216085,0
ENSG00000216088,0
ENSG00000216090,0
ENSG00000216097,0
ENSG00000216098,0
ENSG00000216099,0
ENSG00000216100,0
ENSG00000216101,0
ENSG00000216102,0
ENSG00000216105,0
ENSG00000216109,2
ENSG00000216114,0
ENSG00000216116,0
ENSG00000216123,0
ENSG00000216125,0
ENSG00000216131,0
ENSG00000216133,0
ENSG00000216135,0
ENSG00000216136,0
ENSG00000216141,0
ENSG00000216154,0
ENSG00000216157,0
ENSG00000216162,0
ENSG00000216166,0
ENSG00000216168,0
ENSG00000216169,0
ENSG00000216171,0
ENSG00000216179,0
ENSG00000216181,0
ENSG00000216182,0
ENSG00000216184,0
ENSG00000216191,0
ENSG00000216192,1
ENSG00000216195,0
ENSG00000216205,0
ENSG00000216206,0
ENSG00000216265,0
ENSG00000216285,8
ENSG00000216306,1
ENSG00000216307,0
ENSG00000216316,3
ENSG00000216324,0
ENSG00000216331,201
ENSG00000216347,0
ENSG00000216352,0
ENSG00000216359,0
ENSG00000216360,6
ENSG00000216364,0
ENSG00000216365,0
ENSG00000216368,7
ENSG00000216378,0
ENSG00000216412,3
ENSG00000216425,0
ENSG00000216436,0
ENSG00000216439,0
ENSG00000216444,0
ENSG00000216471,1
ENSG00000216475,0
ENSG00000216480,13
ENSG00000216490,105
ENSG00000216516,0
ENSG00000216518,0
ENSG00000216519,0
ENSG00000216523,0
ENSG00000216548,6
ENSG00000216560,0
ENSG00000216588,2
ENSG00000216613,0
ENSG00000216616,0
ENSG00000216621,0
ENSG00000216624,17
ENSG00000216629,0
ENSG00000216636,2
ENSG00000216639,0
ENSG00000216642,0
ENSG00000216649,0
ENSG00000216657,5
ENSG00000216663,0
ENSG00000216671,0
ENSG00000216676,5
ENSG00000216687,0
ENSG00000216708,0
ENSG00000216710,0
ENSG00000216713,0
ENSG00000216718,1
ENSG00000216721,0
ENSG00000216723,0
ENSG00000216740,13
ENSG00000216753,0
ENSG00000216754,2
ENSG00000216762,2
ENSG00000216775,298
ENSG00000216777,0
ENSG00000216781,0
ENSG00000216802,0
ENSG00000216809,8
ENSG00000216811,0
ENSG00000216813,0
ENSG00000216817,0
ENSG00000216819,0
ENSG00000216824,0
ENSG00000216829,0
ENSG00000216835,2
ENSG00000216844,1
ENSG00000216853,0
ENSG00000216854,3
ENSG00000216859,0
ENSG00000216863,7
ENSG00000216866,340
ENSG00000216867,0
ENSG00000216895,205
ENSG00000216901,1
ENSG00000216902,0
ENSG00000216904,0
ENSG00000216906,20
ENSG00000216913,0
ENSG00000216915,14
ENSG00000216917,3
ENSG00000216921,66
ENSG00000216937,129
ENSG00000216938,4
ENSG00000216966,0
ENSG00000216977,1
ENSG00000216990,6
ENSG00000216998,0
ENSG00000217004,0
ENSG00000217026,19
ENSG00000217027,63
ENSG00000217030,2
ENSG00000217041,1
ENSG00000217044,0
ENSG00000217060,0
ENSG00000217067,2
ENSG00000217078,2
ENSG00000217083,1
ENSG00000217085,0
ENSG00000217089,0
ENSG00000217094,49
ENSG00000217120,0
ENSG00000217128,2696
ENSG00000217130,73
ENSG00000217135,0
ENSG00000217139,0
ENSG00000217159,1
ENSG00000217160,0
ENSG00000217165,182
ENSG00000217169,0
ENSG00000217178,0
ENSG00000217179,0
ENSG00000217181,2
ENSG00000217195,0
ENSG00000217227,0
ENSG00000217228,0
ENSG00000217231,0
ENSG00000217236,8
ENSG00000217239,4
ENSG00000217241,56
ENSG00000217258,3
ENSG00000217261,1
ENSG00000217268,0
ENSG00000217272,0
ENSG00000217275,196
ENSG00000217289,2
ENSG00000217314,0
ENSG00000217315,6
ENSG00000217325,33
ENSG00000217327,0
ENSG00000217330,1
ENSG00000217331,0
ENSG00000217334,0
ENSG00000217372,1
ENSG00000217377,0
ENSG00000217379,3
ENSG00000217385,1
ENSG00000217404,3
ENSG00000217408,0
ENSG00000217414,0
ENSG00000217416,7
ENSG00000217442,38
ENSG00000217447,1
ENSG00000217455,16
ENSG00000217477,0
ENSG00000217482,0
ENSG00000217483,0
ENSG00000217488,0
ENSG00000217495,2
ENSG00000217512,1
ENSG00000217514,0
ENSG00000217527,1
ENSG00000217539,0
ENSG00000217555,422
ENSG00000217557,1
ENSG00000217566,0
ENSG00000217576,2
ENSG00000217585,0
ENSG00000217612,0
ENSG00000217624,33
ENSG00000217631,0
ENSG00000217643,10
ENSG00000217644,18
ENSG00000217646,18
ENSG00000217648,38
ENSG00000217653,0
ENSG00000217680,1
ENSG00000217684,0
ENSG00000217686,0
ENSG00000217702,6
ENSG00000217707,0
ENSG00000217716,32
ENSG00000217718,0
ENSG00000217733,3
ENSG00000217746,0
ENSG00000217767,0
ENSG00000217769,4
ENSG00000217770,0
ENSG00000217776,0
ENSG00000217783,2
ENSG00000217786,0
ENSG00000217791,5
ENSG00000217801,736
ENSG00000217805,0
ENSG00000217809,0
ENSG00000217811,0
ENSG00000217824,4
ENSG00000217825,0
ENSG00000217835,5
ENSG00000217862,1
ENSG00000217874,0
ENSG00000217878,0
ENSG00000217889,4
ENSG00000217896,0
ENSG00000217897,2
ENSG00000217929,0
ENSG00000217930,895
ENSG00000217950,6
ENSG00000218014,71
ENSG00000218016,0
ENSG00000218018,16
ENSG00000218020,0
ENSG00000218027,3
ENSG00000218029,1
ENSG00000218048,0
ENSG00000218049,0
ENSG00000218052,22
ENSG00000218069,2
ENSG00000218073,0
ENSG00000218089,0
ENSG00000218107,1
ENSG00000218109,0
ENSG00000218125,0
ENSG00000218143,0
ENSG00000218153,2
ENSG00000218173,0
ENSG00000218175,467
ENSG00000218180,3
ENSG00000218186,0
ENSG00000218187,3
ENSG00000218189,0
ENSG00000218194,0
ENSG00000218198,0
ENSG00000218208,78
ENSG00000218213,0
ENSG00000218226,44
ENSG00000218227,373
ENSG00000218233,1
ENSG00000218261,0
ENSG00000218265,14
ENSG00000218274,0
ENSG00000218281,38
ENSG00000218283,574
ENSG00000218300,0
ENSG00000218305,0
ENSG00000218313,0
ENSG00000218336,1135
ENSG00000218337,0
ENSG00000218347,3
ENSG00000218350,4
ENSG00000218351,0
ENSG00000218357,18
ENSG00000218358,2
ENSG00000218359,3
ENSG00000218363,0
ENSG00000218410,1
ENSG00000218416,18
ENSG00000218418,10
ENSG00000218424,0
ENSG00000218426,1119
ENSG00000218428,3
ENSG00000218454,2
ENSG00000218459,2
ENSG00000218472,3
ENSG00000218475,0
ENSG00000218476,0
ENSG00000218483,0
ENSG00000218490,0
ENSG00000218499,0
ENSG00000218502,14
ENSG00000218510,1284
ENSG00000218512,1
ENSG00000218520,0
ENSG00000218521,0
ENSG00000218536,0
ENSG00000218537,61
ENSG00000218549,0
ENSG00000218561,1
ENSG00000218565,6
ENSG00000218574,4
ENSG00000218577,0
ENSG00000218582,36
ENSG00000218586,3
ENSG00000218596,2
ENSG00000218617,0
ENSG00000218631,20
ENSG00000218632,0
ENSG00000218643,0
ENSG00000218672,2
ENSG00000218676,1
ENSG00000218682,1
ENSG00000218689,0
ENSG00000218690,6
ENSG00000218698,0
ENSG00000218713,26
ENSG00000218716,0
ENSG00000218725,0
ENSG00000218728,0
ENSG00000218730,0
ENSG00000218732,0
ENSG00000218739,2370
ENSG00000218748,0
ENSG00000218749,1
ENSG00000218754,3
ENSG00000218757,2
ENSG00000218766,0
ENSG00000218772,1
ENSG00000218776,0
ENSG00000218792,0
ENSG00000218793,1
ENSG00000218803,6
ENSG00000218806,1
ENSG00000218809,0
ENSG00000218813,0
ENSG00000218819,0
ENSG00000218823,6
ENSG00000218834,0
ENSG00000218839,0
ENSG00000218857,0
ENSG00000218868,0
ENSG00000218870,0
ENSG00000218872,1
ENSG00000218890,3
ENSG00000218891,1096
ENSG00000218893,0
ENSG00000218896,0
ENSG00000218902,25
ENSG00000218965,0
ENSG00000218976,1
ENSG00000218980,25
ENSG00000218986,0
ENSG00000218991,0
ENSG00000218996,2
ENSG00000219023,101
ENSG00000219027,6
ENSG00000219039,1
ENSG00000219061,0
ENSG00000219073,0
ENSG00000219074,0
ENSG00000219085,17
ENSG00000219087,1
ENSG00000219088,0
ENSG00000219095,0
ENSG00000219102,5
ENSG00000219133,23
ENSG00000219135,4
ENSG00000219139,0
ENSG00000219146,5
ENSG00000219149,3
ENSG00000219150,1
ENSG00000219159,0
ENSG00000219163,7
ENSG00000219186,6
ENSG00000219188,1
ENSG00000219190,0
ENSG00000219200,586
ENSG00000219201,48
ENSG00000219222,2
ENSG00000219240,2
ENSG00000219249,0
ENSG00000219253,0
ENSG00000219257,1
ENSG00000219262,0
ENSG00000219273,1
ENSG00000219274,4
ENSG00000219280,0
ENSG00000219284,0
ENSG00000219294,4
ENSG00000219297,0
ENSG00000219298,0
ENSG00000219302,0
ENSG00000219314,0
ENSG00000219329,1
ENSG00000219355,6
ENSG00000219361,2
ENSG00000219368,0
ENSG00000219375,0
ENSG00000219384,0
ENSG00000219387,0
ENSG00000219391,2
ENSG00000219392,4
ENSG00000219395,16
ENSG00000219404,4
ENSG00000219409,0
ENSG00000219410,7
ENSG00000219430,0
ENSG00000219433,2
ENSG00000219435,4
ENSG00000219438,768
ENSG00000219445,0
ENSG00000219448,4
ENSG00000219451,68
ENSG00000219453,0
ENSG00000219463,0
ENSG00000219470,69
ENSG00000219481,2322
ENSG00000219487,5
ENSG00000219491,1
ENSG00000219492,0
ENSG00000219500,0
ENSG00000219507,183
ENSG00000219529,6
ENSG00000219532,1
ENSG00000219545,1275
ENSG00000219547,2
ENSG00000219549,0
ENSG00000219553,6
ENSG00000219559,5
ENSG00000219565,4
ENSG00000219575,0
ENSG00000219582,0
ENSG00000219592,0
ENSG00000219604,5
ENSG00000219607,113
ENSG00000219608,1
ENSG00000219619,0
ENSG00000219622,0
ENSG00000219626,522
ENSG00000219627,0
ENSG00000219642,10
ENSG00000219653,0
ENSG00000219665,232
ENSG00000219666,0
ENSG00000219669,0
ENSG00000219681,0
ENSG00000219682,6
ENSG00000219693,19
ENSG00000219699,0
ENSG00000219700,1
ENSG00000219702,0
ENSG00000219703,0
ENSG00000219712,1
ENSG00000219722,1
ENSG00000219736,0
ENSG00000219738,0
ENSG00000219747,45
ENSG00000219755,41
ENSG00000219757,0
ENSG00000219758,1
ENSG00000219770,1
ENSG00000219773,3
ENSG00000219776,3
ENSG00000219784,0
ENSG00000219790,1
ENSG00000219797,10
ENSG00000219806,0
ENSG00000219807,1
ENSG00000219814,0
ENSG00000219863,1
ENSG00000219867,0
ENSG00000219870,0
ENSG00000219881,4
ENSG00000219891,37
ENSG00000219902,2
ENSG00000219926,0
ENSG00000219928,237
ENSG00000219930,1
ENSG00000219932,27
ENSG00000219940,0
ENSG00000219941,0
ENSG00000219951,8
ENSG00000219986,7
ENSG00000219992,12
ENSG00000219993,0
ENSG00000220008,28
ENSG00000220030,0
ENSG00000220069,0
ENSG00000220076,0
ENSG00000220091,0
ENSG00000220105,1
ENSG00000220110,0
ENSG00000220113,0
ENSG00000220125,0
ENSG00000220130,0
ENSG00000220131,2
ENSG00000220132,0
ENSG00000220139,0
ENSG00000220154,2
ENSG00000220157,27
ENSG00000220161,48
ENSG00000220181,0
ENSG00000220184,0
ENSG00000220201,148
ENSG00000220204,0
ENSG00000220205,6344
ENSG00000220212,0
ENSG00000220237,1
ENSG00000220240,0
ENSG00000220248,1
ENSG00000220256,1
ENSG00000220267,11
ENSG00000220291,0
ENSG00000220305,3
ENSG00000220311,0
ENSG00000220323,38
ENSG00000220326,0
ENSG00000220340,0
ENSG00000220343,4
ENSG00000220347,1
ENSG00000220349,1
ENSG00000220370,1
ENSG00000220377,0
ENSG00000220378,3
ENSG00000220392,4
ENSG00000220412,4
ENSG00000220418,0
ENSG00000220446,0
ENSG00000220447,0
ENSG00000220472,87
ENSG00000220483,0
ENSG00000220494,2
ENSG00000220505,0
ENSG00000220506,1
ENSG00000220514,0
ENSG00000220515,3
ENSG00000220517,22
ENSG00000220522,0
ENSG00000220537,0
ENSG00000220540,0
ENSG00000220541,0
ENSG00000220548,1
ENSG00000220553,0
ENSG00000220556,0
ENSG00000220557,0
ENSG00000220563,49
ENSG00000220575,0
ENSG00000220581,1
ENSG00000220583,78
ENSG00000220585,0
ENSG00000220586,1
ENSG00000220598,0
ENSG00000220600,0
ENSG00000220614,5
ENSG00000220635,0
ENSG00000220643,0
ENSG00000220660,1
ENSG00000220666,1
ENSG00000220685,2
ENSG00000220694,0
ENSG00000220695,0
ENSG00000220702,0
ENSG00000220721,0
ENSG00000220725,0
ENSG00000220730,0
ENSG00000220733,0
ENSG00000220734,0
ENSG00000220739,1
ENSG00000220744,6
ENSG00000220745,0
ENSG00000220748,0
ENSG00000220749,113
ENSG00000220758,0
ENSG00000220771,7
ENSG00000220773,1
ENSG00000220785,671
ENSG00000220793,67
ENSG00000220804,120
ENSG00000220831,0
ENSG00000220842,755
ENSG00000220848,97
