Gene stable ID,62407fba-fb7c-46cb-ab66-f2a49470a0e9
ENSG00000230680,0
ENSG00000230681,0
ENSG00000230682,0
ENSG00000230683,0
ENSG00000230684,0
ENSG00000230686,0
ENSG00000230687,0
ENSG00000230690,0
ENSG00000230691,0
ENSG00000230694,0
ENSG00000230695,2
ENSG00000230696,0
ENSG00000230697,1
ENSG00000230698,3
ENSG00000230699,13
ENSG00000230701,72
ENSG00000230702,3
ENSG00000230703,0
ENSG00000230704,0
ENSG00000230706,0
ENSG00000230707,1
ENSG00000230709,20
ENSG00000230710,0
ENSG00000230711,0
ENSG00000230712,1
ENSG00000230714,0
ENSG00000230715,572
ENSG00000230716,0
ENSG00000230718,0
ENSG00000230720,0
ENSG00000230721,1
ENSG00000230724,28
ENSG00000230725,0
ENSG00000230727,0
ENSG00000230728,0
ENSG00000230729,1
ENSG00000230730,22
ENSG00000230731,0
ENSG00000230732,219
ENSG00000230733,624
ENSG00000230734,24
ENSG00000230735,4
ENSG00000230736,9
ENSG00000230737,0
ENSG00000230739,2
ENSG00000230741,0
ENSG00000230746,0
ENSG00000230747,54
ENSG00000230748,0
ENSG00000230749,2
ENSG00000230750,5
ENSG00000230751,7
ENSG00000230753,4
ENSG00000230755,0
ENSG00000230756,5
ENSG00000230757,0
ENSG00000230758,3
ENSG00000230759,0
ENSG00000230764,0
ENSG00000230768,0
ENSG00000230769,0
ENSG00000230772,7
ENSG00000230773,23
ENSG00000230777,3
ENSG00000230778,0
ENSG00000230779,2
ENSG00000230781,0
ENSG00000230782,4
ENSG00000230783,2
ENSG00000230785,0
ENSG00000230787,3
ENSG00000230788,0
ENSG00000230789,0
ENSG00000230790,0
ENSG00000230793,23
ENSG00000230794,1
ENSG00000230795,351
ENSG00000230796,0
ENSG00000230797,79
ENSG00000230798,147
ENSG00000230799,6
ENSG00000230801,0
ENSG00000230803,0
ENSG00000230804,4
ENSG00000230805,0
ENSG00000230806,0
ENSG00000230807,1
ENSG00000230809,0
ENSG00000230812,67
ENSG00000230813,3
ENSG00000230814,0
ENSG00000230815,0
ENSG00000230817,3
ENSG00000230818,0
ENSG00000230819,0
ENSG00000230820,0
ENSG00000230821,0
ENSG00000230823,0
ENSG00000230825,180
ENSG00000230826,0
ENSG00000230828,0
ENSG00000230829,4
ENSG00000230830,0
ENSG00000230831,0
ENSG00000230832,3
ENSG00000230833,1
ENSG00000230834,32
ENSG00000230835,0
ENSG00000230836,1
ENSG00000230837,1
ENSG00000230838,70
ENSG00000230839,66
ENSG00000230840,0
ENSG00000230841,4
ENSG00000230843,9
ENSG00000230844,403
ENSG00000230845,0
ENSG00000230846,0
ENSG00000230847,4
ENSG00000230848,1
ENSG00000230849,3
ENSG00000230851,0
ENSG00000230852,0
ENSG00000230853,1
ENSG00000230854,0
ENSG00000230859,0
ENSG00000230860,0
ENSG00000230863,0
ENSG00000230864,0
ENSG00000230865,0
ENSG00000230866,0
ENSG00000230867,0
ENSG00000230869,31
ENSG00000230870,0
ENSG00000230871,2
ENSG00000230872,16
ENSG00000230873,11
ENSG00000230876,0
ENSG00000230879,0
ENSG00000230881,0
ENSG00000230882,54
ENSG00000230886,0
ENSG00000230889,0
ENSG00000230891,0
ENSG00000230894,3
ENSG00000230896,290
ENSG00000230897,29
ENSG00000230898,0
ENSG00000230899,1
ENSG00000230902,0
ENSG00000230904,0
ENSG00000230908,0
ENSG00000230910,9
ENSG00000230911,5
ENSG00000230912,9
ENSG00000230913,0
ENSG00000230914,5
ENSG00000230916,5
ENSG00000230918,1
ENSG00000230920,0
ENSG00000230921,0
ENSG00000230922,0
ENSG00000230923,4
ENSG00000230926,7
ENSG00000230927,3
ENSG00000230928,3
ENSG00000230929,6
ENSG00000230931,0
ENSG00000230932,0
ENSG00000230934,0
ENSG00000230935,0
ENSG00000230936,15
ENSG00000230937,4418
ENSG00000230939,52
ENSG00000230941,0
ENSG00000230942,1
ENSG00000230943,6
ENSG00000230944,0
ENSG00000230945,0
ENSG00000230946,2
ENSG00000230947,3
ENSG00000230948,4
ENSG00000230950,0
ENSG00000230951,1
ENSG00000230952,0
ENSG00000230953,3
ENSG00000230955,0
ENSG00000230956,0
ENSG00000230958,0
ENSG00000230960,0
ENSG00000230962,0
ENSG00000230964,0
ENSG00000230965,2
ENSG00000230967,0
ENSG00000230968,0
ENSG00000230969,0
ENSG00000230970,2
ENSG00000230971,0
ENSG00000230972,0
ENSG00000230973,0
ENSG00000230975,0
ENSG00000230977,0
ENSG00000230978,19
ENSG00000230979,46
ENSG00000230980,7
ENSG00000230982,75
ENSG00000230986,0
ENSG00000230987,1
ENSG00000230988,38
ENSG00000230989,14137
ENSG00000230990,5
ENSG00000230991,0
ENSG00000230992,0
ENSG00000230993,7
ENSG00000230994,0
ENSG00000230997,0
ENSG00000230998,0
ENSG00000230999,2
ENSG00000231001,0
ENSG00000231004,0
ENSG00000231005,0
ENSG00000231006,25
ENSG00000231007,56
ENSG00000231009,0
ENSG00000231010,24
ENSG00000231011,0
ENSG00000231013,4
ENSG00000231015,0
ENSG00000231017,1
ENSG00000231018,0
ENSG00000231019,0
ENSG00000231020,0
ENSG00000231022,0
ENSG00000231023,0
ENSG00000231024,0
ENSG00000231025,1577
ENSG00000231026,0
ENSG00000231027,12
ENSG00000231028,55
ENSG00000231029,3
ENSG00000231031,0
ENSG00000231032,0
ENSG00000231034,0
ENSG00000231035,0
ENSG00000231039,2
ENSG00000231040,0
ENSG00000231043,52
ENSG00000231046,0
ENSG00000231047,0
ENSG00000231049,1
ENSG00000231050,46
ENSG00000231051,0
ENSG00000231052,1
ENSG00000231053,0
ENSG00000231054,0
ENSG00000231056,8
ENSG00000231057,8
ENSG00000231058,0
ENSG00000231060,2
ENSG00000231061,0
ENSG00000231062,13
ENSG00000231063,2
ENSG00000231064,130
ENSG00000231066,35
ENSG00000231068,0
ENSG00000231069,0
ENSG00000231070,0
ENSG00000231071,0
ENSG00000231072,0
ENSG00000231073,1
ENSG00000231074,3770
ENSG00000231078,0
ENSG00000231079,11
ENSG00000231080,0
ENSG00000231081,4
ENSG00000231082,0
ENSG00000231083,2
ENSG00000231084,12
ENSG00000231086,12
ENSG00000231087,0
ENSG00000231090,0
ENSG00000231092,0
ENSG00000231093,0
ENSG00000231095,0
ENSG00000231096,0
ENSG00000231098,0
ENSG00000231099,0
ENSG00000231100,0
ENSG00000231102,0
ENSG00000231103,0
ENSG00000231104,0
ENSG00000231105,152
ENSG00000231106,2340
ENSG00000231107,338
ENSG00000231108,3
ENSG00000231110,0
ENSG00000231112,0
ENSG00000231113,318
ENSG00000231114,0
ENSG00000231119,16
ENSG00000231120,2
ENSG00000231121,0
ENSG00000231122,1
ENSG00000231123,14
ENSG00000231124,2
ENSG00000231125,37
ENSG00000231128,1
ENSG00000231130,0
ENSG00000231131,0
ENSG00000231132,0
ENSG00000231133,24
ENSG00000231134,0
ENSG00000231136,0
ENSG00000231137,0
ENSG00000231138,0
ENSG00000231139,0
ENSG00000231140,0
ENSG00000231141,0
ENSG00000231143,0
ENSG00000231144,0
ENSG00000231147,0
ENSG00000231148,0
ENSG00000231149,3
ENSG00000231150,12
ENSG00000231152,0
ENSG00000231153,0
ENSG00000231154,68
ENSG00000231156,0
ENSG00000231158,2
ENSG00000231159,0
ENSG00000231160,297
ENSG00000231162,1
ENSG00000231163,0
ENSG00000231164,1
ENSG00000231165,0
ENSG00000231166,0
ENSG00000231167,41
ENSG00000231169,2
ENSG00000231170,6
ENSG00000231171,10
ENSG00000231172,0
ENSG00000231173,0
ENSG00000231175,0
ENSG00000231177,212
ENSG00000231178,0
ENSG00000231181,4
ENSG00000231183,0
ENSG00000231184,19
ENSG00000231185,0
ENSG00000231187,40
ENSG00000231188,0
ENSG00000231189,0
ENSG00000231192,0
ENSG00000231193,11
ENSG00000231194,8
ENSG00000231195,0
ENSG00000231196,18
ENSG00000231198,0
ENSG00000231199,0
ENSG00000231200,0
ENSG00000231201,2
ENSG00000231202,2
ENSG00000231203,1
ENSG00000231204,0
ENSG00000231205,516
ENSG00000231206,0
ENSG00000231207,4
ENSG00000231208,0
ENSG00000231210,0
ENSG00000231211,0
ENSG00000231212,0
ENSG00000231213,1
ENSG00000231216,0
ENSG00000231217,0
ENSG00000231219,0
ENSG00000231221,0
ENSG00000231222,3
ENSG00000231226,7
ENSG00000231227,0
ENSG00000231228,0
ENSG00000231231,0
ENSG00000231232,0
ENSG00000231233,137
ENSG00000231234,70
ENSG00000231235,0
ENSG00000231236,0
ENSG00000231237,0
ENSG00000231238,0
ENSG00000231240,4
ENSG00000231241,1
ENSG00000231243,0
ENSG00000231244,0
ENSG00000231245,6
ENSG00000231246,7
ENSG00000231248,0
ENSG00000231249,11
ENSG00000231251,0
ENSG00000231252,0
ENSG00000231253,0
ENSG00000231254,0
ENSG00000231255,6
ENSG00000231256,0
ENSG00000231258,0
ENSG00000231259,141
ENSG00000231261,0
ENSG00000231264,0
ENSG00000231265,9
ENSG00000231266,0
ENSG00000231270,2
ENSG00000231271,1
ENSG00000231272,0
ENSG00000231274,5
ENSG00000231276,0
ENSG00000231278,0
ENSG00000231280,0
ENSG00000231290,16
ENSG00000231291,5
ENSG00000231292,189
ENSG00000231293,0
ENSG00000231294,3
ENSG00000231295,2
ENSG00000231296,0
ENSG00000231297,1
ENSG00000231298,1
ENSG00000231299,0
ENSG00000231300,0
ENSG00000231301,0
ENSG00000231302,0
ENSG00000231304,0
ENSG00000231305,61
ENSG00000231307,0
ENSG00000231310,0
ENSG00000231311,0
ENSG00000231312,450
ENSG00000231313,6
ENSG00000231316,0
ENSG00000231317,1
ENSG00000231322,6
ENSG00000231324,1
ENSG00000231326,0
ENSG00000231327,60
ENSG00000231328,0
ENSG00000231329,8
ENSG00000231331,19
ENSG00000231332,5
ENSG00000231333,0
ENSG00000231334,0
ENSG00000231335,1
ENSG00000231336,0
ENSG00000231340,3
ENSG00000231341,0
ENSG00000231344,17
ENSG00000231345,108
ENSG00000231346,52
ENSG00000231349,0
ENSG00000231351,0
ENSG00000231353,0
ENSG00000231355,0
ENSG00000231356,0
ENSG00000231357,1
ENSG00000231358,0
ENSG00000231359,36
ENSG00000231361,0
ENSG00000231362,3
ENSG00000231363,4
ENSG00000231364,0
ENSG00000231365,736
ENSG00000231366,0
ENSG00000231367,564
ENSG00000231368,1
ENSG00000231369,5
ENSG00000231371,0
ENSG00000231373,4
ENSG00000231375,0
ENSG00000231376,0
ENSG00000231378,1
ENSG00000231381,1
ENSG00000231382,0
ENSG00000231383,0
ENSG00000231384,1
ENSG00000231386,16
ENSG00000231388,0
ENSG00000231389,55350
ENSG00000231390,0
ENSG00000231392,0
ENSG00000231393,18
ENSG00000231394,4
ENSG00000231395,2
ENSG00000231396,0
ENSG00000231397,0
ENSG00000231398,3
ENSG00000231399,0
ENSG00000231401,0
ENSG00000231402,0
ENSG00000231403,0
ENSG00000231404,0
ENSG00000231405,0
ENSG00000231407,53
ENSG00000231409,16
ENSG00000231411,0
ENSG00000231412,1
ENSG00000231413,0
ENSG00000231414,9
ENSG00000231416,0
ENSG00000231417,0
ENSG00000231418,0
ENSG00000231419,27
ENSG00000231420,0
ENSG00000231421,2
ENSG00000231422,13
ENSG00000231423,0
ENSG00000231424,5
ENSG00000231426,4
ENSG00000231427,0
ENSG00000231428,0
ENSG00000231429,16
ENSG00000231431,7
ENSG00000231434,5
ENSG00000231435,17
ENSG00000231436,0
ENSG00000231437,34
ENSG00000231439,26
ENSG00000231440,0
ENSG00000231441,11
ENSG00000231442,0
ENSG00000231443,23
ENSG00000231445,21
ENSG00000231447,0
ENSG00000231449,4
ENSG00000231453,43
ENSG00000231454,0
ENSG00000231458,0
ENSG00000231459,17
ENSG00000231460,0
ENSG00000231461,4
ENSG00000231464,3
ENSG00000231465,12
ENSG00000231466,25
ENSG00000231467,0
ENSG00000231468,4
ENSG00000231470,0
ENSG00000231471,0
ENSG00000231473,5
ENSG00000231475,442
ENSG00000231476,19
ENSG00000231477,0
ENSG00000231478,0
ENSG00000231480,1
ENSG00000231482,36
ENSG00000231483,15
ENSG00000231484,0
ENSG00000231485,0
ENSG00000231487,0
ENSG00000231489,0
ENSG00000231490,0
ENSG00000231491,0
ENSG00000231492,1
ENSG00000231494,6
ENSG00000231495,0
ENSG00000231496,0
ENSG00000231500,209781
ENSG00000231501,1
ENSG00000231503,135
ENSG00000231504,0
ENSG00000231505,39
ENSG00000231507,24
ENSG00000231508,0
ENSG00000231509,0
ENSG00000231510,0
ENSG00000231512,1
ENSG00000231513,0
ENSG00000231514,0
ENSG00000231515,0
ENSG00000231516,0
ENSG00000231518,5
ENSG00000231519,1
ENSG00000231521,3
ENSG00000231523,0
ENSG00000231525,0
ENSG00000231527,28
ENSG00000231528,165
ENSG00000231529,0
ENSG00000231530,14
ENSG00000231531,1
ENSG00000231532,2
ENSG00000231533,0
ENSG00000231534,0
ENSG00000231535,0
ENSG00000231536,0
ENSG00000231537,0
ENSG00000231538,0
ENSG00000231539,0
ENSG00000231540,0
ENSG00000231541,2
ENSG00000231542,0
ENSG00000231544,16
ENSG00000231546,0
ENSG00000231547,0
ENSG00000231548,0
ENSG00000231549,6
ENSG00000231550,1
ENSG00000231551,164
ENSG00000231552,0
ENSG00000231553,0
ENSG00000231556,0
ENSG00000231557,0
ENSG00000231559,0
ENSG00000231560,2
ENSG00000231561,1
ENSG00000231562,0
ENSG00000231563,58
ENSG00000231564,1
ENSG00000231565,28
ENSG00000231566,0
ENSG00000231567,0
ENSG00000231568,0
ENSG00000231569,0
ENSG00000231570,0
ENSG00000231574,3
ENSG00000231575,0
ENSG00000231576,3
ENSG00000231579,18
ENSG00000231582,0
ENSG00000231583,0
ENSG00000231584,824
ENSG00000231585,0
ENSG00000231586,0
ENSG00000231587,5
ENSG00000231588,1
ENSG00000231589,0
ENSG00000231590,0
ENSG00000231593,0
ENSG00000231595,69
ENSG00000231597,0
ENSG00000231599,0
ENSG00000231600,0
ENSG00000231601,0
ENSG00000231603,0
ENSG00000231604,7
ENSG00000231605,0
ENSG00000231606,0
ENSG00000231607,794
ENSG00000231609,614
ENSG00000231610,0
ENSG00000231612,0
ENSG00000231613,12
ENSG00000231615,4
ENSG00000231616,4
ENSG00000231619,0
ENSG00000231620,0
ENSG00000231621,371
ENSG00000231622,0
ENSG00000231625,6
ENSG00000231626,0
ENSG00000231628,30
ENSG00000231630,0
ENSG00000231633,0
ENSG00000231635,0
ENSG00000231636,4
ENSG00000231637,0
ENSG00000231638,11
ENSG00000231643,0
ENSG00000231645,3
ENSG00000231646,36
ENSG00000231648,7
ENSG00000231649,4
ENSG00000231650,0
ENSG00000231651,21
ENSG00000231652,20
ENSG00000231653,0
ENSG00000231654,0
ENSG00000231655,15
ENSG00000231656,0
ENSG00000231660,0
ENSG00000231662,0
ENSG00000231663,825
ENSG00000231665,7
ENSG00000231666,3
ENSG00000231667,0
ENSG00000231668,0
ENSG00000231671,0
ENSG00000231672,366
ENSG00000231674,0
ENSG00000231675,1
ENSG00000231678,0
ENSG00000231680,14
ENSG00000231681,0
ENSG00000231682,16
ENSG00000231683,0
ENSG00000231684,0
ENSG00000231686,1
ENSG00000231688,0
ENSG00000231689,3
ENSG00000231690,4
ENSG00000231691,0
ENSG00000231694,0
ENSG00000231697,6
ENSG00000231698,0
ENSG00000231699,5
ENSG00000231700,0
ENSG00000231701,0
ENSG00000231702,0
ENSG00000231703,9
ENSG00000231704,7
ENSG00000231705,57
ENSG00000231706,0
ENSG00000231707,2
ENSG00000231709,0
ENSG00000231711,750
ENSG00000231712,0
ENSG00000231713,44
ENSG00000231714,0
ENSG00000231715,2
ENSG00000231716,0
ENSG00000231718,0
ENSG00000231720,0
ENSG00000231721,1019
ENSG00000231722,0
ENSG00000231723,0
ENSG00000231724,0
ENSG00000231725,4
ENSG00000231726,0
ENSG00000231728,19
ENSG00000231729,11
ENSG00000231731,98
ENSG00000231735,1
ENSG00000231738,3
ENSG00000231739,1
ENSG00000231740,0
ENSG00000231741,13
ENSG00000231742,24
ENSG00000231743,0
ENSG00000231744,0
ENSG00000231747,162
ENSG00000231748,0
ENSG00000231749,0
ENSG00000231750,0
ENSG00000231752,293
ENSG00000231754,89
ENSG00000231755,10
ENSG00000231756,3
ENSG00000231758,3
ENSG00000231760,133
ENSG00000231762,0
ENSG00000231763,0
ENSG00000231764,422
ENSG00000231765,1
ENSG00000231766,0
ENSG00000231767,49
ENSG00000231768,126
ENSG00000231769,38
ENSG00000231770,963
ENSG00000231772,0
ENSG00000231774,0
ENSG00000231776,0
ENSG00000231777,0
ENSG00000231780,0
ENSG00000231781,0
ENSG00000231782,0
ENSG00000231784,114
ENSG00000231787,2
ENSG00000231788,45
ENSG00000231789,221
ENSG00000231791,0
ENSG00000231793,93
ENSG00000231794,8
ENSG00000231795,0
ENSG00000231799,4
ENSG00000231801,0
ENSG00000231802,1
ENSG00000231804,0
ENSG00000231806,9
ENSG00000231808,0
ENSG00000231809,0
ENSG00000231810,0
ENSG00000231811,0
ENSG00000231812,0
ENSG00000231814,0
ENSG00000231815,0
ENSG00000231816,3
ENSG00000231817,420
ENSG00000231821,1
ENSG00000231822,12
ENSG00000231824,4
ENSG00000231826,266
ENSG00000231827,7
ENSG00000231829,3
ENSG00000231830,12
ENSG00000231831,3
ENSG00000231837,0
ENSG00000231838,0
ENSG00000231839,1
ENSG00000231840,4
ENSG00000231841,2
ENSG00000231842,32
ENSG00000231845,1
ENSG00000231846,0
ENSG00000231848,12
ENSG00000231849,0
ENSG00000231851,35
ENSG00000231852,72
ENSG00000231855,0
ENSG00000231856,274
ENSG00000231857,0
ENSG00000231858,50
ENSG00000231859,0
ENSG00000231861,13
ENSG00000231863,15
ENSG00000231864,0
ENSG00000231865,4
ENSG00000231866,0
ENSG00000231867,0
ENSG00000231868,0
ENSG00000231870,9
ENSG00000231871,15
ENSG00000231873,2
ENSG00000231874,0
ENSG00000231875,2
ENSG00000231876,6
ENSG00000231877,0
ENSG00000231878,12
ENSG00000231879,0
ENSG00000231880,0
ENSG00000231881,3
ENSG00000231882,0
ENSG00000231883,0
ENSG00000231884,2
ENSG00000231887,59
ENSG00000231888,0
ENSG00000231889,266
ENSG00000231890,202
ENSG00000231892,2
ENSG00000231894,0
ENSG00000231896,0
ENSG00000231897,0
ENSG00000231898,1
ENSG00000231900,0
ENSG00000231901,1
ENSG00000231902,0
ENSG00000231903,16
ENSG00000231905,0
ENSG00000231906,0
ENSG00000231907,0
ENSG00000231908,34
ENSG00000231909,2
ENSG00000231910,0
ENSG00000231911,0
ENSG00000231912,0
ENSG00000231913,0
ENSG00000231914,0
ENSG00000231915,0
ENSG00000231916,6
ENSG00000231918,0
ENSG00000231920,49
ENSG00000231922,0
ENSG00000231923,0
ENSG00000231924,0
ENSG00000231925,58152
ENSG00000231926,0
ENSG00000231927,2
ENSG00000231929,1
ENSG00000231930,0
ENSG00000231931,0
ENSG00000231933,1
ENSG00000231934,0
ENSG00000231937,0
ENSG00000231940,44
ENSG00000231942,9
ENSG00000231943,5
ENSG00000231944,7
ENSG00000231947,0
ENSG00000231948,1
ENSG00000231949,0
ENSG00000231951,0
ENSG00000231952,19
ENSG00000231953,0
ENSG00000231954,0
ENSG00000231955,0
ENSG00000231956,0
ENSG00000231957,0
ENSG00000231961,0
ENSG00000231963,0
ENSG00000231964,54
ENSG00000231965,0
ENSG00000231966,6
ENSG00000231967,4
ENSG00000231969,4
ENSG00000231970,12
ENSG00000231971,3
ENSG00000231976,13
ENSG00000231977,9
ENSG00000231978,2
ENSG00000231979,0
ENSG00000231980,0
ENSG00000231981,5
ENSG00000231982,20
ENSG00000231983,0
ENSG00000231984,0
ENSG00000231985,0
ENSG00000231986,0
ENSG00000231987,0
ENSG00000231988,0
ENSG00000231989,0
ENSG00000231990,4
ENSG00000231991,254
ENSG00000231992,0
ENSG00000231993,32
ENSG00000231995,2
ENSG00000231996,0
ENSG00000231999,112
ENSG00000232000,128
ENSG00000232001,33
ENSG00000232002,0
ENSG00000232003,0
ENSG00000232004,9
ENSG00000232006,3
ENSG00000232009,0
ENSG00000232010,14
ENSG00000232015,0
ENSG00000232018,1
ENSG00000232019,0
ENSG00000232021,57
ENSG00000232022,87
ENSG00000232023,7
ENSG00000232024,103
ENSG00000232025,0
ENSG00000232027,5
ENSG00000232028,2
ENSG00000232029,0
ENSG00000232030,0
ENSG00000232031,0
ENSG00000232032,0
ENSG00000232034,2
ENSG00000232035,0
ENSG00000232036,0
ENSG00000232037,8
ENSG00000232039,0
ENSG00000232040,265
ENSG00000232041,0
ENSG00000232042,0
ENSG00000232043,8
ENSG00000232044,1
ENSG00000232046,8
ENSG00000232048,0
ENSG00000232050,0
ENSG00000232053,3
ENSG00000232054,0
ENSG00000232056,0
ENSG00000232057,0
ENSG00000232058,0
ENSG00000232059,2
ENSG00000232060,4
ENSG00000232063,1
ENSG00000232064,0
ENSG00000232065,20
ENSG00000232068,0
ENSG00000232069,0
ENSG00000232070,5
ENSG00000232072,0
ENSG00000232073,0
ENSG00000232075,7
ENSG00000232077,0
ENSG00000232079,61
ENSG00000232080,0
ENSG00000232081,0
ENSG00000232082,2
ENSG00000232083,3
ENSG00000232084,5
ENSG00000232085,0
ENSG00000232086,0
ENSG00000232087,0
ENSG00000232089,0
ENSG00000232090,0
ENSG00000232091,0
ENSG00000232093,429
ENSG00000232096,0
ENSG00000232097,4
ENSG00000232098,382
ENSG00000232100,3
ENSG00000232101,0
ENSG00000232102,0
ENSG00000232104,120
ENSG00000232105,0
ENSG00000232109,0
ENSG00000232110,0
ENSG00000232111,0
ENSG00000232112,12690
ENSG00000232113,0
ENSG00000232114,0
ENSG00000232115,1
ENSG00000232117,12
ENSG00000232118,23
ENSG00000232119,4214
ENSG00000232120,0
ENSG00000232121,0
ENSG00000232124,8
ENSG00000232125,0
ENSG00000232128,0
ENSG00000232130,0
ENSG00000232131,0
ENSG00000232132,0
ENSG00000232133,1
ENSG00000232134,25
ENSG00000232135,0
ENSG00000232136,0
ENSG00000232138,0
ENSG00000232139,2
ENSG00000232140,3
ENSG00000232142,0
ENSG00000232144,2
ENSG00000232145,0
ENSG00000232148,1
ENSG00000232149,0
ENSG00000232150,3
ENSG00000232153,0
ENSG00000232154,0
ENSG00000232155,0
ENSG00000232158,0
ENSG00000232159,0
ENSG00000232160,96
ENSG00000232161,0
ENSG00000232162,0
ENSG00000232163,0
ENSG00000232164,0
ENSG00000232165,0
ENSG00000232166,0
ENSG00000232167,0
ENSG00000232168,0
ENSG00000232170,2
ENSG00000232172,0
ENSG00000232173,2
ENSG00000232174,0
ENSG00000232175,0
ENSG00000232176,23
ENSG00000232177,4
ENSG00000232179,0
ENSG00000232183,0
ENSG00000232184,0
ENSG00000232185,0
ENSG00000232186,21
ENSG00000232187,284
ENSG00000232188,0
ENSG00000232190,1
ENSG00000232192,54
ENSG00000232193,2
ENSG00000232194,0
ENSG00000232195,0
ENSG00000232196,7
ENSG00000232197,0
ENSG00000232198,0
ENSG00000232199,0
ENSG00000232200,0
ENSG00000232202,14
ENSG00000232203,0
ENSG00000232204,0
ENSG00000232205,0
ENSG00000232208,10
ENSG00000232211,3
ENSG00000232212,4
ENSG00000232215,1
ENSG00000232216,43
ENSG00000232217,0
ENSG00000232218,1
ENSG00000232220,0
ENSG00000232223,0
ENSG00000232224,191
ENSG00000232225,2
ENSG00000232226,0
ENSG00000232227,0
ENSG00000232228,4
ENSG00000232229,178
ENSG00000232230,0
ENSG00000232233,5
ENSG00000232234,0
ENSG00000232235,0
ENSG00000232237,8
ENSG00000232238,1
ENSG00000232239,0
ENSG00000232240,0
ENSG00000232241,0
ENSG00000232242,0
ENSG00000232243,7
ENSG00000232245,0
ENSG00000232249,0
ENSG00000232252,0
ENSG00000232254,1
ENSG00000232258,0
ENSG00000232259,0
ENSG00000232260,1
ENSG00000232261,0
ENSG00000232263,0
ENSG00000232264,0
ENSG00000232265,0
ENSG00000232267,1
ENSG00000232268,0
ENSG00000232271,0
ENSG00000232273,1
ENSG00000232277,0
ENSG00000232281,0
ENSG00000232282,0
ENSG00000232283,2
ENSG00000232284,18
ENSG00000232285,0
ENSG00000232286,0
ENSG00000232287,0
ENSG00000232290,1
ENSG00000232292,0
ENSG00000232293,0
ENSG00000232294,2
ENSG00000232295,259
ENSG00000232296,0
ENSG00000232298,3
ENSG00000232299,0
ENSG00000232300,11
ENSG00000232301,1
ENSG00000232303,21
ENSG00000232305,0
ENSG00000232306,5
ENSG00000232307,0
ENSG00000232309,0
ENSG00000232310,3
ENSG00000232311,24
ENSG00000232314,0
ENSG00000232316,3
ENSG00000232320,0
ENSG00000232324,11
ENSG00000232325,1
ENSG00000232327,0
ENSG00000232328,0
ENSG00000232332,0
ENSG00000232333,6
ENSG00000232334,0
ENSG00000232335,11
ENSG00000232337,1
ENSG00000232341,8
ENSG00000232342,1
ENSG00000232344,3
ENSG00000232346,39
ENSG00000232347,0
ENSG00000232348,0
ENSG00000232349,0
ENSG00000232350,0
ENSG00000232352,19
ENSG00000232353,0
ENSG00000232354,4
ENSG00000232355,0
ENSG00000232358,1
ENSG00000232359,0
ENSG00000232360,0
ENSG00000232361,0
ENSG00000232362,2
ENSG00000232363,2
ENSG00000232366,0
ENSG00000232368,34
ENSG00000232369,14
ENSG00000232370,0
ENSG00000232372,12
ENSG00000232373,0
ENSG00000232374,0
ENSG00000232375,0
ENSG00000232377,0
ENSG00000232378,0
ENSG00000232379,0
ENSG00000232380,0
ENSG00000232381,6
ENSG00000232382,0
ENSG00000232383,1
ENSG00000232385,19
ENSG00000232386,26
ENSG00000232387,5
ENSG00000232388,4913
ENSG00000232389,2
ENSG00000232390,0
ENSG00000232391,2
ENSG00000232392,0
ENSG00000232393,1
ENSG00000232394,0
ENSG00000232395,0
ENSG00000232396,1
ENSG00000232398,7
ENSG00000232399,0
ENSG00000232400,0
ENSG00000232401,0
ENSG00000232403,8
ENSG00000232406,8
ENSG00000232407,0
ENSG00000232408,0
ENSG00000232409,0
ENSG00000232411,5
ENSG00000232412,39
ENSG00000232413,0
ENSG00000232415,11
ENSG00000232416,0
ENSG00000232418,0
ENSG00000232419,0
ENSG00000232420,0
ENSG00000232422,0
ENSG00000232423,0
ENSG00000232424,0
ENSG00000232429,1
ENSG00000232430,0
ENSG00000232431,0
ENSG00000232433,0
ENSG00000232434,182
ENSG00000232436,0
ENSG00000232437,3
ENSG00000232439,0
ENSG00000232442,1321
ENSG00000232444,0
ENSG00000232445,332
ENSG00000232446,0
ENSG00000232447,0
ENSG00000232448,0
ENSG00000232450,29
ENSG00000232451,13
ENSG00000232453,48
ENSG00000232454,1
ENSG00000232455,1
ENSG00000232456,0
ENSG00000232457,11
ENSG00000232458,2
ENSG00000232459,0
ENSG00000232460,0
ENSG00000232461,0
ENSG00000232462,0
ENSG00000232463,0
ENSG00000232464,0
ENSG00000232465,0
ENSG00000232466,0
ENSG00000232467,0
ENSG00000232470,34
ENSG00000232471,0
ENSG00000232472,131
ENSG00000232474,0
ENSG00000232475,0
ENSG00000232479,23
ENSG00000232480,127
ENSG00000232482,2
ENSG00000232485,68
ENSG00000232486,0
ENSG00000232487,3
ENSG00000232489,28
ENSG00000232490,3
ENSG00000232491,2
ENSG00000232492,0
ENSG00000232493,1
ENSG00000232494,0
ENSG00000232496,1
ENSG00000232497,0
ENSG00000232498,10
ENSG00000232499,11
ENSG00000232500,0
ENSG00000232502,0
ENSG00000232503,0
ENSG00000232504,13
ENSG00000232505,0
ENSG00000232508,0
ENSG00000232511,0
ENSG00000232512,0
ENSG00000232514,0
ENSG00000232515,0
ENSG00000232517,7
ENSG00000232518,6
ENSG00000232519,3
ENSG00000232520,2
ENSG00000232522,0
ENSG00000232524,0
ENSG00000232525,0
