Gene stable ID,3a36d513-6e54-4f58-acb4-e7bda5135b99
ENSG00000228753,2
ENSG00000228754,1
ENSG00000228755,0
ENSG00000228757,1
ENSG00000228759,0
ENSG00000228763,0
ENSG00000228764,0
ENSG00000228766,0
ENSG00000228767,3
ENSG00000228768,0
ENSG00000228769,0
ENSG00000228770,0
ENSG00000228771,0
ENSG00000228772,0
ENSG00000228775,358
ENSG00000228776,0
ENSG00000228777,0
ENSG00000228778,0
ENSG00000228779,8
ENSG00000228780,0
ENSG00000228781,2
ENSG00000228782,136
ENSG00000228783,0
ENSG00000228784,30
ENSG00000228786,0
ENSG00000228787,0
ENSG00000228789,12
ENSG00000228790,0
ENSG00000228791,8
ENSG00000228792,3
ENSG00000228793,3
ENSG00000228794,814
ENSG00000228797,8
ENSG00000228798,19
ENSG00000228799,3
ENSG00000228800,0
ENSG00000228801,96
ENSG00000228802,0
ENSG00000228803,0
ENSG00000228804,0
ENSG00000228806,0
ENSG00000228807,2
ENSG00000228808,0
ENSG00000228809,0
ENSG00000228810,0
ENSG00000228812,9
ENSG00000228814,0
ENSG00000228815,0
ENSG00000228816,0
ENSG00000228817,5
ENSG00000228818,7
ENSG00000228819,0
ENSG00000228820,2
ENSG00000228823,0
ENSG00000228824,0
ENSG00000228825,0
ENSG00000228826,0
ENSG00000228827,0
ENSG00000228828,2
ENSG00000228829,3
ENSG00000228830,0
ENSG00000228833,0
ENSG00000228834,5
ENSG00000228835,8
ENSG00000228836,0
ENSG00000228837,0
ENSG00000228838,0
ENSG00000228839,9
ENSG00000228842,0
ENSG00000228843,0
ENSG00000228844,1
ENSG00000228847,6
ENSG00000228848,0
ENSG00000228850,0
ENSG00000228851,0
ENSG00000228852,12
ENSG00000228853,0
ENSG00000228855,0
ENSG00000228856,0
ENSG00000228857,9
ENSG00000228860,1
ENSG00000228861,3
ENSG00000228862,0
ENSG00000228863,0
ENSG00000228868,0
ENSG00000228869,1
ENSG00000228872,0
ENSG00000228873,0
ENSG00000228874,2
ENSG00000228876,0
ENSG00000228877,3
ENSG00000228878,60
ENSG00000228879,1
ENSG00000228882,0
ENSG00000228884,0
ENSG00000228886,0
ENSG00000228887,68
ENSG00000228888,0
ENSG00000228889,60
ENSG00000228890,0
ENSG00000228897,7
ENSG00000228898,0
ENSG00000228901,1
ENSG00000228902,0
ENSG00000228903,490
ENSG00000228906,23
ENSG00000228909,0
ENSG00000228914,0
ENSG00000228915,7
ENSG00000228917,2
ENSG00000228918,2
ENSG00000228919,1
ENSG00000228922,0
ENSG00000228923,0
ENSG00000228925,7
ENSG00000228927,0
ENSG00000228928,0
ENSG00000228929,117
ENSG00000228930,1
ENSG00000228933,0
ENSG00000228935,0
ENSG00000228937,0
ENSG00000228938,0
ENSG00000228939,5
ENSG00000228940,0
ENSG00000228941,0
ENSG00000228943,0
ENSG00000228944,0
ENSG00000228945,0
ENSG00000228948,0
ENSG00000228949,0
ENSG00000228950,1
ENSG00000228951,15
ENSG00000228952,0
ENSG00000228953,0
ENSG00000228955,0
ENSG00000228956,16
ENSG00000228957,1
ENSG00000228958,0
ENSG00000228959,7
ENSG00000228960,25
ENSG00000228961,0
ENSG00000228962,10
ENSG00000228963,0
ENSG00000228965,0
ENSG00000228966,0
ENSG00000228968,0
ENSG00000228970,1
ENSG00000228971,42
ENSG00000228973,2
ENSG00000228974,4
ENSG00000228976,0
ENSG00000228979,1
ENSG00000228980,0
ENSG00000228981,24
ENSG00000228982,0
ENSG00000228983,2
ENSG00000228984,0
ENSG00000228985,0
ENSG00000228986,1
ENSG00000228988,1
ENSG00000228989,370
ENSG00000228992,2
ENSG00000228995,0
ENSG00000228997,0
ENSG00000228998,0
ENSG00000228999,0
ENSG00000229000,1
ENSG00000229001,3
ENSG00000229002,0
ENSG00000229005,0
ENSG00000229007,1
ENSG00000229009,1
ENSG00000229010,1
ENSG00000229011,0
ENSG00000229012,0
ENSG00000229013,0
ENSG00000229014,1
ENSG00000229015,1
ENSG00000229016,0
ENSG00000229017,37
ENSG00000229018,2
ENSG00000229019,0
ENSG00000229020,3
ENSG00000229021,2
ENSG00000229022,8
ENSG00000229023,0
ENSG00000229025,0
ENSG00000229027,0
ENSG00000229028,0
ENSG00000229029,2
ENSG00000229030,0
ENSG00000229031,0
ENSG00000229032,0
ENSG00000229035,0
ENSG00000229036,116
ENSG00000229037,12
ENSG00000229042,17
ENSG00000229043,279
ENSG00000229044,2
ENSG00000229046,0
ENSG00000229047,0
ENSG00000229048,0
ENSG00000229051,2
ENSG00000229052,12
ENSG00000229054,1
ENSG00000229056,15
ENSG00000229057,1
ENSG00000229060,0
ENSG00000229063,0
ENSG00000229064,1
ENSG00000229065,1
ENSG00000229066,0
ENSG00000229067,1
ENSG00000229068,0
ENSG00000229072,1
ENSG00000229079,0
ENSG00000229080,0
ENSG00000229081,2
ENSG00000229082,0
ENSG00000229083,0
ENSG00000229086,0
ENSG00000229087,0
ENSG00000229088,0
ENSG00000229089,3
ENSG00000229090,0
ENSG00000229091,1
ENSG00000229092,3
ENSG00000229093,0
ENSG00000229097,11
ENSG00000229101,1
ENSG00000229102,0
ENSG00000229104,0
ENSG00000229105,0
ENSG00000229106,1
ENSG00000229107,0
ENSG00000229108,15
ENSG00000229109,3
ENSG00000229110,0
ENSG00000229111,3
ENSG00000229112,0
ENSG00000229115,1
ENSG00000229116,10
ENSG00000229117,21900
ENSG00000229118,0
ENSG00000229119,397
ENSG00000229120,1
ENSG00000229122,22
ENSG00000229124,364
ENSG00000229127,31
ENSG00000229129,1
ENSG00000229131,0
ENSG00000229132,24
ENSG00000229133,17
ENSG00000229138,0
ENSG00000229140,0
ENSG00000229142,0
ENSG00000229143,0
ENSG00000229145,2
ENSG00000229146,0
ENSG00000229147,2
ENSG00000229150,0
ENSG00000229151,0
ENSG00000229152,254
ENSG00000229153,15
ENSG00000229154,0
ENSG00000229155,0
ENSG00000229156,0
ENSG00000229159,0
ENSG00000229160,0
ENSG00000229161,8
ENSG00000229162,12
ENSG00000229163,0
ENSG00000229165,0
ENSG00000229167,4
ENSG00000229168,3
ENSG00000229169,0
ENSG00000229172,0
ENSG00000229173,1
ENSG00000229175,0
ENSG00000229177,0
ENSG00000229178,5
ENSG00000229180,631
ENSG00000229182,0
ENSG00000229183,0
ENSG00000229184,2
ENSG00000229186,0
ENSG00000229188,0
ENSG00000229190,2
ENSG00000229191,1
ENSG00000229192,0
ENSG00000229195,1
ENSG00000229196,15
ENSG00000229197,0
ENSG00000229201,0
ENSG00000229203,0
ENSG00000229204,51
ENSG00000229205,4
ENSG00000229206,0
ENSG00000229207,2
ENSG00000229208,0
ENSG00000229209,0
ENSG00000229211,0
ENSG00000229212,6
ENSG00000229213,0
ENSG00000229214,109
ENSG00000229217,0
ENSG00000229220,0
ENSG00000229221,0
ENSG00000229222,12
ENSG00000229224,0
ENSG00000229225,0
ENSG00000229226,0
ENSG00000229227,1
ENSG00000229228,3
ENSG00000229229,0
ENSG00000229230,0
ENSG00000229231,0
ENSG00000229232,0
ENSG00000229233,0
ENSG00000229234,0
ENSG00000229235,0
ENSG00000229236,0
ENSG00000229237,25
ENSG00000229238,0
ENSG00000229239,0
ENSG00000229240,0
ENSG00000229241,0
ENSG00000229242,0
ENSG00000229243,0
ENSG00000229245,0
ENSG00000229246,0
ENSG00000229247,0
ENSG00000229248,0
ENSG00000229249,0
ENSG00000229250,0
ENSG00000229251,21
ENSG00000229254,0
ENSG00000229255,0
ENSG00000229256,1
ENSG00000229257,0
ENSG00000229258,1
ENSG00000229259,0
ENSG00000229261,0
ENSG00000229262,0
ENSG00000229263,1
ENSG00000229266,0
ENSG00000229267,3
ENSG00000229268,4
ENSG00000229269,0
ENSG00000229271,0
ENSG00000229272,0
ENSG00000229273,1
ENSG00000229274,10
ENSG00000229275,6
ENSG00000229276,0
ENSG00000229278,4
ENSG00000229280,0
ENSG00000229281,0
ENSG00000229282,2
ENSG00000229283,0
ENSG00000229286,0
ENSG00000229287,0
ENSG00000229288,0
ENSG00000229289,0
ENSG00000229291,2
ENSG00000229292,0
ENSG00000229294,0
ENSG00000229297,0
ENSG00000229298,1
ENSG00000229299,0
ENSG00000229301,0
ENSG00000229302,0
ENSG00000229303,2
ENSG00000229305,1
ENSG00000229306,0
ENSG00000229307,0
ENSG00000229308,0
ENSG00000229309,0
ENSG00000229310,0
ENSG00000229311,0
ENSG00000229312,0
ENSG00000229313,0
ENSG00000229314,17
ENSG00000229315,0
ENSG00000229316,0
ENSG00000229320,377
ENSG00000229321,1
ENSG00000229322,0
ENSG00000229323,0
ENSG00000229324,1
ENSG00000229325,7
ENSG00000229326,0
ENSG00000229327,0
ENSG00000229330,0
ENSG00000229331,0
ENSG00000229332,0
ENSG00000229334,43
ENSG00000229335,0
ENSG00000229336,0
ENSG00000229337,0
ENSG00000229338,1
ENSG00000229339,0
ENSG00000229343,0
ENSG00000229344,211
ENSG00000229345,0
ENSG00000229347,0
ENSG00000229348,20
ENSG00000229349,3
ENSG00000229351,0
ENSG00000229352,2
ENSG00000229356,3
ENSG00000229357,1
ENSG00000229358,123
ENSG00000229359,0
ENSG00000229360,0
ENSG00000229361,0
ENSG00000229365,0
ENSG00000229367,4
ENSG00000229368,1
ENSG00000229369,1
ENSG00000229370,0
ENSG00000229372,2
ENSG00000229373,1
ENSG00000229375,0
ENSG00000229376,0
ENSG00000229379,0
ENSG00000229380,0
ENSG00000229382,0
ENSG00000229384,0
ENSG00000229385,0
ENSG00000229386,0
ENSG00000229388,26
ENSG00000229389,0
ENSG00000229390,0
ENSG00000229391,1465
ENSG00000229393,3
ENSG00000229395,0
ENSG00000229398,0
ENSG00000229399,4
ENSG00000229400,2
ENSG00000229401,0
ENSG00000229402,0
ENSG00000229403,0
ENSG00000229404,2
ENSG00000229405,0
ENSG00000229406,0
ENSG00000229407,2
ENSG00000229409,3
ENSG00000229413,68
ENSG00000229414,6
ENSG00000229415,873
ENSG00000229416,0
ENSG00000229417,77
ENSG00000229418,0
ENSG00000229419,61
ENSG00000229421,0
ENSG00000229422,8
ENSG00000229423,0
ENSG00000229424,0
ENSG00000229425,9
ENSG00000229427,0
ENSG00000229431,22
ENSG00000229433,0
ENSG00000229434,0
ENSG00000229435,0
ENSG00000229436,2
ENSG00000229437,0
ENSG00000229440,0
ENSG00000229442,0
ENSG00000229443,0
ENSG00000229444,0
ENSG00000229447,14
ENSG00000229452,0
ENSG00000229453,6
ENSG00000229454,0
ENSG00000229455,1
ENSG00000229456,1
ENSG00000229457,0
ENSG00000229458,0
ENSG00000229459,0
ENSG00000229462,0
ENSG00000229463,0
ENSG00000229465,2
ENSG00000229466,0
ENSG00000229468,4
ENSG00000229473,1
ENSG00000229474,43
ENSG00000229477,0
ENSG00000229478,0
ENSG00000229481,26
ENSG00000229483,0
ENSG00000229484,0
ENSG00000229485,0
ENSG00000229486,0
ENSG00000229487,3
ENSG00000229491,0
ENSG00000229492,0
ENSG00000229494,0
ENSG00000229495,0
ENSG00000229497,0
ENSG00000229498,0
ENSG00000229500,0
ENSG00000229502,1
ENSG00000229503,19
ENSG00000229505,0
ENSG00000229508,0
ENSG00000229509,0
ENSG00000229511,0
ENSG00000229512,14
ENSG00000229515,0
ENSG00000229518,0
ENSG00000229519,6
ENSG00000229520,0
ENSG00000229521,1
ENSG00000229522,0
ENSG00000229525,33
ENSG00000229526,0
ENSG00000229528,0
ENSG00000229530,0
ENSG00000229531,3
ENSG00000229532,0
ENSG00000229533,0
ENSG00000229534,0
ENSG00000229536,13
ENSG00000229537,0
ENSG00000229539,35
ENSG00000229541,0
ENSG00000229542,0
ENSG00000229543,0
ENSG00000229544,0
ENSG00000229546,0
ENSG00000229547,0
ENSG00000229549,0
ENSG00000229550,0
ENSG00000229551,0
ENSG00000229553,0
ENSG00000229554,0
ENSG00000229556,1
ENSG00000229557,0
ENSG00000229558,1
ENSG00000229559,0
ENSG00000229560,0
ENSG00000229562,1
ENSG00000229563,0
ENSG00000229565,0
ENSG00000229567,10
ENSG00000229568,0
ENSG00000229569,0
ENSG00000229570,1
ENSG00000229571,0
ENSG00000229572,0
ENSG00000229578,0
ENSG00000229579,0
ENSG00000229582,3
ENSG00000229585,0
ENSG00000229586,0
ENSG00000229587,17
ENSG00000229588,2
ENSG00000229589,180
ENSG00000229590,4
ENSG00000229591,10
ENSG00000229593,0
ENSG00000229594,0
ENSG00000229595,2
ENSG00000229596,2
ENSG00000229598,6
ENSG00000229599,0
ENSG00000229600,0
ENSG00000229601,1
ENSG00000229603,0
ENSG00000229604,8
ENSG00000229605,12
ENSG00000229606,0
ENSG00000229607,1
ENSG00000229608,0
ENSG00000229609,0
ENSG00000229611,7
ENSG00000229612,0
ENSG00000229613,0
ENSG00000229616,0
ENSG00000229618,0
ENSG00000229619,94
ENSG00000229621,0
ENSG00000229622,0
ENSG00000229623,0
ENSG00000229625,1
ENSG00000229626,0
ENSG00000229627,0
ENSG00000229628,1
ENSG00000229629,0
ENSG00000229630,1
ENSG00000229635,9
ENSG00000229636,0
ENSG00000229637,1
ENSG00000229638,356
ENSG00000229639,0
ENSG00000229641,0
ENSG00000229642,1
ENSG00000229643,0
ENSG00000229644,5
ENSG00000229646,0
ENSG00000229647,13
ENSG00000229648,0
ENSG00000229649,0
ENSG00000229652,0
ENSG00000229654,0
ENSG00000229656,3
ENSG00000229657,0
ENSG00000229658,0
ENSG00000229659,56
ENSG00000229660,9
ENSG00000229661,0
ENSG00000229662,0
ENSG00000229663,0
ENSG00000229664,0
ENSG00000229665,0
ENSG00000229666,20
ENSG00000229667,0
ENSG00000229668,0
ENSG00000229670,0
ENSG00000229671,7
ENSG00000229672,0
ENSG00000229673,0
ENSG00000229674,0
ENSG00000229676,36
ENSG00000229677,4
ENSG00000229679,0
ENSG00000229682,0
ENSG00000229686,0
ENSG00000229687,1
ENSG00000229688,3
ENSG00000229689,217
ENSG00000229690,0
ENSG00000229692,27
ENSG00000229693,0
ENSG00000229694,5
ENSG00000229695,0
ENSG00000229696,0
ENSG00000229697,0
ENSG00000229699,0
ENSG00000229700,15
ENSG00000229701,0
ENSG00000229702,0
ENSG00000229703,1
ENSG00000229704,1
ENSG00000229707,0
ENSG00000229708,0
ENSG00000229709,0
ENSG00000229711,0
ENSG00000229713,0
ENSG00000229715,8
ENSG00000229716,0
ENSG00000229717,0
ENSG00000229719,5
ENSG00000229720,1
ENSG00000229721,0
ENSG00000229722,0
ENSG00000229723,0
ENSG00000229724,0
ENSG00000229725,0
ENSG00000229727,5
ENSG00000229728,10
ENSG00000229729,35
ENSG00000229730,0
ENSG00000229731,0
ENSG00000229732,0
ENSG00000229733,0
ENSG00000229735,0
ENSG00000229738,0
ENSG00000229739,2
ENSG00000229740,2
ENSG00000229742,3
ENSG00000229743,0
ENSG00000229744,0
ENSG00000229745,0
ENSG00000229747,0
ENSG00000229749,0
ENSG00000229750,1
ENSG00000229751,1
ENSG00000229752,2
ENSG00000229753,0
ENSG00000229754,9
ENSG00000229755,0
ENSG00000229756,0
ENSG00000229757,0
ENSG00000229758,2
ENSG00000229759,2
ENSG00000229760,0
ENSG00000229761,0
ENSG00000229762,0
ENSG00000229765,2
ENSG00000229766,1
ENSG00000229769,9
ENSG00000229770,0
ENSG00000229771,2
ENSG00000229774,0
ENSG00000229775,0
ENSG00000229776,0
ENSG00000229779,0
ENSG00000229780,13
ENSG00000229781,0
ENSG00000229782,1
ENSG00000229785,1
ENSG00000229786,5
ENSG00000229788,0
ENSG00000229791,0
ENSG00000229792,0
ENSG00000229794,0
ENSG00000229795,0
ENSG00000229797,0
ENSG00000229798,1
ENSG00000229800,1
ENSG00000229805,0
ENSG00000229806,11
ENSG00000229807,1231
ENSG00000229808,30
ENSG00000229809,1041
ENSG00000229814,1
ENSG00000229815,0
ENSG00000229816,6
ENSG00000229817,0
ENSG00000229818,0
ENSG00000229820,0
ENSG00000229821,1
ENSG00000229822,0
ENSG00000229824,0
ENSG00000229825,0
ENSG00000229826,0
ENSG00000229827,0
ENSG00000229828,3
ENSG00000229829,0
ENSG00000229830,0
ENSG00000229831,0
ENSG00000229832,3
ENSG00000229833,1737
ENSG00000229834,0
ENSG00000229835,6
ENSG00000229836,7
ENSG00000229839,2
ENSG00000229840,0
ENSG00000229842,0
ENSG00000229846,0
ENSG00000229847,48
ENSG00000229848,21
ENSG00000229849,0
ENSG00000229851,0
ENSG00000229852,190
ENSG00000229853,3
ENSG00000229854,0
ENSG00000229855,0
ENSG00000229857,0
ENSG00000229858,0
ENSG00000229859,0
ENSG00000229862,4
ENSG00000229863,2
ENSG00000229865,0
ENSG00000229867,22
ENSG00000229869,3
ENSG00000229870,7
ENSG00000229871,0
ENSG00000229873,10
ENSG00000229875,0
ENSG00000229876,0
ENSG00000229877,0
ENSG00000229878,0
ENSG00000229880,1
ENSG00000229881,0
ENSG00000229882,0
ENSG00000229885,0
ENSG00000229886,2
ENSG00000229887,2
ENSG00000229890,1
ENSG00000229891,69
ENSG00000229892,1
ENSG00000229893,3
ENSG00000229894,1
ENSG00000229896,3
ENSG00000229897,0
ENSG00000229899,0
ENSG00000229900,0
ENSG00000229901,17
ENSG00000229905,0
ENSG00000229906,0
ENSG00000229907,0
ENSG00000229909,0
ENSG00000229910,0
ENSG00000229911,0
ENSG00000229912,0
ENSG00000229913,0
ENSG00000229914,0
ENSG00000229915,1
ENSG00000229917,0
ENSG00000229918,0
ENSG00000229919,2
ENSG00000229920,0
ENSG00000229921,1
ENSG00000229922,1
ENSG00000229923,1
ENSG00000229924,0
ENSG00000229925,0
ENSG00000229926,0
ENSG00000229927,2
ENSG00000229928,0
ENSG00000229930,1
ENSG00000229931,38
ENSG00000229932,19
ENSG00000229935,0
ENSG00000229937,0
ENSG00000229938,0
ENSG00000229939,40
ENSG00000229940,0
ENSG00000229941,0
ENSG00000229943,0
ENSG00000229944,5
ENSG00000229946,0
ENSG00000229947,0
ENSG00000229948,1
ENSG00000229949,1
ENSG00000229950,126
ENSG00000229951,14
ENSG00000229953,2
ENSG00000229954,0
ENSG00000229955,0
ENSG00000229956,32
ENSG00000229957,0
ENSG00000229960,0
ENSG00000229961,0
ENSG00000229962,0
ENSG00000229964,2
ENSG00000229965,8
ENSG00000229967,0
ENSG00000229968,0
ENSG00000229969,0
ENSG00000229970,1
ENSG00000229971,0
ENSG00000229972,0
ENSG00000229975,1
ENSG00000229976,0
ENSG00000229977,0
ENSG00000229978,0
ENSG00000229979,0
ENSG00000229980,66
ENSG00000229981,1
ENSG00000229982,0
ENSG00000229983,1
ENSG00000229985,1
ENSG00000229986,0
ENSG00000229988,0
ENSG00000229989,3
ENSG00000229990,1
ENSG00000229991,1
ENSG00000229992,0
ENSG00000229994,25
ENSG00000229996,2
ENSG00000229999,1
ENSG00000230000,0
ENSG00000230001,0
ENSG00000230002,39
ENSG00000230003,0
ENSG00000230005,4
ENSG00000230006,90
ENSG00000230009,0
ENSG00000230010,0
ENSG00000230011,0
ENSG00000230013,0
ENSG00000230014,0
ENSG00000230015,0
ENSG00000230018,24
ENSG00000230019,0
ENSG00000230020,0
ENSG00000230021,2
ENSG00000230022,1
ENSG00000230023,2
ENSG00000230024,0
ENSG00000230025,0
ENSG00000230026,0
ENSG00000230027,1
ENSG00000230029,0
ENSG00000230030,0
ENSG00000230031,0
ENSG00000230033,0
ENSG00000230035,0
ENSG00000230037,14
ENSG00000230039,0
ENSG00000230040,0
ENSG00000230042,4
ENSG00000230043,0
ENSG00000230044,0
ENSG00000230045,0
ENSG00000230046,0
ENSG00000230047,0
ENSG00000230051,0
ENSG00000230052,0
ENSG00000230053,0
ENSG00000230054,5
ENSG00000230056,0
ENSG00000230058,0
ENSG00000230061,652
ENSG00000230062,1
ENSG00000230063,2
ENSG00000230064,0
ENSG00000230065,0
ENSG00000230066,0
ENSG00000230067,7
ENSG00000230068,3
ENSG00000230069,1
ENSG00000230071,14
ENSG00000230073,0
ENSG00000230074,63
ENSG00000230076,41
ENSG00000230077,0
ENSG00000230079,11
ENSG00000230080,1
ENSG00000230081,0
ENSG00000230082,36
ENSG00000230083,0
ENSG00000230084,11
ENSG00000230086,0
ENSG00000230087,0
ENSG00000230088,0
ENSG00000230090,0
ENSG00000230091,204
ENSG00000230092,4
ENSG00000230096,0
ENSG00000230097,0
ENSG00000230098,6
ENSG00000230099,20
ENSG00000230100,0
ENSG00000230101,0
ENSG00000230102,14
ENSG00000230104,0
ENSG00000230105,0
ENSG00000230106,0
ENSG00000230107,25
ENSG00000230109,0
ENSG00000230111,0
ENSG00000230112,0
ENSG00000230113,2
ENSG00000230114,0
ENSG00000230115,23
ENSG00000230116,2
ENSG00000230118,19
ENSG00000230119,0
ENSG00000230120,0
ENSG00000230121,0
ENSG00000230122,0
ENSG00000230123,0
ENSG00000230124,3606
ENSG00000230125,0
ENSG00000230126,0
ENSG00000230130,0
ENSG00000230131,1
ENSG00000230132,0
ENSG00000230133,0
ENSG00000230137,0
ENSG00000230138,5
ENSG00000230140,1
ENSG00000230142,0
ENSG00000230146,4
ENSG00000230147,2
ENSG00000230148,379
ENSG00000230149,15
ENSG00000230153,0
ENSG00000230154,0
ENSG00000230155,8
ENSG00000230156,0
ENSG00000230157,3
ENSG00000230158,0
ENSG00000230159,0
ENSG00000230160,0
ENSG00000230161,0
ENSG00000230162,3
ENSG00000230163,157
ENSG00000230164,0
ENSG00000230165,3
ENSG00000230166,0
ENSG00000230169,1
ENSG00000230170,6
ENSG00000230171,2
ENSG00000230172,0
ENSG00000230173,0
ENSG00000230174,0
ENSG00000230175,0
ENSG00000230176,0
ENSG00000230177,93
ENSG00000230178,0
ENSG00000230180,0
ENSG00000230182,0
ENSG00000230183,4
ENSG00000230184,0
ENSG00000230185,11
ENSG00000230186,0
ENSG00000230187,0
ENSG00000230188,3
ENSG00000230189,24
ENSG00000230190,0
ENSG00000230191,13
ENSG00000230192,0
ENSG00000230194,0
ENSG00000230196,0
ENSG00000230197,0
ENSG00000230198,1
ENSG00000230199,21
ENSG00000230201,2
ENSG00000230202,391
ENSG00000230203,1
ENSG00000230204,29
ENSG00000230205,0
ENSG00000230207,90
ENSG00000230208,0
ENSG00000230212,8
ENSG00000230213,0
ENSG00000230214,1
ENSG00000230215,1
ENSG00000230216,15
ENSG00000230219,0
ENSG00000230221,0
ENSG00000230223,2
ENSG00000230224,16
ENSG00000230225,0
ENSG00000230226,2
ENSG00000230227,6
ENSG00000230228,5
ENSG00000230229,0
ENSG00000230231,2
ENSG00000230233,0
ENSG00000230234,0
ENSG00000230237,0
ENSG00000230239,0
ENSG00000230240,0
ENSG00000230241,0
ENSG00000230243,1
ENSG00000230244,0
ENSG00000230245,0
ENSG00000230246,0
ENSG00000230247,0
ENSG00000230248,0
ENSG00000230249,0
ENSG00000230250,0
ENSG00000230251,0
ENSG00000230252,0
ENSG00000230256,0
ENSG00000230257,3
ENSG00000230258,0
ENSG00000230260,0
ENSG00000230261,0
ENSG00000230262,7
ENSG00000230265,0
ENSG00000230266,1
ENSG00000230267,19
ENSG00000230268,0
ENSG00000230269,0
ENSG00000230271,0
ENSG00000230273,1
ENSG00000230274,0
ENSG00000230275,0
ENSG00000230276,0
ENSG00000230280,9
ENSG00000230282,0
ENSG00000230283,0
ENSG00000230284,0
ENSG00000230285,0
ENSG00000230286,0
ENSG00000230287,1
ENSG00000230289,9
ENSG00000230290,1
ENSG00000230291,18
ENSG00000230292,0
ENSG00000230294,0
ENSG00000230295,11
ENSG00000230298,0
ENSG00000230299,8
ENSG00000230300,0
ENSG00000230301,0
ENSG00000230302,0
ENSG00000230303,2
ENSG00000230304,0
ENSG00000230305,6
ENSG00000230306,6
ENSG00000230307,0
ENSG00000230309,0
ENSG00000230310,9
ENSG00000230311,4
ENSG00000230312,0
ENSG00000230313,0
ENSG00000230314,14
ENSG00000230316,0
ENSG00000230317,1
ENSG00000230318,1
ENSG00000230319,39
ENSG00000230320,0
ENSG00000230321,3
ENSG00000230322,1
ENSG00000230323,1
ENSG00000230324,0
ENSG00000230325,9
ENSG00000230326,0
ENSG00000230327,0
ENSG00000230328,0
ENSG00000230330,62
ENSG00000230331,0
ENSG00000230333,10
ENSG00000230335,0
ENSG00000230337,27
ENSG00000230338,0
ENSG00000230339,0
ENSG00000230342,0
ENSG00000230343,0
ENSG00000230345,0
ENSG00000230347,0
ENSG00000230350,0
ENSG00000230352,0
ENSG00000230353,0
ENSG00000230355,2
ENSG00000230356,0
ENSG00000230358,19
ENSG00000230359,5
ENSG00000230360,0
ENSG00000230361,0
ENSG00000230362,14
ENSG00000230364,8
ENSG00000230365,0
ENSG00000230366,3
ENSG00000230368,3
ENSG00000230370,1
ENSG00000230371,1
ENSG00000230372,0
ENSG00000230373,14
ENSG00000230375,0
ENSG00000230376,0
ENSG00000230377,0
ENSG00000230379,0
ENSG00000230381,0
ENSG00000230383,58
ENSG00000230384,0
ENSG00000230385,0
ENSG00000230386,0
ENSG00000230387,16
ENSG00000230390,0
ENSG00000230391,1
ENSG00000230392,5
ENSG00000230393,56
ENSG00000230394,2
ENSG00000230395,0
ENSG00000230397,1
ENSG00000230398,1
ENSG00000230399,0
ENSG00000230400,1
ENSG00000230401,0
ENSG00000230402,0
ENSG00000230403,0
ENSG00000230404,0
ENSG00000230405,0
ENSG00000230406,2
ENSG00000230407,0
ENSG00000230408,0
ENSG00000230409,73
ENSG00000230411,0
ENSG00000230412,0
ENSG00000230415,58
ENSG00000230416,0
ENSG00000230417,6
ENSG00000230418,0
ENSG00000230423,0
ENSG00000230424,28
ENSG00000230425,2
ENSG00000230426,0
ENSG00000230427,1
ENSG00000230428,0
ENSG00000230430,0
ENSG00000230432,0
ENSG00000230433,3
ENSG00000230434,0
ENSG00000230435,2
ENSG00000230437,0
ENSG00000230438,100
ENSG00000230439,30
ENSG00000230440,0
ENSG00000230442,0
ENSG00000230444,1
ENSG00000230445,48
ENSG00000230447,1
ENSG00000230448,2
ENSG00000230449,2
ENSG00000230450,2
ENSG00000230451,0
ENSG00000230452,2
ENSG00000230453,3
ENSG00000230454,81
ENSG00000230457,15
ENSG00000230458,0
ENSG00000230459,0
ENSG00000230461,0
ENSG00000230465,0
ENSG00000230468,0
ENSG00000230469,2
ENSG00000230470,2
ENSG00000230471,0
ENSG00000230472,0
ENSG00000230474,0
ENSG00000230476,0
ENSG00000230477,0
ENSG00000230478,3
ENSG00000230479,32
ENSG00000230480,2
ENSG00000230481,3
ENSG00000230482,0
ENSG00000230483,0
ENSG00000230484,0
ENSG00000230485,0
ENSG00000230487,498
ENSG00000230489,1
ENSG00000230490,18
ENSG00000230491,0
ENSG00000230492,0
ENSG00000230495,1
ENSG00000230496,0
ENSG00000230497,0
ENSG00000230498,101
ENSG00000230499,5
ENSG00000230500,1
ENSG00000230501,0
ENSG00000230502,0
ENSG00000230506,0
ENSG00000230507,10
ENSG00000230508,7
ENSG00000230510,82
ENSG00000230513,59
ENSG00000230515,0
ENSG00000230516,0
ENSG00000230519,1
ENSG00000230520,1
ENSG00000230521,123
ENSG00000230522,0
ENSG00000230523,1
ENSG00000230524,5
ENSG00000230525,0
ENSG00000230526,3
ENSG00000230528,1
ENSG00000230529,0
ENSG00000230530,11
ENSG00000230531,0
ENSG00000230532,0
ENSG00000230533,1
ENSG00000230534,2
ENSG00000230535,0
ENSG00000230536,0
ENSG00000230537,19
ENSG00000230538,0
ENSG00000230539,0
ENSG00000230542,0
ENSG00000230543,0
ENSG00000230546,0
ENSG00000230547,1
ENSG00000230548,0
ENSG00000230549,0
ENSG00000230550,5
ENSG00000230551,802
ENSG00000230552,15
ENSG00000230555,28
ENSG00000230556,0
ENSG00000230558,0
ENSG00000230559,0
ENSG00000230561,14
ENSG00000230562,2
ENSG00000230563,2
ENSG00000230564,0
ENSG00000230565,53
