Gene stable ID,8997905f-23b7-4c4d-b4dd-aaa1ec7e8ad8
ENSG00000231058,0
ENSG00000231060,0
ENSG00000231061,0
ENSG00000231062,0
ENSG00000231063,0
ENSG00000231064,95
ENSG00000231066,4
ENSG00000231068,0
ENSG00000231069,1
ENSG00000231070,0
ENSG00000231071,0
ENSG00000231072,0
ENSG00000231073,5
ENSG00000231074,998
ENSG00000231078,0
ENSG00000231079,0
ENSG00000231080,0
ENSG00000231081,1
ENSG00000231082,0
ENSG00000231083,1
ENSG00000231084,32
ENSG00000231086,0
ENSG00000231087,1
ENSG00000231090,0
ENSG00000231092,0
ENSG00000231093,0
ENSG00000231095,1
ENSG00000231096,0
ENSG00000231098,0
ENSG00000231099,0
ENSG00000231100,0
ENSG00000231102,2
ENSG00000231103,0
ENSG00000231104,6
ENSG00000231105,9
ENSG00000231106,36
ENSG00000231107,1
ENSG00000231108,0
ENSG00000231110,0
ENSG00000231112,1
ENSG00000231113,81
ENSG00000231114,0
ENSG00000231119,28
ENSG00000231120,4
ENSG00000231121,13
ENSG00000231122,1
ENSG00000231123,9
ENSG00000231124,1
ENSG00000231125,13
ENSG00000231128,1
ENSG00000231130,3
ENSG00000231131,4
ENSG00000231132,0
ENSG00000231133,4
ENSG00000231134,3
ENSG00000231136,0
ENSG00000231137,0
ENSG00000231138,0
ENSG00000231139,0
ENSG00000231140,0
ENSG00000231141,0
ENSG00000231143,0
ENSG00000231144,0
ENSG00000231147,7
ENSG00000231148,2
ENSG00000231149,0
ENSG00000231150,0
ENSG00000231152,0
ENSG00000231153,0
ENSG00000231154,16
ENSG00000231156,4
ENSG00000231158,0
ENSG00000231159,0
ENSG00000231160,56
ENSG00000231162,0
ENSG00000231163,0
ENSG00000231164,1
ENSG00000231165,1
ENSG00000231166,0
ENSG00000231167,14
ENSG00000231169,0
ENSG00000231170,0
ENSG00000231171,2
ENSG00000231172,1
ENSG00000231173,1
ENSG00000231175,0
ENSG00000231177,22
ENSG00000231178,0
ENSG00000231181,19
ENSG00000231183,0
ENSG00000231184,2
ENSG00000231185,18
ENSG00000231187,27
ENSG00000231188,0
ENSG00000231189,1
ENSG00000231192,0
ENSG00000231193,0
ENSG00000231194,7
ENSG00000231195,0
ENSG00000231196,5
ENSG00000231198,0
ENSG00000231199,0
ENSG00000231200,0
ENSG00000231201,0
ENSG00000231202,0
ENSG00000231203,2
ENSG00000231204,0
ENSG00000231205,149
ENSG00000231206,1
ENSG00000231207,0
ENSG00000231208,0
ENSG00000231210,0
ENSG00000231211,0
ENSG00000231212,0
ENSG00000231213,0
ENSG00000231216,0
ENSG00000231217,0
ENSG00000231219,0
ENSG00000231221,0
ENSG00000231222,0
ENSG00000231226,0
ENSG00000231227,0
ENSG00000231228,0
ENSG00000231231,0
ENSG00000231232,0
ENSG00000231233,123
ENSG00000231234,36
ENSG00000231235,1
ENSG00000231236,2
ENSG00000231237,0
ENSG00000231238,0
ENSG00000231240,19
ENSG00000231241,0
ENSG00000231243,0
ENSG00000231244,1
ENSG00000231245,3
ENSG00000231246,0
ENSG00000231248,0
ENSG00000231249,13
ENSG00000231251,0
ENSG00000231252,1
ENSG00000231253,0
ENSG00000231254,1
ENSG00000231255,0
ENSG00000231256,2
ENSG00000231258,0
ENSG00000231259,40
ENSG00000231261,0
ENSG00000231264,0
ENSG00000231265,0
ENSG00000231266,0
ENSG00000231270,1
ENSG00000231271,0
ENSG00000231272,0
ENSG00000231274,1
ENSG00000231276,0
ENSG00000231278,0
ENSG00000231280,0
ENSG00000231290,7
ENSG00000231291,0
ENSG00000231292,36
ENSG00000231293,1
ENSG00000231294,1
ENSG00000231295,3
ENSG00000231296,1
ENSG00000231297,0
ENSG00000231298,0
ENSG00000231299,0
ENSG00000231300,0
ENSG00000231301,0
ENSG00000231302,0
ENSG00000231304,0
ENSG00000231305,18
ENSG00000231307,0
ENSG00000231310,1
ENSG00000231311,0
ENSG00000231312,346
ENSG00000231313,3
ENSG00000231316,0
ENSG00000231317,0
ENSG00000231322,0
ENSG00000231324,3
ENSG00000231326,0
ENSG00000231327,36
ENSG00000231328,0
ENSG00000231329,2
ENSG00000231331,1
ENSG00000231332,0
ENSG00000231333,5
ENSG00000231334,0
ENSG00000231335,7
ENSG00000231336,2
ENSG00000231340,4
ENSG00000231341,1
ENSG00000231344,4
ENSG00000231345,6
ENSG00000231346,13
ENSG00000231349,1
ENSG00000231351,3
ENSG00000231353,0
ENSG00000231355,4
ENSG00000231356,0
ENSG00000231357,1
ENSG00000231358,0
ENSG00000231359,7
ENSG00000231361,0
ENSG00000231362,0
ENSG00000231363,0
ENSG00000231364,0
ENSG00000231365,365
ENSG00000231366,0
ENSG00000231367,18
ENSG00000231368,0
ENSG00000231369,9
ENSG00000231371,0
ENSG00000231373,0
ENSG00000231375,0
ENSG00000231376,0
ENSG00000231378,0
ENSG00000231381,1
ENSG00000231382,0
ENSG00000231383,0
ENSG00000231384,0
ENSG00000231386,2
ENSG00000231388,0
ENSG00000231389,27227
ENSG00000231390,0
ENSG00000231392,0
ENSG00000231393,3
ENSG00000231394,0
ENSG00000231395,6
ENSG00000231396,0
ENSG00000231397,0
ENSG00000231398,0
ENSG00000231399,0
ENSG00000231401,0
ENSG00000231402,2
ENSG00000231403,0
ENSG00000231404,0
ENSG00000231405,0
ENSG00000231407,27
ENSG00000231409,11
ENSG00000231411,0
ENSG00000231412,2
ENSG00000231413,0
ENSG00000231414,2
ENSG00000231416,1
ENSG00000231417,0
ENSG00000231418,0
ENSG00000231419,51
ENSG00000231420,0
ENSG00000231421,0
ENSG00000231422,0
ENSG00000231423,0
ENSG00000231424,6
ENSG00000231426,0
ENSG00000231427,0
ENSG00000231428,0
ENSG00000231429,4
ENSG00000231431,1
ENSG00000231434,9
ENSG00000231435,19
ENSG00000231436,0
ENSG00000231437,54
ENSG00000231439,128
ENSG00000231440,0
ENSG00000231441,2
ENSG00000231442,0
ENSG00000231443,17
ENSG00000231445,3
ENSG00000231447,0
ENSG00000231449,1
ENSG00000231453,0
ENSG00000231454,0
ENSG00000231458,1
ENSG00000231459,0
ENSG00000231460,0
ENSG00000231461,0
ENSG00000231464,2
ENSG00000231465,0
ENSG00000231466,10
ENSG00000231467,12
ENSG00000231468,3
ENSG00000231470,0
ENSG00000231471,0
ENSG00000231473,7
ENSG00000231475,2
ENSG00000231476,0
ENSG00000231477,0
ENSG00000231478,0
ENSG00000231480,0
ENSG00000231482,7
ENSG00000231483,1
ENSG00000231484,0
ENSG00000231485,1
ENSG00000231487,0
ENSG00000231489,0
ENSG00000231490,1
ENSG00000231491,0
ENSG00000231492,0
ENSG00000231494,0
ENSG00000231495,0
ENSG00000231496,0
ENSG00000231500,74956
ENSG00000231501,0
ENSG00000231503,27
ENSG00000231504,1
ENSG00000231505,0
ENSG00000231507,14
ENSG00000231508,0
ENSG00000231509,1
ENSG00000231510,0
ENSG00000231512,0
ENSG00000231513,0
ENSG00000231514,0
ENSG00000231515,0
ENSG00000231516,0
ENSG00000231518,0
ENSG00000231519,6
ENSG00000231521,0
ENSG00000231523,0
ENSG00000231525,0
ENSG00000231527,2
ENSG00000231528,52
ENSG00000231529,0
ENSG00000231530,26
ENSG00000231531,1
ENSG00000231532,0
ENSG00000231533,0
ENSG00000231534,0
ENSG00000231535,0
ENSG00000231536,0
ENSG00000231537,0
ENSG00000231538,0
ENSG00000231539,0
ENSG00000231540,0
ENSG00000231541,0
ENSG00000231542,0
ENSG00000231544,0
ENSG00000231546,1
ENSG00000231547,0
ENSG00000231548,0
ENSG00000231549,0
ENSG00000231550,2
ENSG00000231551,133
ENSG00000231552,0
ENSG00000231553,0
ENSG00000231556,0
ENSG00000231557,0
ENSG00000231559,0
ENSG00000231560,3
ENSG00000231561,0
ENSG00000231562,0
ENSG00000231563,20
ENSG00000231564,1
ENSG00000231565,0
ENSG00000231566,2
ENSG00000231567,0
ENSG00000231568,0
ENSG00000231569,0
ENSG00000231570,0
ENSG00000231574,6
ENSG00000231575,0
ENSG00000231576,0
ENSG00000231579,2
ENSG00000231582,0
ENSG00000231583,0
ENSG00000231584,333
ENSG00000231585,0
ENSG00000231586,1
ENSG00000231587,5
ENSG00000231588,0
ENSG00000231589,0
ENSG00000231590,0
ENSG00000231593,0
ENSG00000231595,14
ENSG00000231597,0
ENSG00000231599,0
ENSG00000231600,0
ENSG00000231601,0
ENSG00000231603,0
ENSG00000231604,0
ENSG00000231605,0
ENSG00000231606,0
ENSG00000231607,69
ENSG00000231609,13
ENSG00000231610,0
ENSG00000231612,6
ENSG00000231613,4
ENSG00000231615,0
ENSG00000231616,7
ENSG00000231619,0
ENSG00000231620,0
ENSG00000231621,3
ENSG00000231622,0
ENSG00000231625,3
ENSG00000231626,0
ENSG00000231628,14
ENSG00000231630,0
ENSG00000231633,0
ENSG00000231635,1
ENSG00000231636,3
ENSG00000231637,0
ENSG00000231638,7
ENSG00000231643,0
ENSG00000231645,1
ENSG00000231646,5
ENSG00000231648,4
ENSG00000231649,0
ENSG00000231650,0
ENSG00000231651,21
ENSG00000231652,20
ENSG00000231653,0
ENSG00000231654,2
ENSG00000231655,3
ENSG00000231656,0
ENSG00000231660,0
ENSG00000231662,0
ENSG00000231663,115
ENSG00000231665,3
ENSG00000231666,4
ENSG00000231667,0
ENSG00000231668,0
ENSG00000231671,0
ENSG00000231672,65
ENSG00000231674,0
ENSG00000231675,0
ENSG00000231678,1
ENSG00000231680,2
ENSG00000231681,0
ENSG00000231682,0
ENSG00000231683,0
ENSG00000231684,7
ENSG00000231686,4
ENSG00000231688,0
ENSG00000231689,0
ENSG00000231690,10
ENSG00000231691,5
ENSG00000231694,0
ENSG00000231697,1
ENSG00000231698,0
ENSG00000231699,0
ENSG00000231700,0
ENSG00000231701,0
ENSG00000231702,1
ENSG00000231703,0
ENSG00000231704,1
ENSG00000231705,20
ENSG00000231706,0
ENSG00000231707,6
ENSG00000231709,1
ENSG00000231711,169
ENSG00000231712,0
ENSG00000231713,0
ENSG00000231714,0
ENSG00000231715,2
ENSG00000231716,0
ENSG00000231718,0
ENSG00000231720,1
ENSG00000231721,134
ENSG00000231722,0
ENSG00000231723,0
ENSG00000231724,0
ENSG00000231725,0
ENSG00000231726,0
ENSG00000231728,0
ENSG00000231729,0
ENSG00000231731,28
ENSG00000231735,0
ENSG00000231738,0
ENSG00000231739,1
ENSG00000231740,0
ENSG00000231741,1
ENSG00000231742,3
ENSG00000231743,0
ENSG00000231744,1
ENSG00000231747,43
ENSG00000231748,0
ENSG00000231749,1
ENSG00000231750,0
ENSG00000231752,101
ENSG00000231754,1
ENSG00000231755,0
ENSG00000231756,0
ENSG00000231758,0
ENSG00000231760,19
ENSG00000231762,0
ENSG00000231763,0
ENSG00000231764,7
ENSG00000231765,0
ENSG00000231766,0
ENSG00000231767,39
ENSG00000231768,8
ENSG00000231769,12
ENSG00000231770,221
ENSG00000231772,0
ENSG00000231774,0
ENSG00000231776,0
ENSG00000231777,0
ENSG00000231780,0
ENSG00000231781,0
ENSG00000231782,0
ENSG00000231784,17
ENSG00000231787,0
ENSG00000231788,0
ENSG00000231789,109
ENSG00000231791,0
ENSG00000231793,5
ENSG00000231794,4
ENSG00000231795,0
ENSG00000231799,2
ENSG00000231801,0
ENSG00000231802,0
ENSG00000231804,3
ENSG00000231806,1
ENSG00000231808,0
ENSG00000231809,0
ENSG00000231810,0
ENSG00000231811,0
ENSG00000231812,0
ENSG00000231814,0
ENSG00000231815,0
ENSG00000231816,1
ENSG00000231817,2
ENSG00000231821,0
ENSG00000231822,21
ENSG00000231824,0
ENSG00000231826,1
ENSG00000231827,1
ENSG00000231829,0
ENSG00000231830,2
ENSG00000231831,9
ENSG00000231837,1
ENSG00000231838,0
ENSG00000231839,0
ENSG00000231840,4
ENSG00000231841,1
ENSG00000231842,4
ENSG00000231845,0
ENSG00000231846,0
ENSG00000231848,4
ENSG00000231849,0
ENSG00000231851,9
ENSG00000231852,140
ENSG00000231855,0
ENSG00000231856,271
ENSG00000231857,0
ENSG00000231858,1
ENSG00000231859,0
ENSG00000231861,0
ENSG00000231863,1
ENSG00000231864,0
ENSG00000231865,2
ENSG00000231866,0
ENSG00000231867,0
ENSG00000231868,14
ENSG00000231870,0
ENSG00000231871,25
ENSG00000231873,1
ENSG00000231874,0
ENSG00000231875,3
ENSG00000231876,1
ENSG00000231877,0
ENSG00000231878,2
ENSG00000231879,0
ENSG00000231880,0
ENSG00000231881,0
ENSG00000231882,0
ENSG00000231883,0
ENSG00000231884,1
ENSG00000231887,17
ENSG00000231888,2
ENSG00000231889,62
ENSG00000231890,53
ENSG00000231892,1
ENSG00000231894,1
ENSG00000231896,0
ENSG00000231897,0
ENSG00000231898,0
ENSG00000231900,0
ENSG00000231901,0
ENSG00000231902,0
ENSG00000231903,0
ENSG00000231905,0
ENSG00000231906,0
ENSG00000231907,1
ENSG00000231908,27
ENSG00000231909,1
ENSG00000231910,0
ENSG00000231911,0
ENSG00000231912,0
ENSG00000231913,0
ENSG00000231914,0
ENSG00000231915,0
ENSG00000231916,0
ENSG00000231918,0
ENSG00000231920,42
ENSG00000231922,0
ENSG00000231923,0
ENSG00000231924,0
ENSG00000231925,21939
ENSG00000231926,0
ENSG00000231927,3
ENSG00000231929,0
ENSG00000231930,0
ENSG00000231931,1
ENSG00000231933,0
ENSG00000231934,0
ENSG00000231937,0
ENSG00000231940,4
ENSG00000231942,7
ENSG00000231943,0
ENSG00000231944,2
ENSG00000231947,0
ENSG00000231948,4
ENSG00000231949,0
ENSG00000231951,0
ENSG00000231952,5
ENSG00000231953,0
ENSG00000231954,0
ENSG00000231955,0
ENSG00000231956,1
ENSG00000231957,0
ENSG00000231961,0
ENSG00000231963,0
ENSG00000231964,6
ENSG00000231965,0
ENSG00000231966,1
ENSG00000231967,8
ENSG00000231969,9
ENSG00000231970,4
ENSG00000231971,2
ENSG00000231976,0
ENSG00000231977,2
ENSG00000231978,0
ENSG00000231979,0
ENSG00000231980,0
ENSG00000231981,0
ENSG00000231982,2
ENSG00000231983,0
ENSG00000231984,0
ENSG00000231985,1
ENSG00000231986,0
ENSG00000231987,0
ENSG00000231988,0
ENSG00000231989,5
ENSG00000231990,0
ENSG00000231991,392
ENSG00000231992,1
ENSG00000231993,23
ENSG00000231995,1
ENSG00000231996,0
ENSG00000231999,15
ENSG00000232000,3
ENSG00000232001,0
ENSG00000232002,0
ENSG00000232003,0
ENSG00000232004,59
ENSG00000232006,0
ENSG00000232009,0
ENSG00000232010,0
ENSG00000232015,0
ENSG00000232018,0
ENSG00000232019,0
ENSG00000232021,24
ENSG00000232022,166
ENSG00000232023,0
ENSG00000232024,86
ENSG00000232025,0
ENSG00000232027,3
ENSG00000232028,0
ENSG00000232029,0
ENSG00000232030,0
ENSG00000232031,1
ENSG00000232032,0
ENSG00000232034,1
ENSG00000232035,0
ENSG00000232036,4
ENSG00000232037,6
ENSG00000232039,0
ENSG00000232040,3
ENSG00000232041,0
ENSG00000232042,0
ENSG00000232043,11
ENSG00000232044,1
ENSG00000232046,1
ENSG00000232048,0
ENSG00000232050,0
ENSG00000232053,1
ENSG00000232054,1
ENSG00000232056,0
ENSG00000232057,0
ENSG00000232058,0
ENSG00000232059,5
ENSG00000232060,4
ENSG00000232063,4
ENSG00000232064,0
ENSG00000232065,19
ENSG00000232068,0
ENSG00000232069,0
ENSG00000232070,5
ENSG00000232072,1
ENSG00000232073,0
ENSG00000232075,0
ENSG00000232077,0
ENSG00000232079,6
ENSG00000232080,0
ENSG00000232081,1
ENSG00000232082,2
ENSG00000232083,0
ENSG00000232084,0
ENSG00000232085,0
ENSG00000232086,0
ENSG00000232087,0
ENSG00000232089,0
ENSG00000232090,0
ENSG00000232091,0
ENSG00000232093,307
ENSG00000232096,0
ENSG00000232097,1
ENSG00000232098,382
ENSG00000232100,0
ENSG00000232101,0
ENSG00000232102,0
ENSG00000232104,52
ENSG00000232105,0
ENSG00000232109,1
ENSG00000232110,2
ENSG00000232111,0
ENSG00000232112,3643
ENSG00000232113,0
ENSG00000232114,0
ENSG00000232115,1
ENSG00000232117,0
ENSG00000232118,14
ENSG00000232119,1966
ENSG00000232120,0
ENSG00000232121,0
ENSG00000232124,42
ENSG00000232125,0
ENSG00000232128,0
ENSG00000232130,0
ENSG00000232131,0
ENSG00000232132,0
ENSG00000232133,3
ENSG00000232134,23
ENSG00000232135,3
ENSG00000232136,0
ENSG00000232138,0
ENSG00000232139,1
ENSG00000232140,0
ENSG00000232142,0
ENSG00000232144,0
ENSG00000232145,0
ENSG00000232148,0
ENSG00000232149,9
ENSG00000232150,14
ENSG00000232153,0
ENSG00000232154,0
ENSG00000232155,0
ENSG00000232158,0
ENSG00000232159,0
ENSG00000232160,64
ENSG00000232161,0
ENSG00000232162,0
ENSG00000232163,0
ENSG00000232164,0
ENSG00000232165,0
ENSG00000232166,1
ENSG00000232167,0
ENSG00000232168,0
ENSG00000232170,0
ENSG00000232172,0
ENSG00000232173,0
ENSG00000232174,0
ENSG00000232175,0
ENSG00000232176,15
ENSG00000232177,1
ENSG00000232179,0
ENSG00000232183,0
ENSG00000232184,0
ENSG00000232185,0
ENSG00000232186,9
ENSG00000232187,136
ENSG00000232188,15
ENSG00000232190,0
ENSG00000232192,1
ENSG00000232193,0
ENSG00000232194,2
ENSG00000232195,0
ENSG00000232196,2
ENSG00000232197,0
ENSG00000232198,0
ENSG00000232199,2
ENSG00000232200,0
ENSG00000232202,4
ENSG00000232203,3
ENSG00000232204,0
ENSG00000232205,0
ENSG00000232208,0
ENSG00000232211,0
ENSG00000232212,0
ENSG00000232215,0
ENSG00000232216,13
ENSG00000232217,0
ENSG00000232218,7
ENSG00000232220,0
ENSG00000232223,0
ENSG00000232224,70
ENSG00000232225,0
ENSG00000232226,0
ENSG00000232227,0
ENSG00000232228,2
ENSG00000232229,150
ENSG00000232230,0
ENSG00000232233,1
ENSG00000232234,0
ENSG00000232235,0
ENSG00000232237,2
ENSG00000232238,1
ENSG00000232239,0
ENSG00000232240,0
ENSG00000232241,0
ENSG00000232242,0
ENSG00000232243,0
ENSG00000232245,0
ENSG00000232249,0
ENSG00000232252,0
ENSG00000232254,0
ENSG00000232258,0
ENSG00000232259,6
ENSG00000232260,3
ENSG00000232261,0
ENSG00000232263,0
ENSG00000232264,0
ENSG00000232265,1
ENSG00000232267,0
ENSG00000232268,0
ENSG00000232271,0
ENSG00000232273,2
ENSG00000232277,1
ENSG00000232281,0
ENSG00000232282,0
ENSG00000232283,3
ENSG00000232284,49
ENSG00000232285,0
ENSG00000232286,0
ENSG00000232287,0
ENSG00000232290,0
ENSG00000232292,0
ENSG00000232293,0
ENSG00000232294,0
ENSG00000232295,42
ENSG00000232296,0
ENSG00000232298,8
ENSG00000232299,0
ENSG00000232300,9
ENSG00000232301,18
ENSG00000232303,4
ENSG00000232305,0
ENSG00000232306,11
ENSG00000232307,0
ENSG00000232309,0
ENSG00000232310,5
ENSG00000232311,3
ENSG00000232314,0
ENSG00000232316,0
ENSG00000232320,14
ENSG00000232324,3
ENSG00000232325,0
ENSG00000232327,0
ENSG00000232328,1
ENSG00000232332,0
ENSG00000232333,1
ENSG00000232334,4
ENSG00000232335,0
ENSG00000232337,0
ENSG00000232341,8
ENSG00000232342,1
ENSG00000232344,31
ENSG00000232346,47
ENSG00000232347,3
ENSG00000232348,0
ENSG00000232349,0
ENSG00000232350,0
ENSG00000232352,40
ENSG00000232353,0
ENSG00000232354,50
ENSG00000232355,4
ENSG00000232358,0
ENSG00000232359,0
ENSG00000232360,1
ENSG00000232361,0
ENSG00000232362,1
ENSG00000232363,3
ENSG00000232366,0
ENSG00000232368,37
ENSG00000232369,2
ENSG00000232370,0
ENSG00000232372,39
ENSG00000232373,0
ENSG00000232374,3
ENSG00000232375,3
ENSG00000232377,0
ENSG00000232378,0
ENSG00000232379,0
ENSG00000232380,9
ENSG00000232381,0
ENSG00000232382,0
ENSG00000232383,4
ENSG00000232385,9
ENSG00000232386,102
ENSG00000232387,1
ENSG00000232388,1497
ENSG00000232389,0
ENSG00000232390,0
ENSG00000232391,0
ENSG00000232392,1
ENSG00000232393,3
ENSG00000232394,0
ENSG00000232395,0
ENSG00000232396,2
ENSG00000232398,5
ENSG00000232399,0
ENSG00000232400,20
ENSG00000232401,0
ENSG00000232403,1
ENSG00000232406,3
ENSG00000232407,1
ENSG00000232408,0
ENSG00000232409,0
ENSG00000232411,10
ENSG00000232412,6
ENSG00000232413,0
ENSG00000232415,244
ENSG00000232416,0
ENSG00000232418,0
ENSG00000232419,0
ENSG00000232420,0
ENSG00000232422,1
ENSG00000232423,0
ENSG00000232424,0
ENSG00000232429,2
ENSG00000232430,0
ENSG00000232431,0
ENSG00000232433,0
ENSG00000232434,882
ENSG00000232436,0
ENSG00000232437,0
ENSG00000232439,2
ENSG00000232442,144
ENSG00000232444,0
ENSG00000232445,97
ENSG00000232446,0
ENSG00000232447,0
ENSG00000232448,0
ENSG00000232450,21
ENSG00000232451,0
ENSG00000232453,50
ENSG00000232454,4
ENSG00000232455,0
ENSG00000232456,2
ENSG00000232457,6
ENSG00000232458,1
ENSG00000232459,0
ENSG00000232460,1
ENSG00000232461,141
ENSG00000232462,0
ENSG00000232463,1
ENSG00000232464,0
ENSG00000232465,0
ENSG00000232466,0
ENSG00000232467,1
ENSG00000232470,14
ENSG00000232471,0
ENSG00000232472,82
ENSG00000232474,1
ENSG00000232475,0
ENSG00000232479,5
ENSG00000232480,133
ENSG00000232482,0
ENSG00000232485,24
ENSG00000232486,0
ENSG00000232487,0
ENSG00000232489,2
ENSG00000232490,0
ENSG00000232491,0
ENSG00000232492,0
ENSG00000232493,2
ENSG00000232494,0
ENSG00000232496,0
ENSG00000232497,0
ENSG00000232498,30
ENSG00000232499,14
ENSG00000232500,0
ENSG00000232502,0
ENSG00000232503,0
ENSG00000232504,13
ENSG00000232505,0
ENSG00000232508,0
ENSG00000232511,0
ENSG00000232512,0
ENSG00000232514,1
ENSG00000232515,0
ENSG00000232517,1
ENSG00000232518,0
ENSG00000232519,5
ENSG00000232520,0
ENSG00000232522,0
ENSG00000232524,1
ENSG00000232525,0
ENSG00000232526,0
ENSG00000232527,24
ENSG00000232528,1
ENSG00000232529,0
ENSG00000232530,0
ENSG00000232531,0
ENSG00000232532,0
ENSG00000232533,367
ENSG00000232535,0
ENSG00000232536,24
ENSG00000232537,0
ENSG00000232539,0
ENSG00000232540,0
ENSG00000232542,0
ENSG00000232543,0
ENSG00000232545,38
ENSG00000232546,14
ENSG00000232548,0
ENSG00000232549,0
ENSG00000232551,0
ENSG00000232553,5
ENSG00000232554,2
ENSG00000232555,0
ENSG00000232556,0
ENSG00000232557,0
ENSG00000232558,0
ENSG00000232559,218
ENSG00000232560,0
ENSG00000232562,0
ENSG00000232563,0
ENSG00000232564,6
ENSG00000232568,0
ENSG00000232573,922
ENSG00000232576,0
ENSG00000232578,6
ENSG00000232579,0
ENSG00000232581,0
ENSG00000232582,0
ENSG00000232583,0
ENSG00000232585,0
ENSG00000232586,1
ENSG00000232587,28
ENSG00000232590,0
ENSG00000232591,2
ENSG00000232593,31
ENSG00000232594,0
ENSG00000232595,0
ENSG00000232596,0
ENSG00000232597,0
ENSG00000232598,0
ENSG00000232599,0
ENSG00000232600,12
ENSG00000232601,0
ENSG00000232603,0
ENSG00000232604,0
ENSG00000232605,0
ENSG00000232606,0
ENSG00000232608,3
ENSG00000232610,0
ENSG00000232611,37
ENSG00000232612,1
ENSG00000232613,4
ENSG00000232614,0
ENSG00000232615,6
ENSG00000232617,0
ENSG00000232618,0
ENSG00000232620,0
ENSG00000232621,0
ENSG00000232622,0
ENSG00000232623,1
ENSG00000232624,0
ENSG00000232625,3
ENSG00000232626,3
ENSG00000232627,0
ENSG00000232628,7
ENSG00000232629,1053
ENSG00000232630,35
ENSG00000232631,0
ENSG00000232633,12
ENSG00000232634,0
ENSG00000232636,0
ENSG00000232638,38
ENSG00000232640,91
ENSG00000232642,4
ENSG00000232643,0
ENSG00000232644,0
ENSG00000232645,13
ENSG00000232646,0
ENSG00000232647,0
ENSG00000232648,8
ENSG00000232650,1
ENSG00000232653,32
ENSG00000232654,3
ENSG00000232655,0
ENSG00000232656,2
ENSG00000232658,0
ENSG00000232661,0
ENSG00000232662,0
ENSG00000232663,2
ENSG00000232664,0
ENSG00000232665,1
ENSG00000232667,0
ENSG00000232668,0
ENSG00000232671,48
ENSG00000232672,5
ENSG00000232675,0
ENSG00000232676,0
ENSG00000232677,1627
ENSG00000232678,2
ENSG00000232679,30
ENSG00000232680,1
ENSG00000232682,6
ENSG00000232684,0
ENSG00000232685,0
ENSG00000232687,1
ENSG00000232688,0
ENSG00000232690,1
ENSG00000232692,12
ENSG00000232693,2
ENSG00000232695,0
ENSG00000232696,0
ENSG00000232698,1
ENSG00000232699,7
ENSG00000232701,0
ENSG00000232702,0
ENSG00000232706,0
ENSG00000232707,0
ENSG00000232709,3
ENSG00000232710,0
ENSG00000232712,3
ENSG00000232713,34
ENSG00000232714,0
ENSG00000232715,0
ENSG00000232716,0
ENSG00000232717,0
ENSG00000232718,0
ENSG00000232719,0
ENSG00000232721,3
ENSG00000232722,0
ENSG00000232723,0
ENSG00000232724,1
ENSG00000232725,14
ENSG00000232727,4
ENSG00000232728,2
ENSG00000232729,14
ENSG00000232730,0
ENSG00000232732,5
ENSG00000232734,0
ENSG00000232735,0
ENSG00000232736,0
ENSG00000232738,0
ENSG00000232739,0
ENSG00000232740,0
ENSG00000232742,12
ENSG00000232743,0
ENSG00000232744,0
ENSG00000232746,0
ENSG00000232747,0
ENSG00000232748,38
ENSG00000232749,0
ENSG00000232750,3
ENSG00000232751,3
ENSG00000232752,0
ENSG00000232754,0
ENSG00000232756,1
ENSG00000232757,5
ENSG00000232759,0
ENSG00000232760,0
ENSG00000232762,1
ENSG00000232764,0
ENSG00000232765,0
ENSG00000232766,1
ENSG00000232767,0
ENSG00000232768,1
ENSG00000232771,0
ENSG00000232772,0
ENSG00000232773,0
ENSG00000232774,28
ENSG00000232775,0
ENSG00000232777,0
ENSG00000232778,0
ENSG00000232780,0
ENSG00000232783,0
ENSG00000232784,0
ENSG00000232786,0
ENSG00000232787,0
ENSG00000232788,6
ENSG00000232789,0
ENSG00000232790,0
ENSG00000232791,0
ENSG00000232792,0
ENSG00000232793,0
ENSG00000232794,1
ENSG00000232795,0
ENSG00000232797,0
ENSG00000232798,0
ENSG00000232799,0
ENSG00000232800,0
ENSG00000232801,1
ENSG00000232803,0
ENSG00000232805,0
ENSG00000232806,0
ENSG00000232807,119
ENSG00000232808,0
ENSG00000232809,0
ENSG00000232810,159
ENSG00000232811,115
ENSG00000232812,0
ENSG00000232813,0
ENSG00000232814,0
ENSG00000232815,813
ENSG00000232817,0
ENSG00000232818,12
ENSG00000232821,1
ENSG00000232823,1
ENSG00000232824,0
ENSG00000232825,0
ENSG00000232827,0
ENSG00000232828,5
ENSG00000232829,0
ENSG00000232830,1
ENSG00000232832,1
ENSG00000232834,0
ENSG00000232835,0
ENSG00000232837,0
ENSG00000232838,236
ENSG00000232841,0
ENSG00000232842,0
ENSG00000232843,0
ENSG00000232845,0
ENSG00000232846,0
ENSG00000232848,1
ENSG00000232849,0
ENSG00000232850,9
ENSG00000232851,0
ENSG00000232852,0
ENSG00000232853,0
ENSG00000232855,26
ENSG00000232857,0
ENSG00000232858,1
ENSG00000232859,740
ENSG00000232860,87
ENSG00000232862,9
ENSG00000232864,1
ENSG00000232867,0
ENSG00000232869,24
ENSG00000232871,14
ENSG00000232872,7
ENSG00000232873,0
ENSG00000232874,10
ENSG00000232875,0
ENSG00000232876,6
ENSG00000232878,1
ENSG00000232879,6
ENSG00000232880,1
ENSG00000232881,0
ENSG00000232882,12
