Gene stable ID,f1fd4b74-1bd9-4ca1-a437-930df81489c0
ENSG00000243730,0
ENSG00000243733,0
ENSG00000243738,7
ENSG00000243742,277
ENSG00000243744,1
ENSG00000243746,8
ENSG00000243749,51
ENSG00000243753,125
ENSG00000243758,0
ENSG00000243759,6
ENSG00000243761,2
ENSG00000243762,0
ENSG00000243766,0
ENSG00000243770,0
ENSG00000243771,0
ENSG00000243772,0
ENSG00000243775,0
ENSG00000243777,0
ENSG00000243779,1
ENSG00000243780,0
ENSG00000243781,0
ENSG00000243782,0
ENSG00000243789,4
ENSG00000243792,0
ENSG00000243794,0
ENSG00000243795,1
ENSG00000243797,0
ENSG00000243799,2
ENSG00000243801,0
ENSG00000243802,4
ENSG00000243806,7
ENSG00000243810,3
ENSG00000243811,77
ENSG00000243813,0
ENSG00000243817,0
ENSG00000243818,0
ENSG00000243819,29
ENSG00000243822,0
ENSG00000243824,1
ENSG00000243828,0
ENSG00000243829,4
ENSG00000243830,1
ENSG00000243831,0
ENSG00000243832,0
ENSG00000243836,107
ENSG00000243838,1
ENSG00000243844,0
ENSG00000243845,0
ENSG00000243847,1
ENSG00000243849,2
ENSG00000243853,0
ENSG00000243854,0
ENSG00000243855,0
ENSG00000243856,0
ENSG00000243859,5
ENSG00000243861,0
ENSG00000243864,0
ENSG00000243870,0
ENSG00000243871,0
ENSG00000243872,0
ENSG00000243873,0
ENSG00000243877,0
ENSG00000243883,0
ENSG00000243885,4
ENSG00000243886,0
ENSG00000243888,0
ENSG00000243889,0
ENSG00000243894,0
ENSG00000243896,17
ENSG00000243900,0
ENSG00000243902,0
ENSG00000243903,0
ENSG00000243904,1
ENSG00000243905,0
ENSG00000243910,404
ENSG00000243911,6
ENSG00000243914,0
ENSG00000243915,0
ENSG00000243916,0
ENSG00000243918,0
ENSG00000243920,0
ENSG00000243925,2
ENSG00000243926,86
ENSG00000243927,2687
ENSG00000243929,0
ENSG00000243930,0
ENSG00000243939,0
ENSG00000243943,1270
ENSG00000243944,5
ENSG00000243945,0
ENSG00000243951,0
ENSG00000243953,0
ENSG00000243954,0
ENSG00000243955,128
ENSG00000243957,0
ENSG00000243959,0
ENSG00000243960,5
ENSG00000243961,0
ENSG00000243964,15
ENSG00000243967,0
ENSG00000243968,0
ENSG00000243969,0
ENSG00000243970,4
ENSG00000243974,1
ENSG00000243976,1
ENSG00000243977,1
ENSG00000243978,40
ENSG00000243979,0
ENSG00000243980,0
ENSG00000243981,0
ENSG00000243986,0
ENSG00000243988,3
ENSG00000243989,189
ENSG00000243991,0
ENSG00000243993,0
ENSG00000243995,0
ENSG00000244000,0
ENSG00000244002,0
ENSG00000244003,0
ENSG00000244004,0
ENSG00000244005,1763
ENSG00000244006,0
ENSG00000244009,2
ENSG00000244018,4
ENSG00000244019,1
ENSG00000244020,0
ENSG00000244021,4
ENSG00000244024,0
ENSG00000244025,0
ENSG00000244026,338
ENSG00000244031,0
ENSG00000244033,0
ENSG00000244034,0
ENSG00000244036,2
ENSG00000244038,6089
ENSG00000244039,0
ENSG00000244040,19
ENSG00000244041,238
ENSG00000244043,0
ENSG00000244044,0
ENSG00000244045,758
ENSG00000244048,0
ENSG00000244050,4
ENSG00000244052,3
ENSG00000244053,7
ENSG00000244055,37
ENSG00000244056,5
ENSG00000244057,0
ENSG00000244060,1
ENSG00000244061,0
ENSG00000244062,0
ENSG00000244063,0
ENSG00000244065,0
ENSG00000244066,0
ENSG00000244067,44
ENSG00000244071,0
ENSG00000244073,5
ENSG00000244076,0
ENSG00000244080,0
ENSG00000244081,0
ENSG00000244083,0
ENSG00000244086,1
ENSG00000244088,0
ENSG00000244089,0
ENSG00000244091,0
ENSG00000244094,0
ENSG00000244097,8
ENSG00000244099,0
ENSG00000244101,0
ENSG00000244104,0
ENSG00000244107,0
ENSG00000244112,0
ENSG00000244113,0
ENSG00000244115,0
ENSG00000244116,0
ENSG00000244119,26
ENSG00000244122,0
ENSG00000244124,0
ENSG00000244125,10
ENSG00000244128,0
ENSG00000244130,0
ENSG00000244131,0
ENSG00000244134,0
ENSG00000244137,17
ENSG00000244139,0
ENSG00000244142,0
ENSG00000244144,0
ENSG00000244146,0
ENSG00000244151,10
ENSG00000244153,0
ENSG00000244155,0
ENSG00000244157,0
ENSG00000244158,0
ENSG00000244159,0
ENSG00000244161,29
ENSG00000244165,190
ENSG00000244167,0
ENSG00000244169,0
ENSG00000244171,0
ENSG00000244176,0
ENSG00000244183,0
ENSG00000244184,0
ENSG00000244187,4386
ENSG00000244192,0
ENSG00000244193,0
ENSG00000244194,0
ENSG00000244196,1
ENSG00000244197,0
ENSG00000244198,13
ENSG00000244199,0
ENSG00000244203,3
ENSG00000244211,0
ENSG00000244213,0
ENSG00000244214,0
ENSG00000244215,0
ENSG00000244217,0
ENSG00000244218,0
ENSG00000244219,61
ENSG00000244222,0
ENSG00000244226,1
ENSG00000244227,23
ENSG00000244229,5
ENSG00000244230,0
ENSG00000244231,0
ENSG00000244232,0
ENSG00000244234,0
ENSG00000244235,0
ENSG00000244236,0
ENSG00000244237,0
ENSG00000244239,0
ENSG00000244242,429
ENSG00000244244,0
ENSG00000244245,1
ENSG00000244246,0
ENSG00000244247,6
ENSG00000244249,0
ENSG00000244251,4
ENSG00000244252,0
ENSG00000244253,0
ENSG00000244255,1
ENSG00000244256,0
ENSG00000244257,0
ENSG00000244259,0
ENSG00000244260,0
ENSG00000244264,0
ENSG00000244265,4
ENSG00000244266,2
ENSG00000244267,0
ENSG00000244268,0
ENSG00000244270,0
ENSG00000244273,0
ENSG00000244274,62
ENSG00000244278,0
ENSG00000244280,4
ENSG00000244281,0
ENSG00000244283,0
ENSG00000244286,0
ENSG00000244289,0
ENSG00000244292,0
ENSG00000244294,0
ENSG00000244295,0
ENSG00000244296,0
ENSG00000244297,0
ENSG00000244300,15
ENSG00000244301,10
ENSG00000244302,0
ENSG00000244306,10
ENSG00000244307,0
ENSG00000244308,2
ENSG00000244310,4
ENSG00000244313,846
ENSG00000244314,1
ENSG00000244318,0
ENSG00000244321,0
ENSG00000244326,0
ENSG00000244327,0
ENSG00000244328,0
ENSG00000244329,0
ENSG00000244331,1
ENSG00000244332,0
ENSG00000244335,0
ENSG00000244337,0
ENSG00000244342,0
ENSG00000244345,6
ENSG00000244346,1
ENSG00000244349,1
ENSG00000244355,0
ENSG00000244356,0
ENSG00000244357,0
ENSG00000244358,0
ENSG00000244361,1
ENSG00000244362,0
ENSG00000244363,14
ENSG00000244371,0
ENSG00000244372,0
ENSG00000244376,0
ENSG00000244378,0
ENSG00000244380,4
ENSG00000244381,0
ENSG00000244382,5
ENSG00000244383,0
ENSG00000244384,4
ENSG00000244389,0
ENSG00000244390,0
ENSG00000244391,0
ENSG00000244392,0
ENSG00000244395,0
ENSG00000244398,414
ENSG00000244399,0
ENSG00000244400,0
ENSG00000244402,0
ENSG00000244404,0
ENSG00000244405,484
ENSG00000244411,0
ENSG00000244413,0
ENSG00000244414,0
ENSG00000244422,0
ENSG00000244425,0
ENSG00000244427,0
ENSG00000244429,0
ENSG00000244432,0
ENSG00000244433,6
ENSG00000244436,0
ENSG00000244437,46
ENSG00000244441,0
ENSG00000244451,0
ENSG00000244456,0
ENSG00000244457,0
ENSG00000244459,17
ENSG00000244461,1643
ENSG00000244462,3834
ENSG00000244464,0
ENSG00000244468,3270
ENSG00000244470,2
ENSG00000244471,0
ENSG00000244474,0
ENSG00000244476,9
ENSG00000244479,16
ENSG00000244480,3
ENSG00000244482,11
ENSG00000244485,1
ENSG00000244486,971
ENSG00000244490,4
ENSG00000244491,0
ENSG00000244493,0
ENSG00000244501,0
ENSG00000244502,4
ENSG00000244503,2
ENSG00000244509,736
ENSG00000244510,0
ENSG00000244512,11
ENSG00000244513,24
ENSG00000244514,0
ENSG00000244515,0
ENSG00000244521,0
ENSG00000244527,2
ENSG00000244528,0
ENSG00000244532,0
ENSG00000244534,0
ENSG00000244535,0
ENSG00000244537,0
ENSG00000244538,20
ENSG00000244540,9
ENSG00000244541,14
ENSG00000244544,0
ENSG00000244545,0
ENSG00000244550,0
ENSG00000244551,0
ENSG00000244556,0
ENSG00000244558,17
ENSG00000244559,0
ENSG00000244560,0
ENSG00000244561,0
ENSG00000244563,0
ENSG00000244564,4
ENSG00000244565,0
ENSG00000244567,235
ENSG00000244568,0
ENSG00000244571,0
ENSG00000244573,0
ENSG00000244575,5
ENSG00000244578,0
ENSG00000244582,1
ENSG00000244585,0
ENSG00000244586,20
ENSG00000244588,5
ENSG00000244593,0
ENSG00000244604,1
ENSG00000244607,47
ENSG00000244610,0
ENSG00000244615,0
ENSG00000244617,48
ENSG00000244618,0
ENSG00000244619,0
ENSG00000244620,0
ENSG00000244621,0
ENSG00000244623,0
ENSG00000244624,0
ENSG00000244625,64
ENSG00000244627,35
ENSG00000244630,0
ENSG00000244632,0
ENSG00000244640,0
ENSG00000244641,0
ENSG00000244642,3
ENSG00000244646,0
ENSG00000244649,0
ENSG00000244650,0
ENSG00000244652,0
ENSG00000244653,0
ENSG00000244657,0
ENSG00000244661,0
ENSG00000244662,0
ENSG00000244668,24
ENSG00000244669,0
ENSG00000244671,0
ENSG00000244674,0
ENSG00000244675,0
ENSG00000244676,0
ENSG00000244677,0
ENSG00000244681,0
ENSG00000244682,25
ENSG00000244687,341
ENSG00000244691,0
ENSG00000244692,0
ENSG00000244693,3
ENSG00000244694,42
ENSG00000244699,0
ENSG00000244701,107
ENSG00000244703,0
ENSG00000244705,0
ENSG00000244706,0
ENSG00000244708,0
ENSG00000244710,0
ENSG00000244712,0
ENSG00000244716,27
ENSG00000244717,0
ENSG00000244720,0
ENSG00000244722,1
ENSG00000244723,7
ENSG00000244730,0
ENSG00000244731,294
ENSG00000244732,0
ENSG00000244733,40
ENSG00000244734,47
ENSG00000244738,0
ENSG00000244740,0
ENSG00000244743,0
ENSG00000244748,21
ENSG00000244752,9
ENSG00000244753,0
ENSG00000244754,2849
ENSG00000244756,5
ENSG00000244757,0
ENSG00000244791,0
ENSG00000244879,675
ENSG00000244921,46
ENSG00000244926,4
ENSG00000244932,6
ENSG00000244945,12
ENSG00000244952,8
ENSG00000244953,7
ENSG00000244968,52
ENSG00000244998,0
ENSG00000245008,0
ENSG00000245017,25
ENSG00000245025,8
ENSG00000245059,0
ENSG00000245060,845
ENSG00000245067,0
ENSG00000245080,16
ENSG00000245105,39
ENSG00000245112,0
ENSG00000245146,110
ENSG00000245148,0
ENSG00000245149,57
ENSG00000245156,27
ENSG00000245164,26
ENSG00000245205,4
ENSG00000245213,43
ENSG00000245248,40
ENSG00000245261,0
ENSG00000245275,91
ENSG00000245281,33
ENSG00000245293,0
ENSG00000245311,10
ENSG00000245317,55
ENSG00000245322,0
ENSG00000245330,1
ENSG00000245384,0
ENSG00000245385,0
ENSG00000245466,1
ENSG00000245468,13
ENSG00000245479,2
ENSG00000245482,0
ENSG00000245498,30
ENSG00000245522,2
ENSG00000245526,0
ENSG00000245532,14627
ENSG00000245534,4
ENSG00000245552,106
ENSG00000245556,228
ENSG00000245571,458
ENSG00000245573,117
ENSG00000245598,5
ENSG00000245614,41
ENSG00000245648,434
ENSG00000245651,0
ENSG00000245662,0
ENSG00000245667,0
ENSG00000245680,740
ENSG00000245685,6
ENSG00000245688,0
ENSG00000245694,1078
ENSG00000245711,0
ENSG00000245719,0
ENSG00000245729,0
ENSG00000245748,0
ENSG00000245750,692
ENSG00000245768,0
ENSG00000245812,28
ENSG00000245832,5
ENSG00000245848,407
ENSG00000245849,106
ENSG00000245857,3
ENSG00000245864,0
ENSG00000245869,18
ENSG00000245870,0
ENSG00000245888,20
ENSG00000245904,9
ENSG00000245910,1712
ENSG00000245928,0
ENSG00000245937,1542
ENSG00000245954,0
ENSG00000245958,248
ENSG00000245970,159
ENSG00000245975,39
ENSG00000246016,31
ENSG00000246022,0
ENSG00000246067,1006
ENSG00000246082,61
ENSG00000246084,0
ENSG00000246089,124
ENSG00000246090,5
ENSG00000246095,19
ENSG00000246100,86
ENSG00000246115,0
ENSG00000246130,7
ENSG00000246145,4
ENSG00000246174,64
ENSG00000246203,14
ENSG00000246211,0
ENSG00000246214,5
ENSG00000246223,23
ENSG00000246225,0
ENSG00000246228,3
ENSG00000246250,1
ENSG00000246263,248
ENSG00000246273,132
ENSG00000246283,0
ENSG00000246308,38
ENSG00000246316,0
ENSG00000246323,0
ENSG00000246331,0
ENSG00000246334,7
ENSG00000246339,10
ENSG00000246350,0
ENSG00000246363,7
ENSG00000246366,26
ENSG00000246375,0
ENSG00000246379,0
ENSG00000246394,13
ENSG00000246422,0
ENSG00000246430,3
ENSG00000246448,0
ENSG00000246451,25
ENSG00000246465,78
ENSG00000246477,0
ENSG00000246523,78
ENSG00000246526,3
ENSG00000246528,0
ENSG00000246541,0
ENSG00000246548,7
ENSG00000246560,96
ENSG00000246575,19
ENSG00000246582,63
ENSG00000246596,0
ENSG00000246627,0
ENSG00000246640,2
ENSG00000246662,1
ENSG00000246695,154
ENSG00000246705,4219
ENSG00000246731,0
ENSG00000246740,8
ENSG00000246763,91
ENSG00000246774,0
ENSG00000246777,10
ENSG00000246790,0
ENSG00000246792,11
ENSG00000246820,0
ENSG00000246851,17
ENSG00000246859,79
ENSG00000246863,0
ENSG00000246876,0
ENSG00000246877,1
ENSG00000246889,44
ENSG00000246898,92
ENSG00000246922,55
ENSG00000246982,53
ENSG00000246985,455
ENSG00000247011,7
ENSG00000247033,0
ENSG00000247049,0
ENSG00000247077,2386
ENSG00000247081,23
ENSG00000247092,152
ENSG00000247095,222
ENSG00000247121,55
ENSG00000247130,0
ENSG00000247131,5
ENSG00000247134,46
ENSG00000247137,125
ENSG00000247151,1
ENSG00000247157,16
ENSG00000247193,0
ENSG00000247199,2
ENSG00000247213,0
ENSG00000247228,0
ENSG00000247240,69
ENSG00000247271,986
ENSG00000247287,2
ENSG00000247311,2
ENSG00000247315,2427
ENSG00000247317,57
ENSG00000247324,0
ENSG00000247345,0
ENSG00000247363,7
ENSG00000247372,0
ENSG00000247373,111
ENSG00000247381,0
ENSG00000247400,62
ENSG00000247402,0
ENSG00000247416,0
ENSG00000247473,0
ENSG00000247498,42
ENSG00000247516,513
ENSG00000247556,5765
ENSG00000247570,0
ENSG00000247572,270
ENSG00000247595,114
ENSG00000247596,1179
ENSG00000247624,7
ENSG00000247626,479
ENSG00000247627,370
ENSG00000247675,1
ENSG00000247679,32
ENSG00000247699,0
ENSG00000247708,42
ENSG00000247728,0
ENSG00000247732,0
ENSG00000247735,2
ENSG00000247746,461
ENSG00000247763,2
ENSG00000247765,0
ENSG00000247774,87
ENSG00000247775,0
ENSG00000247796,117
ENSG00000247809,59
ENSG00000247810,0
ENSG00000247828,360
ENSG00000247844,0
ENSG00000247853,46
ENSG00000247867,0
ENSG00000247872,0
ENSG00000247877,20
ENSG00000247903,705
ENSG00000247911,0
ENSG00000247925,0
ENSG00000247934,73
ENSG00000247950,73
ENSG00000247970,1
ENSG00000247982,43
ENSG00000247993,0
ENSG00000248008,1568
ENSG00000248015,0
ENSG00000248019,57
ENSG00000248027,6
ENSG00000248029,0
ENSG00000248049,500
ENSG00000248050,8
ENSG00000248079,3
ENSG00000248092,559
ENSG00000248098,13
ENSG00000248099,9
ENSG00000248100,0
ENSG00000248101,5
ENSG00000248103,0
ENSG00000248104,0
ENSG00000248105,0
ENSG00000248106,0
ENSG00000248107,0
ENSG00000248109,0
ENSG00000248112,0
ENSG00000248113,0
ENSG00000248114,0
ENSG00000248115,7
ENSG00000248117,0
ENSG00000248118,0
ENSG00000248120,0
ENSG00000248121,0
ENSG00000248122,0
ENSG00000248124,31
ENSG00000248125,0
ENSG00000248126,0
ENSG00000248127,0
ENSG00000248128,0
ENSG00000248131,0
ENSG00000248132,9
ENSG00000248133,0
ENSG00000248134,0
ENSG00000248136,0
ENSG00000248137,0
ENSG00000248138,0
ENSG00000248139,0
ENSG00000248143,0
ENSG00000248144,114
ENSG00000248145,0
ENSG00000248148,0
ENSG00000248150,0
ENSG00000248152,0
ENSG00000248155,0
ENSG00000248156,0
ENSG00000248159,0
ENSG00000248160,0
ENSG00000248161,29
ENSG00000248162,1
ENSG00000248165,0
ENSG00000248167,1
ENSG00000248170,0
ENSG00000248172,4
ENSG00000248173,0
ENSG00000248174,0
ENSG00000248176,0
ENSG00000248180,7
ENSG00000248184,0
ENSG00000248185,6
ENSG00000248187,9
ENSG00000248188,0
ENSG00000248191,0
ENSG00000248192,0
ENSG00000248195,0
ENSG00000248196,0
ENSG00000248197,0
ENSG00000248199,0
ENSG00000248200,0
ENSG00000248202,0
ENSG00000248203,0
ENSG00000248205,0
ENSG00000248206,0
ENSG00000248208,0
ENSG00000248209,0
ENSG00000248210,0
ENSG00000248211,0
ENSG00000248213,0
ENSG00000248215,0
ENSG00000248216,0
ENSG00000248221,1
ENSG00000248222,0
ENSG00000248223,0
ENSG00000248227,0
ENSG00000248228,0
ENSG00000248229,0
ENSG00000248231,0
ENSG00000248234,0
ENSG00000248235,0
ENSG00000248236,0
ENSG00000248237,0
ENSG00000248238,0
ENSG00000248240,0
ENSG00000248242,0
ENSG00000248243,26
ENSG00000248245,2
ENSG00000248249,0
ENSG00000248254,1
ENSG00000248256,9
ENSG00000248257,0
ENSG00000248259,0
ENSG00000248261,0
ENSG00000248262,0
ENSG00000248265,133
ENSG00000248266,0
ENSG00000248268,0
ENSG00000248271,0
ENSG00000248275,150
ENSG00000248278,25
ENSG00000248279,0
ENSG00000248280,1
ENSG00000248281,0
ENSG00000248282,0
ENSG00000248283,0
ENSG00000248285,0
ENSG00000248286,0
ENSG00000248287,0
ENSG00000248288,0
ENSG00000248290,95
ENSG00000248293,0
ENSG00000248294,0
ENSG00000248295,0
ENSG00000248296,0
ENSG00000248300,0
ENSG00000248302,0
ENSG00000248305,0
ENSG00000248307,0
ENSG00000248308,0
ENSG00000248309,26
ENSG00000248311,0
ENSG00000248313,3
ENSG00000248315,0
ENSG00000248317,0
ENSG00000248318,0
ENSG00000248319,0
ENSG00000248320,0
ENSG00000248322,0
ENSG00000248323,9
ENSG00000248327,0
ENSG00000248328,0
ENSG00000248329,38
ENSG00000248330,0
ENSG00000248332,0
ENSG00000248333,722
ENSG00000248334,58
ENSG00000248335,0
ENSG00000248336,1
ENSG00000248337,0
ENSG00000248338,0
ENSG00000248339,0
ENSG00000248340,0
ENSG00000248343,0
ENSG00000248345,0
ENSG00000248346,0
ENSG00000248347,0
ENSG00000248349,0
ENSG00000248350,0
ENSG00000248351,0
ENSG00000248355,0
ENSG00000248356,0
ENSG00000248358,0
ENSG00000248359,12
ENSG00000248360,202
ENSG00000248362,46
ENSG00000248363,0
ENSG00000248364,0
ENSG00000248365,0
ENSG00000248366,0
ENSG00000248367,23
ENSG00000248369,0
ENSG00000248370,0
ENSG00000248371,0
ENSG00000248373,0
ENSG00000248374,0
ENSG00000248375,1
ENSG00000248376,0
ENSG00000248377,0
ENSG00000248378,0
ENSG00000248383,5
ENSG00000248385,0
ENSG00000248387,0
ENSG00000248388,0
ENSG00000248391,0
ENSG00000248393,0
ENSG00000248394,0
ENSG00000248396,0
ENSG00000248397,0
ENSG00000248399,9
ENSG00000248400,0
ENSG00000248401,0
ENSG00000248403,0
ENSG00000248405,0
ENSG00000248406,0
ENSG00000248408,0
ENSG00000248409,0
ENSG00000248415,0
ENSG00000248416,0
ENSG00000248417,0
ENSG00000248418,0
ENSG00000248419,0
ENSG00000248420,0
ENSG00000248422,0
ENSG00000248423,0
ENSG00000248424,0
ENSG00000248425,0
ENSG00000248426,0
ENSG00000248428,0
ENSG00000248429,589
ENSG00000248430,0
ENSG00000248431,18
ENSG00000248432,0
ENSG00000248434,0
ENSG00000248439,0
ENSG00000248440,0
ENSG00000248441,41
ENSG00000248442,0
ENSG00000248443,0
ENSG00000248444,0
ENSG00000248445,8
ENSG00000248447,0
ENSG00000248448,0
ENSG00000248449,22
ENSG00000248452,0
ENSG00000248455,0
ENSG00000248456,0
ENSG00000248457,0
ENSG00000248458,10
ENSG00000248459,0
ENSG00000248461,0
ENSG00000248462,0
ENSG00000248464,0
ENSG00000248466,0
ENSG00000248467,0
ENSG00000248468,0
ENSG00000248469,0
ENSG00000248471,0
ENSG00000248472,0
ENSG00000248473,0
ENSG00000248474,0
ENSG00000248475,0
ENSG00000248476,3
ENSG00000248477,7
ENSG00000248478,0
ENSG00000248479,0
ENSG00000248480,0
ENSG00000248482,0
ENSG00000248483,2
ENSG00000248484,0
ENSG00000248485,536
ENSG00000248486,98
ENSG00000248487,906
ENSG00000248488,31
ENSG00000248489,11
ENSG00000248490,0
ENSG00000248491,0
ENSG00000248492,0
ENSG00000248493,0
ENSG00000248494,15
ENSG00000248498,0
ENSG00000248503,16
ENSG00000248505,0
ENSG00000248506,0
ENSG00000248507,0
ENSG00000248508,138
ENSG00000248510,0
ENSG00000248511,0
ENSG00000248514,0
ENSG00000248515,0
ENSG00000248516,0
ENSG00000248517,0
ENSG00000248518,0
ENSG00000248521,0
ENSG00000248522,0
ENSG00000248525,0
ENSG00000248527,93009
ENSG00000248528,0
ENSG00000248529,0
ENSG00000248530,1
ENSG00000248531,0
ENSG00000248532,0
ENSG00000248533,0
ENSG00000248537,8
ENSG00000248538,15
ENSG00000248539,0
ENSG00000248540,11
ENSG00000248542,0
ENSG00000248543,0
ENSG00000248544,12
ENSG00000248545,0
ENSG00000248546,2
ENSG00000248547,0
ENSG00000248548,0
ENSG00000248550,0
ENSG00000248551,0
ENSG00000248552,0
ENSG00000248553,0
ENSG00000248554,0
ENSG00000248555,0
ENSG00000248557,0
ENSG00000248559,3
ENSG00000248560,0
ENSG00000248564,0
ENSG00000248565,0
ENSG00000248567,0
ENSG00000248568,8
ENSG00000248569,9
ENSG00000248571,0
ENSG00000248572,0
ENSG00000248573,0
ENSG00000248574,0
ENSG00000248576,0
ENSG00000248577,0
ENSG00000248578,1
ENSG00000248583,0
ENSG00000248585,0
ENSG00000248586,0
ENSG00000248587,0
ENSG00000248588,0
ENSG00000248590,0
ENSG00000248591,0
ENSG00000248592,1
ENSG00000248593,69
ENSG00000248596,1
ENSG00000248597,0
ENSG00000248599,2
ENSG00000248600,0
ENSG00000248601,0
ENSG00000248605,0
ENSG00000248607,0
ENSG00000248608,2
ENSG00000248610,3
ENSG00000248611,0
ENSG00000248613,0
ENSG00000248616,0
ENSG00000248618,0
ENSG00000248621,0
ENSG00000248624,0
ENSG00000248625,0
ENSG00000248626,15
ENSG00000248627,0
ENSG00000248629,0
ENSG00000248632,15
ENSG00000248633,0
ENSG00000248634,0
ENSG00000248635,0
ENSG00000248636,45
ENSG00000248637,0
ENSG00000248639,0
ENSG00000248640,0
ENSG00000248641,8
ENSG00000248642,0
ENSG00000248643,22
ENSG00000248645,0
ENSG00000248646,0
ENSG00000248647,0
ENSG00000248648,0
ENSG00000248651,0
ENSG00000248652,0
ENSG00000248654,0
ENSG00000248656,0
ENSG00000248659,0
ENSG00000248660,0
ENSG00000248663,10
ENSG00000248664,1
ENSG00000248667,0
ENSG00000248668,11
ENSG00000248669,0
ENSG00000248671,0
ENSG00000248672,0
ENSG00000248673,2
ENSG00000248674,0
ENSG00000248676,0
ENSG00000248677,10
ENSG00000248682,0
ENSG00000248684,0
ENSG00000248685,0
ENSG00000248686,6
ENSG00000248687,0
ENSG00000248690,15
ENSG00000248692,0
ENSG00000248693,0
ENSG00000248694,0
ENSG00000248696,2
ENSG00000248697,0
ENSG00000248698,6
ENSG00000248699,0
ENSG00000248701,0
ENSG00000248702,0
ENSG00000248703,0
ENSG00000248704,0
ENSG00000248705,0
ENSG00000248708,0
ENSG00000248709,2
ENSG00000248710,1
ENSG00000248711,0
ENSG00000248712,259
ENSG00000248713,0
ENSG00000248714,4
ENSG00000248715,0
ENSG00000248716,0
ENSG00000248717,0
ENSG00000248719,0
ENSG00000248720,0
ENSG00000248722,0
ENSG00000248724,0
ENSG00000248725,0
ENSG00000248727,0
ENSG00000248729,0
ENSG00000248730,0
ENSG00000248733,0
ENSG00000248734,5
ENSG00000248735,0
ENSG00000248736,0
ENSG00000248738,2
ENSG00000248739,0
ENSG00000248740,2
ENSG00000248744,0
ENSG00000248745,0
ENSG00000248746,0
ENSG00000248747,0
ENSG00000248748,0
ENSG00000248749,0
ENSG00000248750,0
ENSG00000248751,0
ENSG00000248752,0
ENSG00000248753,0
ENSG00000248755,0
ENSG00000248757,0
ENSG00000248758,0
ENSG00000248761,0
ENSG00000248762,0
ENSG00000248763,1
ENSG00000248764,0
ENSG00000248765,0
ENSG00000248766,6
ENSG00000248767,0
ENSG00000248769,0
ENSG00000248770,0
ENSG00000248771,267
ENSG00000248772,0
ENSG00000248773,12
ENSG00000248774,0
ENSG00000248775,0
ENSG00000248777,0
ENSG00000248778,0
ENSG00000248779,0
ENSG00000248780,4
ENSG00000248781,1
ENSG00000248783,0
ENSG00000248785,0
ENSG00000248787,2
ENSG00000248789,0
ENSG00000248790,0
ENSG00000248791,0
ENSG00000248792,0
ENSG00000248794,27
ENSG00000248795,1
ENSG00000248796,0
ENSG00000248799,0
ENSG00000248801,0
ENSG00000248802,0
ENSG00000248803,0
ENSG00000248807,0
ENSG00000248809,0
ENSG00000248810,0
ENSG00000248813,0
ENSG00000248816,0
ENSG00000248817,0
ENSG00000248820,0
ENSG00000248821,0
ENSG00000248822,1
ENSG00000248824,0
ENSG00000248826,0
ENSG00000248827,0
ENSG00000248828,0
ENSG00000248830,0
ENSG00000248831,0
ENSG00000248834,33
ENSG00000248837,0
ENSG00000248838,0
ENSG00000248839,0
ENSG00000248840,2
ENSG00000248842,0
ENSG00000248843,0
ENSG00000248844,0
ENSG00000248846,0
ENSG00000248847,0
ENSG00000248848,0
ENSG00000248850,0
ENSG00000248851,0
ENSG00000248853,0
ENSG00000248854,0
ENSG00000248858,27
ENSG00000248859,0
ENSG00000248861,0
ENSG00000248863,1
ENSG00000248864,0
ENSG00000248866,97
ENSG00000248867,0
ENSG00000248869,0
ENSG00000248870,0
ENSG00000248871,0
ENSG00000248872,0
ENSG00000248873,0
ENSG00000248874,0
ENSG00000248876,0
ENSG00000248877,0
ENSG00000248878,0
ENSG00000248880,0
ENSG00000248881,0
ENSG00000248883,0
ENSG00000248884,27
ENSG00000248885,0
ENSG00000248886,0
ENSG00000248890,54
ENSG00000248891,0
ENSG00000248893,0
ENSG00000248895,0
ENSG00000248896,4
ENSG00000248898,0
ENSG00000248901,0
ENSG00000248903,0
ENSG00000248905,331
ENSG00000248907,0
ENSG00000248908,0
ENSG00000248909,0
ENSG00000248911,0
ENSG00000248912,0
ENSG00000248913,0
ENSG00000248915,0
ENSG00000248916,0
ENSG00000248918,0
ENSG00000248919,15
ENSG00000248920,0
ENSG00000248921,0
ENSG00000248923,83
ENSG00000248924,0
ENSG00000248925,0
ENSG00000248926,0
ENSG00000248927,7
ENSG00000248928,0
ENSG00000248929,0
ENSG00000248930,0
ENSG00000248931,0
ENSG00000248932,117
ENSG00000248933,0
ENSG00000248935,0
ENSG00000248936,2
ENSG00000248939,0
ENSG00000248942,0
ENSG00000248943,0
ENSG00000248944,0
ENSG00000248946,0
ENSG00000248949,0
ENSG00000248950,0
ENSG00000248951,0
ENSG00000248954,0
ENSG00000248955,0
ENSG00000248956,0
ENSG00000248958,0
ENSG00000248962,0
ENSG00000248964,0
ENSG00000248965,0
ENSG00000248966,0
ENSG00000248967,0
ENSG00000248968,0
ENSG00000248969,0
ENSG00000248971,19
ENSG00000248973,0
ENSG00000248975,0
ENSG00000248977,0
ENSG00000248978,0
ENSG00000248979,2
ENSG00000248980,0
ENSG00000248984,0
ENSG00000248986,0
ENSG00000248987,0
ENSG00000248988,7
ENSG00000248990,0
ENSG00000248991,0
ENSG00000248993,0
