Gene stable ID,56babe63-bf30-4737-bc73-1000976821e8
ENSG00000231201,0
ENSG00000231202,0
ENSG00000231203,18
ENSG00000231204,0
ENSG00000231205,157
ENSG00000231206,0
ENSG00000231207,0
ENSG00000231208,0
ENSG00000231210,0
ENSG00000231211,0
ENSG00000231212,0
ENSG00000231213,0
ENSG00000231216,0
ENSG00000231217,2
ENSG00000231219,0
ENSG00000231221,0
ENSG00000231222,0
ENSG00000231226,1
ENSG00000231227,0
ENSG00000231228,0
ENSG00000231231,2
ENSG00000231232,0
ENSG00000231233,5
ENSG00000231234,14
ENSG00000231235,0
ENSG00000231236,2
ENSG00000231237,0
ENSG00000231238,0
ENSG00000231240,29
ENSG00000231241,2
ENSG00000231243,0
ENSG00000231244,0
ENSG00000231245,1
ENSG00000231246,9
ENSG00000231248,0
ENSG00000231249,20
ENSG00000231251,0
ENSG00000231252,3
ENSG00000231253,0
ENSG00000231254,0
ENSG00000231255,1
ENSG00000231256,2
ENSG00000231258,2
ENSG00000231259,60
ENSG00000231261,2
ENSG00000231264,0
ENSG00000231265,0
ENSG00000231266,0
ENSG00000231270,0
ENSG00000231271,2
ENSG00000231272,0
ENSG00000231274,4
ENSG00000231276,0
ENSG00000231278,0
ENSG00000231280,0
ENSG00000231290,28
ENSG00000231291,0
ENSG00000231292,96
ENSG00000231293,0
ENSG00000231294,0
ENSG00000231295,2
ENSG00000231296,6
ENSG00000231297,0
ENSG00000231298,5
ENSG00000231299,2
ENSG00000231300,0
ENSG00000231301,0
ENSG00000231302,0
ENSG00000231304,0
ENSG00000231305,29
ENSG00000231307,3
ENSG00000231310,3
ENSG00000231311,0
ENSG00000231312,299
ENSG00000231313,3
ENSG00000231316,0
ENSG00000231317,0
ENSG00000231322,0
ENSG00000231324,258
ENSG00000231326,0
ENSG00000231327,26
ENSG00000231328,0
ENSG00000231329,6
ENSG00000231331,2
ENSG00000231332,0
ENSG00000231333,0
ENSG00000231334,0
ENSG00000231335,20
ENSG00000231336,0
ENSG00000231340,6
ENSG00000231341,0
ENSG00000231344,5
ENSG00000231345,52
ENSG00000231346,17
ENSG00000231349,0
ENSG00000231351,0
ENSG00000231353,0
ENSG00000231355,2
ENSG00000231356,0
ENSG00000231357,1
ENSG00000231358,0
ENSG00000231359,31
ENSG00000231361,0
ENSG00000231362,0
ENSG00000231363,0
ENSG00000231364,0
ENSG00000231365,304
ENSG00000231366,0
ENSG00000231367,20
ENSG00000231368,0
ENSG00000231369,8
ENSG00000231371,0
ENSG00000231373,0
ENSG00000231375,0
ENSG00000231376,0
ENSG00000231378,0
ENSG00000231381,9
ENSG00000231382,0
ENSG00000231383,0
ENSG00000231384,0
ENSG00000231386,0
ENSG00000231388,0
ENSG00000231389,18138
ENSG00000231390,0
ENSG00000231392,0
ENSG00000231393,5
ENSG00000231394,0
ENSG00000231395,3
ENSG00000231396,0
ENSG00000231397,1
ENSG00000231398,0
ENSG00000231399,0
ENSG00000231401,0
ENSG00000231402,13
ENSG00000231403,1
ENSG00000231404,0
ENSG00000231405,1
ENSG00000231407,45
ENSG00000231409,2
ENSG00000231411,0
ENSG00000231412,7
ENSG00000231413,0
ENSG00000231414,4
ENSG00000231416,1
ENSG00000231417,0
ENSG00000231418,0
ENSG00000231419,17
ENSG00000231420,0
ENSG00000231421,1
ENSG00000231422,1
ENSG00000231423,0
ENSG00000231424,6
ENSG00000231426,2
ENSG00000231427,0
ENSG00000231428,0
ENSG00000231429,2
ENSG00000231431,0
ENSG00000231434,9
ENSG00000231435,4
ENSG00000231436,0
ENSG00000231437,25
ENSG00000231439,1
ENSG00000231440,0
ENSG00000231441,1
ENSG00000231442,0
ENSG00000231443,17
ENSG00000231445,9
ENSG00000231447,0
ENSG00000231449,2
ENSG00000231453,4
ENSG00000231454,0
ENSG00000231458,0
ENSG00000231459,0
ENSG00000231460,0
ENSG00000231461,0
ENSG00000231464,8
ENSG00000231465,0
ENSG00000231466,11
ENSG00000231467,1
ENSG00000231468,8
ENSG00000231470,0
ENSG00000231471,0
ENSG00000231473,17
ENSG00000231475,608
ENSG00000231476,0
ENSG00000231477,0
ENSG00000231478,0
ENSG00000231480,0
ENSG00000231482,19
ENSG00000231483,1
ENSG00000231484,0
ENSG00000231485,1
ENSG00000231487,0
ENSG00000231489,0
ENSG00000231490,1
ENSG00000231491,0
ENSG00000231492,0
ENSG00000231494,2
ENSG00000231495,0
ENSG00000231496,0
ENSG00000231500,88867
ENSG00000231501,0
ENSG00000231503,63
ENSG00000231504,0
ENSG00000231505,1
ENSG00000231507,5
ENSG00000231508,0
ENSG00000231509,1
ENSG00000231510,0
ENSG00000231512,0
ENSG00000231513,0
ENSG00000231514,0
ENSG00000231515,0
ENSG00000231516,0
ENSG00000231518,0
ENSG00000231519,11
ENSG00000231521,2
ENSG00000231523,0
ENSG00000231525,0
ENSG00000231527,6
ENSG00000231528,145
ENSG00000231529,0
ENSG00000231530,16
ENSG00000231531,0
ENSG00000231532,0
ENSG00000231533,0
ENSG00000231534,0
ENSG00000231535,0
ENSG00000231536,1
ENSG00000231537,0
ENSG00000231538,0
ENSG00000231539,0
ENSG00000231540,0
ENSG00000231541,0
ENSG00000231542,0
ENSG00000231544,1
ENSG00000231546,1
ENSG00000231547,0
ENSG00000231548,0
ENSG00000231549,2
ENSG00000231550,3
ENSG00000231551,68
ENSG00000231552,0
ENSG00000231553,0
ENSG00000231556,0
ENSG00000231557,0
ENSG00000231559,0
ENSG00000231560,5
ENSG00000231561,0
ENSG00000231562,0
ENSG00000231563,11
ENSG00000231564,0
ENSG00000231565,0
ENSG00000231566,0
ENSG00000231567,0
ENSG00000231568,0
ENSG00000231569,0
ENSG00000231570,0
ENSG00000231574,11
ENSG00000231575,0
ENSG00000231576,0
ENSG00000231579,1
ENSG00000231582,0
ENSG00000231583,0
ENSG00000231584,332
ENSG00000231585,0
ENSG00000231586,0
ENSG00000231587,11
ENSG00000231588,0
ENSG00000231589,0
ENSG00000231590,0
ENSG00000231593,0
ENSG00000231595,16
ENSG00000231597,0
ENSG00000231599,1
ENSG00000231600,0
ENSG00000231601,0
ENSG00000231603,1
ENSG00000231604,1
ENSG00000231605,1
ENSG00000231606,0
ENSG00000231607,114
ENSG00000231609,24
ENSG00000231610,0
ENSG00000231612,4
ENSG00000231613,4
ENSG00000231615,0
ENSG00000231616,10
ENSG00000231619,0
ENSG00000231620,0
ENSG00000231621,2
ENSG00000231622,0
ENSG00000231625,5
ENSG00000231626,0
ENSG00000231628,24
ENSG00000231630,0
ENSG00000231633,0
ENSG00000231635,0
ENSG00000231636,0
ENSG00000231637,0
ENSG00000231638,13
ENSG00000231643,0
ENSG00000231645,0
ENSG00000231646,3
ENSG00000231648,0
ENSG00000231649,0
ENSG00000231650,1
ENSG00000231651,8
ENSG00000231652,14
ENSG00000231653,0
ENSG00000231654,3
ENSG00000231655,0
ENSG00000231656,0
ENSG00000231660,0
ENSG00000231662,1
ENSG00000231663,28
ENSG00000231665,3
ENSG00000231666,3
ENSG00000231667,0
ENSG00000231668,0
ENSG00000231671,0
ENSG00000231672,56
ENSG00000231674,0
ENSG00000231675,0
ENSG00000231678,0
ENSG00000231680,3
ENSG00000231681,0
ENSG00000231682,0
ENSG00000231683,0
ENSG00000231684,4
ENSG00000231686,1
ENSG00000231688,1
ENSG00000231689,0
ENSG00000231690,6
ENSG00000231691,1
ENSG00000231694,0
ENSG00000231697,1
ENSG00000231698,0
ENSG00000231699,0
ENSG00000231700,0
ENSG00000231701,0
ENSG00000231702,0
ENSG00000231703,0
ENSG00000231704,1
ENSG00000231705,25
ENSG00000231706,0
ENSG00000231707,5
ENSG00000231709,0
ENSG00000231711,203
ENSG00000231712,0
ENSG00000231713,1
ENSG00000231714,0
ENSG00000231715,1
ENSG00000231716,0
ENSG00000231718,0
ENSG00000231720,1
ENSG00000231721,222
ENSG00000231722,0
ENSG00000231723,0
ENSG00000231724,1
ENSG00000231725,0
ENSG00000231726,0
ENSG00000231728,3
ENSG00000231729,0
ENSG00000231731,65
ENSG00000231735,0
ENSG00000231738,0
ENSG00000231739,0
ENSG00000231740,0
ENSG00000231741,4
ENSG00000231742,3
ENSG00000231743,0
ENSG00000231744,2
ENSG00000231747,132
ENSG00000231748,0
ENSG00000231749,3
ENSG00000231750,0
ENSG00000231752,6
ENSG00000231754,0
ENSG00000231755,0
ENSG00000231756,1
ENSG00000231758,1
ENSG00000231760,9
ENSG00000231762,1
ENSG00000231763,0
ENSG00000231764,3
ENSG00000231765,0
ENSG00000231766,0
ENSG00000231767,16
ENSG00000231768,20
ENSG00000231769,3
ENSG00000231770,244
ENSG00000231772,0
ENSG00000231774,0
ENSG00000231776,1
ENSG00000231777,1
ENSG00000231780,0
ENSG00000231781,0
ENSG00000231782,0
ENSG00000231784,20
ENSG00000231787,0
ENSG00000231788,0
ENSG00000231789,25
ENSG00000231791,0
ENSG00000231793,5
ENSG00000231794,2
ENSG00000231795,0
ENSG00000231799,4
ENSG00000231801,0
ENSG00000231802,1
ENSG00000231804,2
ENSG00000231806,44
ENSG00000231808,0
ENSG00000231809,0
ENSG00000231810,0
ENSG00000231811,0
ENSG00000231812,2
ENSG00000231814,0
ENSG00000231815,0
ENSG00000231816,2
ENSG00000231817,1
ENSG00000231821,1
ENSG00000231822,27
ENSG00000231824,1
ENSG00000231826,2
ENSG00000231827,3
ENSG00000231829,2
ENSG00000231830,4
ENSG00000231831,13
ENSG00000231837,0
ENSG00000231838,0
ENSG00000231839,0
ENSG00000231840,5
ENSG00000231841,0
ENSG00000231842,3
ENSG00000231845,1
ENSG00000231846,0
ENSG00000231848,0
ENSG00000231849,0
ENSG00000231851,6
ENSG00000231852,82
ENSG00000231855,0
ENSG00000231856,127
ENSG00000231857,0
ENSG00000231858,3
ENSG00000231859,1
ENSG00000231861,2
ENSG00000231863,1
ENSG00000231864,0
ENSG00000231865,11
ENSG00000231866,0
ENSG00000231867,0
ENSG00000231868,32
ENSG00000231870,0
ENSG00000231871,11
ENSG00000231873,13
ENSG00000231874,0
ENSG00000231875,6
ENSG00000231876,0
ENSG00000231877,0
ENSG00000231878,0
ENSG00000231879,0
ENSG00000231880,0
ENSG00000231881,1
ENSG00000231882,2
ENSG00000231883,0
ENSG00000231884,1
ENSG00000231887,12
ENSG00000231888,0
ENSG00000231889,102
ENSG00000231890,34
ENSG00000231892,0
ENSG00000231894,0
ENSG00000231896,1
ENSG00000231897,0
ENSG00000231898,1
ENSG00000231900,0
ENSG00000231901,3
ENSG00000231902,0
ENSG00000231903,0
ENSG00000231905,0
ENSG00000231906,1
ENSG00000231907,3
ENSG00000231908,13
ENSG00000231909,0
ENSG00000231910,0
ENSG00000231911,0
ENSG00000231912,0
ENSG00000231913,0
ENSG00000231914,0
ENSG00000231915,0
ENSG00000231916,0
ENSG00000231918,0
ENSG00000231920,46
ENSG00000231922,0
ENSG00000231923,0
ENSG00000231924,0
ENSG00000231925,12250
ENSG00000231926,0
ENSG00000231927,1
ENSG00000231929,1
ENSG00000231930,0
ENSG00000231931,0
ENSG00000231933,0
ENSG00000231934,0
ENSG00000231937,0
ENSG00000231940,0
ENSG00000231942,15
ENSG00000231943,1
ENSG00000231944,1
ENSG00000231947,0
ENSG00000231948,7
ENSG00000231949,0
ENSG00000231951,1
ENSG00000231952,34
ENSG00000231953,0
ENSG00000231954,0
ENSG00000231955,0
ENSG00000231956,0
ENSG00000231957,0
ENSG00000231961,0
ENSG00000231963,0
ENSG00000231964,9
ENSG00000231965,0
ENSG00000231966,3
ENSG00000231967,10
ENSG00000231969,10
ENSG00000231970,5
ENSG00000231971,0
ENSG00000231976,0
ENSG00000231977,4
ENSG00000231978,1
ENSG00000231979,0
ENSG00000231980,0
ENSG00000231981,0
ENSG00000231982,16
ENSG00000231983,1
ENSG00000231984,0
ENSG00000231985,0
ENSG00000231986,0
ENSG00000231987,0
ENSG00000231988,0
ENSG00000231989,4
ENSG00000231990,0
ENSG00000231991,378
ENSG00000231992,2
ENSG00000231993,8
ENSG00000231995,3
ENSG00000231996,0
ENSG00000231999,23
ENSG00000232000,6
ENSG00000232001,0
ENSG00000232002,0
ENSG00000232003,0
ENSG00000232004,27
ENSG00000232006,3
ENSG00000232009,0
ENSG00000232010,1
ENSG00000232015,0
ENSG00000232018,0
ENSG00000232019,0
ENSG00000232021,39
ENSG00000232022,26
ENSG00000232023,1
ENSG00000232024,119
ENSG00000232025,0
ENSG00000232027,10
ENSG00000232028,1
ENSG00000232029,0
ENSG00000232030,0
ENSG00000232031,0
ENSG00000232032,0
ENSG00000232034,0
ENSG00000232035,0
ENSG00000232036,2
ENSG00000232037,5
ENSG00000232039,0
ENSG00000232040,76
ENSG00000232041,0
ENSG00000232042,0
ENSG00000232043,77
ENSG00000232044,2
ENSG00000232046,1
ENSG00000232048,0
ENSG00000232050,0
ENSG00000232053,2
ENSG00000232054,1
ENSG00000232056,0
ENSG00000232057,1
ENSG00000232058,0
ENSG00000232059,4
ENSG00000232060,2
ENSG00000232063,19
ENSG00000232064,0
ENSG00000232065,2
ENSG00000232068,0
ENSG00000232069,0
ENSG00000232070,12
ENSG00000232072,0
ENSG00000232073,0
ENSG00000232075,2
ENSG00000232077,0
ENSG00000232079,11
ENSG00000232080,0
ENSG00000232081,1
ENSG00000232082,11
ENSG00000232083,0
ENSG00000232084,0
ENSG00000232085,0
ENSG00000232086,0
ENSG00000232087,0
ENSG00000232089,0
ENSG00000232090,0
ENSG00000232091,0
ENSG00000232093,164
ENSG00000232096,0
ENSG00000232097,1
ENSG00000232098,544
ENSG00000232100,0
ENSG00000232101,1
ENSG00000232102,0
ENSG00000232104,21
ENSG00000232105,0
ENSG00000232109,0
ENSG00000232110,3
ENSG00000232111,2
ENSG00000232112,4266
ENSG00000232113,0
ENSG00000232114,0
ENSG00000232115,0
ENSG00000232117,1
ENSG00000232118,11
ENSG00000232119,2189
ENSG00000232120,0
ENSG00000232121,2
ENSG00000232124,2
ENSG00000232125,0
ENSG00000232128,0
ENSG00000232130,0
ENSG00000232131,0
ENSG00000232132,0
ENSG00000232133,1
ENSG00000232134,53
ENSG00000232135,0
ENSG00000232136,1
ENSG00000232138,0
ENSG00000232139,4
ENSG00000232140,0
ENSG00000232142,0
ENSG00000232144,0
ENSG00000232145,0
ENSG00000232148,0
ENSG00000232149,7
ENSG00000232150,11
ENSG00000232153,0
ENSG00000232154,0
ENSG00000232155,0
ENSG00000232158,1
ENSG00000232159,0
ENSG00000232160,139
ENSG00000232161,0
ENSG00000232162,0
ENSG00000232163,0
ENSG00000232164,0
ENSG00000232165,0
ENSG00000232166,0
ENSG00000232167,0
ENSG00000232168,0
ENSG00000232170,0
ENSG00000232172,0
ENSG00000232173,0
ENSG00000232174,0
ENSG00000232175,1
ENSG00000232176,8
ENSG00000232177,0
ENSG00000232179,0
ENSG00000232183,0
ENSG00000232184,0
ENSG00000232185,0
ENSG00000232186,13
ENSG00000232187,124
ENSG00000232188,0
ENSG00000232190,1
ENSG00000232192,0
ENSG00000232193,0
ENSG00000232194,1
ENSG00000232195,0
ENSG00000232196,1
ENSG00000232197,0
ENSG00000232198,0
ENSG00000232199,0
ENSG00000232200,0
ENSG00000232202,11
ENSG00000232203,1
ENSG00000232204,0
ENSG00000232205,0
ENSG00000232208,0
ENSG00000232211,0
ENSG00000232212,0
ENSG00000232215,0
ENSG00000232216,51
ENSG00000232217,0
ENSG00000232218,2
ENSG00000232220,0
ENSG00000232223,0
ENSG00000232224,37
ENSG00000232225,0
ENSG00000232226,0
ENSG00000232227,0
ENSG00000232228,1
ENSG00000232229,65
ENSG00000232230,0
ENSG00000232233,0
ENSG00000232234,0
ENSG00000232235,0
ENSG00000232237,5
ENSG00000232238,0
ENSG00000232239,0
ENSG00000232240,0
ENSG00000232241,0
ENSG00000232242,0
ENSG00000232243,0
ENSG00000232245,0
ENSG00000232249,0
ENSG00000232252,0
ENSG00000232254,0
ENSG00000232258,2
ENSG00000232259,5
ENSG00000232260,3
ENSG00000232261,0
ENSG00000232263,0
ENSG00000232264,0
ENSG00000232265,0
ENSG00000232267,0
ENSG00000232268,0
ENSG00000232271,0
ENSG00000232273,4
ENSG00000232277,0
ENSG00000232281,0
ENSG00000232282,0
ENSG00000232283,4
ENSG00000232284,32
ENSG00000232285,1
ENSG00000232286,0
ENSG00000232287,6
ENSG00000232290,0
ENSG00000232292,0
ENSG00000232293,0
ENSG00000232294,9
ENSG00000232295,37
ENSG00000232296,0
ENSG00000232298,10
ENSG00000232299,0
ENSG00000232300,1
ENSG00000232301,6
ENSG00000232303,11
ENSG00000232305,0
ENSG00000232306,5
ENSG00000232307,0
ENSG00000232309,0
ENSG00000232310,11
ENSG00000232311,23
ENSG00000232314,0
ENSG00000232316,0
ENSG00000232320,25
ENSG00000232324,24
ENSG00000232325,1
ENSG00000232327,0
ENSG00000232328,1
ENSG00000232332,0
ENSG00000232333,2
ENSG00000232334,6
ENSG00000232335,0
ENSG00000232337,0
ENSG00000232341,8
ENSG00000232342,0
ENSG00000232344,32
ENSG00000232346,14
ENSG00000232347,2
ENSG00000232348,0
ENSG00000232349,0
ENSG00000232350,0
ENSG00000232352,88
ENSG00000232353,0
ENSG00000232354,87
ENSG00000232355,8
ENSG00000232358,0
ENSG00000232359,0
ENSG00000232360,0
ENSG00000232361,0
ENSG00000232362,0
ENSG00000232363,2
ENSG00000232366,0
ENSG00000232368,31
ENSG00000232369,1
ENSG00000232370,0
ENSG00000232372,37
ENSG00000232373,0
ENSG00000232374,3
ENSG00000232375,3
ENSG00000232377,0
ENSG00000232378,0
ENSG00000232379,0
ENSG00000232380,3
ENSG00000232381,0
ENSG00000232382,0
ENSG00000232383,4
ENSG00000232385,4
ENSG00000232386,83
ENSG00000232387,3
ENSG00000232388,1586
ENSG00000232389,2
ENSG00000232390,0
ENSG00000232391,0
ENSG00000232392,0
ENSG00000232393,0
ENSG00000232394,0
ENSG00000232395,0
ENSG00000232396,0
ENSG00000232398,7
ENSG00000232399,0
ENSG00000232400,25
ENSG00000232401,0
ENSG00000232403,0
ENSG00000232406,27
ENSG00000232407,0
ENSG00000232408,0
ENSG00000232409,0
ENSG00000232411,2
ENSG00000232412,5
ENSG00000232413,0
ENSG00000232415,29
ENSG00000232416,0
ENSG00000232418,0
ENSG00000232419,0
ENSG00000232420,0
ENSG00000232422,0
ENSG00000232423,0
ENSG00000232424,0
ENSG00000232429,0
ENSG00000232430,0
ENSG00000232431,0
ENSG00000232433,0
ENSG00000232434,312
ENSG00000232436,0
ENSG00000232437,0
ENSG00000232439,6
ENSG00000232442,120
ENSG00000232444,0
ENSG00000232445,30
ENSG00000232446,0
ENSG00000232447,0
ENSG00000232448,0
ENSG00000232450,22
ENSG00000232451,0
ENSG00000232453,59
ENSG00000232454,7
ENSG00000232455,1
ENSG00000232456,4
ENSG00000232457,4
ENSG00000232458,1
ENSG00000232459,0
ENSG00000232460,0
ENSG00000232461,0
ENSG00000232462,0
ENSG00000232463,0
ENSG00000232464,1
ENSG00000232465,0
ENSG00000232466,3
ENSG00000232467,6
ENSG00000232470,12
ENSG00000232471,0
ENSG00000232472,67
ENSG00000232474,1
ENSG00000232475,0
ENSG00000232479,2
ENSG00000232480,78
ENSG00000232482,2
ENSG00000232485,26
ENSG00000232486,0
ENSG00000232487,1
ENSG00000232489,4
ENSG00000232490,1
ENSG00000232491,1
ENSG00000232492,0
ENSG00000232493,0
ENSG00000232494,0
ENSG00000232496,1
ENSG00000232497,0
ENSG00000232498,0
ENSG00000232499,10
ENSG00000232500,0
ENSG00000232502,0
ENSG00000232503,0
ENSG00000232504,7
ENSG00000232505,0
ENSG00000232508,0
ENSG00000232511,0
ENSG00000232512,0
ENSG00000232514,0
ENSG00000232515,0
ENSG00000232517,3
ENSG00000232518,0
ENSG00000232519,0
ENSG00000232520,0
ENSG00000232522,0
ENSG00000232524,0
ENSG00000232525,0
ENSG00000232526,0
ENSG00000232527,10
ENSG00000232528,3
ENSG00000232529,0
ENSG00000232530,0
ENSG00000232531,1
ENSG00000232532,0
ENSG00000232533,305
ENSG00000232535,0
ENSG00000232536,5
ENSG00000232537,0
ENSG00000232539,0
ENSG00000232540,0
ENSG00000232542,0
ENSG00000232543,0
ENSG00000232545,23
ENSG00000232546,21
ENSG00000232548,0
ENSG00000232549,0
ENSG00000232551,0
ENSG00000232553,2
ENSG00000232554,0
ENSG00000232555,0
ENSG00000232556,0
ENSG00000232557,0
ENSG00000232558,3
ENSG00000232559,447
ENSG00000232560,0
ENSG00000232562,0
ENSG00000232563,0
ENSG00000232564,4
ENSG00000232568,0
ENSG00000232573,481
ENSG00000232576,0
ENSG00000232578,0
ENSG00000232579,0
ENSG00000232581,0
ENSG00000232582,0
ENSG00000232583,0
ENSG00000232585,0
ENSG00000232586,4
ENSG00000232587,6
ENSG00000232590,0
ENSG00000232591,0
ENSG00000232593,60
ENSG00000232594,0
ENSG00000232595,0
ENSG00000232596,0
ENSG00000232597,0
ENSG00000232598,0
ENSG00000232599,0
ENSG00000232600,26
ENSG00000232601,0
ENSG00000232603,0
ENSG00000232604,0
ENSG00000232605,0
ENSG00000232606,0
ENSG00000232608,10
ENSG00000232610,0
ENSG00000232611,127
ENSG00000232612,0
ENSG00000232613,12
ENSG00000232614,0
ENSG00000232615,11
ENSG00000232617,0
ENSG00000232618,0
ENSG00000232620,0
ENSG00000232621,1
ENSG00000232622,0
ENSG00000232623,4
ENSG00000232624,0
ENSG00000232625,1
ENSG00000232626,6
ENSG00000232627,0
ENSG00000232628,2
ENSG00000232629,714
ENSG00000232630,40
ENSG00000232631,0
ENSG00000232633,5
ENSG00000232634,0
ENSG00000232636,0
ENSG00000232638,75
ENSG00000232640,64
ENSG00000232642,4
ENSG00000232643,0
ENSG00000232644,0
ENSG00000232645,9
ENSG00000232646,1
ENSG00000232647,0
ENSG00000232648,14
ENSG00000232650,0
ENSG00000232653,19
ENSG00000232654,0
ENSG00000232655,0
ENSG00000232656,3
ENSG00000232658,0
ENSG00000232661,0
ENSG00000232662,1
ENSG00000232663,0
ENSG00000232664,0
ENSG00000232665,0
ENSG00000232667,0
ENSG00000232668,0
ENSG00000232671,16
ENSG00000232672,1
ENSG00000232675,2
ENSG00000232676,0
ENSG00000232677,2620
ENSG00000232678,0
ENSG00000232679,79
ENSG00000232680,2
ENSG00000232682,4
ENSG00000232684,1
ENSG00000232685,0
ENSG00000232687,3
ENSG00000232688,0
ENSG00000232690,0
ENSG00000232692,10
ENSG00000232693,1
ENSG00000232695,0
ENSG00000232696,0
ENSG00000232698,1
ENSG00000232699,1
ENSG00000232701,0
ENSG00000232702,5
ENSG00000232706,4
ENSG00000232707,0
ENSG00000232709,7
ENSG00000232710,3
ENSG00000232712,11
ENSG00000232713,26
ENSG00000232714,0
ENSG00000232715,0
ENSG00000232716,0
ENSG00000232717,0
ENSG00000232718,0
ENSG00000232719,3
ENSG00000232721,7
ENSG00000232722,1
ENSG00000232723,0
ENSG00000232724,6
ENSG00000232725,15
ENSG00000232727,5
ENSG00000232728,0
ENSG00000232729,8
ENSG00000232730,0
ENSG00000232732,6
ENSG00000232734,0
ENSG00000232735,0
ENSG00000232736,0
ENSG00000232738,0
ENSG00000232739,0
ENSG00000232740,0
ENSG00000232742,5
ENSG00000232743,0
ENSG00000232744,0
ENSG00000232746,0
ENSG00000232747,1
ENSG00000232748,29
ENSG00000232749,0
ENSG00000232750,3
ENSG00000232751,0
ENSG00000232752,0
ENSG00000232754,1
ENSG00000232756,4
ENSG00000232757,1
ENSG00000232759,6
ENSG00000232760,0
ENSG00000232762,0
ENSG00000232764,0
ENSG00000232765,0
ENSG00000232766,0
ENSG00000232767,8
ENSG00000232768,1
ENSG00000232771,0
ENSG00000232772,0
ENSG00000232773,0
ENSG00000232774,22
ENSG00000232775,8
ENSG00000232777,0
ENSG00000232778,0
ENSG00000232780,0
ENSG00000232783,0
ENSG00000232784,0
ENSG00000232786,0
ENSG00000232787,0
ENSG00000232788,6
ENSG00000232789,0
ENSG00000232790,0
ENSG00000232791,0
ENSG00000232792,0
ENSG00000232793,0
ENSG00000232794,0
ENSG00000232795,1
ENSG00000232797,3
ENSG00000232798,0
ENSG00000232799,0
ENSG00000232800,0
ENSG00000232801,3
ENSG00000232803,5
ENSG00000232805,0
ENSG00000232806,0
ENSG00000232807,104
ENSG00000232808,0
ENSG00000232809,0
ENSG00000232810,135
ENSG00000232811,69
ENSG00000232812,0
ENSG00000232813,0
ENSG00000232814,4
ENSG00000232815,582
ENSG00000232817,0
ENSG00000232818,13
ENSG00000232821,4
ENSG00000232823,0
ENSG00000232824,0
ENSG00000232825,0
ENSG00000232827,0
ENSG00000232828,2
ENSG00000232829,0
ENSG00000232830,1
ENSG00000232832,2
ENSG00000232834,0
ENSG00000232835,0
ENSG00000232837,0
ENSG00000232838,222
ENSG00000232841,0
ENSG00000232842,14
ENSG00000232843,0
ENSG00000232845,0
ENSG00000232846,0
ENSG00000232848,0
ENSG00000232849,0
ENSG00000232850,9
ENSG00000232851,0
ENSG00000232852,1
ENSG00000232853,0
ENSG00000232855,10
ENSG00000232857,0
ENSG00000232858,3
ENSG00000232859,525
ENSG00000232860,20
ENSG00000232862,4
ENSG00000232864,0
ENSG00000232867,0
ENSG00000232869,13
ENSG00000232871,22
ENSG00000232872,10
ENSG00000232873,0
ENSG00000232874,8
ENSG00000232875,0
ENSG00000232876,12
ENSG00000232878,0
ENSG00000232879,12
ENSG00000232880,0
ENSG00000232881,0
ENSG00000232882,12
ENSG00000232883,1
ENSG00000232884,8
ENSG00000232885,0
ENSG00000232886,0
ENSG00000232887,0
ENSG00000232888,39
ENSG00000232889,0
ENSG00000232891,0
ENSG00000232892,1
ENSG00000232893,0
ENSG00000232894,1
ENSG00000232895,0
ENSG00000232896,1
ENSG00000232897,1
ENSG00000232899,0
ENSG00000232900,3
ENSG00000232901,6
ENSG00000232903,1
ENSG00000232905,1
ENSG00000232906,0
ENSG00000232907,15
ENSG00000232908,0
ENSG00000232909,5
ENSG00000232910,0
ENSG00000232912,9
ENSG00000232913,2
ENSG00000232914,0
ENSG00000232915,2
ENSG00000232916,1
ENSG00000232917,1
ENSG00000232918,0
ENSG00000232920,0
ENSG00000232922,1
ENSG00000232924,0
ENSG00000232925,0
ENSG00000232926,14
ENSG00000232927,0
ENSG00000232928,5
ENSG00000232930,0
ENSG00000232931,482
ENSG00000232934,14
ENSG00000232935,0
ENSG00000232936,0
ENSG00000232937,0
ENSG00000232938,7
ENSG00000232939,0
ENSG00000232940,40
ENSG00000232943,0
ENSG00000232944,0
ENSG00000232946,6
ENSG00000232947,0
ENSG00000232948,0
ENSG00000232949,1
ENSG00000232950,0
ENSG00000232951,0
ENSG00000232952,1
ENSG00000232953,0
ENSG00000232954,0
ENSG00000232956,980
ENSG00000232958,0
ENSG00000232959,0
ENSG00000232963,1
ENSG00000232964,0
ENSG00000232965,0
ENSG00000232968,0
ENSG00000232969,5
ENSG00000232970,1
ENSG00000232971,0
ENSG00000232973,60
ENSG00000232975,0
ENSG00000232976,0
ENSG00000232977,14
ENSG00000232978,0
ENSG00000232979,0
ENSG00000232981,0
ENSG00000232982,0
ENSG00000232983,1
ENSG00000232985,0
ENSG00000232986,8
ENSG00000232987,1
ENSG00000232989,0
ENSG00000232990,0
ENSG00000232991,0
ENSG00000232992,0
ENSG00000232993,0
ENSG00000232994,1
ENSG00000232995,31
ENSG00000232998,0
ENSG00000232999,0
ENSG00000233002,0
ENSG00000233003,0
ENSG00000233005,1
ENSG00000233006,71
ENSG00000233007,0
ENSG00000233008,18
ENSG00000233009,1
ENSG00000233010,0
ENSG00000233011,0
ENSG00000233012,2
ENSG00000233013,4
ENSG00000233014,10
ENSG00000233015,8
ENSG00000233016,1619
ENSG00000233017,8
