Gene stable ID,6b3c3b8b-3158-4475-ad04-9001ffb1e775
ENSG00000233237,29
ENSG00000233238,0
ENSG00000233242,6
ENSG00000233243,0
ENSG00000233246,6
ENSG00000233247,2
ENSG00000233248,0
ENSG00000233250,3
ENSG00000233251,310
ENSG00000233252,0
ENSG00000233254,17
ENSG00000233255,18
ENSG00000233256,0
ENSG00000233258,0
ENSG00000233259,0
ENSG00000233260,0
ENSG00000233261,3
ENSG00000233262,1
ENSG00000233263,0
ENSG00000233264,5
ENSG00000233265,0
ENSG00000233266,20
ENSG00000233268,0
ENSG00000233270,10
ENSG00000233271,0
ENSG00000233272,0
ENSG00000233273,0
ENSG00000233275,0
ENSG00000233276,7942
ENSG00000233277,0
ENSG00000233278,1
ENSG00000233285,0
ENSG00000233286,2
ENSG00000233287,2
ENSG00000233288,0
ENSG00000233290,0
ENSG00000233291,0
ENSG00000233292,0
ENSG00000233293,0
ENSG00000233295,2
ENSG00000233296,10
ENSG00000233297,18
ENSG00000233299,2
ENSG00000233300,0
ENSG00000233301,0
ENSG00000233303,0
ENSG00000233304,0
ENSG00000233306,5
ENSG00000233307,0
ENSG00000233308,1
ENSG00000233309,4
ENSG00000233311,0
ENSG00000233313,2
ENSG00000233316,2
ENSG00000233318,0
ENSG00000233319,0
ENSG00000233321,0
ENSG00000233324,0
ENSG00000233325,64
ENSG00000233327,114
ENSG00000233328,10
ENSG00000233329,0
ENSG00000233330,36
ENSG00000233332,0
ENSG00000233333,0
ENSG00000233334,6
ENSG00000233335,0
ENSG00000233336,0
ENSG00000233337,15
ENSG00000233338,0
ENSG00000233339,0
ENSG00000233340,0
ENSG00000233342,0
ENSG00000233343,2
ENSG00000233347,0
ENSG00000233349,0
ENSG00000233351,0
ENSG00000233352,1
ENSG00000233353,0
ENSG00000233354,0
ENSG00000233355,8
ENSG00000233357,0
ENSG00000233358,0
ENSG00000233359,0
ENSG00000233360,4
ENSG00000233363,0
ENSG00000233365,1
ENSG00000233366,0
ENSG00000233367,0
ENSG00000233369,541
ENSG00000233370,3
ENSG00000233372,0
ENSG00000233373,0
ENSG00000233376,0
ENSG00000233377,0
ENSG00000233378,0
ENSG00000233379,0
ENSG00000233380,3
ENSG00000233381,0
ENSG00000233382,77
ENSG00000233383,0
ENSG00000233384,5
ENSG00000233385,0
ENSG00000233387,1
ENSG00000233388,2
ENSG00000233392,0
ENSG00000233393,3
ENSG00000233395,0
ENSG00000233396,132
ENSG00000233397,0
ENSG00000233399,4
ENSG00000233401,2
ENSG00000233402,0
ENSG00000233403,0
ENSG00000233405,0
ENSG00000233406,10
ENSG00000233407,0
ENSG00000233408,0
ENSG00000233409,0
ENSG00000233410,0
ENSG00000233411,2
ENSG00000233412,0
ENSG00000233415,0
ENSG00000233416,4
ENSG00000233417,0
ENSG00000233419,1
ENSG00000233420,0
ENSG00000233421,3
ENSG00000233423,0
ENSG00000233424,0
ENSG00000233425,0
ENSG00000233426,271
ENSG00000233427,1
ENSG00000233428,0
ENSG00000233429,76
ENSG00000233430,0
ENSG00000233431,0
ENSG00000233432,3
ENSG00000233433,1
ENSG00000233435,2
ENSG00000233436,7
ENSG00000233437,0
ENSG00000233438,7
ENSG00000233440,0
ENSG00000233441,0
ENSG00000233442,1
ENSG00000233444,0
ENSG00000233445,0
ENSG00000233446,0
ENSG00000233447,0
ENSG00000233448,1
ENSG00000233449,0
ENSG00000233451,0
ENSG00000233452,29
ENSG00000233454,0
ENSG00000233455,0
ENSG00000233456,0
ENSG00000233457,1
ENSG00000233459,0
ENSG00000233460,0
ENSG00000233461,426
ENSG00000233464,0
ENSG00000233467,2
ENSG00000233469,2
ENSG00000233470,0
ENSG00000233471,0
ENSG00000233472,1
ENSG00000233473,2
ENSG00000233476,445
ENSG00000233477,0
ENSG00000233478,2
ENSG00000233479,1
ENSG00000233480,0
ENSG00000233482,0
ENSG00000233483,62
ENSG00000233484,0
ENSG00000233485,1
ENSG00000233487,14
ENSG00000233489,0
ENSG00000233491,17
ENSG00000233492,0
ENSG00000233493,410
ENSG00000233494,0
ENSG00000233496,1
ENSG00000233497,0
ENSG00000233499,0
ENSG00000233501,0
ENSG00000233502,0
ENSG00000233503,0
ENSG00000233508,876
ENSG00000233509,9
ENSG00000233511,0
ENSG00000233514,1
ENSG00000233515,0
ENSG00000233516,1
ENSG00000233517,6
ENSG00000233518,0
ENSG00000233519,0
ENSG00000233521,27
ENSG00000233522,0
ENSG00000233523,1
ENSG00000233524,3
ENSG00000233526,0
ENSG00000233527,280
ENSG00000233528,0
ENSG00000233529,0
ENSG00000233531,0
ENSG00000233532,14
ENSG00000233533,0
ENSG00000233534,0
ENSG00000233535,0
ENSG00000233536,1
ENSG00000233537,0
ENSG00000233538,3
ENSG00000233539,0
ENSG00000233540,0
ENSG00000233541,0
ENSG00000233542,36
ENSG00000233543,2
ENSG00000233544,0
ENSG00000233545,0
ENSG00000233546,0
ENSG00000233547,6
ENSG00000233548,0
ENSG00000233549,0
ENSG00000233550,0
ENSG00000233551,0
ENSG00000233553,0
ENSG00000233554,46
ENSG00000233555,2
ENSG00000233557,0
ENSG00000233558,18
ENSG00000233559,50
ENSG00000233560,22
ENSG00000233562,0
ENSG00000233563,0
ENSG00000233565,0
ENSG00000233569,0
ENSG00000233570,0
ENSG00000233571,0
ENSG00000233574,10
ENSG00000233575,0
ENSG00000233576,0
ENSG00000233577,0
ENSG00000233578,26
ENSG00000233579,0
ENSG00000233581,2
ENSG00000233583,1
ENSG00000233585,16
ENSG00000233586,0
ENSG00000233587,0
ENSG00000233588,21
ENSG00000233589,1
ENSG00000233590,1
ENSG00000233593,103
ENSG00000233594,3
ENSG00000233595,0
ENSG00000233597,13
ENSG00000233601,0
ENSG00000233602,4
ENSG00000233603,1
ENSG00000233605,0
ENSG00000233606,0
ENSG00000233607,0
ENSG00000233608,124
ENSG00000233609,13
ENSG00000233610,1
ENSG00000233611,0
ENSG00000233613,10
ENSG00000233614,11
ENSG00000233615,1
ENSG00000233616,0
ENSG00000233619,0
ENSG00000233620,0
ENSG00000233621,681
ENSG00000233622,78
ENSG00000233623,2
ENSG00000233625,1
ENSG00000233626,3
ENSG00000233627,0
ENSG00000233632,1
ENSG00000233633,0
ENSG00000233634,0
ENSG00000233635,1
ENSG00000233639,1
ENSG00000233640,0
ENSG00000233642,0
ENSG00000233643,0
ENSG00000233644,0
ENSG00000233645,0
ENSG00000233646,0
ENSG00000233647,0
ENSG00000233648,0
ENSG00000233651,1
ENSG00000233652,0
ENSG00000233653,0
ENSG00000233654,7
ENSG00000233655,0
ENSG00000233656,0
ENSG00000233659,1
ENSG00000233661,6
ENSG00000233662,2
ENSG00000233663,0
ENSG00000233664,0
ENSG00000233665,2
ENSG00000233668,1
ENSG00000233670,0
ENSG00000233671,0
ENSG00000233672,39
ENSG00000233673,2
ENSG00000233674,0
ENSG00000233676,0
ENSG00000233677,3
ENSG00000233680,12
ENSG00000233681,0
ENSG00000233682,17
ENSG00000233683,0
ENSG00000233684,1
ENSG00000233685,0
ENSG00000233686,0
ENSG00000233688,0
ENSG00000233689,0
ENSG00000233690,12
ENSG00000233691,0
ENSG00000233693,8
ENSG00000233694,0
ENSG00000233695,90
ENSG00000233699,0
ENSG00000233701,1
ENSG00000233702,0
ENSG00000233703,0
ENSG00000233705,1
ENSG00000233706,0
ENSG00000233707,0
ENSG00000233708,0
ENSG00000233709,0
ENSG00000233710,0
ENSG00000233711,0
ENSG00000233712,0
ENSG00000233713,0
ENSG00000233714,0
ENSG00000233716,3
ENSG00000233717,0
ENSG00000233718,2
ENSG00000233719,1
ENSG00000233720,0
ENSG00000233721,0
ENSG00000233723,123
ENSG00000233724,0
ENSG00000233725,0
ENSG00000233727,1
ENSG00000233728,0
ENSG00000233729,2
ENSG00000233730,0
ENSG00000233732,1
ENSG00000233733,2
ENSG00000233735,0
ENSG00000233737,0
ENSG00000233739,0
ENSG00000233740,0
ENSG00000233741,0
ENSG00000233746,0
ENSG00000233747,1
ENSG00000233750,1
ENSG00000233751,0
ENSG00000233752,1
ENSG00000233754,0
ENSG00000233755,0
ENSG00000233756,0
ENSG00000233757,33
ENSG00000233760,40
ENSG00000233762,81
ENSG00000233764,0
ENSG00000233765,3
ENSG00000233766,0
ENSG00000233767,0
ENSG00000233771,0
ENSG00000233774,0
ENSG00000233775,2
ENSG00000233776,0
ENSG00000233778,3
ENSG00000233780,0
ENSG00000233782,0
ENSG00000233783,3
ENSG00000233785,6
ENSG00000233786,1
ENSG00000233787,0
ENSG00000233791,17
ENSG00000233792,0
ENSG00000233797,2
ENSG00000233799,13
ENSG00000233800,2
ENSG00000233802,0
ENSG00000233803,0
ENSG00000233805,0
ENSG00000233806,182
ENSG00000233807,0
ENSG00000233810,0
ENSG00000233814,0
ENSG00000233816,0
ENSG00000233817,3
ENSG00000233818,44
ENSG00000233819,0
ENSG00000233820,38
ENSG00000233821,3
ENSG00000233822,334
ENSG00000233823,48
ENSG00000233824,0
ENSG00000233825,0
ENSG00000233827,0
ENSG00000233828,0
ENSG00000233829,1
ENSG00000233830,13
ENSG00000233832,0
ENSG00000233833,0
ENSG00000233834,191
ENSG00000233835,0
ENSG00000233836,232
ENSG00000233837,5
ENSG00000233838,0
ENSG00000233839,1
ENSG00000233840,0
ENSG00000233842,0
ENSG00000233843,0
ENSG00000233844,3
ENSG00000233845,6
ENSG00000233846,8
ENSG00000233847,2
ENSG00000233848,0
ENSG00000233849,0
ENSG00000233850,1
ENSG00000233851,0
ENSG00000233852,0
ENSG00000233854,0
ENSG00000233858,0
ENSG00000233859,7
ENSG00000233860,1
ENSG00000233861,0
ENSG00000233862,9
ENSG00000233864,0
ENSG00000233866,0
ENSG00000233867,0
ENSG00000233868,1
ENSG00000233869,0
ENSG00000233870,0
ENSG00000233871,45
ENSG00000233872,0
ENSG00000233873,1
ENSG00000233874,0
ENSG00000233875,0
ENSG00000233876,0
ENSG00000233877,0
ENSG00000233878,1
ENSG00000233880,0
ENSG00000233882,0
ENSG00000233884,1
ENSG00000233885,55
ENSG00000233887,0
ENSG00000233888,0
ENSG00000233891,0
ENSG00000233892,45
ENSG00000233893,10
ENSG00000233894,1
ENSG00000233895,99
ENSG00000233896,0
ENSG00000233900,0
ENSG00000233901,277
ENSG00000233902,0
ENSG00000233903,88
ENSG00000233905,0
ENSG00000233906,0
ENSG00000233907,0
ENSG00000233908,0
ENSG00000233909,0
ENSG00000233910,0
ENSG00000233912,14
ENSG00000233913,81
ENSG00000233915,0
ENSG00000233916,0
ENSG00000233917,0
ENSG00000233918,0
ENSG00000233919,0
ENSG00000233920,0
ENSG00000233921,4
ENSG00000233922,11
ENSG00000233924,1
ENSG00000233926,3
ENSG00000233927,9849
ENSG00000233928,1
ENSG00000233929,0
ENSG00000233930,24
ENSG00000233932,0
ENSG00000233933,0
ENSG00000233934,0
ENSG00000233936,0
ENSG00000233937,122
ENSG00000233939,0
ENSG00000233940,0
ENSG00000233941,0
ENSG00000233942,1
ENSG00000233943,1
ENSG00000233944,0
ENSG00000233945,0
ENSG00000233946,0
ENSG00000233947,0
ENSG00000233951,0
ENSG00000233952,1
ENSG00000233953,0
ENSG00000233954,104
ENSG00000233955,0
ENSG00000233956,5
ENSG00000233960,0
ENSG00000233962,0
ENSG00000233963,0
ENSG00000233966,22
ENSG00000233967,37
ENSG00000233968,265
ENSG00000233969,0
ENSG00000233970,0
ENSG00000233971,0
ENSG00000233973,0
ENSG00000233974,4
ENSG00000233975,7
ENSG00000233977,0
ENSG00000233978,0
ENSG00000233979,0
ENSG00000233980,2
ENSG00000233981,0
ENSG00000233983,0
ENSG00000233984,12
ENSG00000233985,2
ENSG00000233987,0
ENSG00000233990,1
ENSG00000233993,0
ENSG00000233994,3
ENSG00000233995,1
ENSG00000233996,7
ENSG00000233997,0
ENSG00000233998,2
ENSG00000233999,6
ENSG00000234001,0
ENSG00000234003,1
ENSG00000234004,0
ENSG00000234005,11
ENSG00000234006,5
ENSG00000234008,0
ENSG00000234009,10
ENSG00000234015,0
ENSG00000234016,0
ENSG00000234017,0
ENSG00000234019,0
ENSG00000234020,4
ENSG00000234021,0
ENSG00000234022,0
ENSG00000234025,2
ENSG00000234026,0
ENSG00000234028,146
ENSG00000234030,0
ENSG00000234031,0
ENSG00000234033,0
ENSG00000234034,0
ENSG00000234036,0
ENSG00000234039,0
ENSG00000234040,0
ENSG00000234041,0
ENSG00000234042,6
ENSG00000234043,2
ENSG00000234044,0
ENSG00000234048,0
ENSG00000234050,3
ENSG00000234052,0
ENSG00000234055,6
ENSG00000234056,0
ENSG00000234059,0
ENSG00000234060,0
ENSG00000234061,2
ENSG00000234062,185
ENSG00000234064,0
ENSG00000234065,8
ENSG00000234066,0
ENSG00000234067,0
ENSG00000234068,0
ENSG00000234069,0
ENSG00000234070,2
ENSG00000234071,0
ENSG00000234072,333
ENSG00000234073,0
ENSG00000234075,0
ENSG00000234076,70
ENSG00000234080,4
ENSG00000234081,0
ENSG00000234083,0
ENSG00000234084,90
ENSG00000234085,0
ENSG00000234087,0
ENSG00000234088,0
ENSG00000234089,0
ENSG00000234091,2
ENSG00000234093,1
ENSG00000234099,0
ENSG00000234102,2
ENSG00000234104,0
ENSG00000234105,0
ENSG00000234106,3
ENSG00000234107,2
ENSG00000234108,0
ENSG00000234109,0
ENSG00000234110,0
ENSG00000234111,1
ENSG00000234112,0
ENSG00000234113,0
ENSG00000234115,37
ENSG00000234116,0
ENSG00000234117,0
ENSG00000234118,4
ENSG00000234119,0
ENSG00000234120,1
ENSG00000234121,0
ENSG00000234122,0
ENSG00000234123,0
ENSG00000234124,0
ENSG00000234125,1
ENSG00000234127,6227
ENSG00000234129,13
ENSG00000234130,15
ENSG00000234131,0
ENSG00000234132,0
ENSG00000234134,3
ENSG00000234135,1
ENSG00000234136,0
ENSG00000234139,2
ENSG00000234141,4
ENSG00000234142,0
ENSG00000234143,0
ENSG00000234144,2
ENSG00000234145,0
ENSG00000234146,0
ENSG00000234147,15
ENSG00000234148,0
ENSG00000234149,0
ENSG00000234152,3
ENSG00000234155,1
ENSG00000234156,7
ENSG00000234158,0
ENSG00000234159,0
ENSG00000234160,98
ENSG00000234161,0
ENSG00000234162,0
ENSG00000234163,0
ENSG00000234165,0
ENSG00000234166,0
ENSG00000234167,0
ENSG00000234168,0
ENSG00000234169,0
ENSG00000234170,2
ENSG00000234171,491
ENSG00000234172,0
ENSG00000234173,0
ENSG00000234174,0
ENSG00000234175,10
ENSG00000234176,6
ENSG00000234177,0
ENSG00000234178,0
ENSG00000234179,0
ENSG00000234181,0
ENSG00000234182,0
ENSG00000234183,0
ENSG00000234184,1
ENSG00000234185,3
ENSG00000234186,0
ENSG00000234187,0
ENSG00000234189,0
ENSG00000234190,0
ENSG00000234191,0
ENSG00000234192,0
ENSG00000234193,7
ENSG00000234197,3
ENSG00000234199,0
ENSG00000234200,0
ENSG00000234201,0
ENSG00000234202,0
ENSG00000234203,11
ENSG00000234204,0
ENSG00000234206,0
ENSG00000234207,0
ENSG00000234208,0
ENSG00000234210,0
ENSG00000234211,0
ENSG00000234213,1
ENSG00000234215,6
ENSG00000234217,0
ENSG00000234219,2
ENSG00000234222,60
ENSG00000234223,0
ENSG00000234224,0
ENSG00000234225,0
ENSG00000234226,0
ENSG00000234227,0
ENSG00000234228,0
ENSG00000234229,0
ENSG00000234230,6
ENSG00000234231,44
ENSG00000234232,0
ENSG00000234233,53
ENSG00000234234,0
ENSG00000234235,5
ENSG00000234238,0
ENSG00000234239,0
ENSG00000234241,5
ENSG00000234244,0
ENSG00000234247,0
ENSG00000234248,0
ENSG00000234252,24
ENSG00000234253,0
ENSG00000234255,1
ENSG00000234256,0
ENSG00000234257,0
ENSG00000234259,2
ENSG00000234261,38
ENSG00000234262,0
ENSG00000234263,3
ENSG00000234264,0
ENSG00000234265,0
ENSG00000234267,0
ENSG00000234268,8
ENSG00000234269,0
ENSG00000234270,0
ENSG00000234271,4
ENSG00000234272,3
ENSG00000234273,11
ENSG00000234274,0
ENSG00000234275,0
ENSG00000234276,0
ENSG00000234277,0
ENSG00000234278,0
ENSG00000234279,0
ENSG00000234281,18
ENSG00000234282,0
ENSG00000234283,1
ENSG00000234284,200
ENSG00000234285,0
ENSG00000234286,36
ENSG00000234287,21
ENSG00000234288,0
ENSG00000234289,2
ENSG00000234290,258
ENSG00000234292,2
ENSG00000234293,0
ENSG00000234296,0
ENSG00000234297,1
ENSG00000234300,0
ENSG00000234303,0
ENSG00000234304,0
ENSG00000234306,0
ENSG00000234308,0
ENSG00000234309,0
ENSG00000234311,1
ENSG00000234312,0
ENSG00000234315,0
ENSG00000234318,1
ENSG00000234319,2
ENSG00000234320,0
ENSG00000234322,33
ENSG00000234323,1
ENSG00000234324,6
ENSG00000234325,0
ENSG00000234327,188
ENSG00000234329,54
ENSG00000234332,4
ENSG00000234333,0
ENSG00000234335,11
ENSG00000234336,1
ENSG00000234337,25
ENSG00000234338,155
ENSG00000234340,0
ENSG00000234345,6
ENSG00000234349,0
ENSG00000234350,65
ENSG00000234352,0
ENSG00000234353,24
ENSG00000234354,0
ENSG00000234355,0
ENSG00000234356,1
ENSG00000234358,0
ENSG00000234359,0
ENSG00000234360,0
ENSG00000234361,1
ENSG00000234362,8
ENSG00000234363,0
ENSG00000234367,4
ENSG00000234369,0
ENSG00000234371,2
ENSG00000234373,0
ENSG00000234376,0
ENSG00000234377,2
ENSG00000234378,1
ENSG00000234379,1
ENSG00000234380,91
ENSG00000234381,0
ENSG00000234382,2
ENSG00000234383,4
ENSG00000234384,0
ENSG00000234385,0
ENSG00000234386,0
ENSG00000234387,0
ENSG00000234388,0
ENSG00000234389,1
ENSG00000234390,140
ENSG00000234391,0
ENSG00000234393,3
ENSG00000234394,0
ENSG00000234396,0
ENSG00000234397,8
ENSG00000234398,0
ENSG00000234399,0
ENSG00000234402,0
ENSG00000234404,0
ENSG00000234405,7
ENSG00000234406,0
ENSG00000234409,6
ENSG00000234413,0
ENSG00000234414,0
ENSG00000234415,0
ENSG00000234418,0
ENSG00000234419,3
ENSG00000234420,1175
ENSG00000234421,0
ENSG00000234422,0
ENSG00000234423,1
ENSG00000234424,4
ENSG00000234425,1
ENSG00000234426,0
ENSG00000234427,0
ENSG00000234428,2
ENSG00000234429,0
ENSG00000234431,0
ENSG00000234432,131
ENSG00000234435,0
ENSG00000234436,0
ENSG00000234438,1
ENSG00000234439,0
ENSG00000234441,0
ENSG00000234442,0
ENSG00000234444,2610
ENSG00000234445,0
ENSG00000234446,0
ENSG00000234448,0
ENSG00000234449,79
ENSG00000234450,1
ENSG00000234451,0
ENSG00000234452,0
ENSG00000234455,0
ENSG00000234456,664
ENSG00000234457,0
ENSG00000234458,0
ENSG00000234459,32
ENSG00000234460,0
ENSG00000234463,0
ENSG00000234464,0
ENSG00000234465,60
ENSG00000234466,0
ENSG00000234467,0
ENSG00000234469,3
ENSG00000234471,1
ENSG00000234473,0
ENSG00000234474,0
ENSG00000234476,1
ENSG00000234477,79
ENSG00000234478,50
ENSG00000234479,0
ENSG00000234480,0
ENSG00000234481,1
ENSG00000234484,1
ENSG00000234485,0
ENSG00000234488,0
ENSG00000234489,0
ENSG00000234491,0
ENSG00000234492,42
ENSG00000234493,0
ENSG00000234494,168
ENSG00000234496,0
ENSG00000234497,0
ENSG00000234498,62
ENSG00000234500,29
ENSG00000234502,0
ENSG00000234503,0
ENSG00000234504,0
ENSG00000234506,0
ENSG00000234509,13
ENSG00000234511,32
ENSG00000234512,2
ENSG00000234513,0
ENSG00000234515,2
ENSG00000234518,213
ENSG00000234519,0
ENSG00000234520,0
ENSG00000234521,1
ENSG00000234522,0
ENSG00000234523,0
ENSG00000234524,0
ENSG00000234527,0
ENSG00000234529,0
ENSG00000234534,1
ENSG00000234535,27
ENSG00000234536,29
ENSG00000234537,0
ENSG00000234538,0
ENSG00000234540,0
ENSG00000234541,0
ENSG00000234542,0
ENSG00000234544,0
ENSG00000234545,630
ENSG00000234546,57
ENSG00000234548,0
ENSG00000234551,0
ENSG00000234553,0
ENSG00000234556,0
ENSG00000234557,0
ENSG00000234558,2
ENSG00000234559,0
ENSG00000234560,0
ENSG00000234562,1
ENSG00000234564,0
ENSG00000234565,0
ENSG00000234566,1
ENSG00000234567,0
ENSG00000234568,0
ENSG00000234569,0
ENSG00000234570,0
ENSG00000234571,4
ENSG00000234572,8
ENSG00000234573,0
ENSG00000234575,0
ENSG00000234576,0
ENSG00000234577,0
ENSG00000234578,0
ENSG00000234579,0
ENSG00000234580,0
ENSG00000234583,0
ENSG00000234584,6
ENSG00000234585,286
ENSG00000234586,1
ENSG00000234587,0
ENSG00000234588,0
ENSG00000234589,8
ENSG00000234590,0
ENSG00000234592,0
ENSG00000234593,2
ENSG00000234594,0
ENSG00000234595,0
ENSG00000234597,3
ENSG00000234601,0
ENSG00000234602,321
ENSG00000234604,63
ENSG00000234607,0
ENSG00000234608,929
ENSG00000234611,0
ENSG00000234612,0
ENSG00000234613,0
ENSG00000234614,152
ENSG00000234616,744
ENSG00000234617,3
ENSG00000234618,42
ENSG00000234619,0
ENSG00000234620,0
ENSG00000234622,3
ENSG00000234624,1
ENSG00000234625,0
ENSG00000234626,0
ENSG00000234627,0
ENSG00000234629,1
ENSG00000234630,20
ENSG00000234632,0
ENSG00000234634,0
ENSG00000234636,19
ENSG00000234637,0
ENSG00000234638,0
ENSG00000234639,0
ENSG00000234640,0
ENSG00000234644,0
ENSG00000234645,8
ENSG00000234646,0
ENSG00000234647,0
ENSG00000234648,24
ENSG00000234650,6
ENSG00000234652,0
ENSG00000234653,0
ENSG00000234655,0
ENSG00000234658,0
ENSG00000234660,0
ENSG00000234661,1
ENSG00000234663,9
ENSG00000234664,64
ENSG00000234665,202
ENSG00000234667,9
ENSG00000234670,0
ENSG00000234671,0
ENSG00000234675,0
ENSG00000234676,3
ENSG00000234677,1
ENSG00000234678,90
ENSG00000234680,0
ENSG00000234682,0
ENSG00000234683,0
ENSG00000234684,273
ENSG00000234685,85
ENSG00000234686,0
ENSG00000234688,0
ENSG00000234689,1
ENSG00000234690,3
ENSG00000234692,1
ENSG00000234693,20
ENSG00000234694,42
ENSG00000234695,4
ENSG00000234696,0
ENSG00000234698,0
ENSG00000234699,13
ENSG00000234700,0
ENSG00000234701,0
ENSG00000234702,0
ENSG00000234703,4
ENSG00000234705,26
ENSG00000234706,0
ENSG00000234707,2
ENSG00000234709,18
ENSG00000234710,0
ENSG00000234711,1
ENSG00000234712,0
ENSG00000234713,0
ENSG00000234714,0
ENSG00000234715,6
ENSG00000234716,0
ENSG00000234717,0
ENSG00000234718,5
ENSG00000234719,5
ENSG00000234720,0
ENSG00000234721,0
ENSG00000234722,6
ENSG00000234723,0
ENSG00000234724,0
ENSG00000234726,0
ENSG00000234730,0
ENSG00000234731,0
ENSG00000234732,0
ENSG00000234735,0
ENSG00000234736,0
ENSG00000234737,52
ENSG00000234740,5
ENSG00000234741,7057
ENSG00000234742,148
ENSG00000234743,1
ENSG00000234744,0
ENSG00000234745,99246
ENSG00000234748,0
ENSG00000234749,0
ENSG00000234750,10
ENSG00000234751,1
ENSG00000234752,1
ENSG00000234753,43
ENSG00000234754,2
ENSG00000234756,0
ENSG00000234758,0
ENSG00000234761,0
ENSG00000234763,0
ENSG00000234764,0
ENSG00000234765,0
ENSG00000234766,0
ENSG00000234767,0
ENSG00000234768,0
ENSG00000234769,28
ENSG00000234770,3
ENSG00000234771,392
ENSG00000234772,12
ENSG00000234773,23
ENSG00000234775,2
ENSG00000234776,9
ENSG00000234777,0
ENSG00000234779,15
ENSG00000234780,0
ENSG00000234781,0
ENSG00000234782,8
ENSG00000234784,0
ENSG00000234785,4
ENSG00000234787,0
ENSG00000234788,0
ENSG00000234789,8
ENSG00000234790,0
ENSG00000234791,0
ENSG00000234792,0
ENSG00000234793,2
ENSG00000234795,0
ENSG00000234796,0
ENSG00000234797,41
ENSG00000234800,0
ENSG00000234801,2
ENSG00000234803,0
ENSG00000234805,0
ENSG00000234806,2
ENSG00000234807,22
ENSG00000234810,1
ENSG00000234811,0
ENSG00000234812,0
ENSG00000234813,0
ENSG00000234814,6
ENSG00000234816,0
ENSG00000234817,33
ENSG00000234818,4
ENSG00000234819,0
ENSG00000234821,0
ENSG00000234825,9
ENSG00000234826,0
ENSG00000234828,4
ENSG00000234829,0
ENSG00000234830,0
ENSG00000234832,4
ENSG00000234835,3
ENSG00000234837,0
ENSG00000234838,0
ENSG00000234839,0
ENSG00000234840,21
ENSG00000234841,0
ENSG00000234842,1
ENSG00000234844,0
ENSG00000234848,5
ENSG00000234850,0
ENSG00000234851,89
ENSG00000234853,0
ENSG00000234854,0
ENSG00000234855,0
ENSG00000234857,33
ENSG00000234859,22
ENSG00000234860,0
ENSG00000234861,0
ENSG00000234862,0
ENSG00000234863,0
ENSG00000234864,0
ENSG00000234865,0
ENSG00000234869,419
ENSG00000234871,4
ENSG00000234872,0
ENSG00000234877,0
ENSG00000234878,0
ENSG00000234880,0
ENSG00000234881,0
ENSG00000234882,77
ENSG00000234883,39
ENSG00000234884,3
ENSG00000234886,0
ENSG00000234888,0
ENSG00000234889,0
ENSG00000234890,1
ENSG00000234891,0
ENSG00000234892,0
ENSG00000234894,0
ENSG00000234895,0
ENSG00000234896,41
ENSG00000234898,0
ENSG00000234899,4
ENSG00000234900,0
ENSG00000234901,0
ENSG00000234902,1
ENSG00000234903,0
ENSG00000234906,13
ENSG00000234907,0
ENSG00000234910,0
ENSG00000234911,19
ENSG00000234912,375
ENSG00000234913,0
ENSG00000234915,0
ENSG00000234917,15
ENSG00000234918,888
ENSG00000234919,2
ENSG00000234921,0
ENSG00000234922,0
ENSG00000234925,25
ENSG00000234927,0
ENSG00000234928,0
ENSG00000234929,0
ENSG00000234931,0
ENSG00000234932,0
ENSG00000234933,0
ENSG00000234934,0
ENSG00000234936,14
ENSG00000234937,6
ENSG00000234938,0
ENSG00000234939,0
ENSG00000234940,0
ENSG00000234941,0
ENSG00000234942,0
ENSG00000234943,0
ENSG00000234944,4
ENSG00000234945,4
ENSG00000234946,2
ENSG00000234948,3
ENSG00000234949,278
ENSG00000234950,0
ENSG00000234952,0
ENSG00000234953,0
ENSG00000234956,1
ENSG00000234958,0
ENSG00000234961,4
ENSG00000234962,0
ENSG00000234964,0
ENSG00000234965,7
ENSG00000234967,0
ENSG00000234969,12
ENSG00000234973,0
ENSG00000234975,60
ENSG00000234977,0
ENSG00000234979,0
ENSG00000234981,5
ENSG00000234982,2
ENSG00000234983,0
ENSG00000234984,0
ENSG00000234985,3
ENSG00000234986,0
ENSG00000234988,0
ENSG00000234993,0
ENSG00000234995,0
ENSG00000234996,33
ENSG00000234997,2
ENSG00000234998,4
ENSG00000234999,0
ENSG00000235001,2
ENSG00000235002,0
ENSG00000235004,0
ENSG00000235005,9
ENSG00000235007,0
ENSG00000235008,0
ENSG00000235009,0
ENSG00000235010,0
ENSG00000235011,0
ENSG00000235012,0
ENSG00000235013,0
ENSG00000235014,0
ENSG00000235015,0
ENSG00000235016,113
ENSG00000235018,0
ENSG00000235020,1
ENSG00000235021,0
ENSG00000235023,0
ENSG00000235024,1
ENSG00000235026,0
ENSG00000235027,411
ENSG00000235028,0
ENSG00000235029,3
ENSG00000235032,0
ENSG00000235033,85
ENSG00000235034,2
ENSG00000235035,0
ENSG00000235036,28
ENSG00000235038,0
ENSG00000235039,0
ENSG00000235040,0
ENSG00000235042,6
ENSG00000235043,74
ENSG00000235044,2
ENSG00000235045,6
ENSG00000235047,0
ENSG00000235049,216
ENSG00000235050,0
ENSG00000235051,0
ENSG00000235052,3
ENSG00000235054,0
ENSG00000235055,1
ENSG00000235056,0
ENSG00000235058,0
ENSG00000235059,0
