Gene stable ID,c1762c7e-cebc-4380-a207-eec4dc44aa63
ENSG00000237726,0
ENSG00000237728,0
ENSG00000237729,4
ENSG00000237730,1
ENSG00000237731,0
ENSG00000237732,11
ENSG00000237734,0
ENSG00000237735,0
ENSG00000237737,2
ENSG00000237738,0
ENSG00000237740,0
ENSG00000237741,0
ENSG00000237742,0
ENSG00000237743,0
ENSG00000237745,0
ENSG00000237746,0
ENSG00000237747,0
ENSG00000237748,5
ENSG00000237749,3
ENSG00000237750,0
ENSG00000237751,4
ENSG00000237752,0
ENSG00000237753,86
ENSG00000237754,0
ENSG00000237756,3
ENSG00000237757,2
ENSG00000237758,2
ENSG00000237759,0
ENSG00000237760,0
ENSG00000237761,0
ENSG00000237763,0
ENSG00000237764,7
ENSG00000237765,787
ENSG00000237766,1
ENSG00000237767,0
ENSG00000237768,0
ENSG00000237770,0
ENSG00000237772,8
ENSG00000237773,7
ENSG00000237774,3
ENSG00000237775,0
ENSG00000237781,3
ENSG00000237782,0
ENSG00000237783,0
ENSG00000237784,0
ENSG00000237786,0
ENSG00000237787,0
ENSG00000237788,4
ENSG00000237790,0
ENSG00000237793,0
ENSG00000237797,1
ENSG00000237798,0
ENSG00000237799,0
ENSG00000237801,0
ENSG00000237802,0
ENSG00000237803,0
ENSG00000237804,1
ENSG00000237806,0
ENSG00000237807,27
ENSG00000237810,0
ENSG00000237813,0
ENSG00000237815,2
ENSG00000237816,0
ENSG00000237818,0
ENSG00000237819,0
ENSG00000237821,9
ENSG00000237823,0
ENSG00000237824,0
ENSG00000237827,0
ENSG00000237828,0
ENSG00000237831,0
ENSG00000237832,0
ENSG00000237833,0
ENSG00000237835,0
ENSG00000237836,1
ENSG00000237837,0
ENSG00000237838,2
ENSG00000237840,22
ENSG00000237841,0
ENSG00000237842,0
ENSG00000237843,0
ENSG00000237844,0
ENSG00000237845,1
ENSG00000237846,37
ENSG00000237847,0
ENSG00000237848,0
ENSG00000237849,0
ENSG00000237850,0
ENSG00000237851,0
ENSG00000237852,1
ENSG00000237853,0
ENSG00000237854,38
ENSG00000237856,0
ENSG00000237857,122
ENSG00000237859,0
ENSG00000237860,0
ENSG00000237861,3
ENSG00000237862,0
ENSG00000237863,0
ENSG00000237864,6
ENSG00000237868,0
ENSG00000237870,0
ENSG00000237872,1
ENSG00000237873,0
ENSG00000237874,0
ENSG00000237875,0
ENSG00000237876,0
ENSG00000237877,16
ENSG00000237879,15
ENSG00000237880,0
ENSG00000237882,1
ENSG00000237883,149
ENSG00000237885,0
ENSG00000237886,39
ENSG00000237887,2
ENSG00000237888,2
ENSG00000237891,0
ENSG00000237892,8
ENSG00000237896,0
ENSG00000237897,0
ENSG00000237899,1
ENSG00000237901,0
ENSG00000237902,0
ENSG00000237903,6
ENSG00000237904,0
ENSG00000237906,0
ENSG00000237907,0
ENSG00000237910,0
ENSG00000237911,0
ENSG00000237913,0
ENSG00000237914,0
ENSG00000237916,1
ENSG00000237917,4
ENSG00000237919,0
ENSG00000237920,0
ENSG00000237921,1
ENSG00000237922,0
ENSG00000237923,0
ENSG00000237924,0
ENSG00000237926,0
ENSG00000237927,0
ENSG00000237928,3
ENSG00000237929,0
ENSG00000237930,0
ENSG00000237931,0
ENSG00000237934,0
ENSG00000237936,0
ENSG00000237937,0
ENSG00000237938,9
ENSG00000237939,0
ENSG00000237940,16
ENSG00000237941,0
ENSG00000237943,389
ENSG00000237945,10
ENSG00000237947,0
ENSG00000237948,0
ENSG00000237949,0
ENSG00000237950,30
ENSG00000237951,1
ENSG00000237952,0
ENSG00000237953,0
ENSG00000237954,0
ENSG00000237955,1
ENSG00000237956,0
ENSG00000237957,0
ENSG00000237959,0
ENSG00000237961,0
ENSG00000237963,0
ENSG00000237964,0
ENSG00000237968,0
ENSG00000237970,0
ENSG00000237971,0
ENSG00000237972,3
ENSG00000237973,33540
ENSG00000237974,0
ENSG00000237975,19
ENSG00000237976,4
ENSG00000237977,49
ENSG00000237978,0
ENSG00000237979,0
ENSG00000237980,0
ENSG00000237982,0
ENSG00000237984,41
ENSG00000237986,0
ENSG00000237987,0
ENSG00000237988,6
ENSG00000237989,13
ENSG00000237990,0
ENSG00000237991,10
ENSG00000237992,0
ENSG00000237993,0
ENSG00000237994,0
ENSG00000237997,0
ENSG00000237999,0
ENSG00000238000,37
ENSG00000238001,0
ENSG00000238002,0
ENSG00000238003,1
ENSG00000238004,0
ENSG00000238005,46
ENSG00000238007,0
ENSG00000238008,0
ENSG00000238009,6
ENSG00000238010,0
ENSG00000238012,0
ENSG00000238013,0
ENSG00000238015,0
ENSG00000238018,3
ENSG00000238019,0
ENSG00000238020,0
ENSG00000238021,1
ENSG00000238022,0
ENSG00000238024,0
ENSG00000238025,0
ENSG00000238026,0
ENSG00000238029,0
ENSG00000238031,0
ENSG00000238032,0
ENSG00000238033,0
ENSG00000238034,1
ENSG00000238035,2
ENSG00000238037,0
ENSG00000238038,0
ENSG00000238039,7
ENSG00000238040,0
ENSG00000238041,0
ENSG00000238042,0
ENSG00000238043,1
ENSG00000238045,317
ENSG00000238046,0
ENSG00000238047,0
ENSG00000238048,0
ENSG00000238049,1
ENSG00000238051,0
ENSG00000238054,0
ENSG00000238055,1
ENSG00000238057,1
ENSG00000238058,47
ENSG00000238059,0
ENSG00000238061,3
ENSG00000238062,72
ENSG00000238063,0
ENSG00000238065,0
ENSG00000238066,0
ENSG00000238067,0
ENSG00000238069,0
ENSG00000238072,14
ENSG00000238073,0
ENSG00000238074,0
ENSG00000238075,0
ENSG00000238076,1
ENSG00000238077,0
ENSG00000238078,0
ENSG00000238079,1
ENSG00000238081,0
ENSG00000238082,7
ENSG00000238083,108
ENSG00000238084,0
ENSG00000238085,2
ENSG00000238086,0
ENSG00000238087,0
ENSG00000238088,0
ENSG00000238090,1
ENSG00000238092,0
ENSG00000238094,0
ENSG00000238097,0
ENSG00000238098,21
ENSG00000238099,1
ENSG00000238102,0
ENSG00000238103,8
ENSG00000238105,497
ENSG00000238107,0
ENSG00000238108,0
ENSG00000238109,0
ENSG00000238110,4
ENSG00000238111,0
ENSG00000238113,73
ENSG00000238116,0
ENSG00000238117,231
ENSG00000238118,6
ENSG00000238120,1
ENSG00000238121,2
ENSG00000238122,1
ENSG00000238123,8
ENSG00000238124,0
ENSG00000238125,1
ENSG00000238129,0
ENSG00000238131,0
ENSG00000238132,0
ENSG00000238133,6
ENSG00000238135,0
ENSG00000238137,2
ENSG00000238138,0
ENSG00000238139,0
ENSG00000238140,1
ENSG00000238141,12
ENSG00000238142,136
ENSG00000238143,0
ENSG00000238145,0
ENSG00000238149,0
ENSG00000238150,1
ENSG00000238151,2
ENSG00000238152,0
ENSG00000238153,0
ENSG00000238154,0
ENSG00000238156,0
ENSG00000238158,0
ENSG00000238160,0
ENSG00000238161,2
ENSG00000238162,0
ENSG00000238164,101
ENSG00000238165,0
ENSG00000238166,0
ENSG00000238168,2
ENSG00000238169,0
ENSG00000238171,0
ENSG00000238172,2
ENSG00000238173,0
ENSG00000238176,0
ENSG00000238178,161
ENSG00000238180,1
ENSG00000238181,1
ENSG00000238183,0
ENSG00000238184,0
ENSG00000238185,0
ENSG00000238186,8
ENSG00000238188,0
ENSG00000238189,0
ENSG00000238190,0
ENSG00000238191,0
ENSG00000238192,0
ENSG00000238193,0
ENSG00000238194,0
ENSG00000238195,0
ENSG00000238197,74
ENSG00000238198,4
ENSG00000238199,0
ENSG00000238200,0
ENSG00000238201,0
ENSG00000238202,0
ENSG00000238205,0
ENSG00000238207,0
ENSG00000238208,0
ENSG00000238210,0
ENSG00000238211,0
ENSG00000238212,0
ENSG00000238213,6
ENSG00000238215,0
ENSG00000238217,0
ENSG00000238220,0
ENSG00000238221,0
ENSG00000238222,1
ENSG00000238223,0
ENSG00000238224,0
ENSG00000238225,1
ENSG00000238227,3041
ENSG00000238228,15
ENSG00000238230,0
ENSG00000238231,4
ENSG00000238232,0
ENSG00000238235,0
ENSG00000238236,0
ENSG00000238241,0
ENSG00000238242,0
ENSG00000238243,21
ENSG00000238244,0
ENSG00000238245,20
ENSG00000238246,0
ENSG00000238247,0
ENSG00000238249,33
ENSG00000238250,0
ENSG00000238251,8
ENSG00000238254,0
ENSG00000238256,0
ENSG00000238257,0
ENSG00000238258,0
ENSG00000238259,0
ENSG00000238260,23
ENSG00000238262,0
ENSG00000238263,1
ENSG00000238265,0
ENSG00000238266,0
ENSG00000238267,3
ENSG00000238268,0
ENSG00000238269,1
ENSG00000238270,0
ENSG00000238271,0
ENSG00000238272,0
ENSG00000238273,35
ENSG00000238275,0
ENSG00000238276,0
ENSG00000238277,0
ENSG00000238278,43
ENSG00000238279,277
ENSG00000238280,2
ENSG00000238282,0
ENSG00000238283,0
ENSG00000238284,0
ENSG00000238285,0
ENSG00000238286,2
ENSG00000238287,27
ENSG00000238288,0
ENSG00000238290,1
ENSG00000238291,0
ENSG00000238295,1
ENSG00000238297,0
ENSG00000238300,0
ENSG00000238302,0
ENSG00000238304,0
ENSG00000238311,0
ENSG00000238316,0
ENSG00000238317,0
ENSG00000238320,0
ENSG00000238323,0
ENSG00000238324,0
ENSG00000238326,1
ENSG00000238340,0
ENSG00000238344,0
ENSG00000238347,0
ENSG00000238357,0
ENSG00000238358,1
ENSG00000238362,0
ENSG00000238363,5
ENSG00000238364,1
ENSG00000238365,0
ENSG00000238366,0
ENSG00000238367,0
ENSG00000238370,0
ENSG00000238371,0
ENSG00000238372,0
ENSG00000238374,0
ENSG00000238379,0
ENSG00000238380,0
ENSG00000238382,0
ENSG00000238385,0
ENSG00000238386,0
ENSG00000238387,0
ENSG00000238390,4
ENSG00000238391,0
ENSG00000238392,0
ENSG00000238393,0
ENSG00000238399,0
ENSG00000238405,0
ENSG00000238406,4
ENSG00000238410,0
ENSG00000238411,0
ENSG00000238412,0
ENSG00000238417,0
ENSG00000238419,0
ENSG00000238420,0
ENSG00000238423,1
ENSG00000238424,0
ENSG00000238426,0
ENSG00000238427,0
ENSG00000238431,0
ENSG00000238440,0
ENSG00000238441,0
ENSG00000238442,0
ENSG00000238443,0
ENSG00000238444,0
ENSG00000238446,0
ENSG00000238447,0
ENSG00000238448,0
ENSG00000238449,0
ENSG00000238452,0
ENSG00000238456,0
ENSG00000238457,0
ENSG00000238460,2
ENSG00000238468,0
ENSG00000238469,0
ENSG00000238470,0
ENSG00000238478,0
ENSG00000238482,0
ENSG00000238485,0
ENSG00000238489,0
ENSG00000238490,0
ENSG00000238493,0
ENSG00000238498,0
ENSG00000238500,0
ENSG00000238503,0
ENSG00000238504,0
ENSG00000238508,0
ENSG00000238509,0
ENSG00000238512,0
ENSG00000238516,0
ENSG00000238517,0
ENSG00000238518,0
ENSG00000238519,0
ENSG00000238523,0
ENSG00000238529,0
ENSG00000238531,0
ENSG00000238532,0
ENSG00000238540,0
ENSG00000238542,0
ENSG00000238551,0
ENSG00000238553,0
ENSG00000238554,0
ENSG00000238558,0
ENSG00000238560,0
ENSG00000238561,0
ENSG00000238562,0
ENSG00000238570,0
ENSG00000238575,0
ENSG00000238578,0
ENSG00000238584,0
ENSG00000238585,0
ENSG00000238590,0
ENSG00000238593,0
ENSG00000238594,0
ENSG00000238597,0
ENSG00000238604,0
ENSG00000238606,0
ENSG00000238607,0
ENSG00000238609,0
ENSG00000238610,0
ENSG00000238616,0
ENSG00000238619,0
ENSG00000238621,1
ENSG00000238622,0
ENSG00000238623,0
ENSG00000238627,0
ENSG00000238628,0
ENSG00000238632,0
ENSG00000238634,0
ENSG00000238644,0
ENSG00000238645,0
ENSG00000238648,0
ENSG00000238649,0
ENSG00000238650,0
ENSG00000238653,0
ENSG00000238658,0
ENSG00000238660,0
ENSG00000238669,0
ENSG00000238672,0
ENSG00000238680,0
ENSG00000238685,0
ENSG00000238694,0
ENSG00000238697,0
ENSG00000238698,0
ENSG00000238704,0
ENSG00000238705,0
ENSG00000238707,0
ENSG00000238709,0
ENSG00000238711,0
ENSG00000238713,0
ENSG00000238716,0
ENSG00000238719,0
ENSG00000238721,0
ENSG00000238723,0
ENSG00000238724,0
ENSG00000238726,0
ENSG00000238728,0
ENSG00000238730,0
ENSG00000238731,0
ENSG00000238735,0
ENSG00000238737,0
ENSG00000238738,0
ENSG00000238741,4
ENSG00000238742,0
ENSG00000238745,0
ENSG00000238749,0
ENSG00000238750,0
ENSG00000238754,0
ENSG00000238755,1
ENSG00000238758,0
ENSG00000238759,0
ENSG00000238761,0
ENSG00000238764,0
ENSG00000238765,0
ENSG00000238766,0
ENSG00000238773,0
ENSG00000238774,0
ENSG00000238777,0
ENSG00000238778,0
ENSG00000238782,0
ENSG00000238783,0
ENSG00000238785,0
ENSG00000238787,0
ENSG00000238788,0
ENSG00000238789,0
ENSG00000238793,3
ENSG00000238795,14
ENSG00000238797,0
ENSG00000238803,0
ENSG00000238804,0
ENSG00000238808,0
ENSG00000238812,0
ENSG00000238813,0
ENSG00000238819,2
ENSG00000238823,0
ENSG00000238825,0
ENSG00000238826,0
ENSG00000238827,0
ENSG00000238829,0
ENSG00000238830,0
ENSG00000238832,2
ENSG00000238833,0
ENSG00000238835,0
ENSG00000238836,0
ENSG00000238837,0
ENSG00000238840,0
ENSG00000238842,0
ENSG00000238844,0
ENSG00000238845,0
ENSG00000238854,0
ENSG00000238861,0
ENSG00000238862,0
ENSG00000238870,0
ENSG00000238875,0
ENSG00000238876,0
ENSG00000238880,0
ENSG00000238882,0
ENSG00000238884,0
ENSG00000238886,0
ENSG00000238890,1
ENSG00000238898,0
ENSG00000238901,0
ENSG00000238902,0
ENSG00000238904,0
ENSG00000238906,0
ENSG00000238908,0
ENSG00000238909,0
ENSG00000238911,0
ENSG00000238912,0
ENSG00000238913,0
ENSG00000238917,0
ENSG00000238921,0
ENSG00000238923,0
ENSG00000238924,0
ENSG00000238926,0
ENSG00000238933,0
ENSG00000238934,0
ENSG00000238936,0
ENSG00000238941,0
ENSG00000238942,0
ENSG00000238943,0
ENSG00000238949,0
ENSG00000238950,0
ENSG00000238952,0
ENSG00000238957,0
ENSG00000238958,0
ENSG00000238959,0
ENSG00000238961,4
ENSG00000238962,0
ENSG00000238963,0
ENSG00000238964,0
ENSG00000238965,0
ENSG00000238966,0
ENSG00000238971,0
ENSG00000238976,0
ENSG00000238980,0
ENSG00000238987,0
ENSG00000238997,0
ENSG00000238998,0
ENSG00000239001,0
ENSG00000239002,0
ENSG00000239003,0
ENSG00000239005,3
ENSG00000239006,0
ENSG00000239007,0
ENSG00000239008,0
ENSG00000239010,0
ENSG00000239014,0
ENSG00000239021,3
ENSG00000239022,0
ENSG00000239023,0
ENSG00000239028,0
ENSG00000239030,0
ENSG00000239035,0
ENSG00000239036,0
ENSG00000239039,0
ENSG00000239040,5
ENSG00000239041,0
ENSG00000239043,1
ENSG00000239050,0
ENSG00000239053,0
ENSG00000239057,0
ENSG00000239069,0
ENSG00000239075,0
ENSG00000239078,0
ENSG00000239079,0
ENSG00000239080,0
ENSG00000239081,0
ENSG00000239082,1
ENSG00000239093,2
ENSG00000239096,0
ENSG00000239099,0
ENSG00000239101,0
ENSG00000239102,0
ENSG00000239105,0
ENSG00000239106,0
ENSG00000239107,0
ENSG00000239108,0
ENSG00000239112,6
ENSG00000239115,0
ENSG00000239118,0
ENSG00000239119,0
ENSG00000239120,0
ENSG00000239122,4
ENSG00000239127,0
ENSG00000239128,1
ENSG00000239129,0
ENSG00000239131,0
ENSG00000239137,0
ENSG00000239138,0
ENSG00000239142,0
ENSG00000239143,0
ENSG00000239148,0
ENSG00000239149,8
ENSG00000239151,0
ENSG00000239152,0
ENSG00000239153,0
ENSG00000239158,0
ENSG00000239160,0
ENSG00000239163,0
ENSG00000239167,0
ENSG00000239168,0
ENSG00000239169,0
ENSG00000239175,0
ENSG00000239179,0
ENSG00000239180,0
ENSG00000239181,0
ENSG00000239182,0
ENSG00000239183,0
ENSG00000239184,0
ENSG00000239185,0
ENSG00000239189,0
ENSG00000239190,0
ENSG00000239192,0
ENSG00000239194,0
ENSG00000239195,0
ENSG00000239197,1
ENSG00000239198,0
ENSG00000239199,0
ENSG00000239200,0
ENSG00000239201,0
ENSG00000239202,0
ENSG00000239203,1
ENSG00000239205,0
ENSG00000239207,0
ENSG00000239210,1
ENSG00000239211,0
ENSG00000239212,0
ENSG00000239213,148
ENSG00000239215,0
ENSG00000239216,0
ENSG00000239218,23
ENSG00000239219,4
ENSG00000239221,0
ENSG00000239223,0
ENSG00000239224,0
ENSG00000239225,0
ENSG00000239226,0
ENSG00000239227,0
ENSG00000239228,0
ENSG00000239238,0
ENSG00000239246,7
ENSG00000239247,1
ENSG00000239249,0
ENSG00000239250,0
ENSG00000239253,0
ENSG00000239254,1
ENSG00000239255,0
ENSG00000239256,0
ENSG00000239257,0
ENSG00000239261,0
ENSG00000239263,0
ENSG00000239264,175
ENSG00000239265,1
ENSG00000239268,0
ENSG00000239269,2
ENSG00000239272,3
ENSG00000239275,0
ENSG00000239279,0
ENSG00000239280,0
ENSG00000239281,0
ENSG00000239282,120
ENSG00000239288,0
ENSG00000239291,0
ENSG00000239293,0
ENSG00000239300,7
ENSG00000239304,0
ENSG00000239305,4862
ENSG00000239306,2939
ENSG00000239311,0
ENSG00000239314,0
ENSG00000239315,0
ENSG00000239316,0
ENSG00000239317,0
ENSG00000239319,0
ENSG00000239320,0
ENSG00000239322,5
ENSG00000239323,0
ENSG00000239327,0
ENSG00000239332,7
ENSG00000239333,0
ENSG00000239335,0
ENSG00000239344,0
ENSG00000239345,0
ENSG00000239350,0
ENSG00000239351,0
ENSG00000239353,8
ENSG00000239354,0
ENSG00000239356,0
ENSG00000239365,0
ENSG00000239367,10
ENSG00000239373,0
ENSG00000239374,1
ENSG00000239377,4
ENSG00000239381,0
ENSG00000239382,141
ENSG00000239383,0
ENSG00000239388,29
ENSG00000239389,7
ENSG00000239390,0
ENSG00000239392,0
ENSG00000239393,0
ENSG00000239395,0
ENSG00000239396,0
ENSG00000239397,0
ENSG00000239398,0
ENSG00000239402,0
ENSG00000239405,0
ENSG00000239407,3
ENSG00000239408,0
ENSG00000239412,1
ENSG00000239413,0
ENSG00000239415,254
ENSG00000239419,1
ENSG00000239426,0
ENSG00000239428,0
ENSG00000239429,0
ENSG00000239432,0
ENSG00000239435,0
ENSG00000239437,0
ENSG00000239438,0
ENSG00000239439,0
ENSG00000239440,0
ENSG00000239443,0
ENSG00000239445,3
ENSG00000239446,0
ENSG00000239453,2
ENSG00000239454,0
ENSG00000239455,0
ENSG00000239462,0
ENSG00000239464,0
ENSG00000239465,0
ENSG00000239466,0
ENSG00000239467,32
ENSG00000239468,0
ENSG00000239470,5
ENSG00000239471,0
ENSG00000239472,6
ENSG00000239473,0
ENSG00000239474,30
ENSG00000239480,2
ENSG00000239481,0
ENSG00000239482,0
ENSG00000239483,0
ENSG00000239486,11
ENSG00000239490,0
ENSG00000239494,2
ENSG00000239498,0
ENSG00000239500,0
ENSG00000239503,0
ENSG00000239504,0
ENSG00000239508,0
ENSG00000239510,2
ENSG00000239511,1
ENSG00000239513,0
ENSG00000239516,0
ENSG00000239517,0
ENSG00000239519,0
ENSG00000239521,177
ENSG00000239523,49
ENSG00000239524,0
ENSG00000239525,0
ENSG00000239527,0
ENSG00000239528,7
ENSG00000239532,0
ENSG00000239533,0
ENSG00000239539,0
ENSG00000239542,3
ENSG00000239544,1
ENSG00000239545,0
ENSG00000239547,0
ENSG00000239552,2
ENSG00000239553,0
ENSG00000239555,0
ENSG00000239556,24
ENSG00000239557,4
ENSG00000239559,9
ENSG00000239560,0
ENSG00000239568,0
ENSG00000239569,167
ENSG00000239570,0
ENSG00000239571,0
ENSG00000239572,0
ENSG00000239576,0
ENSG00000239577,0
ENSG00000239579,0
ENSG00000239580,0
ENSG00000239586,0
ENSG00000239587,0
ENSG00000239589,0
ENSG00000239590,0
ENSG00000239593,0
ENSG00000239594,0
ENSG00000239595,0
ENSG00000239600,0
ENSG00000239602,0
ENSG00000239605,8
ENSG00000239607,0
ENSG00000239608,0
ENSG00000239614,0
ENSG00000239615,0
ENSG00000239617,4
ENSG00000239620,1
ENSG00000239622,0
ENSG00000239625,0
ENSG00000239626,1
ENSG00000239627,0
ENSG00000239628,0
ENSG00000239632,0
ENSG00000239636,1
ENSG00000239640,0
ENSG00000239641,0
ENSG00000239642,3
ENSG00000239648,0
ENSG00000239649,0
ENSG00000239650,10
ENSG00000239653,24
ENSG00000239659,0
ENSG00000239661,0
ENSG00000239664,0
ENSG00000239665,558
ENSG00000239670,2
ENSG00000239671,0
ENSG00000239672,4110
ENSG00000239674,0
ENSG00000239677,0
ENSG00000239679,0
ENSG00000239683,0
ENSG00000239684,0
ENSG00000239686,0
ENSG00000239689,0
ENSG00000239690,0
ENSG00000239694,0
ENSG00000239696,0
ENSG00000239697,1140
ENSG00000239699,1
ENSG00000239701,0
ENSG00000239702,2
ENSG00000239703,0
ENSG00000239704,59
ENSG00000239705,0
ENSG00000239706,0
ENSG00000239708,0
ENSG00000239710,0
ENSG00000239713,151
ENSG00000239715,0
ENSG00000239716,0
ENSG00000239718,0
ENSG00000239719,2
ENSG00000239722,0
ENSG00000239726,2
ENSG00000239731,3
ENSG00000239732,0
ENSG00000239736,1
ENSG00000239739,0
ENSG00000239742,0
ENSG00000239744,0
ENSG00000239745,0
ENSG00000239748,0
ENSG00000239763,15
ENSG00000239767,0
ENSG00000239774,3
ENSG00000239775,0
ENSG00000239776,0
ENSG00000239779,656
ENSG00000239780,0
ENSG00000239783,0
ENSG00000239789,394
ENSG00000239791,6
ENSG00000239792,0
ENSG00000239793,0
ENSG00000239794,0
ENSG00000239797,1
ENSG00000239799,1
ENSG00000239801,0
ENSG00000239804,2
ENSG00000239805,0
ENSG00000239808,0
ENSG00000239809,0
ENSG00000239810,0
ENSG00000239819,0
ENSG00000239820,0
ENSG00000239821,5
ENSG00000239822,0
ENSG00000239823,0
ENSG00000239825,0
ENSG00000239827,42
ENSG00000239828,1
ENSG00000239829,1
ENSG00000239830,4
ENSG00000239831,0
ENSG00000239835,0
ENSG00000239839,0
ENSG00000239840,0
ENSG00000239855,0
ENSG00000239856,0
ENSG00000239857,95
ENSG00000239861,0
ENSG00000239862,0
ENSG00000239868,2
ENSG00000239870,0
ENSG00000239872,0
ENSG00000239873,0
ENSG00000239877,0
ENSG00000239880,0
ENSG00000239881,0
ENSG00000239883,38
ENSG00000239884,13
ENSG00000239886,0
ENSG00000239887,4522
ENSG00000239888,0
ENSG00000239893,0
ENSG00000239899,0
ENSG00000239900,3554
ENSG00000239906,0
ENSG00000239908,0
ENSG00000239910,0
ENSG00000239911,59
ENSG00000239912,11
ENSG00000239917,0
ENSG00000239919,0
ENSG00000239920,0
ENSG00000239921,0
ENSG00000239922,0
ENSG00000239923,2
ENSG00000239924,0
ENSG00000239926,0
ENSG00000239930,1
ENSG00000239932,0
ENSG00000239939,0
ENSG00000239941,0
ENSG00000239942,2
ENSG00000239944,0
ENSG00000239945,0
ENSG00000239946,0
ENSG00000239948,1
ENSG00000239951,14
ENSG00000239953,0
ENSG00000239958,1
ENSG00000239959,3
ENSG00000239961,0
ENSG00000239964,0
ENSG00000239967,0
ENSG00000239969,14
ENSG00000239975,0
ENSG00000239978,0
ENSG00000239981,0
ENSG00000239983,1
ENSG00000239984,0
ENSG00000239985,0
ENSG00000239986,0
ENSG00000239988,0
ENSG00000239989,0
ENSG00000239991,0
ENSG00000239992,0
ENSG00000239994,0
ENSG00000239995,0
ENSG00000239997,0
ENSG00000239998,20
ENSG00000240002,0
ENSG00000240003,0
ENSG00000240005,32
ENSG00000240006,8
ENSG00000240012,0
ENSG00000240014,0
ENSG00000240015,0
ENSG00000240021,0
ENSG00000240023,0
ENSG00000240024,20
ENSG00000240027,0
ENSG00000240031,0
ENSG00000240032,0
ENSG00000240033,0
ENSG00000240034,0
ENSG00000240036,4
ENSG00000240038,101
ENSG00000240040,0
ENSG00000240041,0
ENSG00000240043,1
ENSG00000240045,0
ENSG00000240047,0
ENSG00000240048,0
ENSG00000240050,2
ENSG00000240051,1
ENSG00000240052,1
ENSG00000240053,74
ENSG00000240056,0
ENSG00000240057,0
ENSG00000240058,0
ENSG00000240063,0
ENSG00000240065,899
ENSG00000240068,0
ENSG00000240069,0
ENSG00000240074,0
ENSG00000240083,1
ENSG00000240084,0
ENSG00000240086,31
ENSG00000240087,7
ENSG00000240089,0
ENSG00000240093,0
ENSG00000240095,0
ENSG00000240096,4
ENSG00000240097,2
ENSG00000240098,0
ENSG00000240100,0
ENSG00000240103,0
ENSG00000240106,0
ENSG00000240107,0
ENSG00000240108,0
ENSG00000240116,1
ENSG00000240121,0
ENSG00000240122,2
ENSG00000240125,2
ENSG00000240128,0
ENSG00000240131,0
ENSG00000240132,2
ENSG00000240135,0
ENSG00000240137,87
ENSG00000240138,1
ENSG00000240143,0
ENSG00000240151,0
ENSG00000240152,0
ENSG00000240156,0
ENSG00000240159,0
ENSG00000240160,3
ENSG00000240163,2
ENSG00000240167,0
ENSG00000240173,0
ENSG00000240174,0
ENSG00000240175,0
ENSG00000240179,0
ENSG00000240180,0
ENSG00000240183,0
ENSG00000240184,215
ENSG00000240186,0
ENSG00000240189,0
ENSG00000240194,0
ENSG00000240197,0
ENSG00000240198,0
ENSG00000240199,0
ENSG00000240201,0
ENSG00000240202,0
ENSG00000240203,0
ENSG00000240204,145
ENSG00000240205,0
ENSG00000240207,41
ENSG00000240210,1
ENSG00000240211,2
ENSG00000240215,0
ENSG00000240216,31
ENSG00000240219,17
ENSG00000240224,0
ENSG00000240225,27
ENSG00000240230,537
ENSG00000240231,0
ENSG00000240233,0
ENSG00000240235,0
ENSG00000240236,2
ENSG00000240237,0
ENSG00000240238,0
ENSG00000240240,1
ENSG00000240241,0
ENSG00000240244,2
ENSG00000240246,0
ENSG00000240247,0
ENSG00000240250,7
ENSG00000240253,1
ENSG00000240254,0
ENSG00000240255,0
ENSG00000240265,0
ENSG00000240268,0
ENSG00000240270,0
ENSG00000240271,0
ENSG00000240280,0
ENSG00000240281,0
ENSG00000240286,0
ENSG00000240288,7
ENSG00000240291,126
ENSG00000240292,0
ENSG00000240294,0
ENSG00000240296,0
ENSG00000240298,1
ENSG00000240299,0
ENSG00000240302,0
ENSG00000240303,21
ENSG00000240305,0
ENSG00000240306,0
ENSG00000240309,0
ENSG00000240311,2
ENSG00000240317,0
ENSG00000240320,0
ENSG00000240322,3
ENSG00000240327,0
ENSG00000240328,0
ENSG00000240338,0
ENSG00000240341,0
ENSG00000240342,1285
ENSG00000240344,300
ENSG00000240347,0
ENSG00000240350,5
ENSG00000240354,0
ENSG00000240355,0
ENSG00000240356,133
ENSG00000240359,0
ENSG00000240361,0
ENSG00000240364,0
ENSG00000240366,1
ENSG00000240370,70
ENSG00000240371,1
ENSG00000240373,0
ENSG00000240374,0
ENSG00000240375,0
ENSG00000240376,8
ENSG00000240382,0
ENSG00000240385,0
ENSG00000240386,0
ENSG00000240388,3
ENSG00000240392,0
ENSG00000240393,1
ENSG00000240395,3
ENSG00000240399,6
ENSG00000240401,16
ENSG00000240403,1
ENSG00000240404,0
ENSG00000240405,0
ENSG00000240409,2
ENSG00000240411,0
ENSG00000240412,0
ENSG00000240416,0
ENSG00000240418,1
ENSG00000240419,0
ENSG00000240423,0
ENSG00000240424,0
ENSG00000240426,0
ENSG00000240427,27
ENSG00000240429,53
ENSG00000240432,0
ENSG00000240435,0
ENSG00000240436,0
ENSG00000240438,0
ENSG00000240439,0
ENSG00000240440,0
ENSG00000240441,0
ENSG00000240443,0
ENSG00000240445,42
ENSG00000240449,17
ENSG00000240450,0
ENSG00000240452,0
ENSG00000240454,0
ENSG00000240455,1
ENSG00000240457,0
ENSG00000240458,0
ENSG00000240459,0
