Gene stable ID,19662bc7-e171-4a8e-b88a-4bd95c553b0c
ENSG00000261813,1
ENSG00000261815,0
ENSG00000261816,0
ENSG00000261817,0
ENSG00000261818,0
ENSG00000261819,42
ENSG00000261820,0
ENSG00000261821,2
ENSG00000261822,0
ENSG00000261823,9
ENSG00000261824,930
ENSG00000261826,0
ENSG00000261829,15
ENSG00000261831,0
ENSG00000261832,4
ENSG00000261833,1
ENSG00000261834,0
ENSG00000261835,0
ENSG00000261836,0
ENSG00000261837,4
ENSG00000261838,4
ENSG00000261839,6
ENSG00000261840,39
ENSG00000261842,4
ENSG00000261845,0
ENSG00000261848,0
ENSG00000261856,0
ENSG00000261857,1
ENSG00000261863,0
ENSG00000261864,4
ENSG00000261866,1
ENSG00000261868,6
ENSG00000261872,1
ENSG00000261873,0
ENSG00000261879,130
ENSG00000261882,0
ENSG00000261884,78
ENSG00000261886,5
ENSG00000261888,14
ENSG00000261889,101
ENSG00000261898,4
ENSG00000261904,0
ENSG00000261914,0
ENSG00000261915,2
ENSG00000261916,9
ENSG00000261924,6
ENSG00000261934,99
ENSG00000261938,0
ENSG00000261939,0
ENSG00000261949,0
ENSG00000261959,1
ENSG00000261963,4
ENSG00000261965,0
ENSG00000261970,4
ENSG00000261971,485
ENSG00000261976,0
ENSG00000261978,0
ENSG00000261987,0
ENSG00000261996,5
ENSG00000261997,8
ENSG00000262000,0
ENSG00000262001,148
ENSG00000262003,8
ENSG00000262006,2
ENSG00000262008,0
ENSG00000262011,0
ENSG00000262020,1
ENSG00000262031,0
ENSG00000262038,0
ENSG00000262039,2
ENSG00000262048,0
ENSG00000262049,145
ENSG00000262050,13
ENSG00000262052,0
ENSG00000262061,31
ENSG00000262067,0
ENSG00000262074,0
ENSG00000262075,0
ENSG00000262079,0
ENSG00000262081,1
ENSG00000262085,0
ENSG00000262089,48
ENSG00000262090,1
ENSG00000262094,8
ENSG00000262095,0
ENSG00000262096,20
ENSG00000262097,4
ENSG00000262098,2
ENSG00000262099,0
ENSG00000262106,0
ENSG00000262107,0
ENSG00000262112,0
ENSG00000262115,2
ENSG00000262116,0
ENSG00000262117,4
ENSG00000262118,10
ENSG00000262119,8
ENSG00000262120,0
ENSG00000262133,2
ENSG00000262135,0
ENSG00000262136,2
ENSG00000262140,2
ENSG00000262141,1
ENSG00000262147,89
ENSG00000262151,1
ENSG00000262152,4
ENSG00000262154,1
ENSG00000262155,11
ENSG00000262158,0
ENSG00000262160,0
ENSG00000262165,22
ENSG00000262171,2
ENSG00000262172,9
ENSG00000262179,77
ENSG00000262180,16
ENSG00000262181,0
ENSG00000262185,33
ENSG00000262187,0
ENSG00000262188,8
ENSG00000262198,2
ENSG00000262202,0
ENSG00000262209,147
ENSG00000262211,0
ENSG00000262213,1
ENSG00000262222,58
ENSG00000262223,11
ENSG00000262227,23
ENSG00000262228,4
ENSG00000262231,0
ENSG00000262235,0
ENSG00000262246,504
ENSG00000262248,6
ENSG00000262251,38
ENSG00000262259,0
ENSG00000262262,0
ENSG00000262265,4
ENSG00000262267,3
ENSG00000262271,0
ENSG00000262292,0
ENSG00000262294,1
ENSG00000262296,0
ENSG00000262298,2
ENSG00000262302,0
ENSG00000262304,38
ENSG00000262312,8
ENSG00000262313,0
ENSG00000262316,1
ENSG00000262319,0
ENSG00000262322,0
ENSG00000262332,0
ENSG00000262333,346
ENSG00000262339,0
ENSG00000262343,0
ENSG00000262352,0
ENSG00000262358,6
ENSG00000262362,3
ENSG00000262366,0
ENSG00000262370,28
ENSG00000262372,23
ENSG00000262380,2
ENSG00000262381,0
ENSG00000262384,0
ENSG00000262395,0
ENSG00000262400,0
ENSG00000262402,3
ENSG00000262406,32
ENSG00000262408,0
ENSG00000262410,25
ENSG00000262412,7
ENSG00000262413,0
ENSG00000262420,11
ENSG00000262429,0
ENSG00000262434,5
ENSG00000262445,12
ENSG00000262454,86
ENSG00000262456,0
ENSG00000262461,0
ENSG00000262468,191
ENSG00000262470,0
ENSG00000262471,5
ENSG00000262477,6
ENSG00000262480,0
ENSG00000262481,3
ENSG00000262482,6
ENSG00000262484,10
ENSG00000262488,1
ENSG00000262492,4
ENSG00000262495,1
ENSG00000262497,9
ENSG00000262500,0
ENSG00000262503,8
ENSG00000262514,1
ENSG00000262516,1
ENSG00000262518,0
ENSG00000262519,4
ENSG00000262521,8
ENSG00000262526,0
ENSG00000262528,5
ENSG00000262529,1
ENSG00000262533,0
ENSG00000262539,5
ENSG00000262543,3
ENSG00000262554,0
ENSG00000262558,8
ENSG00000262560,0
ENSG00000262561,0
ENSG00000262566,0
ENSG00000262576,257
ENSG00000262580,228
ENSG00000262583,8
ENSG00000262585,18
ENSG00000262587,62
ENSG00000262601,15
ENSG00000262609,0
ENSG00000262619,1
ENSG00000262621,7
ENSG00000262623,1
ENSG00000262624,0
ENSG00000262628,0
ENSG00000262633,0
ENSG00000262636,14
ENSG00000262648,0
ENSG00000262651,0
ENSG00000262652,60
ENSG00000262655,1857
ENSG00000262660,1
ENSG00000262662,1
ENSG00000262663,194
ENSG00000262664,0
ENSG00000262668,0
ENSG00000262670,0
ENSG00000262678,17
ENSG00000262681,0
ENSG00000262686,13
ENSG00000262691,209
ENSG00000262692,22
ENSG00000262693,8
ENSG00000262700,1
ENSG00000262703,12
ENSG00000262708,2
ENSG00000262712,38
ENSG00000262714,155
ENSG00000262721,0
ENSG00000262728,4
ENSG00000262730,0
ENSG00000262732,7
ENSG00000262759,1
ENSG00000262766,29
ENSG00000262768,0
ENSG00000262769,2
ENSG00000262772,224
ENSG00000262777,5
ENSG00000262786,0
ENSG00000262791,0
ENSG00000262801,6
ENSG00000262803,0
ENSG00000262810,3
ENSG00000262814,949
ENSG00000262815,0
ENSG00000262818,0
ENSG00000262823,134
ENSG00000262831,0
ENSG00000262833,3
ENSG00000262837,4
ENSG00000262848,0
ENSG00000262855,0
ENSG00000262869,2
ENSG00000262870,0
ENSG00000262873,3
ENSG00000262874,8
ENSG00000262877,54
ENSG00000262879,711
ENSG00000262880,0
ENSG00000262881,10
ENSG00000262884,101
ENSG00000262885,0
ENSG00000262888,16
ENSG00000262890,23
ENSG00000262898,0
ENSG00000262899,0
ENSG00000262902,23
ENSG00000262903,34
ENSG00000262904,22
ENSG00000262905,1
ENSG00000262919,948
ENSG00000262920,9
ENSG00000262921,8
ENSG00000262943,143
ENSG00000262950,0
ENSG00000262952,0
ENSG00000262953,0
ENSG00000262959,0
ENSG00000262961,0
ENSG00000262962,0
ENSG00000262966,224
ENSG00000262967,0
ENSG00000262974,0
ENSG00000262979,26
ENSG00000262980,0
ENSG00000262983,0
ENSG00000262990,0
ENSG00000262995,1
ENSG00000262999,0
ENSG00000263001,7678
ENSG00000263002,1679
ENSG00000263004,95
ENSG00000263006,1403
ENSG00000263011,21
ENSG00000263013,91
ENSG00000263015,1
ENSG00000263017,2
ENSG00000263020,3
ENSG00000263029,0
ENSG00000263033,36
ENSG00000263041,0
ENSG00000263045,0
ENSG00000263050,78
ENSG00000263051,0
ENSG00000263063,11
ENSG00000263064,53
ENSG00000263065,1
ENSG00000263069,232
ENSG00000263070,0
ENSG00000263072,624
ENSG00000263080,18
ENSG00000263081,0
ENSG00000263082,3
ENSG00000263089,20
ENSG00000263096,0
ENSG00000263098,2
ENSG00000263105,8
ENSG00000263107,0
ENSG00000263110,0
ENSG00000263120,8
ENSG00000263125,0
ENSG00000263126,59
ENSG00000263142,512
ENSG00000263146,0
ENSG00000263154,0
ENSG00000263155,80
ENSG00000263159,0
ENSG00000263164,19
ENSG00000263165,0
ENSG00000263167,1
ENSG00000263171,0
ENSG00000263176,0
ENSG00000263177,9
ENSG00000263179,2
ENSG00000263189,2
ENSG00000263196,0
ENSG00000263198,0
ENSG00000263199,0
ENSG00000263201,0
ENSG00000263204,0
ENSG00000263206,0
ENSG00000263207,0
ENSG00000263212,0
ENSG00000263214,63
ENSG00000263218,0
ENSG00000263219,4
ENSG00000263220,9
ENSG00000263232,7
ENSG00000263234,1
ENSG00000263235,29
ENSG00000263237,0
ENSG00000263241,0
ENSG00000263244,0
ENSG00000263252,0
ENSG00000263253,0
ENSG00000263257,2
ENSG00000263264,10
ENSG00000263266,393
ENSG00000263271,0
ENSG00000263272,163
ENSG00000263276,31
ENSG00000263277,0
ENSG00000263278,0
ENSG00000263279,0
ENSG00000263280,21
ENSG00000263293,13
ENSG00000263300,3
ENSG00000263301,0
ENSG00000263305,0
ENSG00000263307,14
ENSG00000263311,0
ENSG00000263312,1
ENSG00000263316,24
ENSG00000263317,0
ENSG00000263321,11
ENSG00000263325,9
ENSG00000263326,6
ENSG00000263327,208
ENSG00000263331,1
ENSG00000263335,223
ENSG00000263337,0
ENSG00000263338,3
ENSG00000263342,0
ENSG00000263343,1
ENSG00000263345,144
ENSG00000263351,0
ENSG00000263353,0
ENSG00000263354,0
ENSG00000263355,0
ENSG00000263357,0
ENSG00000263360,0
ENSG00000263361,3
ENSG00000263363,0
ENSG00000263365,0
ENSG00000263366,1
ENSG00000263368,5
ENSG00000263369,0
ENSG00000263370,1
ENSG00000263371,0
ENSG00000263372,0
ENSG00000263375,0
ENSG00000263377,0
ENSG00000263378,0
ENSG00000263381,0
ENSG00000263382,1
ENSG00000263383,0
ENSG00000263384,0
ENSG00000263388,1
ENSG00000263389,0
ENSG00000263390,0
ENSG00000263391,0
ENSG00000263392,0
ENSG00000263393,12
ENSG00000263394,0
ENSG00000263395,0
ENSG00000263396,0
ENSG00000263397,0
ENSG00000263399,0
ENSG00000263400,19
ENSG00000263401,0
ENSG00000263403,0
ENSG00000263404,0
ENSG00000263405,0
ENSG00000263407,0
ENSG00000263409,0
ENSG00000263410,0
ENSG00000263412,49
ENSG00000263413,0
ENSG00000263414,0
ENSG00000263415,0
ENSG00000263416,0
ENSG00000263417,0
ENSG00000263421,0
ENSG00000263422,35
ENSG00000263424,0
ENSG00000263425,0
ENSG00000263426,0
ENSG00000263427,0
ENSG00000263429,56
ENSG00000263432,43
ENSG00000263433,0
ENSG00000263435,0
ENSG00000263436,0
ENSG00000263438,0
ENSG00000263439,0
ENSG00000263441,0
ENSG00000263443,0
ENSG00000263445,0
ENSG00000263447,0
ENSG00000263448,0
ENSG00000263449,0
ENSG00000263450,0
ENSG00000263453,0
ENSG00000263456,0
ENSG00000263457,0
ENSG00000263458,0
ENSG00000263460,0
ENSG00000263462,0
ENSG00000263463,0
ENSG00000263464,0
ENSG00000263465,1803
ENSG00000263466,14
ENSG00000263468,1
ENSG00000263470,253
ENSG00000263473,0
ENSG00000263475,2
ENSG00000263476,0
ENSG00000263477,1
ENSG00000263479,0
ENSG00000263481,0
ENSG00000263482,1
ENSG00000263483,0
ENSG00000263485,0
ENSG00000263489,0
ENSG00000263490,0
ENSG00000263494,0
ENSG00000263497,0
ENSG00000263499,4
ENSG00000263501,0
ENSG00000263502,0
ENSG00000263503,0
ENSG00000263504,0
ENSG00000263505,0
ENSG00000263506,0
ENSG00000263507,0
ENSG00000263508,5
ENSG00000263509,0
ENSG00000263510,0
ENSG00000263511,0
ENSG00000263512,1
ENSG00000263513,7
ENSG00000263514,0
ENSG00000263515,0
ENSG00000263519,0
ENSG00000263520,0
ENSG00000263522,0
ENSG00000263525,0
ENSG00000263526,0
ENSG00000263527,1
ENSG00000263528,1846
ENSG00000263529,0
ENSG00000263531,11
ENSG00000263533,0
ENSG00000263535,57
ENSG00000263537,0
ENSG00000263538,0
ENSG00000263539,0
ENSG00000263540,0
ENSG00000263542,0
ENSG00000263546,0
ENSG00000263547,0
ENSG00000263548,0
ENSG00000263551,3
ENSG00000263553,0
ENSG00000263554,0
ENSG00000263556,1
ENSG00000263558,0
ENSG00000263561,0
ENSG00000263563,302
ENSG00000263565,0
ENSG00000263566,0
ENSG00000263567,0
ENSG00000263568,0
ENSG00000263570,0
ENSG00000263571,0
ENSG00000263572,0
ENSG00000263573,0
ENSG00000263574,3
ENSG00000263575,0
ENSG00000263576,0
ENSG00000263577,0
ENSG00000263578,0
ENSG00000263581,0
ENSG00000263583,0
ENSG00000263584,0
ENSG00000263585,0
ENSG00000263586,4
ENSG00000263588,0
ENSG00000263590,1
ENSG00000263592,0
ENSG00000263593,0
ENSG00000263594,0
ENSG00000263595,0
ENSG00000263596,0
ENSG00000263597,18
ENSG00000263600,0
ENSG00000263602,0
ENSG00000263603,7
ENSG00000263604,0
ENSG00000263606,2
ENSG00000263608,0
ENSG00000263609,1
ENSG00000263611,0
ENSG00000263612,10
ENSG00000263613,0
ENSG00000263615,0
ENSG00000263616,0
ENSG00000263618,11
ENSG00000263620,0
ENSG00000263622,0
ENSG00000263623,0
ENSG00000263624,3
ENSG00000263626,0
ENSG00000263627,6
ENSG00000263628,0
ENSG00000263629,0
ENSG00000263630,0
ENSG00000263631,0
ENSG00000263632,0
ENSG00000263634,0
ENSG00000263635,0
ENSG00000263636,0
ENSG00000263637,0
ENSG00000263639,142
ENSG00000263640,0
ENSG00000263641,0
ENSG00000263642,0
ENSG00000263643,0
ENSG00000263644,0
ENSG00000263645,1
ENSG00000263647,0
ENSG00000263648,1
ENSG00000263649,0
ENSG00000263651,0
ENSG00000263652,0
ENSG00000263653,0
ENSG00000263655,0
ENSG00000263657,3
ENSG00000263658,0
ENSG00000263660,14
ENSG00000263663,0
ENSG00000263666,0
ENSG00000263667,1
ENSG00000263669,0
ENSG00000263670,0
ENSG00000263672,0
ENSG00000263674,0
ENSG00000263675,25
ENSG00000263676,0
ENSG00000263677,0
ENSG00000263678,0
ENSG00000263680,1
ENSG00000263681,0
ENSG00000263682,0
ENSG00000263683,0
ENSG00000263684,0
ENSG00000263685,0
ENSG00000263686,0
ENSG00000263688,0
ENSG00000263689,0
ENSG00000263690,0
ENSG00000263691,0
ENSG00000263692,0
ENSG00000263693,0
ENSG00000263697,0
ENSG00000263698,5
ENSG00000263705,0
ENSG00000263707,0
ENSG00000263708,0
ENSG00000263709,0
ENSG00000263711,439
ENSG00000263712,6
ENSG00000263713,0
ENSG00000263715,0
ENSG00000263716,0
ENSG00000263717,3
ENSG00000263718,1
ENSG00000263719,0
ENSG00000263720,0
ENSG00000263721,0
ENSG00000263723,0
ENSG00000263724,1
ENSG00000263725,0
ENSG00000263727,3
ENSG00000263729,4
ENSG00000263730,0
ENSG00000263731,286
ENSG00000263733,1
ENSG00000263734,0
ENSG00000263735,0
ENSG00000263738,4
ENSG00000263740,6
ENSG00000263741,0
ENSG00000263742,2
ENSG00000263743,0
ENSG00000263744,0
ENSG00000263745,46
ENSG00000263746,0
ENSG00000263748,0
ENSG00000263749,1
ENSG00000263750,0
ENSG00000263751,0
ENSG00000263752,1
ENSG00000263753,3238
ENSG00000263755,0
ENSG00000263756,0
ENSG00000263757,0
ENSG00000263759,0
ENSG00000263761,0
ENSG00000263762,0
ENSG00000263763,0
ENSG00000263764,0
ENSG00000263765,7
ENSG00000263766,33
ENSG00000263767,0
ENSG00000263768,0
ENSG00000263772,0
ENSG00000263774,0
ENSG00000263775,1
ENSG00000263776,0
ENSG00000263780,0
ENSG00000263781,1
ENSG00000263782,0
ENSG00000263783,2
ENSG00000263785,0
ENSG00000263786,32
ENSG00000263787,2
ENSG00000263788,0
ENSG00000263790,2
ENSG00000263793,0
ENSG00000263794,0
ENSG00000263795,0
ENSG00000263797,0
ENSG00000263798,0
ENSG00000263800,1
ENSG00000263802,0
ENSG00000263805,0
ENSG00000263808,2
ENSG00000263809,22
ENSG00000263810,0
ENSG00000263811,0
ENSG00000263812,7
ENSG00000263813,0
ENSG00000263814,0
ENSG00000263815,0
ENSG00000263816,0
ENSG00000263818,47
ENSG00000263820,1
ENSG00000263821,3
ENSG00000263823,59
ENSG00000263825,0
ENSG00000263826,45
ENSG00000263827,0
ENSG00000263828,0
ENSG00000263829,2
ENSG00000263831,0
ENSG00000263834,2
ENSG00000263835,0
ENSG00000263838,0
ENSG00000263840,0
ENSG00000263841,0
ENSG00000263842,11
ENSG00000263843,140
ENSG00000263845,0
ENSG00000263846,5
ENSG00000263847,38
ENSG00000263848,0
ENSG00000263849,1
ENSG00000263853,2
ENSG00000263855,0
ENSG00000263856,0
ENSG00000263857,0
ENSG00000263858,0
ENSG00000263859,0
ENSG00000263860,2
ENSG00000263861,0
ENSG00000263862,1
ENSG00000263863,0
ENSG00000263868,0
ENSG00000263870,1
ENSG00000263872,0
ENSG00000263873,0
ENSG00000263874,126
ENSG00000263878,0
ENSG00000263881,0
ENSG00000263882,0
ENSG00000263883,1
ENSG00000263884,12
ENSG00000263885,0
ENSG00000263886,0
ENSG00000263887,2
ENSG00000263890,0
ENSG00000263891,1
ENSG00000263892,0
ENSG00000263893,1
ENSG00000263894,0
ENSG00000263895,1
ENSG00000263897,0
ENSG00000263898,0
ENSG00000263900,0
ENSG00000263903,0
ENSG00000263904,1
ENSG00000263905,0
ENSG00000263907,0
ENSG00000263908,0
ENSG00000263909,0
ENSG00000263913,0
ENSG00000263914,0
ENSG00000263916,21
ENSG00000263917,0
ENSG00000263918,0
ENSG00000263921,0
ENSG00000263923,1
ENSG00000263924,7
ENSG00000263926,0
ENSG00000263927,0
ENSG00000263928,0
ENSG00000263931,1
ENSG00000263932,0
ENSG00000263933,0
ENSG00000263934,2
ENSG00000263935,0
ENSG00000263938,0
ENSG00000263940,0
ENSG00000263941,1
ENSG00000263944,1
ENSG00000263945,0
ENSG00000263946,16
ENSG00000263948,0
ENSG00000263952,1
ENSG00000263954,0
ENSG00000263955,0
ENSG00000263956,516
ENSG00000263957,0
ENSG00000263958,0
ENSG00000263960,0
ENSG00000263961,1
ENSG00000263963,0
ENSG00000263964,0
ENSG00000263967,0
ENSG00000263968,30
ENSG00000263969,0
ENSG00000263970,1
ENSG00000263972,0
ENSG00000263973,0
ENSG00000263974,0
ENSG00000263976,0
ENSG00000263978,0
ENSG00000263979,1
ENSG00000263980,1
ENSG00000263981,0
ENSG00000263982,10
ENSG00000263984,0
ENSG00000263985,1
ENSG00000263986,0
ENSG00000263987,0
ENSG00000263988,0
ENSG00000263989,1
ENSG00000263990,13
ENSG00000263993,0
ENSG00000263995,0
ENSG00000263997,0
ENSG00000263999,0
ENSG00000264000,0
ENSG00000264002,0
ENSG00000264004,0
ENSG00000264005,0
ENSG00000264006,6
ENSG00000264007,0
ENSG00000264009,0
ENSG00000264010,5
ENSG00000264012,1
ENSG00000264013,0
ENSG00000264014,0
ENSG00000264015,0
ENSG00000264016,3
ENSG00000264017,3
ENSG00000264019,0
ENSG00000264021,0
ENSG00000264022,0
ENSG00000264023,0
ENSG00000264024,0
ENSG00000264026,0
ENSG00000264028,1
ENSG00000264029,1
ENSG00000264030,0
ENSG00000264031,1
ENSG00000264032,0
ENSG00000264034,0
ENSG00000264036,0
ENSG00000264037,0
ENSG00000264038,0
ENSG00000264039,0
ENSG00000264040,0
ENSG00000264041,0
ENSG00000264042,0
ENSG00000264044,8
ENSG00000264045,0
ENSG00000264047,2
ENSG00000264048,0
ENSG00000264049,14
ENSG00000264050,0
ENSG00000264052,0
ENSG00000264054,0
ENSG00000264055,0
ENSG00000264056,8
ENSG00000264057,17
ENSG00000264058,7
ENSG00000264060,0
ENSG00000264061,1
ENSG00000264062,0
ENSG00000264063,0
ENSG00000264066,0
ENSG00000264067,17
ENSG00000264069,0
ENSG00000264070,7
ENSG00000264071,2
ENSG00000264072,0
ENSG00000264073,0
ENSG00000264074,0
ENSG00000264075,0
ENSG00000264076,0
ENSG00000264077,0
ENSG00000264078,0
ENSG00000264079,0
ENSG00000264080,47
ENSG00000264081,1
ENSG00000264083,6
ENSG00000264084,0
ENSG00000264085,0
ENSG00000264089,0
ENSG00000264090,0
ENSG00000264091,17
ENSG00000264092,0
ENSG00000264093,0
ENSG00000264095,1
ENSG00000264097,0
ENSG00000264099,0
ENSG00000264101,0
ENSG00000264102,0
ENSG00000264103,0
ENSG00000264104,0
ENSG00000264105,0
ENSG00000264107,25
ENSG00000264108,0
ENSG00000264109,0
ENSG00000264110,0
ENSG00000264112,1224
ENSG00000264113,2
ENSG00000264114,0
ENSG00000264115,0
ENSG00000264116,0
ENSG00000264119,0
ENSG00000264120,0
ENSG00000264124,0
ENSG00000264125,3
ENSG00000264127,0
ENSG00000264128,0
ENSG00000264130,0
ENSG00000264131,0
ENSG00000264133,0
ENSG00000264134,0
ENSG00000264135,1
ENSG00000264136,0
ENSG00000264137,0
ENSG00000264138,0
ENSG00000264139,0
ENSG00000264141,0
ENSG00000264142,0
ENSG00000264144,1
ENSG00000264145,0
ENSG00000264146,0
ENSG00000264147,0
ENSG00000264148,14
ENSG00000264149,0
ENSG00000264150,0
ENSG00000264151,1
ENSG00000264155,0
ENSG00000264157,2
ENSG00000264158,0
ENSG00000264160,0
ENSG00000264163,0
ENSG00000264164,0
ENSG00000264167,0
ENSG00000264168,0
ENSG00000264169,1
ENSG00000264171,0
ENSG00000264172,0
ENSG00000264173,0
ENSG00000264174,1
ENSG00000264175,1
ENSG00000264176,23
ENSG00000264177,1
ENSG00000264178,0
ENSG00000264179,0
ENSG00000264181,0
ENSG00000264182,0
ENSG00000264183,0
ENSG00000264184,0
ENSG00000264186,0
ENSG00000264187,4
ENSG00000264188,5
ENSG00000264189,0
ENSG00000264190,0
ENSG00000264192,0
ENSG00000264193,0
ENSG00000264196,0
ENSG00000264200,0
ENSG00000264201,11
ENSG00000264203,5
ENSG00000264204,5
ENSG00000264206,0
ENSG00000264207,0
ENSG00000264208,0
ENSG00000264209,0
ENSG00000264210,0
ENSG00000264211,0
ENSG00000264212,0
ENSG00000264215,8
ENSG00000264216,0
ENSG00000264217,0
ENSG00000264219,64
ENSG00000264222,24
ENSG00000264224,0
ENSG00000264226,0
ENSG00000264229,1
ENSG00000264230,6
ENSG00000264232,0
ENSG00000264233,1
ENSG00000264235,29
ENSG00000264236,1
ENSG00000264238,0
ENSG00000264239,0
ENSG00000264240,0
ENSG00000264241,0
ENSG00000264242,0
ENSG00000264243,1
ENSG00000264245,0
ENSG00000264246,0
ENSG00000264247,1178
ENSG00000264248,0
ENSG00000264249,0
ENSG00000264250,0
ENSG00000264251,0
ENSG00000264254,7
ENSG00000264256,2
ENSG00000264257,0
ENSG00000264260,0
ENSG00000264261,0
ENSG00000264262,0
ENSG00000264263,0
ENSG00000264265,0
ENSG00000264266,1
ENSG00000264267,0
ENSG00000264268,0
ENSG00000264269,28
ENSG00000264270,2
ENSG00000264271,0
ENSG00000264272,0
ENSG00000264273,0
ENSG00000264274,0
ENSG00000264275,0
ENSG00000264277,0
ENSG00000264278,92
ENSG00000264279,2
ENSG00000264281,32
ENSG00000264283,0
ENSG00000264284,1
ENSG00000264286,0
ENSG00000264288,0
ENSG00000264289,0
ENSG00000264290,20
ENSG00000264292,0
ENSG00000264293,0
ENSG00000264294,0
ENSG00000264295,0
ENSG00000264296,4
ENSG00000264297,0
ENSG00000264298,2
ENSG00000264299,0
ENSG00000264300,1
ENSG00000264301,0
ENSG00000264302,0
ENSG00000264303,0
ENSG00000264304,23
ENSG00000264306,0
ENSG00000264308,0
ENSG00000264309,0
ENSG00000264311,0
ENSG00000264313,2
ENSG00000264314,1
ENSG00000264315,0
ENSG00000264316,0
ENSG00000264317,4
ENSG00000264319,0
ENSG00000264321,0
ENSG00000264322,0
ENSG00000264323,0
ENSG00000264324,9
ENSG00000264326,0
ENSG00000264327,0
ENSG00000264329,0
ENSG00000264330,0
ENSG00000264332,0
ENSG00000264333,0
ENSG00000264334,0
ENSG00000264336,0
ENSG00000264338,0
ENSG00000264339,0
ENSG00000264340,0
ENSG00000264341,0
ENSG00000264342,0
ENSG00000264343,221
ENSG00000264344,0
ENSG00000264345,5
ENSG00000264346,0
ENSG00000264349,5
ENSG00000264350,139
ENSG00000264352,1
ENSG00000264354,1
ENSG00000264357,0
ENSG00000264358,0
ENSG00000264359,0
ENSG00000264362,0
ENSG00000264364,20694
ENSG00000264365,19
ENSG00000264370,39
ENSG00000264371,0
ENSG00000264372,0
ENSG00000264373,0
ENSG00000264374,0
ENSG00000264377,0
ENSG00000264378,0
ENSG00000264379,0
ENSG00000264380,0
ENSG00000264382,0
ENSG00000264383,1
ENSG00000264384,2
ENSG00000264386,1
ENSG00000264387,0
ENSG00000264388,0
ENSG00000264390,0
ENSG00000264391,1
ENSG00000264392,0
ENSG00000264395,0
ENSG00000264397,0
ENSG00000264399,0
ENSG00000264400,2
ENSG00000264402,0
ENSG00000264404,1
ENSG00000264405,0
ENSG00000264406,0
ENSG00000264408,2
ENSG00000264410,0
ENSG00000264419,1
ENSG00000264420,0
ENSG00000264421,0
ENSG00000264422,0
ENSG00000264423,0
ENSG00000264424,3
ENSG00000264425,70
ENSG00000264426,0
ENSG00000264429,1
ENSG00000264431,0
ENSG00000264434,0
ENSG00000264435,1
ENSG00000264437,0
ENSG00000264438,0
ENSG00000264439,0
ENSG00000264441,0
ENSG00000264443,1
ENSG00000264444,0
ENSG00000264445,0
ENSG00000264446,0
ENSG00000264448,12
ENSG00000264449,0
ENSG00000264451,1
ENSG00000264452,0
ENSG00000264453,0
ENSG00000264455,0
ENSG00000264456,150
ENSG00000264458,1
ENSG00000264462,0
ENSG00000264463,0
ENSG00000264464,0
ENSG00000264465,0
ENSG00000264468,1
ENSG00000264470,0
ENSG00000264471,0
ENSG00000264472,2
ENSG00000264474,0
ENSG00000264475,0
ENSG00000264477,0
ENSG00000264478,0
ENSG00000264479,0
ENSG00000264480,0
ENSG00000264482,0
ENSG00000264483,1
ENSG00000264484,0
ENSG00000264486,0
ENSG00000264488,0
ENSG00000264489,0
ENSG00000264490,0
ENSG00000264491,1
ENSG00000264493,0
ENSG00000264494,0
ENSG00000264496,0
ENSG00000264497,0
ENSG00000264500,0
ENSG00000264501,0
ENSG00000264502,0
ENSG00000264503,0
ENSG00000264505,0
ENSG00000264510,0
ENSG00000264511,0
ENSG00000264512,0
ENSG00000264513,3
ENSG00000264514,0
ENSG00000264515,0
ENSG00000264517,0
ENSG00000264518,0
ENSG00000264519,0
ENSG00000264520,7
ENSG00000264522,11492
ENSG00000264525,0
ENSG00000264526,0
ENSG00000264527,0
ENSG00000264529,0
ENSG00000264530,0
ENSG00000264534,0
ENSG00000264535,4
ENSG00000264536,0
ENSG00000264538,736
ENSG00000264539,1
ENSG00000264540,1
ENSG00000264542,0
ENSG00000264543,0
ENSG00000264544,0
ENSG00000264545,0
ENSG00000264546,3
ENSG00000264548,15
ENSG00000264549,0
ENSG00000264551,0
ENSG00000264552,0
ENSG00000264553,0
ENSG00000264554,0
ENSG00000264558,0
ENSG00000264559,0
ENSG00000264560,0
ENSG00000264562,0
ENSG00000264563,0
ENSG00000264564,23
ENSG00000264566,0
ENSG00000264569,3
ENSG00000264570,8
ENSG00000264571,0
ENSG00000264572,2
ENSG00000264573,3
ENSG00000264574,0
ENSG00000264575,280
ENSG00000264576,0
ENSG00000264577,124
ENSG00000264578,0
ENSG00000264580,1
ENSG00000264582,0
ENSG00000264583,0
ENSG00000264585,0
ENSG00000264587,0
ENSG00000264589,444
ENSG00000264592,0
ENSG00000264594,0
ENSG00000264595,12
ENSG00000264596,0
ENSG00000264598,1
ENSG00000264599,0
ENSG00000264603,0
ENSG00000264604,0
ENSG00000264607,0
ENSG00000264608,53
ENSG00000264609,0
ENSG00000264610,1
ENSG00000264613,0
ENSG00000264614,0
ENSG00000264615,0
ENSG00000264616,2
ENSG00000264617,0
ENSG00000264618,0
ENSG00000264620,0
ENSG00000264621,0
ENSG00000264622,0
ENSG00000264623,0
ENSG00000264624,0
ENSG00000264629,0
ENSG00000264630,0
ENSG00000264633,0
ENSG00000264634,0
ENSG00000264635,29
ENSG00000264637,0
ENSG00000264638,0
ENSG00000264641,0
ENSG00000264642,0
ENSG00000264643,1
ENSG00000264644,2
ENSG00000264645,1
