Gene stable ID,c118b9c9-9a9e-43dc-bdf6-cce1d9f8ff74
ENSG00000259175,3
ENSG00000259176,0
ENSG00000259177,0
ENSG00000259178,0
ENSG00000259179,0
ENSG00000259180,0
ENSG00000259181,1
ENSG00000259182,13
ENSG00000259183,0
ENSG00000259185,0
ENSG00000259186,0
ENSG00000259187,0
ENSG00000259188,2
ENSG00000259191,0
ENSG00000259192,2
ENSG00000259194,0
ENSG00000259195,0
ENSG00000259196,0
ENSG00000259198,1
ENSG00000259199,0
ENSG00000259200,4
ENSG00000259201,1
ENSG00000259202,0
ENSG00000259203,0
ENSG00000259204,0
ENSG00000259205,8
ENSG00000259207,203
ENSG00000259208,0
ENSG00000259209,16
ENSG00000259211,12
ENSG00000259212,7
ENSG00000259213,0
ENSG00000259214,0
ENSG00000259215,10
ENSG00000259216,1
ENSG00000259217,0
ENSG00000259218,0
ENSG00000259219,8
ENSG00000259221,0
ENSG00000259222,3
ENSG00000259223,0
ENSG00000259224,11
ENSG00000259225,16
ENSG00000259227,0
ENSG00000259228,2
ENSG00000259229,0
ENSG00000259230,1
ENSG00000259231,0
ENSG00000259232,1
ENSG00000259234,0
ENSG00000259235,0
ENSG00000259236,11
ENSG00000259237,0
ENSG00000259238,3
ENSG00000259239,0
ENSG00000259240,0
ENSG00000259241,0
ENSG00000259242,0
ENSG00000259244,26
ENSG00000259245,1
ENSG00000259246,0
ENSG00000259247,0
ENSG00000259248,100
ENSG00000259250,48
ENSG00000259251,12
ENSG00000259252,0
ENSG00000259254,0
ENSG00000259255,0
ENSG00000259256,0
ENSG00000259257,0
ENSG00000259258,0
ENSG00000259259,0
ENSG00000259261,0
ENSG00000259262,5
ENSG00000259264,7
ENSG00000259265,0
ENSG00000259266,0
ENSG00000259267,0
ENSG00000259268,0
ENSG00000259269,0
ENSG00000259270,0
ENSG00000259271,143
ENSG00000259273,0
ENSG00000259274,3
ENSG00000259275,34
ENSG00000259276,0
ENSG00000259277,0
ENSG00000259278,1
ENSG00000259279,0
ENSG00000259280,0
ENSG00000259281,0
ENSG00000259282,0
ENSG00000259283,0
ENSG00000259284,0
ENSG00000259285,0
ENSG00000259286,1
ENSG00000259287,23
ENSG00000259288,0
ENSG00000259289,1
ENSG00000259290,0
ENSG00000259291,335
ENSG00000259293,0
ENSG00000259294,0
ENSG00000259295,48
ENSG00000259296,0
ENSG00000259298,26
ENSG00000259299,2
ENSG00000259300,0
ENSG00000259301,0
ENSG00000259302,0
ENSG00000259303,0
ENSG00000259304,0
ENSG00000259305,31
ENSG00000259306,0
ENSG00000259307,0
ENSG00000259308,2
ENSG00000259309,1
ENSG00000259312,0
ENSG00000259314,8
ENSG00000259315,30
ENSG00000259316,3
ENSG00000259317,0
ENSG00000259318,16
ENSG00000259319,97
ENSG00000259320,0
ENSG00000259321,44
ENSG00000259322,6
ENSG00000259324,0
ENSG00000259326,7
ENSG00000259327,0
ENSG00000259330,206
ENSG00000259331,0
ENSG00000259332,1
ENSG00000259333,0
ENSG00000259334,1
ENSG00000259335,2
ENSG00000259336,5
ENSG00000259337,16
ENSG00000259338,4
ENSG00000259339,0
ENSG00000259340,0
ENSG00000259341,0
ENSG00000259342,5
ENSG00000259343,81
ENSG00000259345,13
ENSG00000259346,2
ENSG00000259347,0
ENSG00000259348,0
ENSG00000259349,16
ENSG00000259350,0
ENSG00000259351,6
ENSG00000259352,0
ENSG00000259353,3
ENSG00000259354,37
ENSG00000259356,0
ENSG00000259357,0
ENSG00000259358,1
ENSG00000259359,0
ENSG00000259360,0
ENSG00000259361,0
ENSG00000259362,5
ENSG00000259363,57
ENSG00000259364,3
ENSG00000259365,0
ENSG00000259366,97
ENSG00000259367,14
ENSG00000259368,0
ENSG00000259369,2
ENSG00000259370,24
ENSG00000259371,4
ENSG00000259372,11
ENSG00000259374,0
ENSG00000259375,0
ENSG00000259376,11
ENSG00000259377,0
ENSG00000259378,1
ENSG00000259379,0
ENSG00000259380,0
ENSG00000259381,12
ENSG00000259383,0
ENSG00000259384,1
ENSG00000259385,0
ENSG00000259388,0
ENSG00000259389,0
ENSG00000259390,0
ENSG00000259392,1
ENSG00000259393,0
ENSG00000259394,3
ENSG00000259395,0
ENSG00000259396,0
ENSG00000259397,6
ENSG00000259398,0
ENSG00000259399,2
ENSG00000259402,1
ENSG00000259403,0
ENSG00000259404,1
ENSG00000259405,0
ENSG00000259407,13
ENSG00000259408,23
ENSG00000259409,0
ENSG00000259410,2
ENSG00000259411,1
ENSG00000259413,0
ENSG00000259414,1
ENSG00000259415,0
ENSG00000259416,1
ENSG00000259417,55
ENSG00000259418,1
ENSG00000259419,5
ENSG00000259420,17
ENSG00000259421,0
ENSG00000259422,4
ENSG00000259423,0
ENSG00000259424,6
ENSG00000259425,0
ENSG00000259426,102
ENSG00000259427,0
ENSG00000259428,0
ENSG00000259429,73
ENSG00000259430,0
ENSG00000259431,614
ENSG00000259432,0
ENSG00000259433,0
ENSG00000259434,0
ENSG00000259435,0
ENSG00000259436,14
ENSG00000259437,0
ENSG00000259438,4
ENSG00000259439,0
ENSG00000259440,0
ENSG00000259441,1
ENSG00000259442,9
ENSG00000259443,0
ENSG00000259444,0
ENSG00000259445,2
ENSG00000259446,0
ENSG00000259447,0
ENSG00000259448,7
ENSG00000259449,0
ENSG00000259450,7
ENSG00000259452,0
ENSG00000259453,0
ENSG00000259454,0
ENSG00000259456,91
ENSG00000259457,0
ENSG00000259458,0
ENSG00000259459,1380
ENSG00000259460,2
ENSG00000259461,0
ENSG00000259462,3
ENSG00000259463,0
ENSG00000259464,0
ENSG00000259465,0
ENSG00000259466,0
ENSG00000259467,3
ENSG00000259468,0
ENSG00000259469,1
ENSG00000259470,4
ENSG00000259471,0
ENSG00000259473,0
ENSG00000259474,1
ENSG00000259475,6
ENSG00000259476,0
ENSG00000259477,0
ENSG00000259478,1
ENSG00000259479,98
ENSG00000259481,0
ENSG00000259482,0
ENSG00000259483,0
ENSG00000259485,0
ENSG00000259488,21
ENSG00000259489,0
ENSG00000259490,5
ENSG00000259493,1
ENSG00000259494,516
ENSG00000259495,99
ENSG00000259496,2
ENSG00000259498,38
ENSG00000259499,1
ENSG00000259500,9
ENSG00000259502,14
ENSG00000259503,0
ENSG00000259504,0
ENSG00000259505,0
ENSG00000259507,0
ENSG00000259508,0
ENSG00000259509,1
ENSG00000259511,0
ENSG00000259512,0
ENSG00000259513,0
ENSG00000259514,0
ENSG00000259515,27
ENSG00000259516,2
ENSG00000259517,0
ENSG00000259518,1
ENSG00000259519,2
ENSG00000259520,39
ENSG00000259521,1
ENSG00000259522,1
ENSG00000259523,16
ENSG00000259525,0
ENSG00000259527,1
ENSG00000259528,0
ENSG00000259529,25
ENSG00000259530,1
ENSG00000259531,6
ENSG00000259532,1
ENSG00000259533,0
ENSG00000259534,0
ENSG00000259535,1
ENSG00000259536,7
ENSG00000259538,0
ENSG00000259539,0
ENSG00000259540,2
ENSG00000259541,0
ENSG00000259542,2
ENSG00000259543,0
ENSG00000259544,1
ENSG00000259545,1
ENSG00000259546,0
ENSG00000259547,0
ENSG00000259548,0
ENSG00000259550,0
ENSG00000259551,0
ENSG00000259553,0
ENSG00000259554,0
ENSG00000259555,0
ENSG00000259556,11
ENSG00000259557,0
ENSG00000259558,0
ENSG00000259560,0
ENSG00000259561,8
ENSG00000259562,50
ENSG00000259563,3
ENSG00000259564,0
ENSG00000259565,2
ENSG00000259569,0
ENSG00000259570,2
ENSG00000259571,0
ENSG00000259572,0
ENSG00000259573,0
ENSG00000259575,1
ENSG00000259577,36
ENSG00000259579,3
ENSG00000259580,0
ENSG00000259581,4
ENSG00000259582,1
ENSG00000259583,147
ENSG00000259584,2
ENSG00000259585,1
ENSG00000259586,0
ENSG00000259587,0
ENSG00000259588,1
ENSG00000259589,0
ENSG00000259590,15
ENSG00000259591,0
ENSG00000259592,4
ENSG00000259593,0
ENSG00000259594,2
ENSG00000259595,5
ENSG00000259598,0
ENSG00000259600,0
ENSG00000259601,0
ENSG00000259602,0
ENSG00000259603,0
ENSG00000259604,4
ENSG00000259605,156
ENSG00000259607,0
ENSG00000259608,0
ENSG00000259609,0
ENSG00000259610,0
ENSG00000259611,0
ENSG00000259612,38
ENSG00000259614,2
ENSG00000259615,0
ENSG00000259616,17
ENSG00000259617,0
ENSG00000259618,5
ENSG00000259619,0
ENSG00000259620,0
ENSG00000259621,3
ENSG00000259622,0
ENSG00000259623,1124
ENSG00000259624,0
ENSG00000259626,0
ENSG00000259627,0
ENSG00000259628,8
ENSG00000259630,3
ENSG00000259631,1
ENSG00000259632,0
ENSG00000259633,0
ENSG00000259635,3
ENSG00000259636,0
ENSG00000259637,0
ENSG00000259639,0
ENSG00000259641,24
ENSG00000259642,135
ENSG00000259644,3
ENSG00000259645,7
ENSG00000259646,0
ENSG00000259647,3
ENSG00000259648,9
ENSG00000259649,1
ENSG00000259650,0
ENSG00000259651,0
ENSG00000259652,0
ENSG00000259654,2
ENSG00000259655,0
ENSG00000259656,1
ENSG00000259657,4
ENSG00000259658,16
ENSG00000259659,14
ENSG00000259660,4
ENSG00000259661,0
ENSG00000259663,35
ENSG00000259664,0
ENSG00000259665,2
ENSG00000259666,1
ENSG00000259668,36
ENSG00000259669,0
ENSG00000259670,0
ENSG00000259671,0
ENSG00000259672,0
ENSG00000259673,439
ENSG00000259674,1
ENSG00000259675,0
ENSG00000259676,0
ENSG00000259677,7
ENSG00000259678,4
ENSG00000259680,13
ENSG00000259681,0
ENSG00000259682,0
ENSG00000259683,12
ENSG00000259684,0
ENSG00000259685,1
ENSG00000259686,1
ENSG00000259687,4
ENSG00000259688,0
ENSG00000259690,0
ENSG00000259691,0
ENSG00000259692,0
ENSG00000259694,0
ENSG00000259695,0
ENSG00000259696,0
ENSG00000259697,0
ENSG00000259698,0
ENSG00000259699,12
ENSG00000259700,0
ENSG00000259701,0
ENSG00000259702,0
ENSG00000259703,6
ENSG00000259704,3
ENSG00000259705,8
ENSG00000259706,10
ENSG00000259707,2
ENSG00000259708,0
ENSG00000259709,3
ENSG00000259710,1
ENSG00000259711,10
ENSG00000259712,6
ENSG00000259713,0
ENSG00000259715,0
ENSG00000259717,1
ENSG00000259719,0
ENSG00000259720,0
ENSG00000259721,5
ENSG00000259722,0
ENSG00000259723,0
ENSG00000259724,0
ENSG00000259725,178
ENSG00000259726,2
ENSG00000259727,5
ENSG00000259728,33
ENSG00000259730,0
ENSG00000259731,0
ENSG00000259732,2
ENSG00000259734,0
ENSG00000259735,0
ENSG00000259736,31
ENSG00000259737,0
ENSG00000259738,0
ENSG00000259740,0
ENSG00000259742,0
ENSG00000259743,0
ENSG00000259744,0
ENSG00000259746,8
ENSG00000259747,1
ENSG00000259749,0
ENSG00000259750,1
ENSG00000259751,5
ENSG00000259752,0
ENSG00000259753,0
ENSG00000259754,0
ENSG00000259755,5
ENSG00000259756,0
ENSG00000259757,5
ENSG00000259759,0
ENSG00000259760,8
ENSG00000259761,0
ENSG00000259762,4
ENSG00000259763,2
ENSG00000259764,0
ENSG00000259767,7
ENSG00000259768,201
ENSG00000259769,0
ENSG00000259770,0
ENSG00000259771,2
ENSG00000259772,18
ENSG00000259773,1
ENSG00000259774,3
ENSG00000259775,71
ENSG00000259776,0
ENSG00000259779,1
ENSG00000259780,16
ENSG00000259781,778
ENSG00000259782,5
ENSG00000259783,3
ENSG00000259784,0
ENSG00000259786,0
ENSG00000259788,2
ENSG00000259789,0
ENSG00000259790,3
ENSG00000259791,0
ENSG00000259792,5
ENSG00000259793,360
ENSG00000259797,2
ENSG00000259798,1
ENSG00000259799,4
ENSG00000259800,0
ENSG00000259802,65
ENSG00000259803,4
ENSG00000259804,5
ENSG00000259805,0
ENSG00000259807,133
ENSG00000259810,17
ENSG00000259813,1
ENSG00000259814,0
ENSG00000259815,0
ENSG00000259817,0
ENSG00000259818,1
ENSG00000259819,0
ENSG00000259820,237
ENSG00000259821,0
ENSG00000259822,0
ENSG00000259823,0
ENSG00000259826,43
ENSG00000259827,0
ENSG00000259828,0
ENSG00000259831,9
ENSG00000259832,0
ENSG00000259833,0
ENSG00000259834,84
ENSG00000259836,0
ENSG00000259837,0
ENSG00000259838,2
ENSG00000259839,0
ENSG00000259840,13
ENSG00000259841,0
ENSG00000259842,0
ENSG00000259843,0
ENSG00000259844,0
ENSG00000259845,4
ENSG00000259846,0
ENSG00000259847,4
ENSG00000259848,1
ENSG00000259849,0
ENSG00000259852,0
ENSG00000259854,1
ENSG00000259855,0
ENSG00000259856,35
ENSG00000259859,0
ENSG00000259861,0
ENSG00000259862,0
ENSG00000259863,19
ENSG00000259864,0
ENSG00000259865,1149
ENSG00000259866,0
ENSG00000259867,12
ENSG00000259868,2
ENSG00000259869,10
ENSG00000259870,0
ENSG00000259871,8
ENSG00000259873,1
ENSG00000259874,0
ENSG00000259876,1
ENSG00000259877,174
ENSG00000259878,0
ENSG00000259881,13
ENSG00000259882,0
ENSG00000259883,7
ENSG00000259884,76
ENSG00000259887,3
ENSG00000259888,0
ENSG00000259889,0
ENSG00000259890,0
ENSG00000259891,270
ENSG00000259892,0
ENSG00000259895,1
ENSG00000259897,0
ENSG00000259898,0
ENSG00000259899,2
ENSG00000259900,0
ENSG00000259904,11
ENSG00000259905,0
ENSG00000259906,0
ENSG00000259907,0
ENSG00000259909,0
ENSG00000259910,0
ENSG00000259912,0
ENSG00000259914,0
ENSG00000259915,16
ENSG00000259916,3
ENSG00000259917,35
ENSG00000259918,4
ENSG00000259920,12
ENSG00000259921,7
ENSG00000259922,0
ENSG00000259923,0
ENSG00000259924,3
ENSG00000259925,12
ENSG00000259926,0
ENSG00000259928,2
ENSG00000259929,0
ENSG00000259931,0
ENSG00000259932,7
ENSG00000259933,32
ENSG00000259934,0
ENSG00000259935,7
ENSG00000259937,0
ENSG00000259939,0
ENSG00000259940,97
ENSG00000259941,3
ENSG00000259943,454
ENSG00000259944,0
ENSG00000259945,0
ENSG00000259946,0
ENSG00000259947,0
ENSG00000259948,0
ENSG00000259950,2
ENSG00000259952,0
ENSG00000259953,189
ENSG00000259954,9
ENSG00000259955,0
ENSG00000259956,5456
ENSG00000259957,0
ENSG00000259959,165
ENSG00000259961,0
ENSG00000259962,0
ENSG00000259963,0
ENSG00000259964,6
ENSG00000259966,0
ENSG00000259967,1
ENSG00000259968,0
ENSG00000259969,91
ENSG00000259970,2
ENSG00000259971,0
ENSG00000259972,324
ENSG00000259974,0
ENSG00000259976,1849
ENSG00000259977,10
ENSG00000259978,0
ENSG00000259979,0
ENSG00000259981,0
ENSG00000259982,2
ENSG00000259983,0
ENSG00000259984,5
ENSG00000259985,8
ENSG00000259986,0
ENSG00000259987,1
ENSG00000259989,3
ENSG00000259990,0
ENSG00000259992,0
ENSG00000259993,0
ENSG00000259994,86
ENSG00000259995,0
ENSG00000259996,0
ENSG00000259997,0
ENSG00000259998,0
ENSG00000259999,0
ENSG00000260000,81
ENSG00000260001,37
ENSG00000260003,1
ENSG00000260004,0
ENSG00000260005,76
ENSG00000260007,0
ENSG00000260008,4
ENSG00000260009,14
ENSG00000260010,0
ENSG00000260011,4
ENSG00000260012,2
ENSG00000260014,0
ENSG00000260015,0
ENSG00000260017,4
ENSG00000260018,13
ENSG00000260019,8
ENSG00000260021,0
ENSG00000260022,29
ENSG00000260024,0
ENSG00000260025,57
ENSG00000260026,0
ENSG00000260027,564
ENSG00000260029,0
ENSG00000260030,0
ENSG00000260031,0
ENSG00000260032,31092
ENSG00000260033,0
ENSG00000260034,12
ENSG00000260035,1
ENSG00000260036,0
ENSG00000260037,14
ENSG00000260038,10
ENSG00000260041,0
ENSG00000260042,0
ENSG00000260046,1
ENSG00000260047,0
ENSG00000260048,1
ENSG00000260049,0
ENSG00000260051,65
ENSG00000260052,3
ENSG00000260053,0
ENSG00000260057,0
ENSG00000260058,0
ENSG00000260059,6
ENSG00000260060,13
ENSG00000260062,0
ENSG00000260063,96
ENSG00000260064,2
ENSG00000260066,0
ENSG00000260067,0
ENSG00000260068,0
ENSG00000260070,1
ENSG00000260071,0
ENSG00000260072,1
ENSG00000260073,0
ENSG00000260075,5
ENSG00000260077,157
ENSG00000260078,3
ENSG00000260081,43
ENSG00000260082,2
ENSG00000260083,124
ENSG00000260084,2
ENSG00000260086,35
ENSG00000260087,0
ENSG00000260088,15
ENSG00000260089,0
ENSG00000260090,0
ENSG00000260091,77
ENSG00000260092,0
ENSG00000260093,2
ENSG00000260094,0
ENSG00000260095,33
ENSG00000260096,0
ENSG00000260097,30
ENSG00000260100,2
ENSG00000260101,22
ENSG00000260102,0
ENSG00000260103,20
ENSG00000260104,0
ENSG00000260105,8
ENSG00000260107,0
ENSG00000260108,0
ENSG00000260109,0
ENSG00000260111,0
ENSG00000260112,0
ENSG00000260113,1
ENSG00000260114,307
ENSG00000260115,0
ENSG00000260118,62
ENSG00000260120,1
ENSG00000260121,109
ENSG00000260122,0
ENSG00000260123,3
ENSG00000260125,0
ENSG00000260126,0
ENSG00000260128,6
ENSG00000260131,0
ENSG00000260132,0
ENSG00000260133,0
ENSG00000260134,0
ENSG00000260135,120
ENSG00000260136,204
ENSG00000260137,1
ENSG00000260139,15
ENSG00000260141,0
ENSG00000260142,0
ENSG00000260144,1
ENSG00000260145,0
ENSG00000260146,1
ENSG00000260147,0
ENSG00000260148,0
ENSG00000260151,0
ENSG00000260152,0
ENSG00000260153,0
ENSG00000260156,0
ENSG00000260157,0
ENSG00000260158,0
ENSG00000260159,0
ENSG00000260160,100
ENSG00000260161,0
ENSG00000260162,0
ENSG00000260163,1
ENSG00000260165,0
ENSG00000260166,0
ENSG00000260167,14
ENSG00000260170,0
ENSG00000260171,3
ENSG00000260172,0
ENSG00000260173,0
ENSG00000260174,4
ENSG00000260176,11
ENSG00000260177,0
ENSG00000260179,7
ENSG00000260182,75
ENSG00000260183,10
ENSG00000260184,0
ENSG00000260185,2
ENSG00000260186,2
ENSG00000260187,0
ENSG00000260188,0
ENSG00000260190,4
ENSG00000260192,0
ENSG00000260193,9
ENSG00000260194,2
ENSG00000260196,56
ENSG00000260197,0
ENSG00000260198,0
ENSG00000260201,0
ENSG00000260202,0
ENSG00000260205,0
ENSG00000260206,0
ENSG00000260207,0
ENSG00000260209,8
ENSG00000260211,0
ENSG00000260212,0
ENSG00000260213,13
ENSG00000260217,0
ENSG00000260218,0
ENSG00000260219,468
ENSG00000260220,1
ENSG00000260223,0
ENSG00000260224,0
ENSG00000260228,273
ENSG00000260229,0
ENSG00000260230,32
ENSG00000260231,840
ENSG00000260232,0
ENSG00000260233,194
ENSG00000260234,1
ENSG00000260235,1
ENSG00000260236,98
ENSG00000260237,0
ENSG00000260238,74
ENSG00000260239,1
ENSG00000260240,0
ENSG00000260242,1
ENSG00000260244,476
ENSG00000260246,0
ENSG00000260247,2
ENSG00000260249,4
ENSG00000260251,0
ENSG00000260252,8
ENSG00000260253,7
ENSG00000260254,0
ENSG00000260255,0
ENSG00000260256,0
ENSG00000260257,438
ENSG00000260258,0
ENSG00000260259,19
ENSG00000260260,514
ENSG00000260261,164
ENSG00000260262,0
ENSG00000260264,0
ENSG00000260265,0
ENSG00000260266,3
ENSG00000260267,522
ENSG00000260268,0
ENSG00000260269,20
ENSG00000260271,2
ENSG00000260272,1
ENSG00000260273,12
ENSG00000260274,56
ENSG00000260275,0
ENSG00000260276,132
ENSG00000260277,9
ENSG00000260278,0
ENSG00000260279,44
ENSG00000260280,0
ENSG00000260281,2
ENSG00000260282,0
ENSG00000260284,119
ENSG00000260285,198
ENSG00000260286,0
ENSG00000260287,0
ENSG00000260288,6
ENSG00000260289,0
ENSG00000260290,20
ENSG00000260291,0
ENSG00000260293,40
ENSG00000260296,75
ENSG00000260298,0
ENSG00000260300,23
ENSG00000260302,2
ENSG00000260303,0
ENSG00000260304,1
ENSG00000260305,0
ENSG00000260306,8
ENSG00000260307,0
ENSG00000260308,0
ENSG00000260310,4
ENSG00000260311,0
ENSG00000260312,0
ENSG00000260314,251
ENSG00000260316,2
ENSG00000260317,65
ENSG00000260318,82
ENSG00000260322,0
ENSG00000260325,16
ENSG00000260326,0
ENSG00000260327,0
ENSG00000260328,0
ENSG00000260329,58
ENSG00000260331,11
ENSG00000260332,0
ENSG00000260335,0
ENSG00000260337,50
ENSG00000260338,2
ENSG00000260339,33
ENSG00000260340,0
ENSG00000260341,0
ENSG00000260342,4
ENSG00000260343,0
ENSG00000260344,0
ENSG00000260345,0
ENSG00000260347,0
ENSG00000260348,0
ENSG00000260349,0
ENSG00000260350,6
ENSG00000260351,1
ENSG00000260352,3
ENSG00000260357,0
ENSG00000260360,23
ENSG00000260361,38
ENSG00000260362,0
ENSG00000260364,0
ENSG00000260366,3
ENSG00000260367,56
ENSG00000260368,8
ENSG00000260369,3
ENSG00000260370,0
ENSG00000260371,0
ENSG00000260372,156
ENSG00000260375,0
ENSG00000260377,0
ENSG00000260378,1
ENSG00000260379,0
ENSG00000260381,5
ENSG00000260382,0
ENSG00000260385,0
ENSG00000260386,0
ENSG00000260387,0
ENSG00000260388,11
ENSG00000260389,2
ENSG00000260390,0
ENSG00000260391,0
ENSG00000260392,2
ENSG00000260393,0
ENSG00000260394,5
ENSG00000260395,0
ENSG00000260398,14
ENSG00000260399,0
ENSG00000260400,154
ENSG00000260401,1570
ENSG00000260402,0
ENSG00000260403,0
ENSG00000260404,448
ENSG00000260405,0
ENSG00000260406,1
ENSG00000260409,9
ENSG00000260410,4
ENSG00000260411,1
ENSG00000260412,1
ENSG00000260413,0
ENSG00000260414,0
ENSG00000260416,0
ENSG00000260417,2
ENSG00000260418,146
ENSG00000260419,0
ENSG00000260420,3
ENSG00000260422,0
ENSG00000260423,25
ENSG00000260425,47
ENSG00000260426,0
ENSG00000260427,0
ENSG00000260428,32
ENSG00000260430,23
ENSG00000260431,0
ENSG00000260433,0
ENSG00000260436,1
ENSG00000260438,0
ENSG00000260439,5
ENSG00000260440,0
ENSG00000260441,4
ENSG00000260442,37
ENSG00000260443,0
ENSG00000260444,0
ENSG00000260445,1
ENSG00000260447,2
ENSG00000260448,23
ENSG00000260449,0
ENSG00000260450,0
ENSG00000260451,0
ENSG00000260452,1
ENSG00000260454,0
ENSG00000260455,8
ENSG00000260456,26
ENSG00000260457,0
ENSG00000260458,0
ENSG00000260459,28
ENSG00000260460,0
ENSG00000260461,259
ENSG00000260464,50
ENSG00000260465,0
ENSG00000260466,0
ENSG00000260467,0
ENSG00000260468,17
ENSG00000260469,1
ENSG00000260470,50
ENSG00000260471,0
ENSG00000260472,0
ENSG00000260473,2
ENSG00000260475,8
ENSG00000260476,0
ENSG00000260477,0
ENSG00000260478,0
ENSG00000260479,0
ENSG00000260480,0
ENSG00000260482,0
ENSG00000260483,1
ENSG00000260484,5
ENSG00000260487,2
ENSG00000260488,0
ENSG00000260490,12
ENSG00000260492,1
ENSG00000260493,5
ENSG00000260494,6
ENSG00000260495,30
ENSG00000260496,1
ENSG00000260497,0
ENSG00000260498,1
ENSG00000260500,9
ENSG00000260504,0
ENSG00000260505,0
ENSG00000260507,0
ENSG00000260509,2
ENSG00000260510,4
ENSG00000260511,0
ENSG00000260514,0
ENSG00000260515,1
ENSG00000260516,0
ENSG00000260517,89
ENSG00000260518,1
ENSG00000260519,0
ENSG00000260520,0
ENSG00000260521,23
ENSG00000260522,0
ENSG00000260524,1
ENSG00000260525,0
ENSG00000260526,131
ENSG00000260528,6
ENSG00000260530,0
ENSG00000260532,0
ENSG00000260534,0
ENSG00000260536,1
ENSG00000260537,0
ENSG00000260540,0
ENSG00000260541,7
ENSG00000260542,0
ENSG00000260545,0
ENSG00000260548,0
ENSG00000260549,40
ENSG00000260550,0
ENSG00000260551,0
ENSG00000260552,48
ENSG00000260555,6
ENSG00000260558,0
ENSG00000260563,242
ENSG00000260564,0
ENSG00000260565,1201
ENSG00000260566,0
ENSG00000260568,0
ENSG00000260569,0
ENSG00000260570,0
ENSG00000260571,10
ENSG00000260572,79
ENSG00000260573,0
ENSG00000260574,0
ENSG00000260575,0
ENSG00000260576,0
ENSG00000260577,23
ENSG00000260578,31
ENSG00000260579,0
ENSG00000260580,0
ENSG00000260581,2
ENSG00000260582,0
ENSG00000260583,10
ENSG00000260584,0
ENSG00000260585,0
ENSG00000260586,6
ENSG00000260588,44
ENSG00000260589,58
ENSG00000260590,0
ENSG00000260592,24
ENSG00000260593,10
ENSG00000260594,0
ENSG00000260595,0
ENSG00000260596,0
ENSG00000260597,194
ENSG00000260598,0
ENSG00000260599,1
ENSG00000260600,0
ENSG00000260601,0
ENSG00000260602,1
ENSG00000260603,0
ENSG00000260604,6
ENSG00000260605,0
ENSG00000260608,4
ENSG00000260610,0
ENSG00000260611,0
ENSG00000260612,1
ENSG00000260613,3
ENSG00000260614,0
ENSG00000260615,14
ENSG00000260616,1
ENSG00000260617,0
ENSG00000260618,164
ENSG00000260619,10
ENSG00000260620,0
ENSG00000260621,0
ENSG00000260622,0
ENSG00000260624,0
ENSG00000260625,20
ENSG00000260626,0
ENSG00000260628,4
ENSG00000260629,0
ENSG00000260630,76
ENSG00000260631,0
ENSG00000260633,24
ENSG00000260634,0
ENSG00000260635,10
ENSG00000260636,1
ENSG00000260639,0
ENSG00000260640,0
ENSG00000260641,36
ENSG00000260642,0
ENSG00000260643,54
ENSG00000260644,1
ENSG00000260645,69
ENSG00000260646,32
ENSG00000260647,16
ENSG00000260648,0
ENSG00000260649,0
ENSG00000260650,4
ENSG00000260651,1
ENSG00000260653,29
ENSG00000260657,1
ENSG00000260658,1
ENSG00000260659,0
ENSG00000260660,2
ENSG00000260661,0
ENSG00000260662,0
ENSG00000260664,2
ENSG00000260668,7
ENSG00000260669,89
ENSG00000260670,0
ENSG00000260671,2
ENSG00000260672,4
ENSG00000260673,0
ENSG00000260674,0
ENSG00000260675,0
ENSG00000260676,0
ENSG00000260677,0
ENSG00000260678,1
ENSG00000260679,5
ENSG00000260680,0
ENSG00000260681,5
ENSG00000260682,0
ENSG00000260683,0
ENSG00000260685,1
ENSG00000260686,115
ENSG00000260687,0
ENSG00000260688,0
ENSG00000260689,0
ENSG00000260690,0
ENSG00000260691,0
ENSG00000260693,2
ENSG00000260694,0
ENSG00000260695,16
ENSG00000260698,29
ENSG00000260701,1
ENSG00000260702,0
ENSG00000260704,1
ENSG00000260706,0
ENSG00000260708,113
ENSG00000260710,72
ENSG00000260711,1293
ENSG00000260714,1
ENSG00000260715,0
ENSG00000260719,2
ENSG00000260720,0
ENSG00000260721,0
ENSG00000260722,0
ENSG00000260723,0
ENSG00000260724,0
ENSG00000260725,0
ENSG00000260726,0
ENSG00000260727,2
ENSG00000260729,19
ENSG00000260731,1
ENSG00000260733,0
ENSG00000260734,0
ENSG00000260735,2
ENSG00000260737,1
ENSG00000260738,0
ENSG00000260739,0
ENSG00000260740,3
ENSG00000260741,0
ENSG00000260742,7
ENSG00000260743,9
ENSG00000260744,0
ENSG00000260746,2
ENSG00000260747,3
ENSG00000260750,4
ENSG00000260751,44
ENSG00000260755,0
ENSG00000260756,0
ENSG00000260757,4
ENSG00000260758,0
ENSG00000260759,0
ENSG00000260760,0
ENSG00000260761,0
ENSG00000260762,2
ENSG00000260763,1
ENSG00000260764,0
ENSG00000260765,0
ENSG00000260766,680
ENSG00000260769,1
ENSG00000260771,0
ENSG00000260772,0
ENSG00000260773,21
ENSG00000260774,27
ENSG00000260776,2
ENSG00000260777,0
ENSG00000260778,138
ENSG00000260779,0
ENSG00000260780,0
ENSG00000260781,0
ENSG00000260782,2
ENSG00000260784,0
ENSG00000260785,0
ENSG00000260786,1
ENSG00000260788,9
ENSG00000260790,2
ENSG00000260792,9
ENSG00000260793,256
ENSG00000260795,0
ENSG00000260796,11
ENSG00000260797,0
ENSG00000260798,0
