Gene stable ID,313fe71e-7a50-43f9-bd28-4c65127aecad
ENSG00000260880,9
ENSG00000260882,0
ENSG00000260883,0
ENSG00000260884,16
ENSG00000260886,26
ENSG00000260887,0
ENSG00000260889,0
ENSG00000260891,16
ENSG00000260892,0
ENSG00000260894,0
ENSG00000260895,39
ENSG00000260896,6
ENSG00000260897,0
ENSG00000260898,10
ENSG00000260899,5
ENSG00000260900,0
ENSG00000260902,0
ENSG00000260903,1
ENSG00000260905,0
ENSG00000260907,3
ENSG00000260908,1
ENSG00000260909,1
ENSG00000260910,30
ENSG00000260911,19
ENSG00000260912,1909
ENSG00000260913,2
ENSG00000260914,2
ENSG00000260916,2294
ENSG00000260917,187
ENSG00000260918,11
ENSG00000260919,1
ENSG00000260920,213
ENSG00000260921,0
ENSG00000260922,1
ENSG00000260923,53
ENSG00000260924,31
ENSG00000260926,1
ENSG00000260927,7
ENSG00000260928,1
ENSG00000260929,0
ENSG00000260930,0
ENSG00000260932,0
ENSG00000260933,0
ENSG00000260934,0
ENSG00000260936,19
ENSG00000260937,0
ENSG00000260939,0
ENSG00000260940,4
ENSG00000260941,90
ENSG00000260942,128
ENSG00000260943,0
ENSG00000260944,5
ENSG00000260945,0
ENSG00000260947,2
ENSG00000260948,76
ENSG00000260949,18
ENSG00000260951,0
ENSG00000260953,0
ENSG00000260954,7
ENSG00000260955,7
ENSG00000260957,0
ENSG00000260958,0
ENSG00000260959,0
ENSG00000260962,0
ENSG00000260963,2
ENSG00000260965,0
ENSG00000260966,166
ENSG00000260967,0
ENSG00000260969,2
ENSG00000260970,0
ENSG00000260971,5
ENSG00000260972,0
ENSG00000260973,0
ENSG00000260974,0
ENSG00000260975,0
ENSG00000260976,0
ENSG00000260977,14
ENSG00000260978,0
ENSG00000260979,2
ENSG00000260981,0
ENSG00000260983,1
ENSG00000260984,0
ENSG00000260986,0
ENSG00000260988,3
ENSG00000260989,3
ENSG00000260990,6
ENSG00000260991,1
ENSG00000260992,19
ENSG00000260994,0
ENSG00000260995,0
ENSG00000260996,16
ENSG00000260997,39
ENSG00000260999,1
ENSG00000261000,4
ENSG00000261002,5
ENSG00000261003,2
ENSG00000261007,0
ENSG00000261008,43
ENSG00000261009,0
ENSG00000261010,0
ENSG00000261011,0
ENSG00000261012,0
ENSG00000261013,1
ENSG00000261014,0
ENSG00000261017,0
ENSG00000261018,0
ENSG00000261019,17
ENSG00000261020,0
ENSG00000261024,1
ENSG00000261025,0
ENSG00000261026,21
ENSG00000261028,0
ENSG00000261029,0
ENSG00000261030,1
ENSG00000261033,2
ENSG00000261035,0
ENSG00000261036,0
ENSG00000261037,1
ENSG00000261038,0
ENSG00000261039,363
ENSG00000261040,96
ENSG00000261041,0
ENSG00000261043,0
ENSG00000261044,0
ENSG00000261045,4
ENSG00000261046,0
ENSG00000261047,0
ENSG00000261048,0
ENSG00000261049,1
ENSG00000261051,24
ENSG00000261052,11
ENSG00000261053,0
ENSG00000261054,3
ENSG00000261055,0
ENSG00000261056,1
ENSG00000261057,0
ENSG00000261058,1
ENSG00000261060,49
ENSG00000261061,356
ENSG00000261063,0
ENSG00000261064,16
ENSG00000261065,0
ENSG00000261066,0
ENSG00000261067,48
ENSG00000261068,308
ENSG00000261069,7
ENSG00000261070,13
ENSG00000261071,0
ENSG00000261072,0
ENSG00000261075,0
ENSG00000261076,10
ENSG00000261077,0
ENSG00000261078,0
ENSG00000261079,33
ENSG00000261080,0
ENSG00000261081,0
ENSG00000261082,0
ENSG00000261083,2
ENSG00000261084,0
ENSG00000261087,242
ENSG00000261089,4
ENSG00000261090,0
ENSG00000261092,0
ENSG00000261093,0
ENSG00000261094,122
ENSG00000261095,0
ENSG00000261096,1
ENSG00000261097,3
ENSG00000261098,105
ENSG00000261101,13
ENSG00000261102,0
ENSG00000261103,3
ENSG00000261104,486
ENSG00000261105,47
ENSG00000261108,0
ENSG00000261111,0
ENSG00000261113,2
ENSG00000261114,28
ENSG00000261115,43
ENSG00000261116,198
ENSG00000261117,1
ENSG00000261118,15
ENSG00000261120,0
ENSG00000261121,1
ENSG00000261122,0
ENSG00000261123,7
ENSG00000261124,3
ENSG00000261126,46
ENSG00000261127,0
ENSG00000261129,0
ENSG00000261130,0
ENSG00000261131,7
ENSG00000261135,2
ENSG00000261136,20
ENSG00000261140,5
ENSG00000261141,11
ENSG00000261143,8
ENSG00000261144,0
ENSG00000261145,2
ENSG00000261146,0
ENSG00000261147,3
ENSG00000261150,8809
ENSG00000261151,0
ENSG00000261153,0
ENSG00000261154,0
ENSG00000261156,1
ENSG00000261158,0
ENSG00000261159,85
ENSG00000261161,1
ENSG00000261166,1
ENSG00000261167,257
ENSG00000261168,19
ENSG00000261170,0
ENSG00000261171,0
ENSG00000261172,21
ENSG00000261173,1
ENSG00000261174,0
ENSG00000261175,10
ENSG00000261176,0
ENSG00000261177,0
ENSG00000261178,0
ENSG00000261181,0
ENSG00000261182,0
ENSG00000261183,305
ENSG00000261184,0
ENSG00000261186,7
ENSG00000261187,17
ENSG00000261188,389
ENSG00000261189,189
ENSG00000261190,0
ENSG00000261191,0
ENSG00000261192,30
ENSG00000261193,0
ENSG00000261194,0
ENSG00000261195,3
ENSG00000261196,0
ENSG00000261197,0
ENSG00000261198,0
ENSG00000261199,0
ENSG00000261200,0
ENSG00000261202,8
ENSG00000261203,0
ENSG00000261204,2
ENSG00000261205,1
ENSG00000261206,0
ENSG00000261207,7
ENSG00000261208,1
ENSG00000261209,0
ENSG00000261210,0
ENSG00000261211,99
ENSG00000261212,0
ENSG00000261213,0
ENSG00000261215,13
ENSG00000261216,4
ENSG00000261217,1
ENSG00000261218,10
ENSG00000261219,2
ENSG00000261220,132
ENSG00000261221,850
ENSG00000261222,12
ENSG00000261226,0
ENSG00000261227,2
ENSG00000261229,21
ENSG00000261231,0
ENSG00000261232,2
ENSG00000261233,0
ENSG00000261234,0
ENSG00000261235,21
ENSG00000261236,4403
ENSG00000261238,0
ENSG00000261239,1
ENSG00000261240,0
ENSG00000261241,0
ENSG00000261242,5
ENSG00000261243,0
ENSG00000261244,0
ENSG00000261245,3
ENSG00000261247,0
ENSG00000261248,0
ENSG00000261249,0
ENSG00000261250,0
ENSG00000261251,0
ENSG00000261253,16
ENSG00000261254,158
ENSG00000261257,0
ENSG00000261259,0
ENSG00000261260,0
ENSG00000261261,0
ENSG00000261263,0
ENSG00000261265,0
ENSG00000261266,3
ENSG00000261267,5
ENSG00000261268,0
ENSG00000261269,231
ENSG00000261270,21
ENSG00000261272,0
ENSG00000261273,0
ENSG00000261274,0
ENSG00000261275,0
ENSG00000261276,1
ENSG00000261277,0
ENSG00000261278,0
ENSG00000261279,3
ENSG00000261281,0
ENSG00000261282,0
ENSG00000261284,0
ENSG00000261285,0
ENSG00000261286,5
ENSG00000261288,0
ENSG00000261289,0
ENSG00000261290,0
ENSG00000261291,1
ENSG00000261292,1
ENSG00000261293,1
ENSG00000261294,0
ENSG00000261295,149
ENSG00000261296,0
ENSG00000261298,4
ENSG00000261299,0
ENSG00000261302,1
ENSG00000261303,0
ENSG00000261304,0
ENSG00000261305,20
ENSG00000261307,0
ENSG00000261308,4
ENSG00000261310,1
ENSG00000261312,1
ENSG00000261313,0
ENSG00000261314,0
ENSG00000261315,0
ENSG00000261316,0
ENSG00000261317,0
ENSG00000261318,2
ENSG00000261319,14
ENSG00000261320,0
ENSG00000261324,197
ENSG00000261325,2
ENSG00000261326,216
ENSG00000261327,66
ENSG00000261329,2
ENSG00000261330,1
ENSG00000261331,0
ENSG00000261332,2
ENSG00000261333,0
ENSG00000261334,0
ENSG00000261335,19
ENSG00000261336,1
ENSG00000261338,258
ENSG00000261340,0
ENSG00000261341,2
ENSG00000261342,23
ENSG00000261346,0
ENSG00000261347,1
ENSG00000261348,1
ENSG00000261349,5
ENSG00000261350,0
ENSG00000261351,109
ENSG00000261353,194
ENSG00000261356,0
ENSG00000261357,15
ENSG00000261359,3
ENSG00000261360,16
ENSG00000261362,0
ENSG00000261363,1
ENSG00000261364,1
ENSG00000261365,0
ENSG00000261366,5
ENSG00000261367,5
ENSG00000261368,0
ENSG00000261369,1
ENSG00000261371,9210
ENSG00000261373,402
ENSG00000261375,6
ENSG00000261376,0
ENSG00000261377,38
ENSG00000261379,2
ENSG00000261382,0
ENSG00000261384,0
ENSG00000261385,0
ENSG00000261386,3
ENSG00000261390,10
ENSG00000261391,0
ENSG00000261392,0
ENSG00000261393,0
ENSG00000261394,0
ENSG00000261395,1
ENSG00000261396,0
ENSG00000261397,0
ENSG00000261398,0
ENSG00000261399,1
ENSG00000261400,0
ENSG00000261401,0
ENSG00000261402,2
ENSG00000261403,0
ENSG00000261404,2
ENSG00000261405,0
ENSG00000261407,1
ENSG00000261408,34
ENSG00000261409,5
ENSG00000261410,1
ENSG00000261411,1
ENSG00000261416,9
ENSG00000261418,0
ENSG00000261419,0
ENSG00000261420,0
ENSG00000261421,0
ENSG00000261423,29
ENSG00000261424,1
ENSG00000261426,2
ENSG00000261427,1
ENSG00000261428,82
ENSG00000261429,0
ENSG00000261430,0
ENSG00000261431,5
ENSG00000261432,0
ENSG00000261433,0
ENSG00000261434,32
ENSG00000261435,2
ENSG00000261436,0
ENSG00000261437,195
ENSG00000261438,39
ENSG00000261439,0
ENSG00000261440,0
ENSG00000261441,6
ENSG00000261442,4
ENSG00000261444,0
ENSG00000261445,0
ENSG00000261446,0
ENSG00000261447,2
ENSG00000261448,3
ENSG00000261449,0
ENSG00000261451,2
ENSG00000261453,0
ENSG00000261455,107
ENSG00000261456,189
ENSG00000261457,4
ENSG00000261458,0
ENSG00000261459,1
ENSG00000261460,56
ENSG00000261461,53
ENSG00000261462,0
ENSG00000261465,19
ENSG00000261466,0
ENSG00000261467,0
ENSG00000261468,19
ENSG00000261469,0
ENSG00000261470,0
ENSG00000261471,1
ENSG00000261472,0
ENSG00000261474,139
ENSG00000261475,0
ENSG00000261476,4
ENSG00000261478,0
ENSG00000261480,0
ENSG00000261481,0
ENSG00000261482,0
ENSG00000261485,26
ENSG00000261486,0
ENSG00000261487,17
ENSG00000261488,252
ENSG00000261489,1
ENSG00000261490,84
ENSG00000261491,0
ENSG00000261496,19
ENSG00000261497,0
ENSG00000261498,0
ENSG00000261499,0
ENSG00000261501,0
ENSG00000261502,0
ENSG00000261504,76
ENSG00000261505,167
ENSG00000261507,0
ENSG00000261509,0
ENSG00000261510,0
ENSG00000261511,0
ENSG00000261512,60
ENSG00000261513,0
ENSG00000261514,0
ENSG00000261515,0
ENSG00000261517,0
ENSG00000261519,2
ENSG00000261520,100
ENSG00000261522,0
ENSG00000261523,0
ENSG00000261524,0
ENSG00000261526,140
ENSG00000261527,0
ENSG00000261528,1
ENSG00000261529,0
ENSG00000261532,0
ENSG00000261533,51
ENSG00000261534,112
ENSG00000261535,3
ENSG00000261536,0
ENSG00000261537,1
ENSG00000261538,23
ENSG00000261540,0
ENSG00000261541,0
ENSG00000261542,90
ENSG00000261543,0
ENSG00000261544,4
ENSG00000261546,1
ENSG00000261548,1
ENSG00000261549,2
ENSG00000261550,7
ENSG00000261552,0
ENSG00000261553,14
ENSG00000261554,0
ENSG00000261555,0
ENSG00000261556,136
ENSG00000261557,16
ENSG00000261558,1
ENSG00000261559,1
ENSG00000261560,25
ENSG00000261561,0
ENSG00000261564,0
ENSG00000261566,0
ENSG00000261567,1
ENSG00000261568,8
ENSG00000261569,0
ENSG00000261570,1
ENSG00000261572,43
ENSG00000261573,1
ENSG00000261574,4
ENSG00000261575,27
ENSG00000261578,92
ENSG00000261580,0
ENSG00000261581,1
ENSG00000261582,17
ENSG00000261583,0
ENSG00000261584,3
ENSG00000261586,31
ENSG00000261587,30
ENSG00000261588,4
ENSG00000261590,1
ENSG00000261592,0
ENSG00000261593,0
ENSG00000261594,59
ENSG00000261595,0
ENSG00000261596,25
ENSG00000261598,0
ENSG00000261599,0
ENSG00000261600,4
ENSG00000261602,0
ENSG00000261603,8
ENSG00000261604,38
ENSG00000261606,0
ENSG00000261607,0
ENSG00000261608,1
ENSG00000261609,917
ENSG00000261610,3
ENSG00000261611,0
ENSG00000261612,4
ENSG00000261613,62
ENSG00000261614,2
ENSG00000261615,8
ENSG00000261616,10
ENSG00000261617,0
ENSG00000261618,9
ENSG00000261620,27
ENSG00000261621,3
ENSG00000261622,7
ENSG00000261623,0
ENSG00000261624,0
ENSG00000261625,19
ENSG00000261627,0
ENSG00000261628,0
ENSG00000261629,0
ENSG00000261630,0
ENSG00000261632,0
ENSG00000261633,1
ENSG00000261634,7
ENSG00000261635,0
ENSG00000261636,0
ENSG00000261637,0
ENSG00000261638,0
ENSG00000261641,0
ENSG00000261642,2
ENSG00000261643,81
ENSG00000261644,9
ENSG00000261645,7
ENSG00000261646,2
ENSG00000261647,2
ENSG00000261648,0
ENSG00000261649,0
ENSG00000261650,0
ENSG00000261651,1
ENSG00000261652,205
ENSG00000261653,0
ENSG00000261654,6
ENSG00000261655,25
ENSG00000261656,6
ENSG00000261659,217
ENSG00000261662,103
ENSG00000261663,148
ENSG00000261664,93
ENSG00000261665,0
ENSG00000261666,0
ENSG00000261667,0
ENSG00000261668,11
ENSG00000261669,9
ENSG00000261670,5
ENSG00000261671,11
ENSG00000261672,2
ENSG00000261673,0
ENSG00000261675,0
ENSG00000261678,4
ENSG00000261679,0
ENSG00000261680,0
ENSG00000261682,0
ENSG00000261683,1
ENSG00000261684,0
ENSG00000261685,216
ENSG00000261687,1
ENSG00000261689,0
ENSG00000261691,0
ENSG00000261692,0
ENSG00000261693,7
ENSG00000261695,1
ENSG00000261696,0
ENSG00000261697,0
ENSG00000261701,2
ENSG00000261702,0
ENSG00000261703,0
ENSG00000261704,0
ENSG00000261706,9
ENSG00000261707,11
ENSG00000261708,0
ENSG00000261709,0
ENSG00000261710,0
ENSG00000261711,0
ENSG00000261713,0
ENSG00000261714,1
ENSG00000261715,0
ENSG00000261716,506
ENSG00000261717,0
ENSG00000261719,0
ENSG00000261720,0
ENSG00000261722,0
ENSG00000261723,5
ENSG00000261725,0
ENSG00000261727,0
ENSG00000261728,3
ENSG00000261729,0
ENSG00000261730,0
ENSG00000261731,0
ENSG00000261732,19
ENSG00000261733,0
ENSG00000261734,0
ENSG00000261736,2
ENSG00000261737,62
ENSG00000261738,0
ENSG00000261739,3
ENSG00000261740,610
ENSG00000261741,0
ENSG00000261742,141
ENSG00000261743,0
ENSG00000261744,2
ENSG00000261745,0
ENSG00000261747,0
ENSG00000261748,0
ENSG00000261749,0
ENSG00000261751,0
ENSG00000261752,0
ENSG00000261754,73
ENSG00000261757,0
ENSG00000261758,1
ENSG00000261759,0
ENSG00000261760,4
ENSG00000261761,0
ENSG00000261762,46
ENSG00000261763,0
ENSG00000261764,1
ENSG00000261765,0
ENSG00000261766,9
ENSG00000261770,34
ENSG00000261771,0
ENSG00000261773,3
ENSG00000261774,0
ENSG00000261775,1
ENSG00000261776,0
ENSG00000261777,72
ENSG00000261778,0
ENSG00000261779,0
ENSG00000261780,0
ENSG00000261781,0
ENSG00000261782,0
ENSG00000261783,7
ENSG00000261786,7
ENSG00000261787,54
ENSG00000261789,2
ENSG00000261790,0
ENSG00000261792,0
ENSG00000261793,0
ENSG00000261794,7
ENSG00000261795,1
ENSG00000261796,0
ENSG00000261797,0
ENSG00000261798,1
ENSG00000261799,376
ENSG00000261800,0
ENSG00000261801,750
ENSG00000261802,0
ENSG00000261803,0
ENSG00000261804,149
ENSG00000261806,0
ENSG00000261807,0
ENSG00000261809,0
ENSG00000261810,0
ENSG00000261811,0
ENSG00000261812,12
ENSG00000261813,0
ENSG00000261815,0
ENSG00000261816,0
ENSG00000261817,0
ENSG00000261818,0
ENSG00000261819,19
ENSG00000261820,0
ENSG00000261821,7
ENSG00000261822,0
ENSG00000261823,0
ENSG00000261824,673
ENSG00000261826,0
ENSG00000261829,66
ENSG00000261831,0
ENSG00000261832,5
ENSG00000261833,0
ENSG00000261834,0
ENSG00000261835,0
ENSG00000261836,0
ENSG00000261837,0
ENSG00000261838,0
ENSG00000261839,3
ENSG00000261840,17
ENSG00000261842,4
ENSG00000261845,0
ENSG00000261848,1
ENSG00000261856,0
ENSG00000261857,21
ENSG00000261863,1
ENSG00000261864,7
ENSG00000261866,0
ENSG00000261868,2
ENSG00000261872,1
ENSG00000261873,0
ENSG00000261879,166
ENSG00000261882,0
ENSG00000261884,100
ENSG00000261886,3
ENSG00000261888,128
ENSG00000261889,24
ENSG00000261898,2
ENSG00000261904,0
ENSG00000261914,0
ENSG00000261915,0
ENSG00000261916,3
ENSG00000261924,5
ENSG00000261934,98
ENSG00000261938,0
ENSG00000261939,0
ENSG00000261949,2
ENSG00000261959,1
ENSG00000261963,0
ENSG00000261965,0
ENSG00000261970,0
ENSG00000261971,488
ENSG00000261976,0
ENSG00000261978,1
ENSG00000261987,0
ENSG00000261996,47
ENSG00000261997,13
ENSG00000262000,1
ENSG00000262001,261
ENSG00000262003,50
ENSG00000262006,1
ENSG00000262008,0
ENSG00000262011,0
ENSG00000262020,4
ENSG00000262031,0
ENSG00000262038,0
ENSG00000262039,5
ENSG00000262048,0
ENSG00000262049,117
ENSG00000262050,11
ENSG00000262052,3
ENSG00000262061,34
ENSG00000262067,0
ENSG00000262074,5
ENSG00000262075,2
ENSG00000262079,0
ENSG00000262081,0
ENSG00000262085,0
ENSG00000262089,32
ENSG00000262090,0
ENSG00000262094,1
ENSG00000262095,0
ENSG00000262096,5
ENSG00000262097,1
ENSG00000262098,1
ENSG00000262099,0
ENSG00000262106,0
ENSG00000262107,0
ENSG00000262112,0
ENSG00000262115,7
ENSG00000262116,0
ENSG00000262117,61
ENSG00000262118,3
ENSG00000262119,13
ENSG00000262120,0
ENSG00000262133,1
ENSG00000262135,0
ENSG00000262136,11
ENSG00000262140,1
ENSG00000262141,0
ENSG00000262147,21
ENSG00000262151,0
ENSG00000262152,4
ENSG00000262154,0
ENSG00000262155,17
ENSG00000262158,0
ENSG00000262160,0
ENSG00000262165,11
ENSG00000262171,3
ENSG00000262172,3
ENSG00000262179,11
ENSG00000262180,13
ENSG00000262181,0
ENSG00000262185,8
ENSG00000262187,0
ENSG00000262188,12
ENSG00000262198,0
ENSG00000262202,1
ENSG00000262209,13
ENSG00000262211,0
ENSG00000262213,0
ENSG00000262222,27
ENSG00000262223,3
ENSG00000262227,6
ENSG00000262228,27
ENSG00000262231,0
ENSG00000262235,0
ENSG00000262246,794
ENSG00000262248,6
ENSG00000262251,65
ENSG00000262259,0
ENSG00000262262,0
ENSG00000262265,1
ENSG00000262267,0
ENSG00000262271,0
ENSG00000262292,0
ENSG00000262294,6
ENSG00000262296,6
ENSG00000262298,3
ENSG00000262302,0
ENSG00000262304,3
ENSG00000262312,11
ENSG00000262313,0
ENSG00000262316,1
ENSG00000262319,0
ENSG00000262322,0
ENSG00000262332,0
ENSG00000262333,109
ENSG00000262339,1
ENSG00000262343,0
ENSG00000262352,0
ENSG00000262358,1
ENSG00000262362,2
ENSG00000262366,0
ENSG00000262370,33
ENSG00000262372,5
ENSG00000262380,0
ENSG00000262381,1
ENSG00000262384,0
ENSG00000262395,0
ENSG00000262400,0
ENSG00000262402,3
ENSG00000262406,19
ENSG00000262408,2
ENSG00000262410,22
ENSG00000262412,3
ENSG00000262413,0
ENSG00000262420,8
ENSG00000262429,0
ENSG00000262434,1
ENSG00000262445,11
ENSG00000262454,44
ENSG00000262456,0
ENSG00000262461,0
ENSG00000262468,226
ENSG00000262470,0
ENSG00000262471,0
ENSG00000262477,7
ENSG00000262480,0
ENSG00000262481,6
ENSG00000262482,5
ENSG00000262484,15
ENSG00000262488,1
ENSG00000262492,4
ENSG00000262495,0
ENSG00000262497,0
ENSG00000262500,1
ENSG00000262503,5
ENSG00000262514,0
ENSG00000262516,1
ENSG00000262518,0
ENSG00000262519,3
ENSG00000262521,0
ENSG00000262526,0
ENSG00000262528,7
ENSG00000262529,7
ENSG00000262533,0
ENSG00000262539,12
ENSG00000262543,2
ENSG00000262554,0
ENSG00000262558,8
ENSG00000262560,0
ENSG00000262561,0
ENSG00000262566,0
ENSG00000262576,67
ENSG00000262580,256
ENSG00000262583,18
ENSG00000262585,3
ENSG00000262587,126
ENSG00000262601,5
ENSG00000262609,0
ENSG00000262619,3
ENSG00000262621,7
ENSG00000262623,4
ENSG00000262624,0
ENSG00000262628,0
ENSG00000262633,0
ENSG00000262636,4
ENSG00000262648,0
ENSG00000262651,0
ENSG00000262652,4
ENSG00000262655,4035
ENSG00000262660,0
ENSG00000262662,0
ENSG00000262663,15
ENSG00000262664,0
ENSG00000262668,0
ENSG00000262670,0
ENSG00000262678,1
ENSG00000262681,2
ENSG00000262686,5
ENSG00000262691,65
ENSG00000262692,19
ENSG00000262693,4
ENSG00000262700,11
ENSG00000262703,10
ENSG00000262708,1
ENSG00000262712,19
ENSG00000262714,273
ENSG00000262721,0
ENSG00000262728,9
ENSG00000262730,0
ENSG00000262732,6
ENSG00000262759,0
ENSG00000262766,34
ENSG00000262768,2
ENSG00000262769,0
ENSG00000262772,372
ENSG00000262777,7
ENSG00000262786,0
ENSG00000262791,0
ENSG00000262801,1
ENSG00000262803,1
ENSG00000262810,3
ENSG00000262814,799
ENSG00000262815,2
ENSG00000262818,0
ENSG00000262823,7
ENSG00000262831,0
ENSG00000262833,2
ENSG00000262837,0
ENSG00000262848,0
ENSG00000262855,0
ENSG00000262869,0
ENSG00000262870,0
ENSG00000262873,6
ENSG00000262874,18
ENSG00000262877,16
ENSG00000262879,201
ENSG00000262880,0
ENSG00000262881,0
ENSG00000262884,136
ENSG00000262885,0
ENSG00000262888,8
ENSG00000262890,0
ENSG00000262898,1
ENSG00000262899,0
ENSG00000262902,63
ENSG00000262903,17
ENSG00000262904,21
ENSG00000262905,0
ENSG00000262919,1603
ENSG00000262920,4
ENSG00000262921,0
ENSG00000262943,10
ENSG00000262950,3
ENSG00000262952,0
ENSG00000262953,0
ENSG00000262959,0
ENSG00000262961,0
ENSG00000262962,1
ENSG00000262966,1
ENSG00000262967,0
ENSG00000262974,0
ENSG00000262979,66
ENSG00000262980,0
ENSG00000262983,0
ENSG00000262990,0
ENSG00000262995,0
ENSG00000262999,2
ENSG00000263001,2363
ENSG00000263002,598
ENSG00000263004,195
ENSG00000263006,155
ENSG00000263011,52
ENSG00000263013,48
ENSG00000263015,2
ENSG00000263017,1
ENSG00000263020,9
ENSG00000263029,0
ENSG00000263033,2
ENSG00000263041,0
ENSG00000263045,1
ENSG00000263050,52
ENSG00000263051,0
ENSG00000263063,5
ENSG00000263064,51
ENSG00000263065,13
ENSG00000263069,55
ENSG00000263070,0
ENSG00000263072,552
ENSG00000263080,1
ENSG00000263081,0
ENSG00000263082,0
ENSG00000263089,17
ENSG00000263096,0
ENSG00000263098,2
ENSG00000263105,10
ENSG00000263107,0
ENSG00000263110,0
ENSG00000263120,1
ENSG00000263125,1
ENSG00000263126,92
ENSG00000263142,348
ENSG00000263146,0
ENSG00000263154,0
ENSG00000263155,58
ENSG00000263159,1
ENSG00000263164,24
ENSG00000263165,0
ENSG00000263167,0
ENSG00000263171,0
ENSG00000263176,1
ENSG00000263177,0
ENSG00000263179,0
ENSG00000263189,0
ENSG00000263196,0
ENSG00000263198,1
ENSG00000263199,0
ENSG00000263201,0
ENSG00000263204,0
ENSG00000263206,0
ENSG00000263207,0
ENSG00000263212,0
ENSG00000263214,89
ENSG00000263218,0
ENSG00000263219,3
ENSG00000263220,3
ENSG00000263232,1
ENSG00000263234,0
ENSG00000263235,64
ENSG00000263237,0
ENSG00000263241,0
ENSG00000263244,0
ENSG00000263252,0
ENSG00000263253,0
ENSG00000263257,1
ENSG00000263264,9
ENSG00000263266,726
ENSG00000263271,0
ENSG00000263272,298
ENSG00000263276,46
ENSG00000263277,0
ENSG00000263278,0
ENSG00000263279,0
ENSG00000263280,81
ENSG00000263293,32
ENSG00000263300,2
ENSG00000263301,0
ENSG00000263305,0
ENSG00000263307,14
ENSG00000263311,2
ENSG00000263312,9
ENSG00000263316,3
ENSG00000263317,0
ENSG00000263321,4
ENSG00000263325,3
ENSG00000263326,11
ENSG00000263327,242
ENSG00000263331,0
ENSG00000263335,692
ENSG00000263337,0
ENSG00000263338,3
ENSG00000263342,1
ENSG00000263343,2
ENSG00000263345,73
ENSG00000263351,0
ENSG00000263353,2
ENSG00000263354,0
ENSG00000263355,2
ENSG00000263357,0
ENSG00000263360,0
ENSG00000263361,2
ENSG00000263363,0
ENSG00000263365,0
ENSG00000263366,0
ENSG00000263368,3
ENSG00000263369,0
ENSG00000263370,3
ENSG00000263371,0
ENSG00000263372,0
ENSG00000263375,0
ENSG00000263377,0
ENSG00000263378,0
ENSG00000263381,0
ENSG00000263382,0
ENSG00000263383,0
ENSG00000263384,0
ENSG00000263388,0
ENSG00000263389,1
ENSG00000263390,0
ENSG00000263391,0
ENSG00000263392,0
ENSG00000263393,2
ENSG00000263394,0
ENSG00000263395,0
ENSG00000263396,0
ENSG00000263397,0
ENSG00000263399,1
ENSG00000263400,118
ENSG00000263401,0
ENSG00000263403,0
ENSG00000263404,0
ENSG00000263405,0
ENSG00000263407,0
ENSG00000263409,0
ENSG00000263410,0
ENSG00000263412,41
ENSG00000263413,0
ENSG00000263414,0
ENSG00000263415,0
ENSG00000263416,0
ENSG00000263417,0
ENSG00000263421,0
ENSG00000263422,26
ENSG00000263424,0
ENSG00000263425,3
ENSG00000263426,0
ENSG00000263427,27
ENSG00000263429,134
ENSG00000263432,41
ENSG00000263433,0
ENSG00000263435,0
ENSG00000263436,0
ENSG00000263438,0
ENSG00000263439,0
ENSG00000263441,0
ENSG00000263443,3
ENSG00000263445,0
ENSG00000263447,0
ENSG00000263448,0
ENSG00000263449,0
ENSG00000263450,0
ENSG00000263453,0
ENSG00000263456,0
ENSG00000263457,0
ENSG00000263458,0
ENSG00000263460,0
ENSG00000263462,0
ENSG00000263463,0
ENSG00000263464,0
ENSG00000263465,1675
ENSG00000263466,2
ENSG00000263468,0
ENSG00000263470,226
ENSG00000263473,0
ENSG00000263475,0
ENSG00000263476,0
ENSG00000263477,0
ENSG00000263479,0
ENSG00000263481,0
ENSG00000263482,5
ENSG00000263483,0
ENSG00000263485,0
ENSG00000263489,0
ENSG00000263490,0
ENSG00000263494,1
ENSG00000263497,0
ENSG00000263499,6
ENSG00000263501,0
ENSG00000263502,0
ENSG00000263503,5
ENSG00000263504,0
ENSG00000263505,0
ENSG00000263506,0
ENSG00000263507,0
ENSG00000263508,7
ENSG00000263509,0
ENSG00000263510,0
ENSG00000263511,4
ENSG00000263512,0
ENSG00000263513,8
ENSG00000263514,0
ENSG00000263515,0
ENSG00000263519,0
ENSG00000263520,0
ENSG00000263522,0
ENSG00000263525,0
ENSG00000263526,0
ENSG00000263527,0
ENSG00000263528,544
ENSG00000263529,0
ENSG00000263531,11
ENSG00000263533,0
ENSG00000263535,12
ENSG00000263537,0
ENSG00000263538,0
ENSG00000263539,0
ENSG00000263540,3
ENSG00000263542,0
ENSG00000263546,0
ENSG00000263547,0
ENSG00000263548,1
ENSG00000263551,0
ENSG00000263553,0
ENSG00000263554,0
ENSG00000263556,0
ENSG00000263558,0
ENSG00000263561,0
ENSG00000263563,313
ENSG00000263565,0
ENSG00000263566,0
ENSG00000263567,0
ENSG00000263568,0
ENSG00000263570,0
ENSG00000263571,0
ENSG00000263572,0
ENSG00000263573,0
ENSG00000263574,0
ENSG00000263575,0
ENSG00000263576,1
ENSG00000263577,0
ENSG00000263578,0
ENSG00000263581,0
ENSG00000263583,0
ENSG00000263584,0
ENSG00000263585,0
ENSG00000263586,9
ENSG00000263588,0
ENSG00000263590,1
ENSG00000263592,0
ENSG00000263593,0
ENSG00000263594,0
ENSG00000263595,0
