Gene stable ID,89039d8c-d631-4898-99b2-6d188ff7f02c
ENSG00000256927,0
ENSG00000256928,0
ENSG00000256937,2
ENSG00000256940,69
ENSG00000256943,0
ENSG00000256944,1
ENSG00000256947,0
ENSG00000256948,19
ENSG00000256950,9
ENSG00000256951,0
ENSG00000256953,3
ENSG00000256955,9
ENSG00000256963,0
ENSG00000256966,4
ENSG00000256967,142
ENSG00000256968,58
ENSG00000256969,1
ENSG00000256971,0
ENSG00000256972,1
ENSG00000256973,20
ENSG00000256975,1
ENSG00000256977,0
ENSG00000256980,1
ENSG00000256981,2
ENSG00000256982,0
ENSG00000256984,1
ENSG00000256986,0
ENSG00000256987,1
ENSG00000256988,0
ENSG00000256994,0
ENSG00000256995,0
ENSG00000257000,0
ENSG00000257002,16
ENSG00000257004,1
ENSG00000257005,0
ENSG00000257008,4
ENSG00000257009,0
ENSG00000257012,0
ENSG00000257016,0
ENSG00000257017,152
ENSG00000257021,0
ENSG00000257022,4
ENSG00000257023,2
ENSG00000257025,0
ENSG00000257027,407
ENSG00000257035,0
ENSG00000257037,2
ENSG00000257038,77
ENSG00000257042,1
ENSG00000257043,4
ENSG00000257045,0
ENSG00000257046,0
ENSG00000257048,1
ENSG00000257052,29
ENSG00000257053,0
ENSG00000257056,0
ENSG00000257057,1
ENSG00000257058,13
ENSG00000257060,1
ENSG00000257061,0
ENSG00000257062,0
ENSG00000257065,0
ENSG00000257067,0
ENSG00000257069,0
ENSG00000257070,0
ENSG00000257074,1
ENSG00000257075,0
ENSG00000257078,0
ENSG00000257083,1
ENSG00000257084,537
ENSG00000257086,123
ENSG00000257087,0
ENSG00000257093,6759
ENSG00000257094,0
ENSG00000257095,0
ENSG00000257096,0
ENSG00000257097,6
ENSG00000257101,1
ENSG00000257103,14138
ENSG00000257105,1
ENSG00000257108,683
ENSG00000257109,0
ENSG00000257110,0
ENSG00000257113,0
ENSG00000257114,4
ENSG00000257115,0
ENSG00000257119,0
ENSG00000257120,0
ENSG00000257121,4
ENSG00000257122,316
ENSG00000257124,0
ENSG00000257125,0
ENSG00000257126,0
ENSG00000257127,1
ENSG00000257128,0
ENSG00000257129,0
ENSG00000257135,33
ENSG00000257137,4
ENSG00000257138,0
ENSG00000257139,2
ENSG00000257141,2
ENSG00000257142,0
ENSG00000257146,0
ENSG00000257150,113
ENSG00000257151,549
ENSG00000257155,0
ENSG00000257156,0
ENSG00000257157,1
ENSG00000257159,18
ENSG00000257162,0
ENSG00000257164,0
ENSG00000257165,0
ENSG00000257167,170
ENSG00000257169,0
ENSG00000257171,1
ENSG00000257173,1
ENSG00000257175,1
ENSG00000257176,265
ENSG00000257178,39
ENSG00000257179,7
ENSG00000257180,0
ENSG00000257181,0
ENSG00000257183,0
ENSG00000257184,0
ENSG00000257185,0
ENSG00000257191,2
ENSG00000257193,1
ENSG00000257194,3
ENSG00000257195,2
ENSG00000257198,0
ENSG00000257199,3
ENSG00000257202,1
ENSG00000257207,19
ENSG00000257210,4
ENSG00000257218,2094
ENSG00000257219,25
ENSG00000257220,0
ENSG00000257221,13
ENSG00000257222,6
ENSG00000257224,0
ENSG00000257225,4
ENSG00000257226,1
ENSG00000257228,0
ENSG00000257230,0
ENSG00000257231,2
ENSG00000257235,0
ENSG00000257237,0
ENSG00000257239,0
ENSG00000257241,7
ENSG00000257242,105
ENSG00000257243,9
ENSG00000257246,9
ENSG00000257252,44
ENSG00000257253,0
ENSG00000257254,0
ENSG00000257256,0
ENSG00000257258,2
ENSG00000257259,2
ENSG00000257261,109
ENSG00000257262,0
ENSG00000257264,5
ENSG00000257265,0
ENSG00000257267,3227
ENSG00000257268,0
ENSG00000257270,107
ENSG00000257271,0
ENSG00000257272,2
ENSG00000257275,1
ENSG00000257277,1
ENSG00000257279,13
ENSG00000257281,1
ENSG00000257283,6
ENSG00000257284,0
ENSG00000257285,47
ENSG00000257286,0
ENSG00000257287,0
ENSG00000257288,0
ENSG00000257289,1
ENSG00000257292,0
ENSG00000257294,0
ENSG00000257296,0
ENSG00000257298,43
ENSG00000257300,0
ENSG00000257302,0
ENSG00000257303,30
ENSG00000257307,14
ENSG00000257308,0
ENSG00000257310,0
ENSG00000257315,4434
ENSG00000257316,0
ENSG00000257319,1
ENSG00000257322,5
ENSG00000257323,0
ENSG00000257325,0
ENSG00000257327,15
ENSG00000257329,1
ENSG00000257331,0
ENSG00000257332,1
ENSG00000257335,78
ENSG00000257336,3
ENSG00000257337,2587
ENSG00000257341,17
ENSG00000257342,0
ENSG00000257343,0
ENSG00000257345,1
ENSG00000257346,0
ENSG00000257350,0
ENSG00000257354,413
ENSG00000257355,2
ENSG00000257356,0
ENSG00000257359,0
ENSG00000257360,0
ENSG00000257364,0
ENSG00000257365,1361
ENSG00000257366,2
ENSG00000257368,2
ENSG00000257373,0
ENSG00000257376,11
ENSG00000257378,0
ENSG00000257379,12
ENSG00000257381,0
ENSG00000257384,0
ENSG00000257386,0
ENSG00000257389,0
ENSG00000257390,13
ENSG00000257391,0
ENSG00000257392,0
ENSG00000257395,0
ENSG00000257398,7
ENSG00000257400,0
ENSG00000257402,0
ENSG00000257403,0
ENSG00000257404,0
ENSG00000257405,0
ENSG00000257407,0
ENSG00000257408,0
ENSG00000257410,0
ENSG00000257411,0
ENSG00000257414,0
ENSG00000257415,0
ENSG00000257426,2
ENSG00000257429,0
ENSG00000257431,2
ENSG00000257432,0
ENSG00000257433,95
ENSG00000257434,146
ENSG00000257435,0
ENSG00000257438,2
ENSG00000257443,3
ENSG00000257444,0
ENSG00000257446,25
ENSG00000257449,2
ENSG00000257452,0
ENSG00000257453,1
ENSG00000257454,0
ENSG00000257456,4
ENSG00000257458,0
ENSG00000257464,2
ENSG00000257465,0
ENSG00000257467,15
ENSG00000257470,0
ENSG00000257472,0
ENSG00000257474,0
ENSG00000257475,5
ENSG00000257476,0
ENSG00000257477,1
ENSG00000257480,0
ENSG00000257488,11
ENSG00000257489,130
ENSG00000257493,0
ENSG00000257494,0
ENSG00000257495,0
ENSG00000257496,9
ENSG00000257497,96
ENSG00000257500,0
ENSG00000257501,1
ENSG00000257503,0
ENSG00000257504,0
ENSG00000257506,0
ENSG00000257507,2
ENSG00000257509,16
ENSG00000257510,0
ENSG00000257511,113
ENSG00000257512,56
ENSG00000257513,0
ENSG00000257514,0
ENSG00000257515,0
ENSG00000257517,1
ENSG00000257519,0
ENSG00000257520,0
ENSG00000257522,0
ENSG00000257523,0
ENSG00000257524,22
ENSG00000257526,11
ENSG00000257527,0
ENSG00000257528,3
ENSG00000257529,13
ENSG00000257530,1
ENSG00000257531,1
ENSG00000257534,8
ENSG00000257539,6
ENSG00000257541,0
ENSG00000257542,10
ENSG00000257543,13
ENSG00000257545,4
ENSG00000257548,0
ENSG00000257550,5
ENSG00000257551,1
ENSG00000257553,0
ENSG00000257556,181
ENSG00000257557,70
ENSG00000257558,0
ENSG00000257563,0
ENSG00000257564,0
ENSG00000257568,2
ENSG00000257569,0
ENSG00000257570,0
ENSG00000257572,0
ENSG00000257576,14
ENSG00000257579,0
ENSG00000257580,0
ENSG00000257582,0
ENSG00000257583,0
ENSG00000257585,0
ENSG00000257586,0
ENSG00000257587,0
ENSG00000257588,23
ENSG00000257591,57
ENSG00000257594,109
ENSG00000257595,4
ENSG00000257596,18
ENSG00000257599,2
ENSG00000257603,0
ENSG00000257604,3
ENSG00000257605,45
ENSG00000257607,0
ENSG00000257609,0
ENSG00000257611,1
ENSG00000257612,0
ENSG00000257613,6
ENSG00000257614,0
ENSG00000257616,1
ENSG00000257621,3210
ENSG00000257622,0
ENSG00000257624,3
ENSG00000257629,1
ENSG00000257634,16
ENSG00000257635,0
ENSG00000257636,0
ENSG00000257639,0
ENSG00000257640,0
ENSG00000257642,1
ENSG00000257643,0
ENSG00000257644,0
ENSG00000257645,0
ENSG00000257647,51
ENSG00000257648,0
ENSG00000257649,0
ENSG00000257653,0
ENSG00000257654,8
ENSG00000257657,5
ENSG00000257658,0
ENSG00000257660,11
ENSG00000257662,0
ENSG00000257663,2
ENSG00000257664,0
ENSG00000257666,0
ENSG00000257668,1
ENSG00000257671,118
ENSG00000257672,0
ENSG00000257674,0
ENSG00000257675,0
ENSG00000257677,0
ENSG00000257680,0
ENSG00000257681,16
ENSG00000257682,0
ENSG00000257683,11
ENSG00000257687,0
ENSG00000257691,0
ENSG00000257696,38
ENSG00000257698,329
ENSG00000257700,0
ENSG00000257702,256
ENSG00000257703,0
ENSG00000257704,595
ENSG00000257711,0
ENSG00000257715,0
ENSG00000257718,5
ENSG00000257720,0
ENSG00000257721,0
ENSG00000257723,0
ENSG00000257725,1
ENSG00000257726,0
ENSG00000257727,1647
ENSG00000257729,0
ENSG00000257730,0
ENSG00000257731,0
ENSG00000257732,0
ENSG00000257735,4
ENSG00000257737,0
ENSG00000257738,0
ENSG00000257740,38
ENSG00000257741,0
ENSG00000257743,14
ENSG00000257746,0
ENSG00000257747,0
ENSG00000257748,0
ENSG00000257750,0
ENSG00000257751,0
ENSG00000257752,16
ENSG00000257754,0
ENSG00000257756,0
ENSG00000257757,0
ENSG00000257758,1
ENSG00000257759,6
ENSG00000257761,0
ENSG00000257762,0
ENSG00000257763,4
ENSG00000257764,0
ENSG00000257766,1
ENSG00000257767,5
ENSG00000257769,1
ENSG00000257771,3
ENSG00000257773,25
ENSG00000257777,0
ENSG00000257779,1
ENSG00000257780,1
ENSG00000257781,0
ENSG00000257784,0
ENSG00000257786,0
ENSG00000257787,0
ENSG00000257790,13
ENSG00000257792,0
ENSG00000257794,0
ENSG00000257797,0
ENSG00000257800,383
ENSG00000257802,2
ENSG00000257803,4
ENSG00000257807,0
ENSG00000257808,14
ENSG00000257809,4
ENSG00000257813,0
ENSG00000257815,77
ENSG00000257817,33
ENSG00000257818,3
ENSG00000257820,0
ENSG00000257823,0
ENSG00000257824,0
ENSG00000257825,0
ENSG00000257826,0
ENSG00000257829,13
ENSG00000257830,5
ENSG00000257831,4
ENSG00000257835,0
ENSG00000257837,1
ENSG00000257838,30
ENSG00000257839,0
ENSG00000257842,0
ENSG00000257844,0
ENSG00000257845,0
ENSG00000257846,0
ENSG00000257847,0
ENSG00000257848,0
ENSG00000257849,1
ENSG00000257851,13
ENSG00000257852,0
ENSG00000257853,0
ENSG00000257855,0
ENSG00000257858,0
ENSG00000257859,11
ENSG00000257860,1
ENSG00000257863,0
ENSG00000257864,0
ENSG00000257865,0
ENSG00000257869,0
ENSG00000257870,0
ENSG00000257872,1
ENSG00000257875,1
ENSG00000257878,0
ENSG00000257879,1
ENSG00000257880,6
ENSG00000257883,25
ENSG00000257884,0
ENSG00000257885,1
ENSG00000257886,1
ENSG00000257890,5
ENSG00000257891,0
ENSG00000257893,2
ENSG00000257894,162
ENSG00000257896,19
ENSG00000257897,0
ENSG00000257899,0
ENSG00000257900,8
ENSG00000257902,0
ENSG00000257904,0
ENSG00000257905,11
ENSG00000257906,0
ENSG00000257907,10
ENSG00000257910,3
ENSG00000257912,0
ENSG00000257913,16
ENSG00000257915,0
ENSG00000257918,1
ENSG00000257920,0
ENSG00000257921,8
ENSG00000257923,4709
ENSG00000257924,4
ENSG00000257925,0
ENSG00000257927,0
ENSG00000257932,0
ENSG00000257933,0
ENSG00000257935,0
ENSG00000257940,1
ENSG00000257941,10
ENSG00000257943,0
ENSG00000257947,0
ENSG00000257948,0
ENSG00000257949,8
ENSG00000257950,30
ENSG00000257951,9
ENSG00000257953,2
ENSG00000257954,16
ENSG00000257955,1
ENSG00000257956,47
ENSG00000257957,2
ENSG00000257958,0
ENSG00000257959,0
ENSG00000257962,0
ENSG00000257964,8
ENSG00000257966,1
ENSG00000257976,1
ENSG00000257979,0
ENSG00000257985,1
ENSG00000257986,1
ENSG00000257987,0
ENSG00000257989,1
ENSG00000257991,0
ENSG00000257994,0
ENSG00000257995,0
ENSG00000257997,0
ENSG00000257998,0
ENSG00000257999,11
ENSG00000258001,24
ENSG00000258007,0
ENSG00000258010,5
ENSG00000258011,2
ENSG00000258012,0
ENSG00000258013,1
ENSG00000258016,4
ENSG00000258017,18
ENSG00000258018,5
ENSG00000258021,2
ENSG00000258024,0
ENSG00000258026,2
ENSG00000258027,0
ENSG00000258028,0
ENSG00000258033,0
ENSG00000258034,5
ENSG00000258035,0
ENSG00000258036,0
ENSG00000258038,0
ENSG00000258039,2
ENSG00000258044,2
ENSG00000258045,7
ENSG00000258048,14
ENSG00000258050,0
ENSG00000258051,0
ENSG00000258052,0
ENSG00000258053,0
ENSG00000258056,409
ENSG00000258057,86
ENSG00000258064,0
ENSG00000258065,0
ENSG00000258066,0
ENSG00000258068,1
ENSG00000258071,0
ENSG00000258072,17
ENSG00000258073,1
ENSG00000258074,0
ENSG00000258076,0
ENSG00000258077,5
ENSG00000258080,0
ENSG00000258081,1
ENSG00000258082,5
ENSG00000258083,0
ENSG00000258084,0
ENSG00000258086,6
ENSG00000258088,0
ENSG00000258090,1
ENSG00000258091,0
ENSG00000258092,21
ENSG00000258096,6
ENSG00000258098,0
ENSG00000258099,5
ENSG00000258100,12
ENSG00000258101,31
ENSG00000258102,165
ENSG00000258104,0
ENSG00000258107,0
ENSG00000258108,0
ENSG00000258111,0
ENSG00000258112,3
ENSG00000258114,0
ENSG00000258115,0
ENSG00000258116,9
ENSG00000258117,0
ENSG00000258118,0
ENSG00000258119,0
ENSG00000258120,0
ENSG00000258121,0
ENSG00000258122,5
ENSG00000258123,0
ENSG00000258125,0
ENSG00000258128,3
ENSG00000258130,1
ENSG00000258131,1
ENSG00000258133,0
ENSG00000258134,2
ENSG00000258135,0
ENSG00000258136,31
ENSG00000258137,2
ENSG00000258140,0
ENSG00000258142,0
ENSG00000258144,0
ENSG00000258148,0
ENSG00000258150,1
ENSG00000258153,0
ENSG00000258154,0
ENSG00000258159,0
ENSG00000258162,41
ENSG00000258167,0
ENSG00000258168,30
ENSG00000258169,0
ENSG00000258170,1
ENSG00000258171,9
ENSG00000258172,4
ENSG00000258173,0
ENSG00000258175,23
ENSG00000258177,3
ENSG00000258178,0
ENSG00000258179,1
ENSG00000258181,11
ENSG00000258183,2
ENSG00000258184,0
ENSG00000258185,0
ENSG00000258186,0
ENSG00000258193,0
ENSG00000258196,0
ENSG00000258197,0
ENSG00000258199,115
ENSG00000258202,0
ENSG00000258203,17
ENSG00000258204,2
ENSG00000258205,0
ENSG00000258206,0
ENSG00000258210,28
ENSG00000258212,0
ENSG00000258214,0
ENSG00000258215,0
ENSG00000258216,0
ENSG00000258220,0
ENSG00000258223,0
ENSG00000258224,0
ENSG00000258225,0
ENSG00000258227,1834
ENSG00000258230,2
ENSG00000258231,4
ENSG00000258232,0
ENSG00000258233,0
ENSG00000258234,0
ENSG00000258235,0
ENSG00000258239,0
ENSG00000258240,0
ENSG00000258244,3
ENSG00000258245,4
ENSG00000258247,0
ENSG00000258249,22
ENSG00000258251,0
ENSG00000258253,0
ENSG00000258254,0
ENSG00000258256,13
ENSG00000258260,0
ENSG00000258262,0
ENSG00000258265,0
ENSG00000258268,2
ENSG00000258271,0
ENSG00000258272,1
ENSG00000258273,1
ENSG00000258274,1
ENSG00000258275,1
ENSG00000258278,0
ENSG00000258279,6
ENSG00000258280,0
ENSG00000258282,3
ENSG00000258283,0
ENSG00000258284,7
ENSG00000258285,1
ENSG00000258288,0
ENSG00000258289,5805
ENSG00000258290,0
ENSG00000258292,7
ENSG00000258294,0
ENSG00000258297,908
ENSG00000258300,0
ENSG00000258301,63
ENSG00000258302,35
ENSG00000258303,6
ENSG00000258304,0
ENSG00000258308,0
ENSG00000258311,63
ENSG00000258312,0
ENSG00000258313,0
ENSG00000258314,1
ENSG00000258315,119
ENSG00000258316,0
ENSG00000258317,19
ENSG00000258320,0
ENSG00000258323,0
ENSG00000258324,0
ENSG00000258325,19
ENSG00000258331,32
ENSG00000258332,0
ENSG00000258334,3
ENSG00000258336,0
ENSG00000258337,4
ENSG00000258338,0
ENSG00000258342,0
ENSG00000258343,73
ENSG00000258344,11
ENSG00000258345,0
ENSG00000258346,22
ENSG00000258350,0
ENSG00000258352,8
ENSG00000258354,20
ENSG00000258355,3
ENSG00000258357,1
ENSG00000258358,0
ENSG00000258359,19
ENSG00000258360,1
ENSG00000258364,0
ENSG00000258365,51
ENSG00000258366,156
ENSG00000258367,0
ENSG00000258368,0
ENSG00000258369,0
ENSG00000258373,2
ENSG00000258375,0
ENSG00000258376,119
ENSG00000258377,0
ENSG00000258378,3
ENSG00000258379,1
ENSG00000258380,0
ENSG00000258381,0
ENSG00000258383,0
ENSG00000258384,20
ENSG00000258385,0
ENSG00000258386,2
ENSG00000258387,34
ENSG00000258388,61
ENSG00000258390,1
ENSG00000258392,0
ENSG00000258393,0
ENSG00000258394,0
ENSG00000258397,0
ENSG00000258399,6
ENSG00000258400,2
ENSG00000258401,1
ENSG00000258402,0
ENSG00000258404,2
ENSG00000258405,54
ENSG00000258406,1
ENSG00000258407,0
ENSG00000258408,29
ENSG00000258410,0
ENSG00000258411,0
ENSG00000258412,2
ENSG00000258413,3
ENSG00000258414,256
ENSG00000258415,0
ENSG00000258416,2
ENSG00000258417,0
ENSG00000258418,1
ENSG00000258419,0
ENSG00000258420,0
ENSG00000258421,0
ENSG00000258422,0
ENSG00000258423,0
ENSG00000258424,20
ENSG00000258425,4
ENSG00000258426,0
ENSG00000258427,12
ENSG00000258428,1
ENSG00000258429,111
ENSG00000258430,0
ENSG00000258431,0
ENSG00000258433,0
ENSG00000258435,2
ENSG00000258436,0
ENSG00000258437,0
ENSG00000258438,0
ENSG00000258439,8
ENSG00000258440,0
ENSG00000258441,1060
ENSG00000258443,5
ENSG00000258444,0
ENSG00000258445,2
ENSG00000258446,3
ENSG00000258448,0
ENSG00000258449,0
ENSG00000258450,8
ENSG00000258451,6
ENSG00000258452,0
ENSG00000258453,1
ENSG00000258454,7
ENSG00000258455,0
ENSG00000258456,0
ENSG00000258457,232
ENSG00000258458,9
ENSG00000258459,0
ENSG00000258460,14
ENSG00000258461,113
ENSG00000258462,0
ENSG00000258463,0
ENSG00000258464,0
ENSG00000258465,6
ENSG00000258466,4
ENSG00000258467,0
ENSG00000258468,0
ENSG00000258469,9
ENSG00000258471,8
ENSG00000258472,104
ENSG00000258473,2
ENSG00000258474,0
ENSG00000258476,6
ENSG00000258477,7
ENSG00000258478,0
ENSG00000258479,7
ENSG00000258480,0
ENSG00000258481,0
ENSG00000258482,1
ENSG00000258483,0
ENSG00000258484,40
ENSG00000258485,1
ENSG00000258486,0
ENSG00000258487,0
ENSG00000258488,0
ENSG00000258489,0
ENSG00000258490,0
ENSG00000258491,0
ENSG00000258493,0
ENSG00000258494,0
ENSG00000258496,0
ENSG00000258497,0
ENSG00000258498,137
ENSG00000258499,4
ENSG00000258500,3
ENSG00000258501,2
ENSG00000258502,1
ENSG00000258503,0
ENSG00000258504,0
ENSG00000258505,2
ENSG00000258506,0
ENSG00000258507,0
ENSG00000258509,0
ENSG00000258510,2
ENSG00000258511,0
ENSG00000258512,22
ENSG00000258513,0
ENSG00000258515,44
ENSG00000258516,0
ENSG00000258517,0
ENSG00000258519,0
ENSG00000258520,16
ENSG00000258521,6
ENSG00000258524,15
ENSG00000258525,5
ENSG00000258526,11
ENSG00000258527,6
ENSG00000258529,0
ENSG00000258531,1
ENSG00000258532,0
ENSG00000258534,17
ENSG00000258535,4
ENSG00000258536,1
ENSG00000258537,4
ENSG00000258538,3
ENSG00000258539,21
ENSG00000258540,0
ENSG00000258541,0
ENSG00000258542,0
ENSG00000258544,0
ENSG00000258545,34
ENSG00000258546,1
ENSG00000258548,0
ENSG00000258549,0
ENSG00000258550,0
ENSG00000258551,4
ENSG00000258552,0
ENSG00000258553,2
ENSG00000258554,0
ENSG00000258555,8
ENSG00000258556,1
ENSG00000258557,1
ENSG00000258558,3
ENSG00000258559,43
ENSG00000258560,4
ENSG00000258561,7
ENSG00000258562,0
ENSG00000258563,0
ENSG00000258564,0
ENSG00000258565,0
ENSG00000258566,0
ENSG00000258567,1
ENSG00000258568,16
ENSG00000258569,5
ENSG00000258570,0
ENSG00000258571,10
ENSG00000258572,12
ENSG00000258573,0
ENSG00000258576,0
ENSG00000258577,0
ENSG00000258578,0
ENSG00000258580,2
ENSG00000258581,2
ENSG00000258582,0
ENSG00000258583,5
ENSG00000258584,0
ENSG00000258585,0
ENSG00000258586,0
ENSG00000258587,0
ENSG00000258588,1
ENSG00000258590,15
ENSG00000258591,15
ENSG00000258592,1
ENSG00000258593,8
ENSG00000258594,0
ENSG00000258595,1
ENSG00000258597,0
ENSG00000258598,0
ENSG00000258599,3
ENSG00000258600,0
ENSG00000258601,0
ENSG00000258602,2
ENSG00000258603,62
ENSG00000258604,0
ENSG00000258605,0
ENSG00000258608,4
ENSG00000258609,0
ENSG00000258610,0
ENSG00000258611,2
ENSG00000258613,2
ENSG00000258615,0
ENSG00000258616,1
ENSG00000258618,0
ENSG00000258619,0
ENSG00000258620,2
ENSG00000258622,0
ENSG00000258623,4
ENSG00000258624,0
ENSG00000258625,0
ENSG00000258626,3
ENSG00000258627,0
ENSG00000258628,0
ENSG00000258629,0
ENSG00000258630,10
ENSG00000258631,0
ENSG00000258632,0
ENSG00000258633,1
ENSG00000258634,516
ENSG00000258636,7
ENSG00000258637,0
ENSG00000258638,0
ENSG00000258639,0
ENSG00000258640,4
ENSG00000258641,0
ENSG00000258642,0
ENSG00000258643,22
ENSG00000258644,23
ENSG00000258645,7
ENSG00000258646,11
ENSG00000258647,108
ENSG00000258648,1
ENSG00000258649,1
ENSG00000258650,0
ENSG00000258651,1
ENSG00000258652,0
ENSG00000258653,8
ENSG00000258654,1
ENSG00000258655,96
ENSG00000258656,0
ENSG00000258657,3
ENSG00000258658,8
ENSG00000258659,80
ENSG00000258660,0
ENSG00000258661,1
ENSG00000258662,0
ENSG00000258663,0
ENSG00000258665,0
ENSG00000258666,0
ENSG00000258667,8
ENSG00000258668,0
ENSG00000258670,18
ENSG00000258671,0
ENSG00000258672,1
ENSG00000258673,11
ENSG00000258674,51
ENSG00000258675,3
ENSG00000258676,75
ENSG00000258677,0
ENSG00000258678,0
ENSG00000258679,4
ENSG00000258680,0
ENSG00000258681,0
ENSG00000258682,90
ENSG00000258683,0
ENSG00000258684,3
ENSG00000258685,0
ENSG00000258687,0
ENSG00000258689,10
ENSG00000258690,0
ENSG00000258691,0
ENSG00000258692,4
ENSG00000258693,2
ENSG00000258694,1
ENSG00000258695,4
ENSG00000258696,0
ENSG00000258698,1
ENSG00000258699,0
ENSG00000258700,1
ENSG00000258701,201
ENSG00000258702,4
ENSG00000258703,0
ENSG00000258704,41
ENSG00000258705,0
ENSG00000258706,0
ENSG00000258707,0
ENSG00000258708,344
ENSG00000258710,2
ENSG00000258711,27
ENSG00000258712,0
ENSG00000258713,0
ENSG00000258716,0
ENSG00000258717,0
ENSG00000258718,0
ENSG00000258719,0
ENSG00000258721,0
ENSG00000258722,0
ENSG00000258723,0
ENSG00000258724,0
ENSG00000258725,28
ENSG00000258726,0
ENSG00000258727,450
ENSG00000258728,0
ENSG00000258729,0
ENSG00000258730,5
ENSG00000258731,3
ENSG00000258732,6
ENSG00000258733,23
ENSG00000258734,47
ENSG00000258735,10
ENSG00000258736,0
ENSG00000258737,1
ENSG00000258738,146
ENSG00000258739,1
ENSG00000258740,0
ENSG00000258741,57
ENSG00000258742,0
ENSG00000258743,0
ENSG00000258744,46
ENSG00000258745,4
ENSG00000258746,0
ENSG00000258747,0
ENSG00000258748,0
ENSG00000258749,0
ENSG00000258750,0
ENSG00000258751,0
ENSG00000258752,2
ENSG00000258753,0
ENSG00000258754,6
ENSG00000258757,0
ENSG00000258758,0
ENSG00000258759,0
ENSG00000258760,4
ENSG00000258761,0
ENSG00000258762,0
ENSG00000258763,0
ENSG00000258764,0
ENSG00000258765,0
ENSG00000258766,1
ENSG00000258767,0
ENSG00000258768,261
ENSG00000258769,6
ENSG00000258770,0
ENSG00000258771,0
ENSG00000258772,0
ENSG00000258773,1
ENSG00000258774,11
ENSG00000258776,0
ENSG00000258777,0
ENSG00000258778,0
ENSG00000258779,1
ENSG00000258780,0
ENSG00000258781,0
ENSG00000258782,0
ENSG00000258783,0
ENSG00000258784,1
ENSG00000258785,0
ENSG00000258786,0
ENSG00000258787,1
ENSG00000258788,8
ENSG00000258789,12
ENSG00000258790,15
ENSG00000258791,0
ENSG00000258792,1
ENSG00000258793,4
ENSG00000258794,3
ENSG00000258795,0
ENSG00000258796,0
ENSG00000258797,0
ENSG00000258798,9
ENSG00000258799,0
ENSG00000258800,0
ENSG00000258802,1
ENSG00000258803,0
ENSG00000258804,0
ENSG00000258805,2
ENSG00000258806,2
ENSG00000258807,0
ENSG00000258808,0
ENSG00000258809,1
ENSG00000258810,22
ENSG00000258811,11
ENSG00000258812,0
ENSG00000258813,13
ENSG00000258814,0
ENSG00000258815,0
ENSG00000258816,0
ENSG00000258817,0
ENSG00000258818,175
ENSG00000258819,32
ENSG00000258820,1
ENSG00000258822,0
ENSG00000258823,3
ENSG00000258824,159
ENSG00000258825,0
ENSG00000258826,1
ENSG00000258827,0
ENSG00000258828,6
ENSG00000258829,0
ENSG00000258830,5
ENSG00000258831,0
ENSG00000258834,0
ENSG00000258835,0
ENSG00000258836,0
ENSG00000258837,20
ENSG00000258838,23
ENSG00000258839,283
ENSG00000258841,6
ENSG00000258842,0
ENSG00000258843,1
ENSG00000258844,1
ENSG00000258845,6
ENSG00000258846,5
ENSG00000258847,2
ENSG00000258848,0
ENSG00000258849,0
ENSG00000258850,0
ENSG00000258851,2
ENSG00000258853,0
ENSG00000258854,0
ENSG00000258855,0
ENSG00000258856,0
ENSG00000258857,1
ENSG00000258858,0
ENSG00000258859,0
ENSG00000258860,0
ENSG00000258861,0
ENSG00000258863,3
ENSG00000258864,0
ENSG00000258866,0
ENSG00000258867,14
ENSG00000258868,0
ENSG00000258869,0
ENSG00000258870,1
ENSG00000258871,0
ENSG00000258872,0
ENSG00000258873,1
ENSG00000258874,0
ENSG00000258875,48
ENSG00000258876,14
ENSG00000258877,0
ENSG00000258878,0
ENSG00000258879,2
ENSG00000258881,13
ENSG00000258882,0
ENSG00000258883,0
ENSG00000258884,13
ENSG00000258885,0
ENSG00000258886,0
ENSG00000258887,0
ENSG00000258888,0
ENSG00000258890,4094
ENSG00000258891,5
ENSG00000258892,0
ENSG00000258893,1
ENSG00000258894,19
ENSG00000258895,1
ENSG00000258896,4
ENSG00000258897,0
ENSG00000258899,1
ENSG00000258900,51
ENSG00000258901,0
ENSG00000258902,1
ENSG00000258903,0
ENSG00000258904,18
ENSG00000258905,0
ENSG00000258906,0
ENSG00000258907,1
ENSG00000258908,0
ENSG00000258909,0
ENSG00000258910,23
ENSG00000258912,0
ENSG00000258913,5
ENSG00000258914,5
ENSG00000258915,0
ENSG00000258916,0
ENSG00000258917,3
ENSG00000258918,0
ENSG00000258919,1
ENSG00000258920,126
ENSG00000258921,0
ENSG00000258922,7
ENSG00000258923,0
ENSG00000258924,4
ENSG00000258925,4
ENSG00000258926,16
ENSG00000258927,0
ENSG00000258928,0
ENSG00000258929,151
ENSG00000258930,1
ENSG00000258931,0
ENSG00000258932,1
ENSG00000258933,0
ENSG00000258934,0
ENSG00000258935,0
ENSG00000258938,42
ENSG00000258940,93
ENSG00000258941,0
ENSG00000258942,1
ENSG00000258943,1
ENSG00000258944,5
ENSG00000258945,2
ENSG00000258946,40
ENSG00000258947,120
ENSG00000258948,2
ENSG00000258949,7
ENSG00000258951,5
ENSG00000258952,43
ENSG00000258954,0
ENSG00000258955,55
ENSG00000258956,0
ENSG00000258957,20
ENSG00000258958,0
ENSG00000258959,13
ENSG00000258960,6
ENSG00000258962,7
ENSG00000258963,0
ENSG00000258964,0
