Gene stable ID,002c7ead-0e16-4a3f-ae29-5ffcfdcd2e3a
ENSG00000232046,0
ENSG00000232048,2
ENSG00000232050,0
ENSG00000232053,4
ENSG00000232054,0
ENSG00000232056,1
ENSG00000232057,1
ENSG00000232058,0
ENSG00000232059,13
ENSG00000232060,1
ENSG00000232063,20
ENSG00000232064,0
ENSG00000232065,7
ENSG00000232068,0
ENSG00000232069,0
ENSG00000232070,17
ENSG00000232072,0
ENSG00000232073,0
ENSG00000232075,2
ENSG00000232077,0
ENSG00000232079,1
ENSG00000232080,0
ENSG00000232081,0
ENSG00000232082,1
ENSG00000232083,2
ENSG00000232084,1
ENSG00000232085,0
ENSG00000232086,0
ENSG00000232087,0
ENSG00000232089,0
ENSG00000232090,0
ENSG00000232091,1
ENSG00000232093,135
ENSG00000232096,1
ENSG00000232097,0
ENSG00000232098,499
ENSG00000232100,0
ENSG00000232101,0
ENSG00000232102,0
ENSG00000232104,106
ENSG00000232105,0
ENSG00000232109,0
ENSG00000232110,1
ENSG00000232111,0
ENSG00000232112,3636
ENSG00000232113,0
ENSG00000232114,0
ENSG00000232115,0
ENSG00000232117,0
ENSG00000232118,15
ENSG00000232119,3553
ENSG00000232120,0
ENSG00000232121,0
ENSG00000232124,14
ENSG00000232125,0
ENSG00000232128,0
ENSG00000232130,0
ENSG00000232131,1
ENSG00000232132,0
ENSG00000232133,1
ENSG00000232134,19
ENSG00000232135,0
ENSG00000232136,0
ENSG00000232138,0
ENSG00000232139,3
ENSG00000232140,1
ENSG00000232142,0
ENSG00000232144,0
ENSG00000232145,0
ENSG00000232148,0
ENSG00000232149,5
ENSG00000232150,42
ENSG00000232153,0
ENSG00000232154,0
ENSG00000232155,0
ENSG00000232158,0
ENSG00000232159,0
ENSG00000232160,211
ENSG00000232161,0
ENSG00000232162,1
ENSG00000232163,0
ENSG00000232164,1
ENSG00000232165,0
ENSG00000232166,0
ENSG00000232167,0
ENSG00000232168,0
ENSG00000232170,0
ENSG00000232172,2
ENSG00000232173,0
ENSG00000232174,0
ENSG00000232175,0
ENSG00000232176,6
ENSG00000232177,1
ENSG00000232179,0
ENSG00000232183,0
ENSG00000232184,0
ENSG00000232185,0
ENSG00000232186,12
ENSG00000232187,106
ENSG00000232188,0
ENSG00000232190,3
ENSG00000232192,1
ENSG00000232193,0
ENSG00000232194,5
ENSG00000232195,0
ENSG00000232196,4
ENSG00000232197,0
ENSG00000232198,0
ENSG00000232199,0
ENSG00000232200,0
ENSG00000232202,8
ENSG00000232203,11
ENSG00000232204,0
ENSG00000232205,0
ENSG00000232208,1
ENSG00000232211,1
ENSG00000232212,0
ENSG00000232215,0
ENSG00000232216,135
ENSG00000232217,0
ENSG00000232218,5
ENSG00000232220,0
ENSG00000232223,0
ENSG00000232224,51
ENSG00000232225,0
ENSG00000232226,0
ENSG00000232227,0
ENSG00000232228,2
ENSG00000232229,143
ENSG00000232230,0
ENSG00000232233,24
ENSG00000232234,0
ENSG00000232235,0
ENSG00000232237,21
ENSG00000232238,0
ENSG00000232239,0
ENSG00000232240,0
ENSG00000232241,0
ENSG00000232242,0
ENSG00000232243,0
ENSG00000232245,0
ENSG00000232249,0
ENSG00000232252,0
ENSG00000232254,0
ENSG00000232258,0
ENSG00000232259,3
ENSG00000232260,4
ENSG00000232261,0
ENSG00000232263,0
ENSG00000232264,0
ENSG00000232265,0
ENSG00000232267,0
ENSG00000232268,0
ENSG00000232271,0
ENSG00000232273,3
ENSG00000232277,0
ENSG00000232281,0
ENSG00000232282,2
ENSG00000232283,0
ENSG00000232284,23
ENSG00000232285,0
ENSG00000232286,0
ENSG00000232287,0
ENSG00000232290,0
ENSG00000232292,0
ENSG00000232293,0
ENSG00000232294,2
ENSG00000232295,53
ENSG00000232296,0
ENSG00000232298,9
ENSG00000232299,0
ENSG00000232300,7
ENSG00000232301,1
ENSG00000232303,9
ENSG00000232305,0
ENSG00000232306,5
ENSG00000232307,0
ENSG00000232309,0
ENSG00000232310,7
ENSG00000232311,3
ENSG00000232314,0
ENSG00000232316,1
ENSG00000232320,25
ENSG00000232324,4
ENSG00000232325,4
ENSG00000232327,6
ENSG00000232328,0
ENSG00000232332,1
ENSG00000232333,11
ENSG00000232334,2
ENSG00000232335,1
ENSG00000232337,0
ENSG00000232341,43
ENSG00000232342,0
ENSG00000232344,9
ENSG00000232346,50
ENSG00000232347,4
ENSG00000232348,0
ENSG00000232349,0
ENSG00000232350,1
ENSG00000232352,5
ENSG00000232353,0
ENSG00000232354,26
ENSG00000232355,1
ENSG00000232358,0
ENSG00000232359,0
ENSG00000232360,0
ENSG00000232361,0
ENSG00000232362,0
ENSG00000232363,1
ENSG00000232366,0
ENSG00000232368,19
ENSG00000232369,9
ENSG00000232370,0
ENSG00000232372,26
ENSG00000232373,0
ENSG00000232374,0
ENSG00000232375,4
ENSG00000232377,1
ENSG00000232378,0
ENSG00000232379,0
ENSG00000232380,23
ENSG00000232381,0
ENSG00000232382,0
ENSG00000232383,1
ENSG00000232385,2
ENSG00000232386,112
ENSG00000232387,3
ENSG00000232388,2542
ENSG00000232389,7
ENSG00000232390,0
ENSG00000232391,0
ENSG00000232392,1
ENSG00000232393,1
ENSG00000232394,0
ENSG00000232395,0
ENSG00000232396,0
ENSG00000232398,7
ENSG00000232399,0
ENSG00000232400,0
ENSG00000232401,0
ENSG00000232403,3
ENSG00000232406,2
ENSG00000232407,0
ENSG00000232408,0
ENSG00000232409,0
ENSG00000232411,2
ENSG00000232412,6
ENSG00000232413,0
ENSG00000232415,11
ENSG00000232416,0
ENSG00000232418,0
ENSG00000232419,0
ENSG00000232420,0
ENSG00000232422,2
ENSG00000232423,0
ENSG00000232424,0
ENSG00000232429,1
ENSG00000232430,0
ENSG00000232431,0
ENSG00000232433,0
ENSG00000232434,216
ENSG00000232436,0
ENSG00000232437,0
ENSG00000232439,10
ENSG00000232442,147
ENSG00000232444,0
ENSG00000232445,215
ENSG00000232446,3
ENSG00000232447,0
ENSG00000232448,0
ENSG00000232450,54
ENSG00000232451,0
ENSG00000232453,79
ENSG00000232454,0
ENSG00000232455,3
ENSG00000232456,15
ENSG00000232457,4
ENSG00000232458,1
ENSG00000232459,0
ENSG00000232460,4
ENSG00000232461,4
ENSG00000232462,0
ENSG00000232463,0
ENSG00000232464,0
ENSG00000232465,0
ENSG00000232466,0
ENSG00000232467,3
ENSG00000232470,7
ENSG00000232471,0
ENSG00000232472,236
ENSG00000232474,0
ENSG00000232475,0
ENSG00000232479,18
ENSG00000232480,21
ENSG00000232482,0
ENSG00000232485,126
ENSG00000232486,2
ENSG00000232487,4
ENSG00000232489,34
ENSG00000232490,3
ENSG00000232491,0
ENSG00000232492,0
ENSG00000232493,1
ENSG00000232494,0
ENSG00000232496,2
ENSG00000232497,1
ENSG00000232498,76
ENSG00000232499,25
ENSG00000232500,0
ENSG00000232502,0
ENSG00000232503,0
ENSG00000232504,2
ENSG00000232505,0
ENSG00000232508,0
ENSG00000232511,0
ENSG00000232512,0
ENSG00000232514,0
ENSG00000232515,0
ENSG00000232517,2
ENSG00000232518,1
ENSG00000232519,2
ENSG00000232520,0
ENSG00000232522,0
ENSG00000232524,0
ENSG00000232525,0
ENSG00000232526,1
ENSG00000232527,37
ENSG00000232528,12
ENSG00000232529,0
ENSG00000232530,7
ENSG00000232531,1
ENSG00000232532,0
ENSG00000232533,324
ENSG00000232535,0
ENSG00000232536,5
ENSG00000232537,0
ENSG00000232539,1
ENSG00000232540,0
ENSG00000232542,0
ENSG00000232543,0
ENSG00000232545,31
ENSG00000232546,59
ENSG00000232548,0
ENSG00000232549,0
ENSG00000232551,0
ENSG00000232553,1
ENSG00000232554,18
ENSG00000232555,2
ENSG00000232556,0
ENSG00000232557,0
ENSG00000232558,0
ENSG00000232559,533
ENSG00000232560,0
ENSG00000232562,0
ENSG00000232563,1
ENSG00000232564,8
ENSG00000232568,2
ENSG00000232573,953
ENSG00000232576,0
ENSG00000232578,0
ENSG00000232579,1
ENSG00000232581,0
ENSG00000232582,0
ENSG00000232583,0
ENSG00000232585,0
ENSG00000232586,2
ENSG00000232587,21
ENSG00000232590,0
ENSG00000232591,4
ENSG00000232593,43
ENSG00000232594,0
ENSG00000232595,0
ENSG00000232596,0
ENSG00000232597,0
ENSG00000232598,104
ENSG00000232599,1
ENSG00000232600,8
ENSG00000232601,0
ENSG00000232603,0
ENSG00000232604,0
ENSG00000232605,0
ENSG00000232606,0
ENSG00000232608,2
ENSG00000232610,0
ENSG00000232611,32
ENSG00000232612,0
ENSG00000232613,17
ENSG00000232614,0
ENSG00000232615,2
ENSG00000232617,0
ENSG00000232618,5
ENSG00000232620,0
ENSG00000232621,0
ENSG00000232622,0
ENSG00000232623,2
ENSG00000232624,0
ENSG00000232625,7
ENSG00000232626,4
ENSG00000232627,1
ENSG00000232628,2
ENSG00000232629,1159
ENSG00000232630,67
ENSG00000232631,0
ENSG00000232633,1
ENSG00000232634,0
ENSG00000232636,0
ENSG00000232638,0
ENSG00000232640,419
ENSG00000232642,1
ENSG00000232643,0
ENSG00000232644,0
ENSG00000232645,13
ENSG00000232646,2
ENSG00000232647,0
ENSG00000232648,29
ENSG00000232650,1
ENSG00000232653,70
ENSG00000232654,1
ENSG00000232655,0
ENSG00000232656,24
ENSG00000232658,0
ENSG00000232661,0
ENSG00000232662,0
ENSG00000232663,0
ENSG00000232664,0
ENSG00000232665,0
ENSG00000232667,0
ENSG00000232668,0
ENSG00000232671,68
ENSG00000232672,0
ENSG00000232675,0
ENSG00000232676,0
ENSG00000232677,7440
ENSG00000232678,0
ENSG00000232679,12
ENSG00000232680,0
ENSG00000232682,1
ENSG00000232684,0
ENSG00000232685,0
ENSG00000232687,1
ENSG00000232688,0
ENSG00000232690,0
ENSG00000232692,22
ENSG00000232693,2
ENSG00000232695,0
ENSG00000232696,0
ENSG00000232698,2
ENSG00000232699,4
ENSG00000232701,0
ENSG00000232702,2
ENSG00000232706,13
ENSG00000232707,0
ENSG00000232709,4
ENSG00000232710,4
ENSG00000232712,5
ENSG00000232713,31
ENSG00000232714,0
ENSG00000232715,0
ENSG00000232716,1
ENSG00000232717,0
ENSG00000232718,0
ENSG00000232719,1
ENSG00000232721,3
ENSG00000232722,0
ENSG00000232723,0
ENSG00000232724,2
ENSG00000232725,17
ENSG00000232727,30
ENSG00000232728,0
ENSG00000232729,11
ENSG00000232730,0
ENSG00000232732,31
ENSG00000232734,1
ENSG00000232735,0
ENSG00000232736,1
ENSG00000232738,0
ENSG00000232739,5
ENSG00000232740,0
ENSG00000232742,31
ENSG00000232743,0
ENSG00000232744,0
ENSG00000232746,0
ENSG00000232747,1
ENSG00000232748,34
ENSG00000232749,0
ENSG00000232750,2
ENSG00000232751,0
ENSG00000232752,0
ENSG00000232754,0
ENSG00000232756,1
ENSG00000232757,5
ENSG00000232759,13
ENSG00000232760,0
ENSG00000232762,1
ENSG00000232764,0
ENSG00000232765,0
ENSG00000232766,0
ENSG00000232767,0
ENSG00000232768,1
ENSG00000232771,0
ENSG00000232772,0
ENSG00000232773,0
ENSG00000232774,14
ENSG00000232775,7
ENSG00000232777,0
ENSG00000232778,0
ENSG00000232780,2
ENSG00000232783,0
ENSG00000232784,7
ENSG00000232786,0
ENSG00000232787,0
ENSG00000232788,29
ENSG00000232789,0
ENSG00000232790,0
ENSG00000232791,0
ENSG00000232792,0
ENSG00000232793,0
ENSG00000232794,4
ENSG00000232795,0
ENSG00000232797,0
ENSG00000232798,0
ENSG00000232799,0
ENSG00000232800,0
ENSG00000232801,0
ENSG00000232803,6
ENSG00000232805,0
ENSG00000232806,0
ENSG00000232807,192
ENSG00000232808,0
ENSG00000232809,0
ENSG00000232810,852
ENSG00000232811,52
ENSG00000232812,0
ENSG00000232813,1
ENSG00000232814,3
ENSG00000232815,119
ENSG00000232817,0
ENSG00000232818,140
ENSG00000232821,7
ENSG00000232823,4
ENSG00000232824,0
ENSG00000232825,0
ENSG00000232827,0
ENSG00000232828,5
ENSG00000232829,0
ENSG00000232830,0
ENSG00000232832,0
ENSG00000232834,0
ENSG00000232835,20
ENSG00000232837,1
ENSG00000232838,383
ENSG00000232841,0
ENSG00000232842,0
ENSG00000232843,0
ENSG00000232845,0
ENSG00000232846,9
ENSG00000232848,0
ENSG00000232849,0
ENSG00000232850,17
ENSG00000232851,0
ENSG00000232852,1
ENSG00000232853,0
ENSG00000232855,12
ENSG00000232857,0
ENSG00000232858,0
ENSG00000232859,264
ENSG00000232860,75
ENSG00000232862,6
ENSG00000232864,0
ENSG00000232867,0
ENSG00000232869,32
ENSG00000232871,7
ENSG00000232872,3
ENSG00000232873,1
ENSG00000232874,5
ENSG00000232875,1
ENSG00000232876,18
ENSG00000232878,1
ENSG00000232879,4
ENSG00000232880,0
ENSG00000232881,0
ENSG00000232882,29
ENSG00000232883,2
ENSG00000232884,3
ENSG00000232885,0
ENSG00000232886,0
ENSG00000232887,0
ENSG00000232888,89
ENSG00000232889,0
ENSG00000232891,2
ENSG00000232892,0
ENSG00000232893,0
ENSG00000232894,0
ENSG00000232895,0
ENSG00000232896,0
ENSG00000232897,0
ENSG00000232899,0
ENSG00000232900,0
ENSG00000232901,27
ENSG00000232903,1
ENSG00000232905,1
ENSG00000232906,28
ENSG00000232907,44
ENSG00000232908,0
ENSG00000232909,16
ENSG00000232910,0
ENSG00000232912,1
ENSG00000232913,0
ENSG00000232914,0
ENSG00000232915,1
ENSG00000232916,0
ENSG00000232917,8
ENSG00000232918,0
ENSG00000232920,0
ENSG00000232922,0
ENSG00000232924,0
ENSG00000232925,0
ENSG00000232926,28
ENSG00000232927,0
ENSG00000232928,8
ENSG00000232930,0
ENSG00000232931,352
ENSG00000232934,11
ENSG00000232935,0
ENSG00000232936,5
ENSG00000232937,0
ENSG00000232938,3
ENSG00000232939,5
ENSG00000232940,79
ENSG00000232943,0
ENSG00000232944,0
ENSG00000232946,6
ENSG00000232947,0
ENSG00000232948,0
ENSG00000232949,1
ENSG00000232950,0
ENSG00000232951,0
ENSG00000232952,2
ENSG00000232953,3
ENSG00000232954,0
ENSG00000232956,2542
ENSG00000232958,0
ENSG00000232959,0
ENSG00000232963,1
ENSG00000232964,0
ENSG00000232965,0
ENSG00000232968,0
ENSG00000232969,3
ENSG00000232970,3
ENSG00000232971,0
ENSG00000232973,15
ENSG00000232975,0
ENSG00000232976,0
ENSG00000232977,9
ENSG00000232978,1
ENSG00000232979,0
ENSG00000232981,0
ENSG00000232982,0
ENSG00000232983,0
ENSG00000232985,0
ENSG00000232986,0
ENSG00000232987,0
ENSG00000232989,0
ENSG00000232990,0
ENSG00000232991,0
ENSG00000232992,0
ENSG00000232993,0
ENSG00000232994,1
ENSG00000232995,112
ENSG00000232998,0
ENSG00000232999,0
ENSG00000233002,0
ENSG00000233003,0
ENSG00000233005,0
ENSG00000233006,85
ENSG00000233007,0
ENSG00000233008,28
ENSG00000233009,4
ENSG00000233010,4
ENSG00000233011,2
ENSG00000233012,2
ENSG00000233013,2
ENSG00000233014,1
ENSG00000233015,0
ENSG00000233016,3982
ENSG00000233017,12
ENSG00000233018,0
ENSG00000233020,0
ENSG00000233021,0
ENSG00000233024,5
ENSG00000233025,8
ENSG00000233026,0
ENSG00000233028,2
ENSG00000233029,12
ENSG00000233030,49
ENSG00000233031,0
ENSG00000233033,1
ENSG00000233036,0
ENSG00000233037,1
ENSG00000233038,71
ENSG00000233039,0
ENSG00000233040,0
ENSG00000233041,0
ENSG00000233044,0
ENSG00000233045,23
ENSG00000233047,0
ENSG00000233048,0
ENSG00000233050,0
ENSG00000233052,0
ENSG00000233055,0
ENSG00000233056,0
ENSG00000233057,35
ENSG00000233058,50
ENSG00000233060,0
ENSG00000233061,0
ENSG00000233063,0
ENSG00000233064,10
ENSG00000233067,1
ENSG00000233068,3
ENSG00000233069,0
ENSG00000233070,0
ENSG00000233071,0
ENSG00000233072,3
ENSG00000233073,3
ENSG00000233077,20
ENSG00000233078,0
ENSG00000233079,0
ENSG00000233080,0
ENSG00000233081,13
ENSG00000233082,0
ENSG00000233083,0
ENSG00000233084,4
ENSG00000233085,0
ENSG00000233086,0
ENSG00000233087,5
ENSG00000233090,0
ENSG00000233093,19
ENSG00000233096,0
ENSG00000233098,418
ENSG00000233099,0
ENSG00000233101,0
ENSG00000233103,0
ENSG00000233105,0
ENSG00000233106,0
ENSG00000233107,0
ENSG00000233108,3
ENSG00000233109,0
ENSG00000233110,25
ENSG00000233111,3
ENSG00000233114,0
ENSG00000233115,0
ENSG00000233117,44
ENSG00000233118,0
ENSG00000233120,0
ENSG00000233121,4
ENSG00000233122,28
ENSG00000233123,0
ENSG00000233124,0
ENSG00000233125,3
ENSG00000233126,0
ENSG00000233128,0
ENSG00000233129,0
ENSG00000233131,0
ENSG00000233132,0
ENSG00000233133,4
ENSG00000233134,0
ENSG00000233135,0
ENSG00000233136,0
ENSG00000233138,0
ENSG00000233139,0
ENSG00000233143,2
ENSG00000233144,2
ENSG00000233145,0
ENSG00000233146,0
ENSG00000233147,1
ENSG00000233148,0
ENSG00000233153,4
ENSG00000233154,4
ENSG00000233155,34
ENSG00000233156,0
ENSG00000233157,1
ENSG00000233158,0
ENSG00000233159,0
ENSG00000233162,0
ENSG00000233163,0
ENSG00000233167,1
ENSG00000233170,47
ENSG00000233173,4
ENSG00000233175,44
ENSG00000233176,0
ENSG00000233178,38
ENSG00000233179,0
ENSG00000233183,0
ENSG00000233184,369
ENSG00000233186,0
ENSG00000233189,0
ENSG00000233190,2
ENSG00000233191,0
ENSG00000233193,0
ENSG00000233196,5
ENSG00000233197,0
ENSG00000233198,15
ENSG00000233200,0
ENSG00000233203,13
ENSG00000233204,0
ENSG00000233205,2
ENSG00000233206,0
ENSG00000233208,0
ENSG00000233211,0
ENSG00000233213,0
ENSG00000233214,0
ENSG00000233215,69
ENSG00000233216,0
ENSG00000233217,3
ENSG00000233219,0
ENSG00000233220,4
ENSG00000233221,56
ENSG00000233222,0
ENSG00000233223,150
ENSG00000233225,16
ENSG00000233228,0
ENSG00000233229,1
ENSG00000233230,64
ENSG00000233231,14
ENSG00000233232,2
ENSG00000233234,0
ENSG00000233235,0
ENSG00000233236,3
ENSG00000233237,91
ENSG00000233238,0
ENSG00000233242,1
ENSG00000233243,0
ENSG00000233246,13
ENSG00000233247,36
ENSG00000233248,0
ENSG00000233250,3
ENSG00000233251,43
ENSG00000233252,0
ENSG00000233254,40
ENSG00000233255,0
ENSG00000233256,2
ENSG00000233258,0
ENSG00000233259,0
ENSG00000233260,19
ENSG00000233261,1
ENSG00000233262,0
ENSG00000233263,0
ENSG00000233264,5
ENSG00000233265,1
ENSG00000233266,41
ENSG00000233268,0
ENSG00000233270,51
ENSG00000233271,0
ENSG00000233272,0
ENSG00000233273,0
ENSG00000233275,0
ENSG00000233276,8651
ENSG00000233277,0
ENSG00000233278,1
ENSG00000233285,0
ENSG00000233286,0
ENSG00000233287,1
ENSG00000233288,0
ENSG00000233290,0
ENSG00000233291,0
ENSG00000233292,0
ENSG00000233293,5
ENSG00000233295,1
ENSG00000233296,34
ENSG00000233297,19
ENSG00000233299,0
ENSG00000233300,0
ENSG00000233301,0
ENSG00000233303,0
ENSG00000233304,0
ENSG00000233306,3
ENSG00000233307,0
ENSG00000233308,3
ENSG00000233309,0
ENSG00000233311,0
ENSG00000233313,12
ENSG00000233316,0
ENSG00000233318,1
ENSG00000233319,0
ENSG00000233321,2
ENSG00000233324,2
ENSG00000233325,76
ENSG00000233327,3
ENSG00000233328,24
ENSG00000233329,0
ENSG00000233330,49
ENSG00000233332,11
ENSG00000233333,0
ENSG00000233334,0
ENSG00000233335,0
ENSG00000233336,0
ENSG00000233337,14
ENSG00000233338,1
ENSG00000233339,1
ENSG00000233340,0
ENSG00000233342,0
ENSG00000233343,0
ENSG00000233347,11
ENSG00000233349,0
ENSG00000233351,1
ENSG00000233352,0
ENSG00000233353,0
ENSG00000233354,5
ENSG00000233355,24
ENSG00000233357,0
ENSG00000233358,37
ENSG00000233359,0
ENSG00000233360,11
ENSG00000233363,0
ENSG00000233365,35
ENSG00000233366,1
ENSG00000233367,2
ENSG00000233369,834
ENSG00000233370,0
ENSG00000233372,0
ENSG00000233373,0
ENSG00000233376,0
ENSG00000233377,0
ENSG00000233378,0
ENSG00000233379,0
ENSG00000233380,10
ENSG00000233381,26
ENSG00000233382,102
ENSG00000233383,0
ENSG00000233384,12
ENSG00000233385,0
ENSG00000233387,2
ENSG00000233388,11
ENSG00000233392,3
ENSG00000233393,1
ENSG00000233395,0
ENSG00000233396,170
ENSG00000233397,0
ENSG00000233399,0
ENSG00000233401,0
ENSG00000233402,0
ENSG00000233403,0
ENSG00000233405,0
ENSG00000233406,22
ENSG00000233407,0
ENSG00000233408,0
ENSG00000233409,0
ENSG00000233410,0
ENSG00000233411,30
ENSG00000233412,0
ENSG00000233415,0
ENSG00000233416,3
ENSG00000233417,0
ENSG00000233419,0
ENSG00000233420,0
ENSG00000233421,17
ENSG00000233423,0
ENSG00000233424,0
ENSG00000233425,0
ENSG00000233426,1118
ENSG00000233427,1
ENSG00000233428,5
ENSG00000233429,79
ENSG00000233430,1
ENSG00000233431,0
ENSG00000233432,4
ENSG00000233433,3
ENSG00000233435,8
ENSG00000233436,9
ENSG00000233437,0
ENSG00000233438,6
ENSG00000233440,0
ENSG00000233441,0
ENSG00000233442,0
ENSG00000233444,0
ENSG00000233445,2
ENSG00000233446,0
ENSG00000233447,0
ENSG00000233448,2
ENSG00000233449,0
ENSG00000233451,0
ENSG00000233452,53
ENSG00000233454,0
ENSG00000233455,9
ENSG00000233456,0
ENSG00000233457,1
ENSG00000233459,1
ENSG00000233460,0
ENSG00000233461,532
ENSG00000233464,0
ENSG00000233467,1
ENSG00000233469,4
ENSG00000233470,0
ENSG00000233471,0
ENSG00000233472,0
ENSG00000233473,0
ENSG00000233476,954
ENSG00000233477,0
ENSG00000233478,1
ENSG00000233479,0
ENSG00000233480,0
ENSG00000233482,0
ENSG00000233483,25
ENSG00000233484,0
ENSG00000233485,0
ENSG00000233487,21
ENSG00000233489,0
ENSG00000233491,0
ENSG00000233492,0
ENSG00000233493,230
ENSG00000233494,0
ENSG00000233496,1
ENSG00000233497,1
ENSG00000233499,0
ENSG00000233501,0
ENSG00000233502,0
ENSG00000233503,5
ENSG00000233508,1
ENSG00000233509,28
ENSG00000233511,1
ENSG00000233514,9
ENSG00000233515,0
ENSG00000233516,0
ENSG00000233517,7
ENSG00000233518,0
ENSG00000233519,0
ENSG00000233521,8
ENSG00000233522,0
ENSG00000233523,0
ENSG00000233524,2
ENSG00000233526,0
ENSG00000233527,323
ENSG00000233528,0
ENSG00000233529,0
ENSG00000233531,0
ENSG00000233532,87
ENSG00000233533,0
ENSG00000233534,0
ENSG00000233535,0
ENSG00000233536,0
ENSG00000233537,1
ENSG00000233538,3
ENSG00000233539,0
ENSG00000233540,0
ENSG00000233541,0
ENSG00000233542,1
ENSG00000233543,4
ENSG00000233544,6
ENSG00000233545,0
ENSG00000233546,0
ENSG00000233547,12
ENSG00000233548,0
ENSG00000233549,0
ENSG00000233550,0
ENSG00000233551,0
ENSG00000233553,0
ENSG00000233554,38
ENSG00000233555,0
ENSG00000233557,0
ENSG00000233558,14
ENSG00000233559,11
ENSG00000233560,32
ENSG00000233562,0
ENSG00000233563,0
ENSG00000233565,1
ENSG00000233569,0
ENSG00000233570,0
ENSG00000233571,0
ENSG00000233574,0
ENSG00000233575,0
ENSG00000233576,0
ENSG00000233577,1
ENSG00000233578,7
ENSG00000233579,4
ENSG00000233581,1
ENSG00000233583,2
ENSG00000233585,11
ENSG00000233586,2
ENSG00000233587,0
ENSG00000233588,11
ENSG00000233589,7
ENSG00000233590,1
ENSG00000233593,268
ENSG00000233594,6
ENSG00000233595,0
ENSG00000233597,12
ENSG00000233601,0
ENSG00000233602,4
ENSG00000233603,1
ENSG00000233605,1
ENSG00000233606,1
ENSG00000233607,0
ENSG00000233608,108
ENSG00000233609,3
ENSG00000233610,1
ENSG00000233611,0
ENSG00000233613,2
ENSG00000233614,10
ENSG00000233615,4
ENSG00000233616,0
ENSG00000233619,0
ENSG00000233620,0
ENSG00000233621,456
ENSG00000233622,19
ENSG00000233623,0
ENSG00000233625,1
ENSG00000233626,0
ENSG00000233627,0
ENSG00000233632,0
ENSG00000233633,3
ENSG00000233634,0
ENSG00000233635,0
ENSG00000233639,1
ENSG00000233640,0
ENSG00000233642,1
ENSG00000233643,1
ENSG00000233644,0
ENSG00000233645,0
ENSG00000233646,0
ENSG00000233647,0
ENSG00000233648,0
ENSG00000233651,0
ENSG00000233652,0
ENSG00000233653,0
ENSG00000233654,31
ENSG00000233655,0
ENSG00000233656,2
ENSG00000233659,0
ENSG00000233661,1
ENSG00000233662,1
ENSG00000233663,0
ENSG00000233664,1
ENSG00000233665,1
ENSG00000233668,5
ENSG00000233670,0
ENSG00000233671,3
ENSG00000233672,14
ENSG00000233673,10
ENSG00000233674,0
ENSG00000233676,0
ENSG00000233677,0
ENSG00000233680,5
ENSG00000233681,0
ENSG00000233682,116
ENSG00000233683,0
ENSG00000233684,0
ENSG00000233685,0
ENSG00000233686,0
ENSG00000233688,0
ENSG00000233689,0
ENSG00000233690,9
ENSG00000233691,0
ENSG00000233693,0
ENSG00000233694,4
ENSG00000233695,53
ENSG00000233699,0
ENSG00000233701,0
ENSG00000233702,0
ENSG00000233703,0
ENSG00000233705,19
ENSG00000233706,0
ENSG00000233707,1
ENSG00000233708,2
ENSG00000233709,0
ENSG00000233710,0
ENSG00000233711,0
ENSG00000233712,0
ENSG00000233713,0
ENSG00000233714,0
ENSG00000233716,1
ENSG00000233717,0
ENSG00000233718,2
ENSG00000233719,8
ENSG00000233720,0
ENSG00000233721,0
ENSG00000233723,26
ENSG00000233724,0
ENSG00000233725,61
ENSG00000233727,0
ENSG00000233728,0
ENSG00000233729,0
ENSG00000233730,0
ENSG00000233732,5
ENSG00000233733,3
ENSG00000233735,0
ENSG00000233737,0
ENSG00000233739,1
ENSG00000233740,0
ENSG00000233741,0
ENSG00000233746,2
ENSG00000233747,4
ENSG00000233750,2
ENSG00000233751,0
ENSG00000233752,0
ENSG00000233754,0
ENSG00000233755,3
ENSG00000233756,0
ENSG00000233757,95
ENSG00000233760,2
ENSG00000233762,341
ENSG00000233764,0
ENSG00000233765,3
ENSG00000233766,0
ENSG00000233767,0
ENSG00000233771,0
ENSG00000233774,0
ENSG00000233775,1
ENSG00000233776,1
ENSG00000233778,2
ENSG00000233780,2
ENSG00000233782,0
ENSG00000233783,5
ENSG00000233785,18
ENSG00000233786,0
ENSG00000233787,0
ENSG00000233791,19
ENSG00000233792,0
ENSG00000233797,4
ENSG00000233799,14
ENSG00000233800,0
ENSG00000233802,0
ENSG00000233803,0
ENSG00000233805,0
ENSG00000233806,17
ENSG00000233807,0
ENSG00000233810,0
ENSG00000233814,0
ENSG00000233816,0
ENSG00000233817,12
ENSG00000233818,13
ENSG00000233819,0
ENSG00000233820,66
ENSG00000233821,1
ENSG00000233822,262
ENSG00000233823,0
ENSG00000233824,0
ENSG00000233825,7
ENSG00000233827,0
ENSG00000233828,0
ENSG00000233829,0
ENSG00000233830,52
ENSG00000233832,0
ENSG00000233833,1
ENSG00000233834,266
ENSG00000233835,0
ENSG00000233836,47
ENSG00000233837,9
ENSG00000233838,0
ENSG00000233839,2
ENSG00000233840,0
ENSG00000233842,0
ENSG00000233843,0
ENSG00000233844,5
ENSG00000233845,1
ENSG00000233846,4
ENSG00000233847,1
ENSG00000233848,1
ENSG00000233849,0
ENSG00000233850,0
ENSG00000233851,0
ENSG00000233852,0
ENSG00000233854,0
ENSG00000233858,3
ENSG00000233859,19
ENSG00000233860,5
ENSG00000233861,0
ENSG00000233862,3
