Gene stable ID,bd031420-47b0-430e-acab-b7d411089b98
ENSG00000215546,0
ENSG00000215547,0
ENSG00000215548,4
ENSG00000215553,2
ENSG00000215559,66
ENSG00000215560,0
ENSG00000215562,0
ENSG00000215567,0
ENSG00000215568,0
ENSG00000215571,11
ENSG00000215572,1
ENSG00000215580,0
ENSG00000215583,1
ENSG00000215586,0
ENSG00000215589,0
ENSG00000215595,5
ENSG00000215601,0
ENSG00000215603,0
ENSG00000215604,0
ENSG00000215606,1
ENSG00000215612,77
ENSG00000215630,2
ENSG00000215644,0
ENSG00000215692,0
ENSG00000215695,0
ENSG00000215704,5
ENSG00000215712,1913
ENSG00000215717,3591
ENSG00000215720,3
ENSG00000215734,0
ENSG00000215760,0
ENSG00000215765,0
ENSG00000215769,229
ENSG00000215771,7
ENSG00000215784,208
ENSG00000215785,2
ENSG00000215788,384
ENSG00000215790,222
ENSG00000215795,77
ENSG00000215796,0
ENSG00000215800,0
ENSG00000215802,0
ENSG00000215805,0
ENSG00000215807,6
ENSG00000215808,12
ENSG00000215811,100
ENSG00000215812,1
ENSG00000215817,4
ENSG00000215819,1
ENSG00000215833,0
ENSG00000215834,39
ENSG00000215835,19
ENSG00000215837,0
ENSG00000215838,4
ENSG00000215840,7
ENSG00000215841,11
ENSG00000215845,1520
ENSG00000215846,0
ENSG00000215853,0
ENSG00000215859,45
ENSG00000215861,552
ENSG00000215864,0
ENSG00000215866,1
ENSG00000215867,2
ENSG00000215869,1
ENSG00000215871,0
ENSG00000215873,0
ENSG00000215874,0
ENSG00000215875,0
ENSG00000215878,0
ENSG00000215881,0
ENSG00000215883,227
ENSG00000215887,0
ENSG00000215893,0
ENSG00000215895,22
ENSG00000215899,1
ENSG00000215900,1
ENSG00000215905,0
ENSG00000215906,0
ENSG00000215908,642
ENSG00000215909,0
ENSG00000215910,0
ENSG00000215912,58
ENSG00000215914,31
ENSG00000215915,183
ENSG00000215922,0
ENSG00000215923,1
ENSG00000215925,0
ENSG00000215930,1
ENSG00000215934,0
ENSG00000215938,0
ENSG00000215939,0
ENSG00000215943,0
ENSG00000215945,0
ENSG00000215946,0
ENSG00000215948,0
ENSG00000215952,0
ENSG00000215953,0
ENSG00000215954,0
ENSG00000215957,0
ENSG00000215960,0
ENSG00000215961,0
ENSG00000215966,0
ENSG00000215968,0
ENSG00000215972,11
ENSG00000215973,0
ENSG00000215976,0
ENSG00000215983,0
ENSG00000215984,0
ENSG00000215991,0
ENSG00000215993,0
ENSG00000215996,0
ENSG00000215998,0
ENSG00000215999,0
ENSG00000216001,1
ENSG00000216005,0
ENSG00000216009,0
ENSG00000216011,0
ENSG00000216014,0
ENSG00000216015,0
ENSG00000216017,0
ENSG00000216020,1
ENSG00000216022,0
ENSG00000216027,0
ENSG00000216031,0
ENSG00000216035,0
ENSG00000216037,0
ENSG00000216042,0
ENSG00000216045,0
ENSG00000216047,0
ENSG00000216054,0
ENSG00000216055,0
ENSG00000216056,0
ENSG00000216058,0
ENSG00000216060,0
ENSG00000216064,0
ENSG00000216067,0
ENSG00000216069,0
ENSG00000216070,0
ENSG00000216072,0
ENSG00000216073,0
ENSG00000216075,0
ENSG00000216077,0
ENSG00000216081,0
ENSG00000216083,0
ENSG00000216084,0
ENSG00000216085,0
ENSG00000216088,0
ENSG00000216090,0
ENSG00000216097,0
ENSG00000216098,0
ENSG00000216099,0
ENSG00000216100,0
ENSG00000216101,0
ENSG00000216102,0
ENSG00000216105,0
ENSG00000216109,3
ENSG00000216114,0
ENSG00000216116,0
ENSG00000216123,0
ENSG00000216125,0
ENSG00000216131,0
ENSG00000216133,0
ENSG00000216135,0
ENSG00000216136,0
ENSG00000216141,0
ENSG00000216154,0
ENSG00000216157,0
ENSG00000216162,1
ENSG00000216166,0
ENSG00000216168,0
ENSG00000216169,0
ENSG00000216171,0
ENSG00000216179,0
ENSG00000216181,0
ENSG00000216182,0
ENSG00000216184,0
ENSG00000216191,0
ENSG00000216192,0
ENSG00000216195,0
ENSG00000216205,0
ENSG00000216206,1
ENSG00000216265,0
ENSG00000216285,21
ENSG00000216306,1
ENSG00000216307,0
ENSG00000216316,2
ENSG00000216324,0
ENSG00000216331,373
ENSG00000216347,1
ENSG00000216352,0
ENSG00000216359,6
ENSG00000216360,4
ENSG00000216364,0
ENSG00000216365,1
ENSG00000216368,2
ENSG00000216378,0
ENSG00000216412,2
ENSG00000216425,3
ENSG00000216436,0
ENSG00000216439,0
ENSG00000216444,0
ENSG00000216471,0
ENSG00000216475,1
ENSG00000216480,2
ENSG00000216490,130
ENSG00000216516,0
ENSG00000216518,0
ENSG00000216519,0
ENSG00000216523,0
ENSG00000216548,1
ENSG00000216560,0
ENSG00000216588,1
ENSG00000216613,0
ENSG00000216616,0
ENSG00000216621,1
ENSG00000216624,8
ENSG00000216629,1
ENSG00000216636,0
ENSG00000216639,1
ENSG00000216642,1
ENSG00000216649,0
ENSG00000216657,5
ENSG00000216663,0
ENSG00000216671,0
ENSG00000216676,2
ENSG00000216687,2
ENSG00000216708,0
ENSG00000216710,0
ENSG00000216713,0
ENSG00000216718,0
ENSG00000216721,0
ENSG00000216723,1
ENSG00000216740,1
ENSG00000216753,0
ENSG00000216754,0
ENSG00000216762,0
ENSG00000216775,507
ENSG00000216777,0
ENSG00000216781,1
ENSG00000216802,2
ENSG00000216809,8
ENSG00000216811,0
ENSG00000216813,1
ENSG00000216817,0
ENSG00000216819,0
ENSG00000216824,0
ENSG00000216829,0
ENSG00000216835,0
ENSG00000216844,0
ENSG00000216853,0
ENSG00000216854,1
ENSG00000216859,0
ENSG00000216863,1
ENSG00000216866,34
ENSG00000216867,9
ENSG00000216895,351
ENSG00000216901,3
ENSG00000216902,0
ENSG00000216904,0
ENSG00000216906,10
ENSG00000216913,1
ENSG00000216915,15
ENSG00000216917,0
ENSG00000216921,23
ENSG00000216937,63
ENSG00000216938,1
ENSG00000216966,0
ENSG00000216977,0
ENSG00000216990,0
ENSG00000216998,0
ENSG00000217004,0
ENSG00000217026,4
ENSG00000217027,21
ENSG00000217030,1
ENSG00000217041,1
ENSG00000217044,0
ENSG00000217060,0
ENSG00000217067,0
ENSG00000217078,24
ENSG00000217083,0
ENSG00000217085,0
ENSG00000217089,0
ENSG00000217094,14
ENSG00000217120,0
ENSG00000217128,3295
ENSG00000217130,22
ENSG00000217135,1
ENSG00000217139,0
ENSG00000217159,16
ENSG00000217160,0
ENSG00000217165,308
ENSG00000217169,0
ENSG00000217178,0
ENSG00000217179,0
ENSG00000217181,1
ENSG00000217195,0
ENSG00000217227,0
ENSG00000217228,0
ENSG00000217231,0
ENSG00000217236,1
ENSG00000217239,0
ENSG00000217241,9
ENSG00000217258,1
ENSG00000217261,3
ENSG00000217268,0
ENSG00000217272,0
ENSG00000217275,389
ENSG00000217289,7
ENSG00000217314,0
ENSG00000217315,3
ENSG00000217325,57
ENSG00000217327,0
ENSG00000217330,0
ENSG00000217331,0
ENSG00000217334,2
ENSG00000217372,0
ENSG00000217377,0
ENSG00000217379,1
ENSG00000217385,1
ENSG00000217404,2
ENSG00000217408,0
ENSG00000217414,1
ENSG00000217416,5
ENSG00000217442,52
ENSG00000217447,1
ENSG00000217455,5
ENSG00000217477,0
ENSG00000217482,2
ENSG00000217483,0
ENSG00000217488,3
ENSG00000217495,0
ENSG00000217512,1
ENSG00000217514,1
ENSG00000217527,3
ENSG00000217539,1
ENSG00000217555,588
ENSG00000217557,0
ENSG00000217566,2
ENSG00000217576,0
ENSG00000217585,0
ENSG00000217612,1
ENSG00000217624,369
ENSG00000217631,0
ENSG00000217643,11
ENSG00000217644,4
ENSG00000217646,6
ENSG00000217648,95
ENSG00000217653,1
ENSG00000217680,0
ENSG00000217684,0
ENSG00000217686,1
ENSG00000217702,311
ENSG00000217707,0
ENSG00000217716,16
ENSG00000217718,0
ENSG00000217733,3
ENSG00000217746,0
ENSG00000217767,1
ENSG00000217769,2
ENSG00000217770,0
ENSG00000217776,0
ENSG00000217783,6
ENSG00000217786,0
ENSG00000217791,5
ENSG00000217801,348
ENSG00000217805,1
ENSG00000217809,0
ENSG00000217811,0
ENSG00000217824,2
ENSG00000217825,3
ENSG00000217835,1
ENSG00000217862,12
ENSG00000217874,0
ENSG00000217878,0
ENSG00000217889,3
ENSG00000217896,0
ENSG00000217897,2
ENSG00000217929,0
ENSG00000217930,205
ENSG00000217950,7
ENSG00000218014,11
ENSG00000218016,0
ENSG00000218018,4
ENSG00000218020,0
ENSG00000218027,0
ENSG00000218029,0
ENSG00000218048,0
ENSG00000218049,0
ENSG00000218052,11
ENSG00000218069,1
ENSG00000218073,21
ENSG00000218089,0
ENSG00000218107,0
ENSG00000218109,0
ENSG00000218125,0
ENSG00000218143,0
ENSG00000218153,1
ENSG00000218173,0
ENSG00000218175,199
ENSG00000218180,0
ENSG00000218186,3
ENSG00000218187,2
ENSG00000218189,0
ENSG00000218194,0
ENSG00000218198,0
ENSG00000218208,11
ENSG00000218213,0
ENSG00000218226,142
ENSG00000218227,93
ENSG00000218233,2
ENSG00000218261,0
ENSG00000218265,6
ENSG00000218274,0
ENSG00000218281,47
ENSG00000218283,685
ENSG00000218300,0
ENSG00000218305,0
ENSG00000218313,2
ENSG00000218336,501
ENSG00000218337,0
ENSG00000218347,0
ENSG00000218350,1
ENSG00000218351,0
ENSG00000218357,2
ENSG00000218358,38
ENSG00000218359,18
ENSG00000218363,0
ENSG00000218410,0
ENSG00000218416,27
ENSG00000218418,45
ENSG00000218424,0
ENSG00000218426,268
ENSG00000218428,2
ENSG00000218454,0
ENSG00000218459,0
ENSG00000218472,1
ENSG00000218475,0
ENSG00000218476,0
ENSG00000218483,0
ENSG00000218490,2
ENSG00000218499,0
ENSG00000218502,13
ENSG00000218510,748
ENSG00000218512,0
ENSG00000218520,0
ENSG00000218521,1
ENSG00000218536,0
ENSG00000218537,107
ENSG00000218549,0
ENSG00000218561,1
ENSG00000218565,5
ENSG00000218574,1
ENSG00000218577,0
ENSG00000218582,23
ENSG00000218586,7
ENSG00000218596,2
ENSG00000218617,0
ENSG00000218631,20
ENSG00000218632,1
ENSG00000218643,0
ENSG00000218672,15
ENSG00000218676,2
ENSG00000218682,3
ENSG00000218689,0
ENSG00000218690,8
ENSG00000218698,0
ENSG00000218713,1
ENSG00000218716,0
ENSG00000218725,0
ENSG00000218728,0
ENSG00000218730,0
ENSG00000218732,0
ENSG00000218739,4239
ENSG00000218748,0
ENSG00000218749,0
ENSG00000218754,0
ENSG00000218757,0
ENSG00000218766,0
ENSG00000218772,1
ENSG00000218776,0
ENSG00000218792,0
ENSG00000218793,0
ENSG00000218803,1
ENSG00000218806,0
ENSG00000218809,0
ENSG00000218813,0
ENSG00000218819,1
ENSG00000218823,2
ENSG00000218834,0
ENSG00000218839,0
ENSG00000218857,0
ENSG00000218868,0
ENSG00000218870,0
ENSG00000218872,0
ENSG00000218890,1
ENSG00000218891,429
ENSG00000218893,0
ENSG00000218896,6
ENSG00000218902,16
ENSG00000218965,0
ENSG00000218976,1
ENSG00000218980,7
ENSG00000218986,1
ENSG00000218991,0
ENSG00000218996,1
ENSG00000219023,8
ENSG00000219027,3
ENSG00000219039,0
ENSG00000219061,0
ENSG00000219073,0
ENSG00000219074,0
ENSG00000219085,7
ENSG00000219087,0
ENSG00000219088,1
ENSG00000219095,0
ENSG00000219102,10
ENSG00000219133,15
ENSG00000219135,9
ENSG00000219139,0
ENSG00000219146,2
ENSG00000219149,2
ENSG00000219150,0
ENSG00000219159,0
ENSG00000219163,2
ENSG00000219186,0
ENSG00000219188,3
ENSG00000219190,0
ENSG00000219200,226
ENSG00000219201,14
ENSG00000219222,0
ENSG00000219240,0
ENSG00000219249,0
ENSG00000219253,0
ENSG00000219257,1
ENSG00000219262,0
ENSG00000219273,0
ENSG00000219274,1
ENSG00000219280,0
ENSG00000219284,0
ENSG00000219294,0
ENSG00000219297,0
ENSG00000219298,1
ENSG00000219302,0
ENSG00000219314,0
ENSG00000219329,0
ENSG00000219355,8
ENSG00000219361,4
ENSG00000219368,0
ENSG00000219375,0
ENSG00000219384,0
ENSG00000219387,0
ENSG00000219391,2
ENSG00000219392,6
ENSG00000219395,15
ENSG00000219404,3
ENSG00000219409,0
ENSG00000219410,16
ENSG00000219430,1
ENSG00000219433,5
ENSG00000219435,1
ENSG00000219438,516
ENSG00000219445,0
ENSG00000219448,4
ENSG00000219451,34
ENSG00000219453,0
ENSG00000219463,0
ENSG00000219470,46
ENSG00000219481,693
ENSG00000219487,5
ENSG00000219491,0
ENSG00000219492,0
ENSG00000219500,0
ENSG00000219507,99
ENSG00000219529,87
ENSG00000219532,1
ENSG00000219545,551
ENSG00000219547,2
ENSG00000219549,0
ENSG00000219553,1
ENSG00000219559,1
ENSG00000219565,47
ENSG00000219575,0
ENSG00000219582,2
ENSG00000219592,0
ENSG00000219604,0
ENSG00000219607,56
ENSG00000219608,0
ENSG00000219619,0
ENSG00000219622,0
ENSG00000219626,246
ENSG00000219627,0
ENSG00000219642,4
ENSG00000219653,0
ENSG00000219665,158
ENSG00000219666,1
ENSG00000219669,0
ENSG00000219681,0
ENSG00000219682,49
ENSG00000219693,26
ENSG00000219699,1
ENSG00000219700,1
ENSG00000219702,0
ENSG00000219703,0
ENSG00000219712,3
ENSG00000219722,0
ENSG00000219736,0
ENSG00000219738,0
ENSG00000219747,25
ENSG00000219755,21
ENSG00000219757,0
ENSG00000219758,3
ENSG00000219770,0
ENSG00000219773,4
ENSG00000219776,1
ENSG00000219784,0
ENSG00000219790,0
ENSG00000219797,17
ENSG00000219806,0
ENSG00000219807,0
ENSG00000219814,3
ENSG00000219863,1
ENSG00000219867,1
ENSG00000219870,0
ENSG00000219881,3
ENSG00000219891,72
ENSG00000219902,0
ENSG00000219926,0
ENSG00000219928,46
ENSG00000219930,0
ENSG00000219932,10
ENSG00000219940,0
ENSG00000219941,0
ENSG00000219951,3
ENSG00000219986,7
ENSG00000219992,15
ENSG00000219993,0
ENSG00000220008,16
ENSG00000220030,0
ENSG00000220069,0
ENSG00000220076,0
ENSG00000220091,0
ENSG00000220105,0
ENSG00000220110,0
ENSG00000220113,1
ENSG00000220125,0
ENSG00000220130,0
ENSG00000220131,0
ENSG00000220132,0
ENSG00000220139,0
ENSG00000220154,3
ENSG00000220157,16
ENSG00000220161,1
ENSG00000220181,0
ENSG00000220184,0
ENSG00000220201,36
ENSG00000220204,0
ENSG00000220205,1547
ENSG00000220212,0
ENSG00000220237,10
ENSG00000220240,0
ENSG00000220248,0
ENSG00000220256,0
ENSG00000220267,7
ENSG00000220291,0
ENSG00000220305,28
ENSG00000220311,0
ENSG00000220323,47
ENSG00000220326,0
ENSG00000220340,0
ENSG00000220343,2
ENSG00000220347,1
ENSG00000220349,0
ENSG00000220370,0
ENSG00000220377,0
ENSG00000220378,2
ENSG00000220392,3
ENSG00000220412,5
ENSG00000220418,2
ENSG00000220446,0
ENSG00000220447,0
ENSG00000220472,53
ENSG00000220483,0
ENSG00000220494,1
ENSG00000220505,0
ENSG00000220506,1
ENSG00000220514,0
ENSG00000220515,0
ENSG00000220517,42
ENSG00000220522,0
ENSG00000220537,0
ENSG00000220540,0
ENSG00000220541,3
ENSG00000220548,0
ENSG00000220553,0
ENSG00000220556,0
ENSG00000220557,0
ENSG00000220563,17
ENSG00000220575,0
ENSG00000220581,1
ENSG00000220583,16
ENSG00000220585,0
ENSG00000220586,1
ENSG00000220598,0
ENSG00000220600,0
ENSG00000220614,3
ENSG00000220635,0
ENSG00000220643,0
ENSG00000220660,3
ENSG00000220666,0
ENSG00000220685,19
ENSG00000220694,0
ENSG00000220695,3
ENSG00000220702,1
ENSG00000220721,0
ENSG00000220725,0
ENSG00000220730,0
ENSG00000220733,0
ENSG00000220734,0
ENSG00000220739,0
ENSG00000220744,3
ENSG00000220745,0
ENSG00000220748,0
ENSG00000220749,116
ENSG00000220758,0
ENSG00000220771,4
ENSG00000220773,2
ENSG00000220785,120
ENSG00000220793,10
ENSG00000220804,222
ENSG00000220831,0
ENSG00000220842,64
ENSG00000220848,99
ENSG00000220867,1
ENSG00000220868,0
ENSG00000220871,0
ENSG00000220875,18
ENSG00000220884,3
ENSG00000220891,37
ENSG00000220908,0
ENSG00000220913,0
ENSG00000220918,0
ENSG00000220920,8
ENSG00000220924,0
ENSG00000220925,1
ENSG00000220937,2
ENSG00000220948,0
ENSG00000220949,0
ENSG00000220960,0
ENSG00000220981,0
ENSG00000220982,0
ENSG00000220984,0
ENSG00000220986,0
ENSG00000220987,0
ENSG00000220988,0
ENSG00000220989,0
ENSG00000220990,0
ENSG00000220992,0
ENSG00000220993,0
ENSG00000220996,0
ENSG00000220997,0
ENSG00000220999,0
ENSG00000221000,0
ENSG00000221002,0
ENSG00000221003,0
ENSG00000221005,0
ENSG00000221007,0
ENSG00000221008,0
ENSG00000221010,0
ENSG00000221015,0
ENSG00000221016,0
ENSG00000221017,0
ENSG00000221018,0
ENSG00000221019,0
ENSG00000221020,0
ENSG00000221021,0
ENSG00000221023,0
ENSG00000221025,0
ENSG00000221026,2
ENSG00000221028,0
ENSG00000221029,0
ENSG00000221030,0
ENSG00000221031,0
ENSG00000221032,0
ENSG00000221033,0
ENSG00000221036,0
ENSG00000221038,0
ENSG00000221039,0
ENSG00000221040,0
ENSG00000221041,0
ENSG00000221042,0
ENSG00000221043,0
ENSG00000221044,1
ENSG00000221046,0
ENSG00000221048,1
ENSG00000221050,0
ENSG00000221051,3
ENSG00000221052,0
ENSG00000221053,0
ENSG00000221055,0
ENSG00000221058,0
ENSG00000221059,0
ENSG00000221060,0
ENSG00000221062,0
ENSG00000221063,0
ENSG00000221065,0
ENSG00000221066,0
ENSG00000221069,0
ENSG00000221070,0
ENSG00000221072,0
ENSG00000221073,0
ENSG00000221074,0
ENSG00000221075,0
ENSG00000221077,0
ENSG00000221079,0
ENSG00000221081,0
ENSG00000221082,0
ENSG00000221083,0
ENSG00000221084,1
ENSG00000221085,0
ENSG00000221087,0
ENSG00000221091,0
ENSG00000221093,0
ENSG00000221094,1
ENSG00000221095,0
ENSG00000221100,0
ENSG00000221102,0
ENSG00000221104,0
ENSG00000221105,0
ENSG00000221108,0
ENSG00000221110,0
ENSG00000221111,0
ENSG00000221112,0
ENSG00000221113,0
ENSG00000221114,0
ENSG00000221116,0
ENSG00000221118,0
ENSG00000221120,0
ENSG00000221121,0
ENSG00000221123,0
ENSG00000221125,0
ENSG00000221126,0
ENSG00000221128,0
ENSG00000221130,0
ENSG00000221131,0
ENSG00000221132,0
ENSG00000221134,0
ENSG00000221135,2
ENSG00000221137,0
ENSG00000221139,0
ENSG00000221141,0
ENSG00000221142,0
ENSG00000221148,0
ENSG00000221156,0
ENSG00000221157,0
ENSG00000221160,0
ENSG00000221163,0
ENSG00000221164,4
ENSG00000221165,0
ENSG00000221169,4
ENSG00000221170,0
ENSG00000221172,0
ENSG00000221173,0
ENSG00000221174,2
ENSG00000221175,0
ENSG00000221176,0
ENSG00000221178,0
ENSG00000221179,0
ENSG00000221183,0
ENSG00000221184,7
ENSG00000221185,0
ENSG00000221186,0
ENSG00000221187,0
ENSG00000221189,0
ENSG00000221190,0
ENSG00000221192,0
ENSG00000221198,0
ENSG00000221199,0
ENSG00000221200,0
ENSG00000221201,0
ENSG00000221203,0
ENSG00000221204,0
ENSG00000221206,0
ENSG00000221210,0
ENSG00000221211,1
ENSG00000221214,0
ENSG00000221216,4
ENSG00000221217,0
ENSG00000221220,0
ENSG00000221221,0
ENSG00000221222,0
ENSG00000221225,0
ENSG00000221227,0
ENSG00000221230,0
ENSG00000221232,0
ENSG00000221233,0
ENSG00000221234,0
ENSG00000221235,0
ENSG00000221236,0
ENSG00000221237,0
ENSG00000221238,0
ENSG00000221240,0
ENSG00000221241,0
ENSG00000221245,0
ENSG00000221246,1
ENSG00000221247,0
ENSG00000221249,0
ENSG00000221250,0
ENSG00000221251,0
ENSG00000221254,0
ENSG00000221255,0
ENSG00000221257,0
ENSG00000221258,0
ENSG00000221259,0
ENSG00000221260,0
ENSG00000221261,1
ENSG00000221262,0
ENSG00000221263,0
ENSG00000221264,1
ENSG00000221265,0
ENSG00000221266,0
ENSG00000221267,0
ENSG00000221269,0
ENSG00000221272,0
ENSG00000221273,0
ENSG00000221275,0
ENSG00000221278,0
ENSG00000221280,0
ENSG00000221286,0
ENSG00000221287,0
ENSG00000221288,0
ENSG00000221289,0
ENSG00000221290,0
ENSG00000221291,0
ENSG00000221293,0
ENSG00000221294,0
ENSG00000221296,0
ENSG00000221297,0
ENSG00000221299,8
ENSG00000221300,0
ENSG00000221301,0
ENSG00000221302,0
ENSG00000221303,1
ENSG00000221304,0
ENSG00000221305,0
ENSG00000221309,0
ENSG00000221310,0
ENSG00000221312,0
ENSG00000221313,0
ENSG00000221314,0
ENSG00000221316,0
ENSG00000221317,0
ENSG00000221318,0
ENSG00000221319,0
ENSG00000221320,0
ENSG00000221321,0
ENSG00000221322,0
ENSG00000221323,0
ENSG00000221324,0
ENSG00000221325,0
ENSG00000221326,0
ENSG00000221328,0
ENSG00000221330,0
ENSG00000221331,0
ENSG00000221332,1
ENSG00000221333,0
ENSG00000221334,0
ENSG00000221335,0
ENSG00000221336,0
ENSG00000221337,0
ENSG00000221338,7
ENSG00000221340,6
ENSG00000221344,0
ENSG00000221345,0
ENSG00000221346,0
ENSG00000221347,0
ENSG00000221348,0
ENSG00000221351,0
ENSG00000221352,0
ENSG00000221354,0
ENSG00000221355,0
ENSG00000221356,0
ENSG00000221357,0
ENSG00000221358,0
ENSG00000221359,0
ENSG00000221362,0
ENSG00000221363,0
ENSG00000221365,0
ENSG00000221366,0
ENSG00000221369,0
ENSG00000221371,0
ENSG00000221372,0
ENSG00000221373,0
ENSG00000221374,0
ENSG00000221375,0
ENSG00000221376,0
ENSG00000221377,0
ENSG00000221378,0
ENSG00000221379,0
ENSG00000221380,0
ENSG00000221381,0
ENSG00000221382,0
ENSG00000221383,0
ENSG00000221384,0
ENSG00000221385,1
ENSG00000221386,0
ENSG00000221387,1
ENSG00000221388,0
ENSG00000221389,0
ENSG00000221390,0
ENSG00000221392,0
ENSG00000221393,0
ENSG00000221394,0
ENSG00000221395,0
ENSG00000221398,0
ENSG00000221400,0
ENSG00000221401,0
ENSG00000221402,0
ENSG00000221403,0
ENSG00000221405,0
ENSG00000221406,2
ENSG00000221407,0
ENSG00000221409,0
ENSG00000221410,0
ENSG00000221411,0
ENSG00000221412,0
ENSG00000221413,0
ENSG00000221415,0
ENSG00000221416,0
ENSG00000221417,0
ENSG00000221418,0
ENSG00000221419,1
ENSG00000221420,0
ENSG00000221421,0
ENSG00000221424,0
ENSG00000221425,0
ENSG00000221427,0
ENSG00000221428,0
ENSG00000221429,1
ENSG00000221430,1
ENSG00000221431,0
ENSG00000221432,0
ENSG00000221436,0
ENSG00000221437,0
ENSG00000221438,0
ENSG00000221439,2
ENSG00000221440,0
ENSG00000221442,0
ENSG00000221443,0
ENSG00000221444,0
ENSG00000221445,0
ENSG00000221446,0
ENSG00000221447,0
ENSG00000221448,0
ENSG00000221449,0
ENSG00000221450,0
ENSG00000221451,0
ENSG00000221454,0
ENSG00000221455,0
ENSG00000221456,0
ENSG00000221457,0
ENSG00000221458,0
ENSG00000221459,0
ENSG00000221461,0
ENSG00000221463,0
ENSG00000221464,1
ENSG00000221466,0
ENSG00000221467,0
ENSG00000221468,0
ENSG00000221469,0
ENSG00000221470,0
ENSG00000221471,0
ENSG00000221473,0
ENSG00000221474,0
ENSG00000221475,0
ENSG00000221476,0
ENSG00000221477,0
ENSG00000221479,0
ENSG00000221486,0
ENSG00000221487,2
ENSG00000221488,0
ENSG00000221489,0
ENSG00000221491,7
ENSG00000221492,0
ENSG00000221493,1
ENSG00000221494,0
ENSG00000221495,0
ENSG00000221496,0
ENSG00000221497,0
ENSG00000221498,0
ENSG00000221499,0
ENSG00000221500,20
ENSG00000221502,1
ENSG00000221504,0
ENSG00000221505,0
ENSG00000221506,0
ENSG00000221507,0
ENSG00000221510,0
ENSG00000221511,0
ENSG00000221514,0
ENSG00000221515,0
ENSG00000221516,0
ENSG00000221518,4
ENSG00000221519,0
ENSG00000221520,6
ENSG00000221521,0
ENSG00000221523,0
ENSG00000221524,0
ENSG00000221525,0
ENSG00000221526,0
ENSG00000221527,0
ENSG00000221528,0
ENSG00000221530,0
ENSG00000221531,0
ENSG00000221533,0
ENSG00000221534,0
ENSG00000221535,2
ENSG00000221536,0
ENSG00000221537,0
ENSG00000221539,10
ENSG00000221540,1
ENSG00000221541,2
ENSG00000221542,0
ENSG00000221545,0
ENSG00000221547,0
ENSG00000221548,0
ENSG00000221550,0
ENSG00000221551,0
ENSG00000221552,1
ENSG00000221553,3
ENSG00000221555,0
ENSG00000221556,0
ENSG00000221558,0
ENSG00000221559,0
ENSG00000221560,0
ENSG00000221562,0
ENSG00000221563,1
ENSG00000221564,1
ENSG00000221565,0
ENSG00000221566,0
ENSG00000221567,0
ENSG00000221568,0
ENSG00000221571,1
ENSG00000221573,0
ENSG00000221574,0
ENSG00000221576,0
ENSG00000221578,0
ENSG00000221579,0
ENSG00000221581,0
ENSG00000221583,0
ENSG00000221585,0
ENSG00000221586,0
ENSG00000221589,0
ENSG00000221590,0
ENSG00000221591,0
ENSG00000221593,0
ENSG00000221594,0
ENSG00000221595,0
ENSG00000221598,5
ENSG00000221599,0
ENSG00000221601,0
ENSG00000221602,0
ENSG00000221603,0
ENSG00000221604,0
ENSG00000221606,0
ENSG00000221607,0
ENSG00000221608,0
ENSG00000221610,0
ENSG00000221611,4
ENSG00000221612,0
ENSG00000221613,0
ENSG00000221614,0
ENSG00000221615,0
ENSG00000221616,0
ENSG00000221617,0
ENSG00000221618,0
ENSG00000221619,0
ENSG00000221621,0
ENSG00000221623,0
ENSG00000221628,0
ENSG00000221629,0
ENSG00000221630,0
ENSG00000221631,0
ENSG00000221633,0
ENSG00000221634,0
ENSG00000221635,0
ENSG00000221637,0
ENSG00000221638,1
ENSG00000221639,0
ENSG00000221641,0
ENSG00000221643,1
ENSG00000221644,0
ENSG00000221649,0
ENSG00000221650,0
ENSG00000221653,0
ENSG00000221654,0
ENSG00000221655,1
ENSG00000221656,0
ENSG00000221657,0
ENSG00000221659,0
ENSG00000221662,1
ENSG00000221664,0
ENSG00000221665,0
ENSG00000221667,0
ENSG00000221669,0
ENSG00000221670,0
ENSG00000221673,0
ENSG00000221676,3
ENSG00000221677,0
ENSG00000221679,0
ENSG00000221680,0
ENSG00000221683,0
ENSG00000221685,0
ENSG00000221686,0
ENSG00000221690,0
ENSG00000221691,0
ENSG00000221693,1
ENSG00000221695,0
ENSG00000221696,0
ENSG00000221697,0
ENSG00000221698,0
ENSG00000221699,0
ENSG00000221701,0
ENSG00000221702,0
ENSG00000221703,0
ENSG00000221704,0
ENSG00000221705,0
ENSG00000221706,0
ENSG00000221707,0
ENSG00000221708,0
ENSG00000221710,0
ENSG00000221711,0
ENSG00000221716,12
ENSG00000221717,0
ENSG00000221719,0
ENSG00000221720,0
ENSG00000221721,0
ENSG00000221723,0
ENSG00000221724,0
ENSG00000221725,1
ENSG00000221726,0
ENSG00000221729,0
ENSG00000221730,0
ENSG00000221731,0
ENSG00000221732,0
ENSG00000221733,0
ENSG00000221736,0
ENSG00000221737,0
ENSG00000221739,0
ENSG00000221740,2
ENSG00000221741,0
ENSG00000221745,0
ENSG00000221746,0
ENSG00000221747,0
ENSG00000221749,0
ENSG00000221750,0
ENSG00000221751,0
ENSG00000221753,0
ENSG00000221754,0
ENSG00000221756,0
ENSG00000221760,0
ENSG00000221762,0
ENSG00000221763,2
ENSG00000221764,0
ENSG00000221766,0
ENSG00000221767,1
ENSG00000221768,0
ENSG00000221770,0
ENSG00000221771,1
