Gene stable ID,5a2ae0bd-d23c-4104-a33b-7024cf61b597
ENSG00000072135,6127
ENSG00000072163,1618
ENSG00000072182,1
ENSG00000072195,312
ENSG00000072201,1636
ENSG00000072210,3334
ENSG00000072274,11243
ENSG00000072310,18510
ENSG00000072315,1
ENSG00000072364,18550
ENSG00000072401,1156
ENSG00000072415,5907
ENSG00000072422,1880
ENSG00000072501,10617
ENSG00000072506,6184
ENSG00000072518,4916
ENSG00000072571,456
ENSG00000072609,1442
ENSG00000072657,16
ENSG00000072682,6423
ENSG00000072694,440
ENSG00000072736,1781
ENSG00000072756,1423
ENSG00000072778,11031
ENSG00000072786,3242
ENSG00000072803,6085
ENSG00000072818,340
ENSG00000072832,1432
ENSG00000072840,4974
ENSG00000072849,3222
ENSG00000072858,2979
ENSG00000072864,2106
ENSG00000072952,2390
ENSG00000072954,215
ENSG00000072958,2835
ENSG00000073008,1454
ENSG00000073050,2496
ENSG00000073060,4774
ENSG00000073067,1
ENSG00000073111,3443
ENSG00000073146,29
ENSG00000073150,255
ENSG00000073169,770
ENSG00000073282,1089
ENSG00000073331,2568
ENSG00000073350,4837
ENSG00000073417,1474
ENSG00000073464,336
ENSG00000073536,1713
ENSG00000073578,6571
ENSG00000073584,5754
ENSG00000073598,3
ENSG00000073605,183
ENSG00000073614,5140
ENSG00000073670,13
ENSG00000073711,4111
ENSG00000073712,5285
ENSG00000073734,5
ENSG00000073737,41
ENSG00000073754,0
ENSG00000073756,42
ENSG00000073792,85
ENSG00000073803,1649
ENSG00000073849,12469
ENSG00000073861,35
ENSG00000073905,8
ENSG00000073910,3195
ENSG00000073921,14799
ENSG00000073969,6829
ENSG00000074047,545
ENSG00000074054,4382
ENSG00000074071,2883
ENSG00000074181,13241
ENSG00000074201,5545
ENSG00000074211,4512
ENSG00000074219,2128
ENSG00000074266,1406
ENSG00000074276,13
ENSG00000074317,3
ENSG00000074319,4451
ENSG00000074356,2399
ENSG00000074370,3202
ENSG00000074410,24319
ENSG00000074416,3767
ENSG00000074527,17661
ENSG00000074582,1110
ENSG00000074590,5215
ENSG00000074603,3316
ENSG00000074621,2275
ENSG00000074657,4784
ENSG00000074660,302
ENSG00000074695,15000
ENSG00000074696,21797
ENSG00000074706,148
ENSG00000074755,4676
ENSG00000074771,0
ENSG00000074800,82827
ENSG00000074803,548
ENSG00000074842,5678
ENSG00000074855,605
ENSG00000074935,495
ENSG00000074964,2255
ENSG00000074966,24
ENSG00000075035,59
ENSG00000075043,0
ENSG00000075073,63
ENSG00000075089,1774
ENSG00000075131,404
ENSG00000075142,4504
ENSG00000075151,7284
ENSG00000075188,1282
ENSG00000075213,271
ENSG00000075218,275
ENSG00000075223,16332
ENSG00000075234,2104
ENSG00000075239,3420
ENSG00000075240,2723
ENSG00000075275,20441
ENSG00000075290,3
ENSG00000075292,10674
ENSG00000075303,810
ENSG00000075336,879
ENSG00000075340,134
ENSG00000075388,0
ENSG00000075391,3276
ENSG00000075399,542
ENSG00000075407,2603
ENSG00000075413,3539
ENSG00000075415,23427
ENSG00000075420,11401
ENSG00000075426,18775
ENSG00000075429,0
ENSG00000075461,4607
ENSG00000075539,5377
ENSG00000075568,7703
ENSG00000075618,3259
ENSG00000075624,382915
ENSG00000075643,1556
ENSG00000075651,983
ENSG00000075673,4
ENSG00000075702,171
ENSG00000075711,3866
ENSG00000075785,29792
ENSG00000075790,3730
ENSG00000075826,86
ENSG00000075856,4323
ENSG00000075884,319
ENSG00000075886,152
ENSG00000075891,40
ENSG00000075914,990
ENSG00000075945,8578
ENSG00000075975,2391
ENSG00000076003,3394
ENSG00000076043,3099
ENSG00000076053,1946
ENSG00000076067,3996
ENSG00000076108,14067
ENSG00000076201,3439
ENSG00000076242,2172
ENSG00000076248,2775
ENSG00000076258,452
ENSG00000076321,1801
ENSG00000076344,367
ENSG00000076351,1409
ENSG00000076356,1533
ENSG00000076382,1026
ENSG00000076513,3051
ENSG00000076554,8858
ENSG00000076555,1307
ENSG00000076604,3773
ENSG00000076641,1090
ENSG00000076650,983
ENSG00000076662,78
ENSG00000076685,1111
ENSG00000076706,6942
ENSG00000076716,4234
ENSG00000076770,522
ENSG00000076826,887
ENSG00000076864,864
ENSG00000076924,2399
ENSG00000076928,2637
ENSG00000076944,2097
ENSG00000076984,1669
ENSG00000077009,0
ENSG00000077044,3582
ENSG00000077063,193
ENSG00000077080,0
ENSG00000077092,341
ENSG00000077097,19524
ENSG00000077147,25069
ENSG00000077150,2651
ENSG00000077152,850
ENSG00000077157,3672
ENSG00000077232,9852
ENSG00000077235,9864
ENSG00000077238,3629
ENSG00000077254,4463
ENSG00000077264,120
ENSG00000077274,70
ENSG00000077279,1
ENSG00000077312,2093
ENSG00000077327,8
ENSG00000077348,795
ENSG00000077380,7598
ENSG00000077420,873
ENSG00000077454,456
ENSG00000077458,904
ENSG00000077463,607
ENSG00000077498,0
ENSG00000077514,1760
ENSG00000077522,458
ENSG00000077549,17616
ENSG00000077585,4326
ENSG00000077616,73
ENSG00000077684,2093
ENSG00000077713,1032
ENSG00000077721,4440
ENSG00000077782,6992
ENSG00000077800,0
ENSG00000077935,30
ENSG00000077942,33979
ENSG00000077943,439
ENSG00000077984,275
ENSG00000078018,2203
ENSG00000078043,1406
ENSG00000078053,614
ENSG00000078061,6824
ENSG00000078070,3603
ENSG00000078081,243
ENSG00000078098,6851
ENSG00000078114,9172
ENSG00000078124,4650
ENSG00000078140,9158
ENSG00000078142,1783
ENSG00000078177,1477
ENSG00000078237,674
ENSG00000078246,1559
ENSG00000078269,3983
ENSG00000078295,278
ENSG00000078304,8444
ENSG00000078319,482
ENSG00000078328,1
ENSG00000078369,29639
ENSG00000078399,117
ENSG00000078401,515
ENSG00000078403,1916
ENSG00000078487,271
ENSG00000078549,187
ENSG00000078579,3
ENSG00000078589,91
ENSG00000078596,823
ENSG00000078618,11272
ENSG00000078668,6940
ENSG00000078674,8613
ENSG00000078687,3590
ENSG00000078699,1765
ENSG00000078725,63
ENSG00000078747,3123
ENSG00000078795,9
ENSG00000078804,2440
ENSG00000078808,8586
ENSG00000078814,15
ENSG00000078898,125
ENSG00000078900,226
ENSG00000078902,3549
ENSG00000078967,1399
ENSG00000079101,334
ENSG00000079102,745
ENSG00000079112,13
ENSG00000079134,989
ENSG00000079150,1441
ENSG00000079156,663
ENSG00000079215,906
ENSG00000079246,25246
ENSG00000079257,1305
ENSG00000079263,193
ENSG00000079277,1175
ENSG00000079308,12828
ENSG00000079313,762
ENSG00000079332,10490
ENSG00000079335,639
ENSG00000079337,849
ENSG00000079385,1102
ENSG00000079387,1763
ENSG00000079393,59
ENSG00000079432,4527
ENSG00000079435,237
ENSG00000079459,6031
ENSG00000079462,1458
ENSG00000079482,802
ENSG00000079557,0
ENSG00000079616,2286
ENSG00000079689,10
ENSG00000079691,1860
ENSG00000079739,4694
ENSG00000079785,9645
ENSG00000079805,5939
ENSG00000079819,5453
ENSG00000079841,138
ENSG00000079931,638
ENSG00000079950,4813
ENSG00000079974,1320
ENSG00000079999,4684
ENSG00000080007,31
ENSG00000080031,36
ENSG00000080166,4
ENSG00000080189,3317
ENSG00000080200,1478
ENSG00000080224,20
ENSG00000080293,11
ENSG00000080298,1475
ENSG00000080345,5888
ENSG00000080371,6627
ENSG00000080493,47
ENSG00000080503,9480
ENSG00000080511,1
ENSG00000080546,1905
ENSG00000080561,1095
ENSG00000080572,1
ENSG00000080573,4780
ENSG00000080603,17255
ENSG00000080608,1264
ENSG00000080618,23
ENSG00000080644,129
ENSG00000080709,77
ENSG00000080802,1974
ENSG00000080815,5881
ENSG00000080819,920
ENSG00000080822,2350
ENSG00000080823,782
ENSG00000080824,142614
ENSG00000080839,722
ENSG00000080845,5533
ENSG00000080854,155
ENSG00000080910,0
ENSG00000080947,132
ENSG00000080986,229
ENSG00000081014,1332
ENSG00000081019,2548
ENSG00000081026,2692
ENSG00000081041,9
ENSG00000081051,7
ENSG00000081052,342
ENSG00000081059,839
ENSG00000081087,3187
ENSG00000081138,12
ENSG00000081148,56
ENSG00000081154,6861
ENSG00000081177,2150
ENSG00000081181,279
ENSG00000081189,2119
ENSG00000081237,2512
ENSG00000081248,4
ENSG00000081277,386
ENSG00000081307,4112
ENSG00000081320,2771
ENSG00000081377,980
ENSG00000081386,1000
ENSG00000081479,13985
ENSG00000081665,1354
ENSG00000081692,1987
ENSG00000081721,907
ENSG00000081760,3792
ENSG00000081791,5288
ENSG00000081800,0
ENSG00000081803,3846
ENSG00000081818,2132
ENSG00000081842,32
ENSG00000081853,294
ENSG00000081870,960
ENSG00000081913,904
ENSG00000081923,3838
ENSG00000081985,38
ENSG00000082014,856
ENSG00000082068,1421
ENSG00000082074,1153
ENSG00000082126,12
ENSG00000082146,565
ENSG00000082153,8937
ENSG00000082175,4484
ENSG00000082196,6817
ENSG00000082212,1886
ENSG00000082213,1955
ENSG00000082258,3112
ENSG00000082269,477
ENSG00000082293,4
ENSG00000082397,1454
ENSG00000082438,5615
ENSG00000082458,9620
ENSG00000082482,497
ENSG00000082497,5659
ENSG00000082512,2495
ENSG00000082515,1742
ENSG00000082516,3496
ENSG00000082556,1
ENSG00000082641,42104
ENSG00000082684,192
ENSG00000082701,11535
ENSG00000082781,45421
ENSG00000082805,6175
ENSG00000082898,12639
ENSG00000082929,6
ENSG00000082996,6489
ENSG00000083067,5
ENSG00000083093,1083
ENSG00000083097,1706
ENSG00000083099,2729
ENSG00000083123,1104
ENSG00000083168,7942
ENSG00000083223,1812
ENSG00000083290,1681
ENSG00000083307,6934
ENSG00000083312,13102
ENSG00000083444,13589
ENSG00000083454,33
ENSG00000083457,881
ENSG00000083520,3941
ENSG00000083535,1418
ENSG00000083544,1897
ENSG00000083622,0
ENSG00000083635,678
ENSG00000083642,3618
ENSG00000083720,2425
ENSG00000083750,1635
ENSG00000083782,882
ENSG00000083799,6803
ENSG00000083807,328
ENSG00000083812,756
ENSG00000083814,467
ENSG00000083817,606
ENSG00000083828,339
ENSG00000083838,639
ENSG00000083844,3693
ENSG00000083845,23602
ENSG00000083857,24774
ENSG00000083896,6652
ENSG00000083937,3431
ENSG00000084070,3270
ENSG00000084072,2402
ENSG00000084073,9198
ENSG00000084090,12578
ENSG00000084092,2434
ENSG00000084093,6106
ENSG00000084110,10
ENSG00000084112,5114
ENSG00000084207,5090
ENSG00000084234,50256
ENSG00000084444,4053
ENSG00000084453,5
ENSG00000084463,6661
ENSG00000084623,12921
ENSG00000084628,1113
ENSG00000084636,10112
ENSG00000084652,7495
ENSG00000084674,0
ENSG00000084676,6638
ENSG00000084693,2563
ENSG00000084710,484
ENSG00000084731,1957
ENSG00000084733,15988
ENSG00000084734,12
ENSG00000084754,17499
ENSG00000084764,1363
ENSG00000084774,4940
ENSG00000085063,34090
ENSG00000085117,6721
ENSG00000085185,1493
ENSG00000085224,7825
ENSG00000085231,1853
ENSG00000085265,60
ENSG00000085274,2127
ENSG00000085276,977
ENSG00000085365,6517
ENSG00000085377,3355
ENSG00000085382,887
ENSG00000085415,2868
ENSG00000085433,1586
ENSG00000085449,4488
ENSG00000085465,122
ENSG00000085491,4002
ENSG00000085511,2378
ENSG00000085514,362
ENSG00000085552,4432
ENSG00000085563,309
ENSG00000085644,1770
ENSG00000085662,2449
ENSG00000085719,15575
ENSG00000085721,4104
ENSG00000085733,20646
ENSG00000085741,142
ENSG00000085760,2985
ENSG00000085788,3227
ENSG00000085831,10198
ENSG00000085832,4831
ENSG00000085840,143
ENSG00000085871,538
ENSG00000085872,2358
ENSG00000085978,3456
ENSG00000085982,2800
ENSG00000085998,5159
ENSG00000085999,157
ENSG00000086015,3821
ENSG00000086061,11908
ENSG00000086062,34053
ENSG00000086065,3934
ENSG00000086102,3561
ENSG00000086159,7
ENSG00000086189,1925
ENSG00000086200,3363
ENSG00000086205,247
ENSG00000086232,13613
ENSG00000086288,53
ENSG00000086289,1185
ENSG00000086300,1430
ENSG00000086475,4026
ENSG00000086504,2298
ENSG00000086506,0
ENSG00000086544,2521
ENSG00000086548,2850
ENSG00000086570,739
ENSG00000086589,5490
ENSG00000086598,40018
ENSG00000086619,1524
ENSG00000086666,5925
ENSG00000086696,511
ENSG00000086712,2511
ENSG00000086717,450
ENSG00000086730,761
ENSG00000086758,42044
ENSG00000086827,1835
ENSG00000086848,736
ENSG00000086967,6
ENSG00000086991,1690
ENSG00000087008,3493
ENSG00000087053,3348
ENSG00000087074,2004
ENSG00000087076,384
ENSG00000087077,3967
ENSG00000087085,22
ENSG00000087086,97060
ENSG00000087087,6688
ENSG00000087088,1679
ENSG00000087095,2405
ENSG00000087111,6865
ENSG00000087116,15012
ENSG00000087128,19
ENSG00000087152,5115
ENSG00000087157,1364
ENSG00000087191,12450
ENSG00000087206,1366
ENSG00000087237,56
ENSG00000087245,90752
ENSG00000087250,56
ENSG00000087253,1926
ENSG00000087258,131
ENSG00000087263,5141
ENSG00000087266,2507
ENSG00000087269,4074
ENSG00000087274,15586
ENSG00000087299,972
ENSG00000087301,2556
ENSG00000087302,11390
ENSG00000087303,4973
ENSG00000087338,2335
ENSG00000087365,18483
ENSG00000087448,3615
ENSG00000087460,120632
ENSG00000087470,5346
ENSG00000087494,169
ENSG00000087495,81
ENSG00000087502,3208
ENSG00000087510,3774
ENSG00000087586,871
ENSG00000087589,88
ENSG00000087842,1724
ENSG00000087884,1347
ENSG00000087903,245
ENSG00000087995,1478
ENSG00000088002,626
ENSG00000088035,1593
ENSG00000088038,2518
ENSG00000088053,10
ENSG00000088179,1613
ENSG00000088205,6948
ENSG00000088247,7628
ENSG00000088256,3826
ENSG00000088280,4308
ENSG00000088298,1369
ENSG00000088305,169
ENSG00000088320,29
ENSG00000088325,1684
ENSG00000088340,97
ENSG00000088356,1744
ENSG00000088367,3993
ENSG00000088386,30
ENSG00000088387,3358
ENSG00000088448,3393
ENSG00000088451,452
ENSG00000088538,38
ENSG00000088543,658
ENSG00000088682,2558
ENSG00000088726,245
ENSG00000088727,299
ENSG00000088756,1407
ENSG00000088766,2252
ENSG00000088782,0
ENSG00000088808,2124
ENSG00000088812,7759
ENSG00000088826,451
ENSG00000088827,747
ENSG00000088832,10794
ENSG00000088833,6141
ENSG00000088836,327
ENSG00000088854,1531
ENSG00000088876,913
ENSG00000088881,610
ENSG00000088882,3030
ENSG00000088888,8780
ENSG00000088899,533
ENSG00000088926,2
ENSG00000088930,9421
ENSG00000088970,1013
ENSG00000088986,14445
ENSG00000088992,33
ENSG00000089006,4072
ENSG00000089009,34163
ENSG00000089012,72
ENSG00000089022,1973
ENSG00000089041,559
ENSG00000089048,1350
ENSG00000089050,2512
ENSG00000089053,7564
ENSG00000089057,3720
ENSG00000089060,2934
ENSG00000089063,6922
ENSG00000089091,500
ENSG00000089094,1960
ENSG00000089101,56
ENSG00000089116,0
ENSG00000089123,634
ENSG00000089127,3034
ENSG00000089154,15035
ENSG00000089157,80977
ENSG00000089159,10890
ENSG00000089163,98
ENSG00000089169,45
ENSG00000089177,4170
ENSG00000089195,1415
ENSG00000089199,13
ENSG00000089220,26534
ENSG00000089225,527
ENSG00000089234,2057
ENSG00000089248,8530
ENSG00000089250,9
ENSG00000089280,16191
ENSG00000089289,3760
ENSG00000089327,7280
ENSG00000089335,2365
ENSG00000089351,3085
ENSG00000089356,6416
ENSG00000089472,3124
ENSG00000089486,1276
ENSG00000089505,80
ENSG00000089558,3
ENSG00000089597,48215
ENSG00000089639,1408
ENSG00000089682,607
ENSG00000089685,1158
ENSG00000089692,84
ENSG00000089693,9711
ENSG00000089723,698
ENSG00000089737,11105
ENSG00000089775,1344
ENSG00000089818,2251
ENSG00000089820,449
ENSG00000089847,51
ENSG00000089876,3102
ENSG00000089902,4148
ENSG00000089916,2801
ENSG00000090006,1910
ENSG00000090013,3773
ENSG00000090020,8624
ENSG00000090054,3158
ENSG00000090060,16812
ENSG00000090061,754
ENSG00000090097,1082
ENSG00000090104,513
ENSG00000090238,1415
ENSG00000090263,1874
ENSG00000090266,4060
ENSG00000090273,7016
ENSG00000090316,3712
ENSG00000090339,2287
ENSG00000090372,3332
ENSG00000090376,590
ENSG00000090382,3100
ENSG00000090402,0
ENSG00000090432,3199
ENSG00000090447,455
ENSG00000090470,1537
ENSG00000090487,7542
ENSG00000090512,2
ENSG00000090520,4601
ENSG00000090530,493
ENSG00000090534,44
ENSG00000090539,908
ENSG00000090554,52
ENSG00000090565,2983
ENSG00000090581,3260
ENSG00000090612,2184
ENSG00000090615,10042
ENSG00000090621,6305
ENSG00000090659,117
ENSG00000090661,4006
ENSG00000090674,1081
ENSG00000090686,3960
ENSG00000090776,1376
ENSG00000090857,3031
ENSG00000090861,10409
ENSG00000090863,21787
ENSG00000090889,558
ENSG00000090905,3870
ENSG00000090924,1396
ENSG00000090932,2
ENSG00000090971,752
ENSG00000090975,557
ENSG00000090989,4754
ENSG00000091009,2500
ENSG00000091010,1
ENSG00000091039,6302
ENSG00000091073,681
ENSG00000091106,122
ENSG00000091127,1086
ENSG00000091128,5
ENSG00000091129,222
ENSG00000091136,18663
ENSG00000091137,38
ENSG00000091138,55
ENSG00000091140,5627
ENSG00000091157,1838
ENSG00000091164,4616
ENSG00000091181,8
ENSG00000091262,113
ENSG00000091317,5579
ENSG00000091409,4348
ENSG00000091428,279
ENSG00000091436,4044
ENSG00000091482,5
ENSG00000091483,8866
ENSG00000091490,1579
ENSG00000091513,553
ENSG00000091527,23471
ENSG00000091536,29
ENSG00000091542,6529
ENSG00000091583,0
ENSG00000091592,885
ENSG00000091622,270
ENSG00000091640,2616
ENSG00000091651,169
ENSG00000091656,2419
ENSG00000091664,0
ENSG00000091704,3
ENSG00000091732,979
ENSG00000091831,87322
ENSG00000091844,108
ENSG00000091879,1011
ENSG00000091947,2604
ENSG00000091972,911
ENSG00000091986,30276
ENSG00000092009,9
ENSG00000092010,15647
ENSG00000092020,1096
ENSG00000092036,1232
ENSG00000092051,25
ENSG00000092054,0
ENSG00000092067,8
ENSG00000092068,14940
ENSG00000092094,1336
ENSG00000092096,1621
ENSG00000092098,1790
ENSG00000092108,4172
ENSG00000092140,1406
ENSG00000092148,13553
ENSG00000092199,37847
ENSG00000092200,55
ENSG00000092201,10722
ENSG00000092203,7690
ENSG00000092208,481
ENSG00000092295,45
ENSG00000092330,4096
ENSG00000092345,11
ENSG00000092377,0
ENSG00000092421,1396
ENSG00000092439,3593
ENSG00000092445,869
ENSG00000092470,745
ENSG00000092529,17
ENSG00000092531,4261
ENSG00000092607,880
ENSG00000092621,2567
ENSG00000092758,73
ENSG00000092820,33995
ENSG00000092841,73683
ENSG00000092847,3853
ENSG00000092850,44
ENSG00000092853,177
ENSG00000092871,2578
ENSG00000092929,2145
ENSG00000092931,2788
ENSG00000092964,5409
ENSG00000092969,3019
ENSG00000092978,2359
ENSG00000093000,4597
ENSG00000093009,199
ENSG00000093010,3501
ENSG00000093072,6380
ENSG00000093100,4
ENSG00000093134,14
ENSG00000093144,1091
ENSG00000093167,2449
ENSG00000093183,2974
ENSG00000093217,815
ENSG00000094631,3782
ENSG00000094661,0
ENSG00000094755,1734
ENSG00000094796,54
ENSG00000094804,894
ENSG00000094841,947
ENSG00000094880,3408
ENSG00000094914,2801
ENSG00000094916,19301
ENSG00000094963,859
ENSG00000094975,10844
ENSG00000095002,2665
ENSG00000095015,10340
ENSG00000095059,2021
ENSG00000095066,1797
ENSG00000095110,1
ENSG00000095139,23197
ENSG00000095203,1725
ENSG00000095209,598
ENSG00000095261,2992
ENSG00000095303,1342
ENSG00000095319,2708
ENSG00000095321,1992
ENSG00000095370,754
ENSG00000095380,4016
ENSG00000095383,1335
ENSG00000095397,555
ENSG00000095464,18
ENSG00000095485,1370
ENSG00000095539,439
ENSG00000095564,3187
ENSG00000095574,1493
ENSG00000095585,762
ENSG00000095587,247
ENSG00000095596,262
ENSG00000095627,27
ENSG00000095637,2699
ENSG00000095713,63
ENSG00000095739,4461
ENSG00000095752,36
ENSG00000095777,62
ENSG00000095787,10866
ENSG00000095794,1064
ENSG00000095906,1528
ENSG00000095917,64
ENSG00000095932,21
ENSG00000095951,3230
ENSG00000095970,1083
ENSG00000095981,3
ENSG00000096006,26
ENSG00000096060,4654
ENSG00000096063,3459
ENSG00000096070,4833
ENSG00000096080,539
ENSG00000096088,12
ENSG00000096092,3571
ENSG00000096093,1556
ENSG00000096264,0
ENSG00000096384,60536
ENSG00000096395,0
ENSG00000096401,2460
ENSG00000096433,4186
ENSG00000096654,1298
ENSG00000096696,62829
ENSG00000096717,1902
ENSG00000096746,8663
ENSG00000096872,892
ENSG00000096968,1185
ENSG00000096996,132
ENSG00000097007,5800
ENSG00000097021,1388
ENSG00000097033,8190
ENSG00000097046,595
ENSG00000097096,402
ENSG00000099139,833
ENSG00000099194,73556
ENSG00000099203,715
ENSG00000099204,9095
ENSG00000099219,4703
ENSG00000099246,8856
ENSG00000099250,7519
ENSG00000099251,105
ENSG00000099256,409
ENSG00000099260,1014
ENSG00000099282,10299
ENSG00000099284,2226
ENSG00000099290,2359
ENSG00000099308,959
ENSG00000099326,654
ENSG00000099330,656
ENSG00000099331,5765
ENSG00000099337,2170
ENSG00000099338,147
ENSG00000099341,9803
ENSG00000099364,1069
ENSG00000099365,147
ENSG00000099377,1526
ENSG00000099381,2134
ENSG00000099385,1912
ENSG00000099399,0
ENSG00000099617,1
ENSG00000099622,16831
ENSG00000099624,1729
ENSG00000099625,68
ENSG00000099715,0
ENSG00000099721,0
ENSG00000099725,0
ENSG00000099769,28
ENSG00000099783,13617
ENSG00000099785,2075
ENSG00000099795,2150
ENSG00000099797,7146
ENSG00000099800,2095
ENSG00000099804,1557
ENSG00000099810,2017
ENSG00000099812,2630
ENSG00000099814,3596
ENSG00000099817,4244
ENSG00000099821,1488
ENSG00000099822,20
ENSG00000099834,5
ENSG00000099840,138
ENSG00000099849,795
ENSG00000099860,2645
ENSG00000099864,1549
ENSG00000099866,14
ENSG00000099869,19
ENSG00000099875,8928
ENSG00000099889,581
ENSG00000099899,1682
ENSG00000099901,2426
ENSG00000099904,827
ENSG00000099910,1767
ENSG00000099917,4929
ENSG00000099937,9
ENSG00000099940,4111
ENSG00000099942,6699
ENSG00000099949,3421
ENSG00000099953,38535
ENSG00000099954,17
ENSG00000099956,5692
ENSG00000099957,15
ENSG00000099958,1032
ENSG00000099960,1140
ENSG00000099968,4609
ENSG00000099974,84
ENSG00000099977,949
ENSG00000099984,0
ENSG00000099985,15
ENSG00000099991,5172
ENSG00000099992,983
ENSG00000099994,2060
ENSG00000099995,10409
ENSG00000099998,2250
ENSG00000099999,1122
ENSG00000100003,1656
ENSG00000100012,0
ENSG00000100014,3274
ENSG00000100023,3987
ENSG00000100024,9
ENSG00000100027,138
ENSG00000100028,5717
ENSG00000100029,5398
ENSG00000100030,12900
ENSG00000100031,2131
ENSG00000100033,133
ENSG00000100034,2205
ENSG00000100036,226
ENSG00000100038,25
ENSG00000100053,7
ENSG00000100055,892
ENSG00000100056,977
ENSG00000100058,442
ENSG00000100060,560
ENSG00000100065,977
ENSG00000100068,156
ENSG00000100075,3828
ENSG00000100077,1949
ENSG00000100078,7
ENSG00000100079,65
ENSG00000100083,2732
ENSG00000100084,787
ENSG00000100092,647
ENSG00000100095,77
ENSG00000100097,28348
ENSG00000100099,2043
ENSG00000100100,2351
ENSG00000100101,0
ENSG00000100104,1477
ENSG00000100105,7157
ENSG00000100106,1036
