UniProtKB Gene Name ID,node_id,Gene stable ID
P42892,5377,ENSG00000117298
O95239,5378,ENSG00000090889
Q14444,5379,ENSG00000135387
Q9H1K0,5380,ENSG00000131381
Q0VF96,5381,ENSG00000128849
O95163,5382,ENSG00000070061
O60706,5383,ENSG00000069431
P23284,5384,ENSG00000166794
P55103,5385,ENSG00000175189
Q16623,5386,ENSG00000106089
Q86X95,5387,ENSG00000138433
O15525,5388,ENSG00000197063
O75152,5389,ENSG00000058673
O95057,5390,ENSG00000176490
O75173,5391,ENSG00000158859
P09603,5392,ENSG00000184371
O60879,5393,ENSG00000147202
P62955,5394,ENSG00000105605
Q12873,5395,ENSG00000170004
Q16795,5396,ENSG00000139180
P50552,5397,ENSG00000125753
Q7LBR1,5398,ENSG00000255112
O14931,5400,ENSG00000204475
Q15406,5402,ENSG00000148200
P10515,5403,ENSG00000150768
Q9UQK1,5404,ENSG00000119938
O95425,5405,ENSG00000197321
P08962,5406,ENSG00000135404
Q9NZH5,5407,ENSG00000250254
Q14162,5408,ENSG00000074660
P49366,5410,ENSG00000095059
P43699,5411,ENSG00000136352
O60880,5412,ENSG00000183918
P48547,5413,ENSG00000129159
O14503,5414,ENSG00000134107
Q07820,5415,ENSG00000143384
Q86U44,5416,ENSG00000165819
P07315,5419,ENSG00000163254
P08571,5420,ENSG00000170458
P35556,5421,ENSG00000138829
P29017,5422,ENSG00000158481
P50461,5423,ENSG00000129170
Q8N2W9,5424,ENSG00000105229
P53671,5425,ENSG00000182541
P35232,5426,ENSG00000167085
P17342,5427,ENSG00000113389
P04733,5428,ENSG00000198417
Q8IX18,5430,ENSG00000108406
P49917,5432,ENSG00000174405
Q8N9W6,5433,ENSG00000152430
Q7L523,5434,ENSG00000155876
O00411,5435,ENSG00000099821
Q9H9D4,5439,ENSG00000175213
Q14676,5440,ENSG00000137337
O14495,5441,ENSG00000162407
Q99719,5442,ENSG00000184702
P98095,5443,ENSG00000163520
Q13568,5444,ENSG00000128604
O95221,5445,ENSG00000149133
P23490,5446,ENSG00000203782
P20671,5447,ENSG00000196866
P29034,5448,ENSG00000196754
O95450,5449,ENSG00000087116
P49116,5450,ENSG00000177463
O15304,5451,ENSG00000184990
P10645,5452,ENSG00000100604
P18065,5453,ENSG00000115457
O60664,5454,ENSG00000105355
Q02641,5455,ENSG00000067191
P56270,5456,ENSG00000103495
O75838,5457,ENSG00000136425
Q9NZ94,5458,ENSG00000196338
Q01668,5459,ENSG00000157388
Q8N119,5460,ENSG00000154485
Q86YT6,5461,ENSG00000101752
O15162,5462,ENSG00000188313
Q96DB2,5463,ENSG00000163517
P29973,5465,ENSG00000198515
Q86VK4,5467,ENSG00000119725
Q12849,5468,ENSG00000132463
P15086,5469,ENSG00000153002
P11216,5470,ENSG00000100994
P61009,5471,ENSG00000129128
Q02297,5472,ENSG00000157168
P61604,5473,ENSG00000115541
Q969G2,5474,ENSG00000121454
P11161,5475,ENSG00000122877
Q07326,5476,ENSG00000151665
Q9UIG0,5477,ENSG00000009954
P26651,5478,ENSG00000128016
Q96A65,5479,ENSG00000131558
P48681,5480,ENSG00000132688
Q92570,5481,ENSG00000119508
P29375,5482,ENSG00000073614
Q14774,5483,ENSG00000136630
Q13275,5484,ENSG00000001617
P52945,5485,ENSG00000139515
P35869,5487,ENSG00000106546
O60911,5488,ENSG00000136943
O14842,5489,ENSG00000126266
Q4KWH8,5490,ENSG00000114805
O76080,5493,ENSG00000107372
P30084,5495,ENSG00000127884
P55017,5496,ENSG00000070915
P07197,5498,ENSG00000104722
O75618,5500,ENSG00000158796
P49703,5501,ENSG00000175906
Q9H3R5,5502,ENSG00000153044
O95279,5503,ENSG00000164626
O75367,5504,ENSG00000113648
Q5TG30,5505,ENSG00000124143
Q15848,5506,ENSG00000181092
P34925,5507,ENSG00000163785
O15066,5508,ENSG00000101350
Q86Y01,5509,ENSG00000135144
O95025,5510,ENSG00000153993
Q00005,5511,ENSG00000156475
O75817,5512,ENSG00000172336
Q9H013,5513,ENSG00000135074
P02787,5514,ENSG00000091513
O75445,5515,ENSG00000042781
P25800,5517,ENSG00000166407
O75818,5518,ENSG00000124787
Q16778,5519,ENSG00000184678
P35443,5521,ENSG00000113296
P43121,5523,ENSG00000076706
P11226,5524,ENSG00000165471
Q9BXX0,5527,ENSG00000132205
O60493,5528,ENSG00000112335
P21397,5529,ENSG00000189221
Q01860,5530,ENSG00000204531
P33121,5531,ENSG00000151726
P41273,5533,ENSG00000125657
O43164,5534,ENSG00000198961
O95072,5535,ENSG00000100918
Q9BT22,5536,ENSG00000033011
P50391,5537,ENSG00000204174
P34982,5538,ENSG00000184166
P04921,5539,ENSG00000136732
P20815,5540,ENSG00000106258
Q96FE5,5542,ENSG00000169783
P48058,5544,ENSG00000152578
O15554,5546,ENSG00000104783
P08034,5547,ENSG00000169562
Q16644,5549,ENSG00000114738
Q9HCJ2,5552,ENSG00000148948
P49619,5553,ENSG00000058866
P28676,5554,ENSG00000115271
P41231,5555,ENSG00000175591
P18754,5556,ENSG00000180198
Q9P0J0,5558,ENSG00000186010
Q8TDN6,5559,ENSG00000113460
O14647,5560,ENSG00000173575
Q9NQ66,5561,ENSG00000182621
O60749,5565,ENSG00000205302
Q9Y5H0,5566,ENSG00000254245
P07093,5567,ENSG00000135919
Q9NPF5,5568,ENSG00000178028
P40425,5570,ENSG00000204304
P12757,5571,ENSG00000136603
O43186,5574,ENSG00000105392
Q6UW01,5575,ENSG00000139899
P48506,5576,ENSG00000001084
P19835,5577,ENSG00000170835
Q96SF2,5578,ENSG00000198445
O60341,5579,ENSG00000004487
Q14764,5580,ENSG00000013364
P08247,5581,ENSG00000102003
O94992,5582,ENSG00000186834
Q6IQ21,5583,ENSG00000198146
O14804,5584,ENSG00000135569
P50213,5585,ENSG00000166411
Q99527,5586,ENSG00000164850
Q15388,5587,ENSG00000173726
Q8TE77,5589,ENSG00000172830
Q9UDY2,5590,ENSG00000119139
O60404,5591,ENSG00000171936
O14944,5592,ENSG00000124882
O43439,5593,ENSG00000078699
P43268,5595,ENSG00000175832
P16066,5596,ENSG00000169418
Q99687,5597,ENSG00000105419
Q96G23,5598,ENSG00000143418
Q06547,5600,ENSG00000104064
Q15822,5601,ENSG00000120903
Q02410,5602,ENSG00000107282
Q2M1K9,5603,ENSG00000102935
O75379,5604,ENSG00000117533
Q96JD6,5605,ENSG00000165568
Q13118,5606,ENSG00000155090
P47869,5607,ENSG00000151834
Q9NZ72,5608,ENSG00000197457
Q96MS0,5609,ENSG00000154134
O95371,5610,ENSG00000168158
Q9UQB8,5612,ENSG00000175866
Q9H814,5613,ENSG00000164902
Q9BZI7,5614,ENSG00000125351
P00995,5615,ENSG00000164266
Q14469,5616,ENSG00000114315
Q14247,5617,ENSG00000085733
P28356,5618,ENSG00000128709
P11836,5619,ENSG00000156738
P35790,5620,ENSG00000110721
P14324,5621,ENSG00000160752
O95411,5622,ENSG00000221995
Q3YBR2,5623,ENSG00000154144
Q96EB6,5624,ENSG00000096717
P56178,5625,ENSG00000105880
Q969G9,5626,ENSG00000140807
P35713,5627,ENSG00000203883
P09486,5628,ENSG00000113140
Q9Y5H9,5630,ENSG00000204969
Q96H86,5631,ENSG00000169951
Q12857,5632,ENSG00000162599
Q96AC1,5634,ENSG00000073712
Q96JB5,5637,ENSG00000108465
Q8IU54,5638,ENSG00000182393
P33527,5639,ENSG00000103222
Q16611,5640,ENSG00000030110
Q02543,5641,ENSG00000105640
Q13642,5642,ENSG00000022267
Q68EM7,5644,ENSG00000140750
O14522,5645,ENSG00000196090
Q9UIF9,5647,ENSG00000076108
O14925,5648,ENSG00000265354
Q86XR7,5650,ENSG00000243414
Q14500,5651,ENSG00000184185
P23511,5652,ENSG00000001167
O43593,5653,ENSG00000168453
Q63HR2,5654,ENSG00000111077
Q6QNY0,5655,ENSG00000189114
Q92851,5659,ENSG00000003400
O60469,5660,ENSG00000171587
O95707,5661,ENSG00000105171
P08217,5662,ENSG00000142615
O60462,5664,ENSG00000118257
P10588,5665,ENSG00000160113
Q9UKV8,5666,ENSG00000123908
Q01974,5668,ENSG00000169071
P32245,5669,ENSG00000166603
Q9H307,5673,ENSG00000100941
Q9UP38,5674,ENSG00000157240
P07204,5675,ENSG00000178726
O60573,5676,ENSG00000135930
Q13976,5678,ENSG00000185532
Q13838,5679,ENSG00000198563
Q15696,5680,ENSG00000169249
Q96LZ3,5681,ENSG00000188386
O75385,5684,ENSG00000177169
P13645,5685,ENSG00000186395
O60237,5686,ENSG00000077157
Q96QT6,5687,ENSG00000109118
Q9BXL6,5688,ENSG00000141527
O95500,5690,ENSG00000159261
P60033,5691,ENSG00000110651
P31689,5692,ENSG00000086061
P56134,5696,ENSG00000241468
Q92922,5697,ENSG00000173473
A6NHA9,5698,ENSG00000185926
P48509,5699,ENSG00000177697
Q99496,5701,ENSG00000121481
O75569,5702,ENSG00000180228
O95076,5703,ENSG00000156150
O75420,5704,ENSG00000146830
Q9NR50,5705,ENSG00000070785
O43776,5706,ENSG00000134440
O43292,5707,ENSG00000197858
P48048,5708,ENSG00000151704
Q13813,5710,ENSG00000197694
O60346,5711,ENSG00000081913
O43818,5713,ENSG00000114767
Q14242,5714,ENSG00000110876
P51878,5715,ENSG00000137757
P98155,5716,ENSG00000147852
Q9UPY6,5719,ENSG00000132970
Q9H293,5720,ENSG00000166090
Q13490,5722,ENSG00000110330
O95264,5724,ENSG00000149305
O94985,5725,ENSG00000171603
P98171,5726,ENSG00000089820
P51884,5727,ENSG00000139329
Q9NVU0,5728,ENSG00000058600
O43933,5729,ENSG00000127980
Q9NRR5,5730,ENSG00000160803
Q8TCG5,5731,ENSG00000169169
Q8IYM9,5733,ENSG00000132274
P07359,5735,ENSG00000185245
Q8WXI2,5736,ENSG00000149970
Q9Y4Y9,5738,ENSG00000106355
P23297,5742,ENSG00000160678
Q13795,5743,ENSG00000101246
P10909,5744,ENSG00000120885
P47992,5745,ENSG00000143184
Q9NS87,5746,ENSG00000163808
O95059,5747,ENSG00000163684
P15812,5748,ENSG00000158488
Q9UNP9,5749,ENSG00000084072
Q9BYV2,5750,ENSG00000138100
P08218,5752,ENSG00000215704
Q9P2I0,5753,ENSG00000165934
Q8N6T7,5754,ENSG00000077463
P13995,5755,ENSG00000065911
Q92733,5756,ENSG00000143294
Q06609,5757,ENSG00000051180
Q8WUY9,5759,ENSG00000035499
O60359,5764,ENSG00000006116
O76036,5765,ENSG00000189430
P23921,5766,ENSG00000167325
Q8TED0,5767,ENSG00000164338
O14983,5768,ENSG00000196296
Q15543,5769,ENSG00000197780
O43516,5770,ENSG00000115935
Q15697,5771,ENSG00000103343
P48382,5772,ENSG00000143390
Q14527,5774,ENSG00000071794
P29475,5775,ENSG00000089250
A6NF89,5776,ENSG00000188324
Q8TD86,5777,ENSG00000169885
Q15629,5778,ENSG00000067167
Q9NPR2,5779,ENSG00000185033
Q9Y5H7,5780,ENSG00000204965
P02753,5781,ENSG00000138207
P58181,5782,ENSG00000170683
O75716,5783,ENSG00000115661
P57073,5784,ENSG00000005513
Q9C0C2,5787,ENSG00000149115
O14662,5788,ENSG00000124222
Q99708,5789,ENSG00000101773
Q01813,5790,ENSG00000067057
Q92794,5791,ENSG00000083168
Q53QZ3,5793,ENSG00000075884
Q96A32,5795,ENSG00000180209
Q92841,5796,ENSG00000100201
P51841,5797,ENSG00000101890
Q96QB1,5799,ENSG00000164741
O00167,5801,ENSG00000064655
P51159,5802,ENSG00000069974
P02489,5803,ENSG00000160202
P02748,5804,ENSG00000113600
O94887,5805,ENSG00000006607
Q15726,5806,ENSG00000170498
P14927,5807,ENSG00000156467
Q9H840,5809,ENSG00000142252
Q9UMN6,5810,ENSG00000272333
Q5TD90,5811,ENSG00000196911
Q96M96,5814,ENSG00000139132
P52895,5816,ENSG00000151632
P36508,5817,ENSG00000065029
O60412,5818,ENSG00000127529
O00567,5819,ENSG00000101361
P80294,5820,ENSG00000205358
P15863,5821,ENSG00000125813
Q9C000,5823,ENSG00000091592
P05114,5824,ENSG00000205581
P25103,5825,ENSG00000115353
P42685,5826,ENSG00000111816
Q15185,5829,ENSG00000110958
P43629,5830,ENSG00000167633
O60391,5833,ENSG00000116032
Q9HC35,5835,ENSG00000143924
Q92834,5837,ENSG00000156313
O95841,5839,ENSG00000116194
Q9NZI8,5840,ENSG00000159217
P10109,5843,ENSG00000137714
P49640,5844,ENSG00000106038
P25685,5846,ENSG00000132002
O95071,5847,ENSG00000104517
Q9H221,5848,ENSG00000143921
P52790,5849,ENSG00000160883
Q13163,5850,ENSG00000137764
P78537,5851,ENSG00000135441
O94766,5852,ENSG00000149541
P27797,5853,ENSG00000179218
Q6PIF6,5856,ENSG00000169994
Q9BY11,5857,ENSG00000124507
Q8IY18,5858,ENSG00000198887
P28360,5860,ENSG00000163132
O75145,5861,ENSG00000177380
O43286,5862,ENSG00000158470
P54852,5863,ENSG00000142227
O95931,5864,ENSG00000100307
Q70SY1,5865,ENSG00000182158
O75037,5866,ENSG00000116852
Q09428,5867,ENSG00000006071
P15313,5868,ENSG00000116039
O75575,5869,ENSG00000241258
O95249,5870,ENSG00000108587
Q92786,5871,ENSG00000117707
Q8NEC5,5872,ENSG00000175294
P48454,5873,ENSG00000120910
Q9H161,5874,ENSG00000052850
Q7KZI7,5875,ENSG00000072518
Q16445,5876,ENSG00000145863
P45880,5877,ENSG00000165637
P35354,5878,ENSG00000073756
O60271,5880,ENSG00000008294
Q9H269,5882,ENSG00000215305
P42166,5883,ENSG00000120802
Q8WXG6,5885,ENSG00000110514
O95625,5887,ENSG00000066422
Q6P597,5888,ENSG00000104892
Q9BZL6,5889,ENSG00000105287
Q7Z6J9,5891,ENSG00000182173
Q7Z3G6,5893,ENSG00000163637
Q969V6,5895,ENSG00000196588
Q8TDN2,5896,ENSG00000168263
P35452,5898,ENSG00000170178
Q15637,5899,ENSG00000168066
P04216,5900,ENSG00000154096
Q9UHB9,5901,ENSG00000167881
Q14833,5902,ENSG00000124493
P29016,5903,ENSG00000158485
P35080,5905,ENSG00000070087
Q93077,5906,ENSG00000180573
P27930,5907,ENSG00000115590
P07476,5908,ENSG00000163207
Q07011,5909,ENSG00000049249
P07202,5910,ENSG00000115705
Q8TDB6,5912,ENSG00000163840
P37275,5914,ENSG00000148516
P08133,5915,ENSG00000197043
Q8IV77,5917,ENSG00000132259
Q9H0N0,5918,ENSG00000222014
Q9UM11,5919,ENSG00000105325
O95484,5920,ENSG00000213937
P14174,5922,ENSG00000240972
P05111,5923,ENSG00000123999
Q969M3,5924,ENSG00000145817
P04259,5925,ENSG00000185479
Q5H9I0,5926,ENSG00000183434
P09630,5927,ENSG00000197757
O75022,5928,ENSG00000204577
Q8TDZ2,5929,ENSG00000135596
Q6X4U4,5931,ENSG00000171243
O43237,5932,ENSG00000135720
P41212,5933,ENSG00000139083
Q92529,5934,ENSG00000148082
P36957,5935,ENSG00000119689
O43765,5936,ENSG00000104969
O00295,5937,ENSG00000104804
Q9H4D5,5938,ENSG00000147206
P54105,5939,ENSG00000074201
Q9Y3B4,5940,ENSG00000115128
Q9NUP9,5941,ENSG00000148943
Q9H2S9,5942,ENSG00000123411
O95786,5943,ENSG00000107201
Q9BYG4,5944,ENSG00000178184
Q14781,5946,ENSG00000173894
O00479,5947,ENSG00000182952
P21399,5948,ENSG00000122729
P61964,5949,ENSG00000196363
O14879,5950,ENSG00000119917
Q15911,5952,ENSG00000140836
P13646,5953,ENSG00000171401
O14817,5954,ENSG00000214063
Q9H1J1,5955,ENSG00000169062
Q13526,5956,ENSG00000127445
O76064,5957,ENSG00000112130
P01571,5960,ENSG00000234829
P35520,5961,ENSG00000160200
Q03052,5962,ENSG00000185668
P19532,5964,ENSG00000068323
Q9Y5G9,5965,ENSG00000262576
Q6NXE6,5967,ENSG00000105676
Q96EL2,5968,ENSG00000062582
Q9HCK5,5969,ENSG00000134698
O14530,5970,ENSG00000115514
P52788,5971,ENSG00000102172
P48645,5972,ENSG00000109255
O95222,5974,ENSG00000184933
A6NI28,5975,ENSG00000165895
A6NH00,5976,ENSG00000177462
Q01484,5977,ENSG00000145362
P28476,5978,ENSG00000111886
P41134,5979,ENSG00000125968
P08195,5980,ENSG00000168003
Q96B36,5981,ENSG00000204673
P40617,5983,ENSG00000122644
Q15116,5984,ENSG00000188389
Q13519,5985,ENSG00000168081
Q7Z5K2,5986,ENSG00000062650
P43354,5987,ENSG00000153234
P57739,5988,ENSG00000165376
Q13188,5989,ENSG00000104375
Q92993,5990,ENSG00000172977
P46087,5991,ENSG00000111641
P07225,5993,ENSG00000184500
Q14980,5994,ENSG00000137497
Q92913,5995,ENSG00000129682
P54845,5996,ENSG00000129535
P04053,5997,ENSG00000107447
O15194,5999,ENSG00000144677
O75081,6000,ENSG00000129993
P48169,6001,ENSG00000109158
O95670,6002,ENSG00000213760
Q13322,6003,ENSG00000106070
O60224,6004,ENSG00000268009
O60224,6004,ENSG00000269791
P53567,6005,ENSG00000153879
P30530,6007,ENSG00000167601
A6NM03,6008,ENSG00000188124
P35247,6009,ENSG00000133661
P09132,6010,ENSG00000153037
Q9H5V7,6011,ENSG00000095574
P46199,6013,ENSG00000085760
Q86VH2,6014,ENSG00000165115
Q9H788,6015,ENSG00000104611
O00230,6016,ENSG00000241563
Q13387,6017,ENSG00000008735
Q6ZWJ1,6018,ENSG00000166263
Q86WP2,6020,ENSG00000062194
O43896,6021,ENSG00000129250
O95661,6024,ENSG00000162595
P13378,6025,ENSG00000175879
O15389,6027,ENSG00000105501
Q5JU69,6028,ENSG00000160404
Q16555,6029,ENSG00000092964
Q96RN1,6032,ENSG00000112053
Q13351,6033,ENSG00000105610
Q9Y5F8,6034,ENSG00000254122
P17931,6035,ENSG00000131981
P30038,6036,ENSG00000159423
Q9BRT9,6037,ENSG00000147536
Q86UE8,6038,ENSG00000146872
Q8TE60,6040,ENSG00000140873
P35499,6041,ENSG00000007314
Q96FV9,6042,ENSG00000079134
P15018,6043,ENSG00000128342
P10632,6044,ENSG00000138115
P38432,6045,ENSG00000121058
O00192,6046,ENSG00000099889
Q92747,6047,ENSG00000241685
P48167,6048,ENSG00000109738
P28332,6049,ENSG00000172955
O75175,6050,ENSG00000088038
P20648,6051,ENSG00000105675
Q96IJ6,6052,ENSG00000144591
Q6NUQ1,6053,ENSG00000135249
Q10588,6054,ENSG00000109743
O43396,6056,ENSG00000091164
Q9P212,6057,ENSG00000138193
Q12791,6059,ENSG00000156113
Q8NEJ0,6060,ENSG00000167065
Q6PIL6,6061,ENSG00000185774
Q9Y6Q3,6062,ENSG00000136866
O60486,6064,ENSG00000136040
P05109,6069,ENSG00000143546
Q14232,6070,ENSG00000111361
P21266,6071,ENSG00000134202
P17544,6074,ENSG00000170653
Q8TAT6,6075,ENSG00000182446
Q9Y5W5,6076,ENSG00000156076
Q8IY37,6077,ENSG00000150990
P52179,6078,ENSG00000101605
O75695,6079,ENSG00000102218
P53602,6080,ENSG00000167508
P37088,6081,ENSG00000111319
P46695,6082,ENSG00000137331
Q9Y6F9,6083,ENSG00000115596
P10635,6084,ENSG00000100197
P57682,6085,ENSG00000109787
Q9UQL6,6086,ENSG00000108840
Q6IF63,6088,ENSG00000175485
P29966,6092,ENSG00000277443
P00973,6095,ENSG00000089127
Q5RKV6,6096,ENSG00000223496
Q9BY50,6097,ENSG00000166562
Q9H4B7,6098,ENSG00000101162
P18509,6099,ENSG00000141433
Q5JT25,6100,ENSG00000147127
P30301,6101,ENSG00000135517
P13804,6102,ENSG00000140374
P27487,6105,ENSG00000197635
O14684,6106,ENSG00000148344
O75554,6107,ENSG00000120688
Q9Y5I3,6108,ENSG00000204970
Q12772,6109,ENSG00000198911
Q14449,6113,ENSG00000115290
Q9NP71,6114,ENSG00000009950
P50548,6115,ENSG00000105722
Q7Z5Y6,6116,ENSG00000183682
O76001,6117,ENSG00000204701
Q9UNA4,6118,ENSG00000101751
P43005,6119,ENSG00000106688
P31949,6120,ENSG00000163191
P40225,6121,ENSG00000090534
P01008,6122,ENSG00000117601
P11137,6123,ENSG00000078018
Q13319,6124,ENSG00000171450
Q8N423,6126,ENSG00000131042
P29279,6127,ENSG00000118523
P01270,6128,ENSG00000152266
P30613,6129,ENSG00000143627
P54253,6130,ENSG00000124788
Q14739,6131,ENSG00000143815
Q9UDY8,6133,ENSG00000172175
Q92945,6134,ENSG00000088247
O15488,6136,ENSG00000056998
P08263,6137,ENSG00000243955
Q14515,6138,ENSG00000152583
Q9UBU9,6139,ENSG00000162231
O95672,6140,ENSG00000171551
O15427,6143,ENSG00000141526
P58180,6144,ENSG00000255713
O76082,6145,ENSG00000197375
Q13425,6146,ENSG00000168807
Q9UBZ9,6148,ENSG00000135945
O15205,6149,ENSG00000213886
O60307,6150,ENSG00000099308
P98194,6151,ENSG00000017260
P35372,6153,ENSG00000112038
Q9UKB1,6154,ENSG00000072803
Q8IWQ3,6156,ENSG00000174672
P78357,6157,ENSG00000108797
Q9H7Z6,6159,ENSG00000103510
Q16514,6160,ENSG00000120656
Q99467,6161,ENSG00000134061
Q9H239,6162,ENSG00000271447
Q06889,6163,ENSG00000179388
O43323,6164,ENSG00000139549
Q5XPI4,6165,ENSG00000164068
Q76I76,6166,ENSG00000141298
O43854,6167,ENSG00000164176
P56856,6168,ENSG00000066405
Q15573,6169,ENSG00000143498
Q9BQ87,6170,ENSG00000092377
P38117,6171,ENSG00000105379
Q7Z4S6,6172,ENSG00000139116
P07988,6174,ENSG00000168878
P05093,6176,ENSG00000148795
P14679,6177,ENSG00000077498
Q13326,6179,ENSG00000102683
Q14114,6181,ENSG00000157193
Q07343,6182,ENSG00000184588
P30049,6184,ENSG00000099624
Q14161,6185,ENSG00000139436
O15528,6186,ENSG00000111012
P48052,6188,ENSG00000158516
Q8WU17,6189,ENSG00000170881
Q4LE39,6190,ENSG00000054267
P10412,6191,ENSG00000168298
Q14990,6192,ENSG00000155087
O75915,6195,ENSG00000144746
P20337,6196,ENSG00000169213
O75431,6198,ENSG00000128654
Q6ZW31,6200,ENSG00000105137
Q9HCE7,6202,ENSG00000198742
Q9P1Z0,6205,ENSG00000174282
P81133,6207,ENSG00000112246
Q9H410,6208,ENSG00000149636
Q14190,6209,ENSG00000159263
P37287,6210,ENSG00000165195
Q8NFZ4,6211,ENSG00000169992
Q9UPW0,6212,ENSG00000198815
Q6P1J9,6214,ENSG00000134371
Q12860,6215,ENSG00000018236
P54259,6216,ENSG00000111676
Q9NPH3,6217,ENSG00000196083
P06734,6218,ENSG00000104921
Q96CF2,6219,ENSG00000164695
Q16875,6220,ENSG00000170525
Q00059,6221,ENSG00000108064
P01009,6222,ENSG00000197249
Q93096,6223,ENSG00000112245
O43567,6224,ENSG00000082996
P30990,6225,ENSG00000133636
O15021,6226,ENSG00000069020
P05155,6227,ENSG00000149131
P09067,6229,ENSG00000120075
P28161,6230,ENSG00000213366
Q9NR33,6231,ENSG00000115350
O95255,6232,ENSG00000091262
Q96KB5,6233,ENSG00000168078
Q9H553,6236,ENSG00000119523
P57054,6237,ENSG00000185808
Q14188,6238,ENSG00000114126
Q9UHX1,6239,ENSG00000179950
Q96A56,6240,ENSG00000164938
P83436,6241,ENSG00000168434
P49321,6242,ENSG00000132780
Q9NPF7,6243,ENSG00000110944
Q13241,6244,ENSG00000134539
Q15021,6245,ENSG00000010292
O95711,6246,ENSG00000112799
P05451,6247,ENSG00000115386
P62253,6248,ENSG00000132388
Q92619,6249,ENSG00000180448
P69891,6251,ENSG00000213934
Q6IFH4,6253,ENSG00000182083
P15170,6254,ENSG00000103342
Q9NSK0,6256,ENSG00000137171
Q08499,6257,ENSG00000113448
Q01064,6258,ENSG00000123360
Q96RJ3,6259,ENSG00000159958
Q9NYY3,6260,ENSG00000145632
Q01151,6261,ENSG00000112149
P36404,6263,ENSG00000213465
P17509,6264,ENSG00000108511
O14843,6265,ENSG00000185897
Q9UKU7,6266,ENSG00000151498
Q8NI77,6267,ENSG00000121621
Q9HB14,6268,ENSG00000152315
Q9H0B6,6269,ENSG00000174996
Q9HC16,6270,ENSG00000239713
P57737,6271,ENSG00000262246
P18505,6272,ENSG00000163288
Q14093,6273,ENSG00000155833
Q6PJP8,6274,ENSG00000198924
O75031,6275,ENSG00000160207
P08861,6276,ENSG00000219073
Q14511,6277,ENSG00000111859
Q86YM7,6278,ENSG00000152413
O75190,6279,ENSG00000105993
Q9H237,6282,ENSG00000102312
P80108,6284,ENSG00000112293
Q6IF00,6286,ENSG00000196240
Q06265,6287,ENSG00000123737
P18545,6288,ENSG00000185527
Q8IUC6,6289,ENSG00000127666
Q96RT1,6290,ENSG00000112851
P14222,6291,ENSG00000180644
P22466,6293,ENSG00000069482
P55854,6294,ENSG00000184900
P18085,6295,ENSG00000168374
O14681,6298,ENSG00000149547
Q14324,6301,ENSG00000086967
Q96KQ7,6302,ENSG00000204371
O14544,6303,ENSG00000170677
Q9H2X3,6304,ENSG00000104938
Q13085,6305,ENSG00000278540
P40926,6306,ENSG00000146701
P63220,6308,ENSG00000171858
O43447,6309,ENSG00000171960
Q86SJ2,6310,ENSG00000139211
P47756,6311,ENSG00000077549
Q02790,6313,ENSG00000004478
P33316,6314,ENSG00000128951
Q13562,6315,ENSG00000162992
P13797,6316,ENSG00000102024
O94759,6318,ENSG00000142185
O95379,6319,ENSG00000145779
O00482,6320,ENSG00000116833
O14521,6321,ENSG00000204370
Q8IYD8,6322,ENSG00000187790
P55895,6323,ENSG00000175097
O75715,6324,ENSG00000224586
Q96BY2,6325,ENSG00000165943
Q01105,6327,ENSG00000119335
P34130,6328,ENSG00000225950
P34981,6329,ENSG00000174417
P02792,6330,ENSG00000087086
P78310,6331,ENSG00000154639
Q9NVW2,6332,ENSG00000131263
P98168,6333,ENSG00000198205
Q9UJF2,6334,ENSG00000075391
Q9H6Z4,6335,ENSG00000031823
Q13595,6336,ENSG00000164548
Q8IZS8,6337,ENSG00000157445
Q9UBD5,6338,ENSG00000135336
Q96T76,6340,ENSG00000155229
P48634,6341,ENSG00000204469
Q12955,6342,ENSG00000151150
P49754,6343,ENSG00000006715
Q8NF64,6344,ENSG00000122515
Q9BW19,6345,ENSG00000237649
P02656,6346,ENSG00000110245
P41250,6347,ENSG00000106105
Q7L5Y6,6349,ENSG00000140543
O15318,6350,ENSG00000113356
Q8WUW1,6351,ENSG00000254999
P54289,6352,ENSG00000153956
Q02643,6353,ENSG00000106128
Q02928,6355,ENSG00000187048
P57723,6356,ENSG00000090097
O00746,6357,ENSG00000103202
Q6P158,6358,ENSG00000163214
Q9Y473,6360,ENSG00000105497
Q6R327,6364,ENSG00000164327
Q8TBF5,6365,ENSG00000163964
P47928,6366,ENSG00000172201
P13716,6367,ENSG00000148218
P08235,6369,ENSG00000151623
P08697,6370,ENSG00000167711
Q99961,6372,ENSG00000141985
P0C5Z0,6374,ENSG00000277745
P0C5Z0,6374,ENSG00000277858
Q9UBP5,6375,ENSG00000135547
P32455,6377,ENSG00000117228
O95971,6380,ENSG00000117281
O75312,6381,ENSG00000109917
Q8IYT8,6382,ENSG00000083290
Q9BZM6,6383,ENSG00000111981
P43115,6384,ENSG00000050628
P30203,6385,ENSG00000013725
Q9Y616,6386,ENSG00000090376
P51572,6387,ENSG00000185825
Q12770,6388,ENSG00000114650
Q7Z6M1,6390,ENSG00000136933
Q9UJW3,6391,ENSG00000142182
P47890,6394,ENSG00000183024
Q9BQA5,6395,ENSG00000172273
Q13438,6398,ENSG00000135506
O95218,6399,ENSG00000132485
P59665,6401,ENSG00000206047
P59665,6401,ENSG00000240247
O00476,6402,ENSG00000124564
O14668,6403,ENSG00000130962
P02511,6405,ENSG00000109846
Q99956,6406,ENSG00000130829
P50238,6407,ENSG00000213145
O43364,6408,ENSG00000105996
